cluster_label,N,mean_intercept,sd_intercept,mean_slope,sd_slope,phenotype
0,49,0.02145021931947301,0.2599743719179211,-0.00789250097115631,0.09602286991343316,Resilient
1,27,0.8799096021873539,0.32521930078973244,-0.3250692961499933,0.12008768973831672,High-Baseline-Fast-Decline
2,24,-1.033692500238041,0.3741231015716384,0.3818168143181904,0.1381028857119305,Low-Baseline-Slow-Decline
