group,n,theta_all_mean,theta_all_sd,confidence_theta_mean,confidence_theta_sd,education_mean,rpm_mean,age_mean
Well-calibrated,41,0.05948313938414633,0.6299085618037455,-0.6010561188719512,0.1909810687674329,6.121951219512195,10.268292682926829,44.75609756097561
Overconfident,33,-0.0535581235681818,0.7271110026833343,-0.4011594382484849,0.24028539866158413,6.090909090909091,10.0,44.06060606060606
Underconfident,26,-0.0020544200826923074,0.7025330408924476,-0.9767910194230769,0.30534895427354886,6.076923076923077,9.076923076923077,44.92307692307692
