analysis,r,p_uncorrected,p_bonferroni,CI_lower,CI_upper,n
rehearsal_frequency_theta_correlation,0.1498728233637592,0.13667036674896962,0.27334073349793925,0.12869088592364125,0.3030129843758685,100
