block,r_squared,r_squared_change,f_change,p_change_uncorrected,p_change_bonferroni
Demographics,0.004409687285925501,0.004409687285925501,0.4340634380447345,0.5115468065513092,1.0
Strategy_Variables,0.04021864394709285,0.035808956661167346,1.7722009608526785,0.17553076416996705,0.3510615283399341
