predictor,coefficient,se,t_statistic,p_uncorrected,p_bonferroni,cohens_f2
age,-0.03357097130205809,0.024272347801854582,-1.3830953468577534,0.1698440072381873,0.6793760289527492,0.02
education_numeric,0.6007647429507689,0.41390096923416236,1.4514697659741147,0.14990923067846382,0.5996369227138553,0.02
rehearsal_frequency,0.7195269686094843,0.5875115585216176,1.2247026601826576,0.2236839785078481,0.8947359140313924,0.018654746956343986
