contrast,estimate,SE,equivalence_bound,t1,p1,t2,p2,tost_p,ci_90_lower,ci_90_upper,equivalence_established
Congruent - Common,0.1521794796163994,0.1088908600047805,0.2,3.234242796878802,0.0008391252238457464,0.4391600946259511,0.3307714029195862,0.3307714029195862,-0.02694598509146451,0.33130494432426333,False
