Days_within,Congruence,theta_predicted,theta_observed,CI_lower_observed,CI_upper_observed,n_obs,Data_Type
0.4067796610169492,Incongruent,0.02849741888389983,,,,,Late
0.5084745762711864,Incongruent,0.019351660986652915,,,,,Late
0.6101694915254238,Incongruent,0.010205903089405992,,,,,Late
0.7118644067796611,Incongruent,0.0010601451921590681,,,,,Late
0.8135593220338984,Incongruent,-0.008085612705087859,,,,,Late
0.9152542372881356,Incongruent,-0.01723137060233478,,,,,Late
1.0169491525423728,Incongruent,-0.026377128499581657,,,,,Late
1.1186440677966103,Incongruent,-0.03552288639682862,,,,,Late
1.2203389830508475,Incongruent,-0.044668644294075514,,,,,Late
1.3220338983050848,Incongruent,-0.053814402191322434,,,,,Late
1.4237288135593222,Incongruent,-0.06296016008856938,,,,,Late
1.5254237288135595,Incongruent,-0.0721059179858163,,,,,Late
1.6271186440677967,Incongruent,-0.08125167588306319,,,,,Late
1.728813559322034,Incongruent,-0.09039743378031011,,,,,Late
1.8305084745762712,Incongruent,-0.09954319167755703,,,,,Late
1.9322033898305087,Incongruent,-0.10868894957480396,,,,,Late
2.0338983050847457,Incongruent,-0.11783470747205084,,,,,Late
2.135593220338983,Incongruent,-0.12698046536929777,,,,,Late
2.2372881355932206,Incongruent,-0.13612622326654475,,,,,Late
2.3389830508474576,Incongruent,-0.14527198116379167,,,,,Late
2.440677966101695,Incongruent,-0.1544177390610386,,,,,Late
2.5423728813559325,Incongruent,-0.16356349695828554,,,,,Late
2.6440677966101696,Incongruent,-0.17270925485553243,,,,,Late
2.745762711864407,Incongruent,-0.18185501275277938,,,,,Late
2.8474576271186445,Incongruent,-0.19100077065002632,,,,,Late
2.9491525423728815,Incongruent,-0.20014652854727322,,,,,Late
3.050847457627119,Incongruent,-0.20929228644452016,,,,,Late
3.152542372881356,Incongruent,-0.218438044341767,,,,,Late
3.2542372881355934,Incongruent,-0.22758380223901395,,,,,Late
3.355932203389831,Incongruent,-0.23672956013626087,,,,,Late
3.457627118644068,Incongruent,-0.2458753180335078,,,,,Late
3.5593220338983054,Incongruent,-0.25502107593075474,,,,,Late
3.6610169491525424,Incongruent,-0.2641668338280016,,,,,Late
3.76271186440678,Incongruent,-0.2733125917252486,,,,,Late
3.8644067796610173,Incongruent,-0.28245834962249544,,,,,Late
3.9661016949152543,Incongruent,-0.2916041075197424,,,,,Late
4.067796610169491,Incongruent,-0.3007498654169892,,,,,Late
4.169491525423729,Incongruent,-0.30989562331423626,,,,,Late
4.271186440677966,Incongruent,-0.3190413812114831,,,,,Late
4.372881355932203,Incongruent,-0.3281871391087301,,,,,Late
4.474576271186441,Incongruent,-0.33733289700597696,,,,,Late
4.576271186440678,Incongruent,-0.34647865490322394,,,,,Late
4.677966101694915,Incongruent,-0.3556244128004708,,,,,Late
4.779661016949153,Incongruent,-0.36477017069771783,,,,,Late
4.88135593220339,Incongruent,-0.37391592859496464,,,,,Late
4.983050847457627,Incongruent,-0.3830616864922115,,,,,Late
5.084745762711865,Incongruent,-0.39220744438945854,,,,,Late
5.186440677966102,Incongruent,-0.4013532022867054,,,,,Late
5.288135593220339,Incongruent,-0.4104989601839523,,,,,Late
5.389830508474577,Incongruent,-0.41964471808119924,,,,,Late
5.491525423728814,Incongruent,-0.4287904759784462,,,,,Late
5.593220338983051,Incongruent,-0.4379362338756931,,,,,Late
5.694915254237289,Incongruent,-0.4470819917729401,,,,,Late
5.796610169491526,Incongruent,-0.4562277496701869,,,,,Late
5.898305084745763,Incongruent,-0.4653735075674339,,,,,Late
6.0,Incongruent,-0.47451926546468076,-0.6269188666666666,-1.1730428663597996,-0.08079486697353366,3.0,Late
