UID,composite_ID,test,domain,theta,TSVR_hours,log_TSVR,age,Age_c,mean_age
A087,A087_2,2,What,0.91695786,31.07,3.4679210137050633,59.0,14.43,44.57
A087,A087_3,3,What,-0.11189697,72.8,4.301358731606427,59.0,14.43,44.57
A087,A087_4,4,What,0.37117374,144.2,4.978112102390695,59.0,14.43,44.57
A088,A088_1,1,What,1.4964592,1.0,0.6931471805599453,56.0,11.43,44.57
A088,A088_2,2,What,2.3701851,24.25,3.228826155721369,56.0,11.43,44.57
A088,A088_3,3,What,0.24273601,74.91,4.3295484280286765,56.0,11.43,44.57
A088,A088_4,4,What,1.3775116,149.93,5.016816153171337,56.0,11.43,44.57
A089,A089_1,1,What,1.3879722,1.0,0.6931471805599453,56.0,11.43,44.57
A089,A089_2,2,What,0.98157203,32.14,3.500741011998417,56.0,11.43,44.57
A089,A089_3,3,What,0.18005185,79.34,4.386267628931136,56.0,11.43,44.57
A089,A089_4,4,What,0.12621939,146.96,4.996941966964253,56.0,11.43,44.57
A090,A090_1,1,What,0.5685513,1.0,0.6931471805599453,61.0,16.43,44.57
A090,A090_2,2,What,-1.004835,23.54,3.2003044392827653,61.0,16.43,44.57
A090,A090_3,3,What,-1.9035667,95.42,4.568713648977476,61.0,16.43,44.57
A090,A090_4,4,What,-1.0069829,144.07,4.977216384550811,61.0,16.43,44.57
A091,A091_1,1,What,0.6446007,1.0,0.6931471805599453,63.0,18.43,44.57
A091,A091_2,2,What,-0.23618999,22.2,3.1441522786722644,63.0,18.43,44.57
A091,A091_3,3,What,-1.0844674,73.64,4.312676556539088,63.0,18.43,44.57
A091,A091_4,4,What,-0.22201028,142.61,4.9671012920725275,63.0,18.43,44.57
A092,A092_1,1,What,-0.45725018,1.0,0.6931471805599453,60.0,15.43,44.57
A092,A092_2,2,What,-0.707106,22.83,3.170945291110651,60.0,15.43,44.57
A092,A092_3,3,What,-0.27878723,71.31,4.28096243218686,60.0,15.43,44.57
A092,A092_4,4,What,-1.5835248,146.16,4.991520430236574,60.0,15.43,44.57
A093,A093_1,1,What,0.40196308,1.0,0.6931471805599453,64.0,19.43,44.57
A093,A093_2,2,What,0.31625798,22.09,3.139399623366404,64.0,19.43,44.57
A093,A093_3,3,What,0.895297,70.22,4.265773677849632,64.0,19.43,44.57
A093,A093_4,4,What,0.58903307,140.95,4.95547488291898,64.0,19.43,44.57
A094,A094_1,1,What,-0.4338472,1.0,0.6931471805599453,60.0,15.43,44.57
A094,A094_2,2,What,-0.10413395,22.98,3.177220149599368,60.0,15.43,44.57
A094,A094_3,3,What,-1.5876961,76.21,4.3465289823207245,60.0,15.43,44.57
A094,A094_4,4,What,-0.9550737,149.99,5.017213609456379,60.0,15.43,44.57
A095,A095_1,1,What,1.5629785,1.0,0.6931471805599453,61.0,16.43,44.57
A095,A095_2,2,What,-0.31464836,29.71,3.424588334452731,61.0,16.43,44.57
A095,A095_3,3,What,-0.52469057,78.76,4.379022125653583,61.0,16.43,44.57
A095,A095_4,4,What,-0.44003212,148.79,5.009234313180627,61.0,16.43,44.57
A096,A096_1,1,What,-0.5876299,1.0,0.6931471805599453,60.0,15.43,44.57
A096,A096_2,2,What,-1.6634033,24.49,3.238286218388024,60.0,15.43,44.57
A096,A096_3,3,What,-2.0487726,71.19,4.279301532151069,60.0,15.43,44.57
A096,A096_4,4,What,-1.6537123,143.66,4.974386161421135,60.0,15.43,44.57
A097,A097_1,1,What,0.30110675,1.0,0.6931471805599453,64.0,19.43,44.57
A097,A097_2,2,What,-0.46951467,24.37,3.2335673736111907,64.0,19.43,44.57
A097,A097_3,3,What,0.49897698,70.83,4.27430221608671,64.0,19.43,44.57
A097,A097_4,4,What,0.21680588,144.85,4.98257869631373,64.0,19.43,44.57
A098,A098_1,1,What,0.63542306,1.0,0.6931471805599453,60.0,15.43,44.57
A098,A098_2,2,What,0.2751316,25.77,3.2872818575322613,60.0,15.43,44.57
A098,A098_3,3,What,1.2736149,78.84,4.380024632003209,60.0,15.43,44.57
A098,A098_4,4,What,-0.28662166,146.29,4.992403432501452,60.0,15.43,44.57
A099,A099_1,1,What,0.8915915,1.0,0.6931471805599453,63.0,18.43,44.57
A099,A099_2,2,What,0.962919,28.75,3.392829131991639,63.0,18.43,44.57
A099,A099_3,3,What,-0.6954294,78.57,4.3766371373894435,63.0,18.43,44.57
A099,A099_4,4,What,0.024082785,143.51,4.973348709310239,63.0,18.43,44.57
A100,A100_1,1,What,0.07399175,1.0,0.6931471805599453,66.0,21.43,44.57
A100,A100_2,2,What,0.9113723,31.14,3.4701013603093664,66.0,21.43,44.57
A100,A100_3,3,What,0.36577296,75.34,4.3351970473170836,66.0,21.43,44.57
A100,A100_4,4,What,0.07635781,146.8,4.995860008514102,66.0,21.43,44.57
A101,A101_1,1,What,-1.1400971,1.0,0.6931471805599453,69.0,24.43,44.57
A101,A101_2,2,What,-0.97317004,29.12,3.405189402931693,69.0,24.43,44.57
A101,A101_3,3,What,-1.268504,75.21,4.333492687678026,69.0,24.43,44.57
A101,A101_4,4,What,-1.4687408,150.22,5.018735730130124,69.0,24.43,44.57
A102,A102_1,1,What,-0.1090957,1.0,0.6931471805599453,68.0,23.43,44.57
A102,A102_2,2,What,0.7893604,29.13,3.40552135314221,68.0,23.43,44.57
A102,A102_3,3,What,-0.54814076,75.27,4.3342796761761475,68.0,23.43,44.57
A102,A102_4,4,What,-0.016238477,150.41,5.019991389020281,68.0,23.43,44.57
A103,A103_1,1,What,1.5837513,1.0,0.6931471805599453,68.0,23.43,44.57
A103,A103_2,2,What,-0.8997795,27.26,3.3414473772563813,68.0,23.43,44.57
A103,A103_3,3,What,-1.8014679,80.24,4.397407736712184,68.0,23.43,44.57
A103,A103_4,4,What,-0.7135607,149.72,5.015423810828053,68.0,23.43,44.57
A104,A104_1,1,What,1.9797188,1.0,0.6931471805599453,66.0,21.43,44.57
A104,A104_2,2,What,-0.25339428,22.6,3.1612467120315646,66.0,21.43,44.57
A104,A104_3,3,What,0.30562896,72.62,4.298916727950875,66.0,21.43,44.57
A104,A104_4,4,What,-1.6902736,145.78,4.9889348671169165,66.0,21.43,44.57
A105,A105_1,1,What,0.6786545,1.0,0.6931471805599453,68.0,23.43,44.57
A105,A105_2,2,What,0.4023,22.77,3.1684242813721024,68.0,23.43,44.57
A105,A105_3,3,What,-0.07094553,69.46,4.255045172913092,68.0,23.43,44.57
A105,A105_4,4,What,0.012376063,146.2,4.991792206294776,68.0,23.43,44.57
A106,A106_1,1,What,1.5945877,1.0,0.6931471805599453,66.0,21.43,44.57
A106,A106_2,2,What,0.07416145,22.64,3.1629401925378975,66.0,21.43,44.57
A106,A106_3,3,What,0.610385,66.08,4.205885936955008,66.0,21.43,44.57
A106,A106_4,4,What,0.97847015,147.13,4.998090266593961,66.0,21.43,44.57
A107,A107_1,1,What,-0.6293192,1.0,0.6931471805599453,70.0,25.43,44.57
A107,A107_2,2,What,-1.6425781,26.22,3.30395199722332,70.0,25.43,44.57
A107,A107_3,3,What,-0.8989691,71.45,4.282896668766692,70.0,25.43,44.57
A107,A107_4,4,What,-1.2341427,145.95,4.990092392864926,70.0,25.43,44.57
A108,A108_1,1,What,-0.6797666,1.0,0.6931471805599453,69.0,24.43,44.57
A108,A108_2,2,What,-1.2300881,27.61,3.3537563070620187,69.0,24.43,44.57
A108,A108_3,3,What,-0.64672476,68.96,4.247923650150401,69.0,24.43,44.57
A108,A108_4,4,What,-1.2409853,152.12,5.031221927704644,69.0,24.43,44.57
A109,A109_1,1,What,-0.29406714,1.0,0.6931471805599453,68.0,23.43,44.57
A109,A109_2,2,What,-0.85136366,24.65,3.2445435716167785,68.0,23.43,44.57
A109,A109_3,3,What,-0.2927042,71.17,4.279024447084182,68.0,23.43,44.57
A109,A109_4,4,What,-1.3304558,149.87,5.016418538851983,68.0,23.43,44.57
A010,A010_1,1,Where,2.4439983,1.0,0.6931471805599453,22.0,-22.57,44.57
A010,A010_2,2,Where,0.59148264,21.9,3.131136910560194,22.0,-22.57,44.57
A010,A010_3,3,Where,-0.091231495,80.88,4.405254760793088,22.0,-22.57,44.57
A010,A010_4,4,Where,0.47084022,145.31,4.985727658390071,22.0,-22.57,44.57
A011,A011_1,1,Where,0.9860436,1.0,0.6931471805599453,21.0,-23.57,44.57
A011,A011_2,2,Where,0.20441371,24.57,3.2414197893030954,21.0,-23.57,44.57
A011,A011_3,3,Where,-0.74633425,72.55,4.297965447047447,21.0,-23.57,44.57
A011,A011_4,4,Where,-0.26116142,148.85,5.009634793762673,21.0,-23.57,44.57
A012,A012_1,1,Where,1.4285018,1.0,0.6931471805599453,21.0,-23.57,44.57
A012,A012_2,2,Where,-0.31520778,25.6,3.2809112157876537,21.0,-23.57,44.57
A012,A012_3,3,Where,1.0647037,166.33,5.119967910506483,21.0,-23.57,44.57
A012,A012_4,4,Where,-0.45238903,166.87,5.123189870334323,21.0,-23.57,44.57
A013,A013_1,1,Where,0.09202722,1.0,0.6931471805599453,22.0,-22.57,44.57
A013,A013_2,2,Where,-0.6685766,24.77,3.2492110246642736,22.0,-22.57,44.57
A013,A013_3,3,Where,0.24629961,79.66,4.390242789445222,22.0,-22.57,44.57
A013,A013_4,4,Where,-0.42889243,147.13,4.998090266593961,22.0,-22.57,44.57
A014,A014_1,1,Where,0.840902,1.0,0.6931471805599453,22.0,-22.57,44.57
A014,A014_2,2,Where,1.7318953,25.66,3.2831643147505627,22.0,-22.57,44.57
A014,A014_3,3,Where,0.22653097,70.56,4.270536258640519,22.0,-22.57,44.57
A014,A014_4,4,Where,-0.64632875,148.87,5.009768251656904,22.0,-22.57,44.57
A015,A015_1,1,Where,1.7240337,1.0,0.6931471805599453,23.0,-21.57,44.57
A015,A015_2,2,Where,1.980908,23.69,3.206398303357088,23.0,-21.57,44.57
A015,A015_3,3,Where,1.7067914,70.59,4.270955399408094,23.0,-21.57,44.57
A015,A015_4,4,Where,0.8411193,146.54,4.9940993254561565,23.0,-21.57,44.57
A016,A016_1,1,Where,1.42478,1.0,0.6931471805599453,21.0,-23.57,44.57
A016,A016_2,2,Where,0.5182861,32.85,3.521938999358284,21.0,-23.57,44.57
A016,A016_3,3,Where,0.08904186,80.64,4.402319337941644,21.0,-23.57,44.57
A016,A016_4,4,Where,-1.0289922,150.8,5.02256386496153,21.0,-23.57,44.57
A017,A017_1,1,Where,0.014488589,1.0,0.6931471805599453,24.0,-20.57,44.57
A017,A017_2,2,Where,0.9758614,20.61,3.0731561705187946,24.0,-20.57,44.57
A017,A017_3,3,Where,0.13619477,61.28,4.131640346965797,24.0,-20.57,44.57
A017,A017_4,4,Where,-0.036762077,140.49,4.952229043207861,24.0,-20.57,44.57
A018,A018_1,1,Where,0.33654568,1.0,0.6931471805599453,23.0,-21.57,44.57
A018,A018_2,2,Where,0.034030903,34.03,3.5562048372093953,23.0,-21.57,44.57
A018,A018_3,3,Where,-0.6435525,83.64,4.438406968109989,23.0,-21.57,44.57
A018,A018_4,4,Where,-0.09666681,150.87,5.023024891742178,23.0,-21.57,44.57
A019,A019_1,1,Where,-0.6979575,1.0,0.6931471805599453,20.0,-24.57,44.57
A019,A019_2,2,Where,-1.2111,28.69,3.3908102887756684,20.0,-24.57,44.57
A019,A019_3,3,Where,-1.4745452,83.68,4.4388794462666645,20.0,-24.57,44.57
A019,A019_4,4,Where,-1.8336661,154.76,5.048316361063944,20.0,-24.57,44.57
A020,A020_1,1,Where,-0.079359196,1.0,0.6931471805599453,26.0,-18.57,44.57
A020,A020_2,2,Where,-0.15119976,26.85,3.326832966373293,26.0,-18.57,44.57
A020,A020_3,3,Where,-0.95550704,78.25,4.37260741275739,26.0,-18.57,44.57
A020,A020_4,4,Where,-2.1095285,145.78,4.9889348671169165,26.0,-18.57,44.57
A021,A021_1,1,Where,1.2243092,1.0,0.6931471805599453,28.0,-16.57,44.57
A021,A021_2,2,Where,0.61569417,30.21,3.440738556282688,28.0,-16.57,44.57
A021,A021_3,3,Where,0.43332618,74.19,4.320018243389936,28.0,-16.57,44.57
A021,A021_4,4,Where,0.7931139,140.39,4.951522029603749,28.0,-16.57,44.57
A022,A022_1,1,Where,-0.02021975,1.0,0.6931471805599453,28.0,-16.57,44.57
A022,A022_2,2,Where,0.49875164,24.15,3.224857896545748,28.0,-16.57,44.57
A022,A022_3,3,Where,0.051550657,74.46,4.323602714536165,28.0,-16.57,44.57
A022,A022_4,4,Where,0.03178843,141.71,4.9608145991123,28.0,-16.57,44.57
A023,A023_1,1,Where,0.8410934,1.0,0.6931471805599453,26.0,-18.57,44.57
A023,A023_2,2,Where,-0.37005034,25.63,3.282038399825841,26.0,-18.57,44.57
A023,A023_3,3,Where,0.038829546,72.2,4.293195420967266,26.0,-18.57,44.57
A023,A023_4,4,Where,-0.029049361,145.07,4.984085958862719,26.0,-18.57,44.57
A024,A024_1,1,Where,0.4682902,1.0,0.6931471805599453,29.0,-15.57,44.57
A024,A024_2,2,Where,0.12924328,29.57,3.420019135902743,29.0,-15.57,44.57
A024,A024_3,3,Where,0.1628256,91.47,4.526884267589547,29.0,-15.57,44.57
A024,A024_4,4,Where,-0.8004861,145.65,4.9880487954234605,29.0,-15.57,44.57
A025,A025_1,1,Where,1.0470951,1.0,0.6931471805599453,26.0,-18.57,44.57
A025,A025_2,2,Where,1.87031,23.33,3.1917101567954314,26.0,-18.57,44.57
A025,A025_3,3,Where,0.022343142,72.94,4.303253953508486,26.0,-18.57,44.57
A025,A025_4,4,Where,-0.8030515,137.74,4.932601677957155,26.0,-18.57,44.57
A026,A026_1,1,Where,1.0557629,1.0,0.6931471805599453,29.0,-15.57,44.57
A026,A026_2,2,Where,0.11092596,26.48,3.3134584673541485,29.0,-15.57,44.57
A026,A026_3,3,Where,0.8867782,75.46,4.336767728268267,29.0,-15.57,44.57
A026,A026_4,4,Where,-0.30421466,147.65,5.001594549444107,29.0,-15.57,44.57
A027,A027_1,1,Where,0.8734448,1.0,0.6931471805599453,28.0,-16.57,44.57
A027,A027_2,2,Where,0.3406542,28.26,3.3762213955919784,28.0,-16.57,44.57
A027,A027_3,3,Where,-0.48679298,74.58,4.325191697921343,28.0,-16.57,44.57
A027,A027_4,4,Where,-0.80049735,145.92,4.989888220951467,28.0,-16.57,44.57
A028,A028_1,1,Where,1.5852748,1.0,0.6931471805599453,26.0,-18.57,44.57
A028,A028_2,2,Where,-0.25359893,22.82,3.170525563927154,26.0,-18.57,44.57
A028,A028_3,3,Where,-0.15333362,72.26,4.294014757350668,26.0,-18.57,44.57
A028,A028_4,4,Where,-0.9400507,138.91,4.940999358745194,26.0,-18.57,44.57
A029,A029_1,1,Where,1.8794568,1.0,0.6931471805599453,25.0,-19.57,44.57
A029,A029_2,2,Where,0.4782135,28.43,3.382014562245381,25.0,-19.57,44.57
A029,A029_3,3,Where,1.4485718,93.26,4.546056921495585,25.0,-19.57,44.57
A029,A029_4,4,Where,0.75251937,143.14,4.970785049496295,25.0,-19.57,44.57
A030,A030_1,1,Where,0.21859212,1.0,0.6931471805599453,31.0,-13.57,44.57
A030,A030_2,2,Where,1.2273304,32.95,3.5248888540047054,31.0,-13.57,44.57
A030,A030_3,3,Where,-0.03165805,71.93,4.289500076996142,31.0,-13.57,44.57
A030,A030_4,4,Where,0.53584546,150.46,5.020321563685677,31.0,-13.57,44.57
A031,A031_1,1,Where,2.1835008,1.0,0.6931471805599453,32.0,-12.57,44.57
A031,A031_2,2,Where,0.23107058,32.41,3.508855256368665,32.0,-12.57,44.57
A031,A031_3,3,Where,-0.090858296,71.56,4.2844138058068815,32.0,-12.57,44.57
A031,A031_4,4,Where,-0.6049658,143.85,4.975698724215359,32.0,-12.57,44.57
A032,A032_1,1,Where,0.7973815,1.0,0.6931471805599453,33.0,-11.57,44.57
A032,A032_2,2,Where,-0.19438347,57.18,4.063541653067055,33.0,-11.57,44.57
A032,A032_3,3,Where,0.46258765,80.16,4.396422514957614,33.0,-11.57,44.57
A032,A032_4,4,Where,1.7630539,144.51,4.980244812772187,33.0,-11.57,44.57
A033,A033_1,1,Where,0.22796804,1.0,0.6931471805599453,32.0,-12.57,44.57
A033,A033_2,2,Where,0.45576963,29.16,3.4065165431397553,32.0,-12.57,44.57
A033,A033_3,3,Where,0.8525857,72.6,4.298645025734831,32.0,-12.57,44.57
A033,A033_4,4,Where,-0.5992665,168.33,5.131849473677249,32.0,-12.57,44.57
A034,A034_1,1,Where,1.6937131,1.0,0.6931471805599453,33.0,-11.57,44.57
A034,A034_2,2,Where,0.952347,26.08,3.298795448044074,33.0,-11.57,44.57
A034,A034_3,3,Where,-0.020196838,74.28,4.3212144952771245,33.0,-11.57,44.57
A034,A034_4,4,Where,-0.0680759,145.38,4.986205980173081,33.0,-11.57,44.57
A035,A035_1,1,Where,-0.11286555,1.0,0.6931471805599453,34.0,-10.57,44.57
A035,A035_2,2,Where,0.78530264,44.76,3.8234103470715426,34.0,-10.57,44.57
A035,A035_3,3,Where,-0.4592081,79.98,4.394202210604015,34.0,-10.57,44.57
A035,A035_4,4,Where,-0.9852635,152.47,5.033505108187003,34.0,-10.57,44.57
A036,A036_1,1,Where,1.2830837,1.0,0.6931471805599453,30.0,-14.57,44.57
A036,A036_2,2,Where,-0.28614074,21.63,3.119276459645446,30.0,-14.57,44.57
A036,A036_3,3,Where,-0.31800184,71.47,4.28317268312119,30.0,-14.57,44.57
A036,A036_4,4,Where,-1.1686301,143.85,4.975698724215359,30.0,-14.57,44.57
A037,A037_1,1,Where,1.2661066,1.0,0.6931471805599453,31.0,-13.57,44.57
A037,A037_2,2,Where,1.2943444,23.7,3.2068032436339315,31.0,-13.57,44.57
A037,A037_3,3,Where,0.3974338,72.08,4.291554731509806,31.0,-13.57,44.57
A037,A037_4,4,Where,-0.20977189,143.66,4.974386161421135,31.0,-13.57,44.57
A038,A038_1,1,Where,1.1532568,1.0,0.6931471805599453,32.0,-12.57,44.57
A038,A038_2,2,Where,-0.34703606,71.85,4.288402532641213,32.0,-12.57,44.57
A038,A038_3,3,Where,0.9468073,72.86,4.3021714094244174,32.0,-12.57,44.57
A038,A038_4,4,Where,0.0417404,152.89,5.0362380614757605,32.0,-12.57,44.57
A039,A039_1,1,Where,2.261533,1.0,0.6931471805599453,31.0,-13.57,44.57
A039,A039_2,2,Where,1.4364381,28.65,3.3894621254437345,31.0,-13.57,44.57
A039,A039_3,3,Where,0.62716204,98.84,4.603568904621118,31.0,-13.57,44.57
A039,A039_4,4,Where,0.81087965,246.24,5.510359524791073,31.0,-13.57,44.57
A040,A040_1,1,Where,-0.43747115,1.0,0.6931471805599453,38.0,-6.57,44.57
A040,A040_2,2,Where,0.06511351,26.26,3.3054204262683866,38.0,-6.57,44.57
A040,A040_3,3,Where,-1.7008954,71.28,4.280547465724028,38.0,-6.57,44.57
A040,A040_4,4,Where,-1.4403187,143.53,4.97348709846075,38.0,-6.57,44.57
A041,A041_1,1,Where,1.3058646,1.0,0.6931471805599453,35.0,-9.57,44.57
A041,A041_2,2,Where,-1.2771462,31.78,3.4898185733156835,35.0,-9.57,44.57
A041,A041_3,3,Where,0.3539766,75.74,4.340423084818807,35.0,-9.57,44.57
A041,A041_4,4,Where,0.21180752,141.84,4.961725122726247,35.0,-9.57,44.57
A042,A042_1,1,Where,-0.90481186,1.0,0.6931471805599453,38.0,-6.57,44.57
A042,A042_2,2,Where,-1.2185562,28.93,3.3988613218646075,38.0,-6.57,44.57
A042,A042_3,3,Where,-0.22750992,72.17,4.292785500895938,38.0,-6.57,44.57
A042,A042_4,4,Where,-1.1107395,146.02,4.9905686319459415,38.0,-6.57,44.57
A043,A043_1,1,Where,1.1258926,1.0,0.6931471805599453,38.0,-6.57,44.57
A043,A043_2,2,Where,0.6062357,25.62,3.2816628129669656,38.0,-6.57,44.57
A043,A043_3,3,Where,0.5975626,64.94,4.188745237643585,38.0,-6.57,44.57
A043,A043_4,4,Where,-0.3230173,149.33,5.012832877639743,38.0,-6.57,44.57
A044,A044_1,1,Where,-0.071484536,1.0,0.6931471805599453,38.0,-6.57,44.57
A044,A044_2,2,Where,-0.3498922,47.66,3.8848573373553763,38.0,-6.57,44.57
A044,A044_3,3,Where,-1.3810043,91.63,4.5286130632659365,38.0,-6.57,44.57
A044,A044_4,4,Where,-1.775171,155.27,5.0515852804252095,38.0,-6.57,44.57
A045,A045_1,1,Where,-0.8901351,1.0,0.6931471805599453,37.0,-7.57,44.57
A045,A045_2,2,Where,-1.1997546,24.66,3.2449333591874905,37.0,-7.57,44.57
A045,A045_3,3,Where,-1.20582,72.23,4.2936051730729785,37.0,-7.57,44.57
A045,A045_4,4,Where,-1.0786914,151.52,5.027295734989363,37.0,-7.57,44.57
A046,A046_1,1,Where,-0.7594207,1.0,0.6931471805599453,38.0,-6.57,44.57
A046,A046_2,2,Where,-1.4042654,24.32,3.2315945972759756,38.0,-6.57,44.57
A046,A046_3,3,Where,-1.4292107,73.05,4.304740540713808,38.0,-6.57,44.57
A046,A046_4,4,Where,-0.8373177,147.94,5.003543540282499,38.0,-6.57,44.57
A047,A047_1,1,Where,-0.77400184,1.0,0.6931471805599453,36.0,-8.57,44.57
A047,A047_2,2,Where,-0.5633802,23.46,3.1970391302590264,36.0,-8.57,44.57
A047,A047_3,3,Where,-0.9876903,76.85,4.354783898280007,36.0,-8.57,44.57
A047,A047_4,4,Where,-1.5214664,144.22,4.978249833952101,36.0,-8.57,44.57
A048,A048_1,1,Where,1.2967834,1.0,0.6931471805599453,38.0,-6.57,44.57
A048,A048_2,2,Where,0.15703231,23.91,3.215269329274089,38.0,-6.57,44.57
A048,A048_3,3,Where,-0.019427864,81.15,4.408546844483277,38.0,-6.57,44.57
A048,A048_4,4,Where,-0.12420391,146.3,4.9924713234685845,38.0,-6.57,44.57
A049,A049_1,1,Where,2.1550138,1.0,0.6931471805599453,35.0,-9.57,44.57
A049,A049_2,2,Where,-0.65311587,27.12,3.336481066942464,35.0,-9.57,44.57
A049,A049_3,3,Where,0.5108627,111.38,4.721885985684052,35.0,-9.57,44.57
A049,A049_4,4,Where,0.17281532,168.86,5.134974568351863,35.0,-9.57,44.57
A050,A050_1,1,Where,-0.27281812,1.0,0.6931471805599453,41.0,-3.5700000000000003,44.57
A050,A050_2,2,Where,-0.5890776,24.73,3.2476576262936527,41.0,-3.5700000000000003,44.57
A050,A050_3,3,Where,-0.81224996,93.39,4.547435135336853,41.0,-3.5700000000000003,44.57
A050,A050_4,4,Where,-1.0636857,148.69,5.008566488927144,41.0,-3.5700000000000003,44.57
A051,A051_1,1,Where,1.7481024,1.0,0.6931471805599453,41.0,-3.5700000000000003,44.57
A051,A051_2,2,Where,-0.11357858,17.16,2.8992213731731473,41.0,-3.5700000000000003,44.57
A051,A051_3,3,Where,-0.5669623,65.63,4.199154926574446,41.0,-3.5700000000000003,44.57
A051,A051_4,4,Where,-0.5802509,146.99,4.997144703913756,41.0,-3.5700000000000003,44.57
A052,A052_1,1,Where,0.27368045,1.0,0.6931471805599453,43.0,-1.5700000000000003,44.57
A052,A052_2,2,Where,0.0042204764,31.76,3.4892082589848687,43.0,-1.5700000000000003,44.57
A052,A052_3,3,Where,-0.083795846,80.98,4.406475315076191,43.0,-1.5700000000000003,44.57
A052,A052_4,4,Where,-0.75080687,153.27,5.038704314023848,43.0,-1.5700000000000003,44.57
A053,A053_1,1,Where,1.3134335,1.0,0.6931471805599453,44.0,-0.5700000000000003,44.57
A053,A053_2,2,Where,0.9613449,32.71,3.5177945292459696,44.0,-0.5700000000000003,44.57
A053,A053_3,3,Where,-0.3428614,78.28,4.372985890021733,44.0,-0.5700000000000003,44.57
A053,A053_4,4,Where,-0.13025364,148.9,5.009968405108552,44.0,-0.5700000000000003,44.57
A054,A054_1,1,Where,0.44365084,1.0,0.6931471805599453,43.0,-1.5700000000000003,44.57
A054,A054_2,2,Where,1.1336492,16.9,2.884800712846709,43.0,-1.5700000000000003,44.57
A054,A054_3,3,Where,1.302544,72.83,4.3017651530710745,43.0,-1.5700000000000003,44.57
A054,A054_4,4,Where,1.423274,136.83,4.926021041706347,43.0,-1.5700000000000003,44.57
A055,A055_1,1,Where,0.2548027,1.0,0.6931471805599453,44.0,-0.5700000000000003,44.57
A055,A055_2,2,Where,1.0685252,23.24,3.1880041612011136,44.0,-0.5700000000000003,44.57
A055,A055_3,3,Where,-0.15719408,74.48,4.32386772050035,44.0,-0.5700000000000003,44.57
A055,A055_4,4,Where,-0.6868054,149.21,5.012034315009963,44.0,-0.5700000000000003,44.57
A056,A056_1,1,Where,0.53407556,1.0,0.6931471805599453,42.0,-2.5700000000000003,44.57
A056,A056_2,2,Where,0.36599728,33.61,3.544142657647253,42.0,-2.5700000000000003,44.57
A056,A056_3,3,Where,-0.27181906,71.46,4.283034685466931,42.0,-2.5700000000000003,44.57
A056,A056_4,4,Where,-1.0553216,147.84,5.002871903478422,42.0,-2.5700000000000003,44.57
A057,A057_1,1,Where,0.5566227,1.0,0.6931471805599453,40.0,-4.57,44.57
A057,A057_2,2,Where,-0.7836676,24.78,3.2495989975110415,40.0,-4.57,44.57
A057,A057_3,3,Where,-0.71654075,73.83,4.315218874092267,40.0,-4.57,44.57
A057,A057_4,4,Where,-0.99096304,145.06,4.984017496191964,40.0,-4.57,44.57
A058,A058_1,1,Where,1.0633141,1.0,0.6931471805599453,42.0,-2.5700000000000003,44.57
A058,A058_2,2,Where,-0.7664266,22.96,3.1763857732472487,42.0,-2.5700000000000003,44.57
A058,A058_3,3,Where,0.050771274,66.28,4.208863015664693,42.0,-2.5700000000000003,44.57
A058,A058_4,4,Where,-1.0194858,143.48,4.973141089668675,42.0,-2.5700000000000003,44.57
A059,A059_1,1,Where,0.8121099,1.0,0.6931471805599453,43.0,-1.5700000000000003,44.57
A059,A059_2,2,Where,1.1245613,30.4,3.4468078929142076,43.0,-1.5700000000000003,44.57
A059,A059_3,3,Where,1.553987,79.78,4.391729410135267,43.0,-1.5700000000000003,44.57
A059,A059_4,4,Where,0.44093394,151.93,5.029980300360032,43.0,-1.5700000000000003,44.57
A060,A060_1,1,Where,-0.18527703,1.0,0.6931471805599453,48.0,3.4299999999999997,44.57
A060,A060_2,2,Where,1.1582936,24.87,3.2530839961979376,48.0,3.4299999999999997,44.57
A060,A060_3,3,Where,-0.6168478,94.68,4.561009290202322,48.0,3.4299999999999997,44.57
A060,A060_4,4,Where,0.17548531,143.91,4.976112860057833,48.0,3.4299999999999997,44.57
A061,A061_1,1,Where,2.4665449,1.0,0.6931471805599453,47.0,2.4299999999999997,44.57
A061,A061_2,2,Where,0.91655695,35.16,3.5879535355239756,47.0,2.4299999999999997,44.57
A061,A061_3,3,Where,0.4243972,82.55,4.425445255041403,47.0,2.4299999999999997,44.57
A061,A061_4,4,Where,-0.2831631,146.56,4.994234872728475,47.0,2.4299999999999997,44.57
A062,A062_1,1,Where,1.5600666,1.0,0.6931471805599453,48.0,3.4299999999999997,44.57
A062,A062_2,2,Where,0.1418573,44.69,3.8218794555751803,48.0,3.4299999999999997,44.57
A062,A062_3,3,Where,-0.45045272,92.72,4.540311613639595,48.0,3.4299999999999997,44.57
A062,A062_4,4,Where,-0.56087077,149.18,5.011834574671738,48.0,3.4299999999999997,44.57
A063,A063_1,1,Where,0.9488983,1.0,0.6931471805599453,45.0,0.4299999999999997,44.57
A063,A063_2,2,Where,0.7603441,21.98,3.1346242724206097,45.0,0.4299999999999997,44.57
A063,A063_3,3,Where,0.14207737,69.99,4.262539022051294,45.0,0.4299999999999997,44.57
A063,A063_4,4,Where,-0.39704204,141.09,4.956460659649984,45.0,0.4299999999999997,44.57
A064,A064_1,1,Where,0.6850892,1.0,0.6931471805599453,47.0,2.4299999999999997,44.57
A064,A064_2,2,Where,0.5197236,37.65,3.654546775033431,47.0,2.4299999999999997,44.57
