UID,composite_ID,test,domain,theta,TSVR_hours,log_TSVR,age,Age_c,mean_age
A064,A064_3,3,Where,0.03945113,82.99,4.430697744137536,47.0,2.4299999999999997,44.57
A064,A064_4,4,Where,-0.45727742,156.21,5.057582491203423,47.0,2.4299999999999997,44.57
A065,A065_1,1,Where,-2.1264358,1.0,0.6931471805599453,47.0,2.4299999999999997,44.57
A065,A065_2,2,Where,-0.8308915,32.31,3.5058576522055884,47.0,2.4299999999999997,44.57
A065,A065_3,3,Where,-2.107138,106.41,4.676653287609955,47.0,2.4299999999999997,44.57
A065,A065_4,4,Where,-2.2702193,187.43,5.238726585134399,47.0,2.4299999999999997,44.57
A066,A066_1,1,Where,0.4814991,1.0,0.6931471805599453,47.0,2.4299999999999997,44.57
A066,A066_2,2,Where,-0.52560335,23.35,3.192531849528599,47.0,2.4299999999999997,44.57
A066,A066_3,3,Where,-0.813506,73.79,4.314684186203576,47.0,2.4299999999999997,44.57
A066,A066_4,4,Where,-1.2912297,164.93,5.111566012674697,47.0,2.4299999999999997,44.57
A067,A067_1,1,Where,0.5986335,1.0,0.6931471805599453,48.0,3.4299999999999997,44.57
A067,A067_2,2,Where,-1.3370378,29.91,3.431079756144025,48.0,3.4299999999999997,44.57
A067,A067_3,3,Where,-1.4671184,73.19,4.306629370201435,48.0,3.4299999999999997,44.57
A067,A067_4,4,Where,-1.208704,144.19,4.978043229495596,48.0,3.4299999999999997,44.57
A068,A068_1,1,Where,1.186578,1.0,0.6931471805599453,49.0,4.43,44.57
A068,A068_2,2,Where,0.117177755,30.49,3.4496700351129332,49.0,4.43,44.57
A068,A068_3,3,Where,0.610876,82.98,4.430578675256047,49.0,4.43,44.57
A068,A068_4,4,Where,-0.36081517,155.59,5.053630924557352,49.0,4.43,44.57
A069,A069_1,1,Where,-0.96561235,1.0,0.6931471805599453,46.0,1.4299999999999997,44.57
A069,A069_2,2,Where,-1.4912251,24.96,3.2565568918358894,46.0,1.4299999999999997,44.57
A069,A069_3,3,Where,-0.81586957,79.75,4.391357962102766,46.0,1.4299999999999997,44.57
A069,A069_4,4,Where,-1.6760168,140.22,4.950318958088201,46.0,1.4299999999999997,44.57
A070,A070_1,1,Where,0.66849816,1.0,0.6931471805599453,52.0,7.43,44.57
A070,A070_2,2,Where,0.25979045,24.25,3.228826155721369,52.0,7.43,44.57
A070,A070_3,3,Where,-0.5671378,81.92,4.417876287567579,52.0,7.43,44.57
A070,A070_4,4,Where,-1.2078129,149.2,5.011967739330034,52.0,7.43,44.57
A071,A071_1,1,Where,1.1825029,1.0,0.6931471805599453,50.0,5.43,44.57
A071,A071_2,2,Where,0.37755665,30.92,3.463232772581608,50.0,5.43,44.57
A071,A071_3,3,Where,-0.6371901,79.96,4.3939552055391555,50.0,5.43,44.57
A071,A071_4,4,Where,0.19446951,153.27,5.038704314023848,50.0,5.43,44.57
A072,A072_1,1,Where,0.9963321,1.0,0.6931471805599453,50.0,5.43,44.57
A072,A072_2,2,Where,0.3808361,33.76,3.548467300397191,50.0,5.43,44.57
A072,A072_3,3,Where,-0.72129774,83.54,4.437224795138644,50.0,5.43,44.57
A072,A072_4,4,Where,-0.058391795,154.89,5.04915063032459,50.0,5.43,44.57
A073,A073_1,1,Where,0.8587265,1.0,0.6931471805599453,51.0,6.43,44.57
A073,A073_2,2,Where,-0.20244986,66.66,4.214495163352562,51.0,6.43,44.57
A073,A073_3,3,Where,0.21029665,66.9,4.21803603456465,51.0,6.43,44.57
A073,A073_4,4,Where,0.9916159,140.12,4.949610592258481,51.0,6.43,44.57
A074,A074_1,1,Where,1.0983253,1.0,0.6931471805599453,53.0,8.43,44.57
A074,A074_2,2,Where,0.24436297,29.33,3.41213732170049,53.0,8.43,44.57
A074,A074_3,3,Where,-0.60411704,73.02,4.30433532695801,53.0,8.43,44.57
A074,A074_4,4,Where,-0.96847135,147.21,4.998630186968824,53.0,8.43,44.57
A075,A075_1,1,Where,0.7470089,1.0,0.6931471805599453,53.0,8.43,44.57
A075,A075_2,2,Where,0.6729385,28.68,3.39047341829918,53.0,8.43,44.57
A075,A075_3,3,Where,-1.4312079,71.37,4.281791848878036,53.0,8.43,44.57
A075,A075_4,4,Where,-0.60777307,244.53,5.5034191393614815,53.0,8.43,44.57
A076,A076_1,1,Where,-0.44263244,1.0,0.6931471805599453,54.0,9.43,44.57
A076,A076_2,2,Where,-0.7997155,27.3,3.342861804649192,54.0,9.43,44.57
A076,A076_3,3,Where,-0.8135321,74.88,4.3291531450668135,54.0,9.43,44.57
A076,A076_4,4,Where,-2.3054538,149.28,5.0125002207057685,54.0,9.43,44.57
A077,A077_1,1,Where,1.0192841,1.0,0.6931471805599453,52.0,7.43,44.57
A077,A077_2,2,Where,-0.15604849,53.88,4.00514898341763,52.0,7.43,44.57
A077,A077_3,3,Where,0.16106999,78.36,4.373994462976618,52.0,7.43,44.57
A077,A077_4,4,Where,0.6083534,149.75,5.015622835607295,52.0,7.43,44.57
A078,A078_1,1,Where,0.07454012,1.0,0.6931471805599453,50.0,5.43,44.57
A078,A078_2,2,Where,0.16946432,26.17,3.3021134234382563,50.0,5.43,44.57
A078,A078_3,3,Where,-1.0444946,72.3,4.294560608892605,50.0,5.43,44.57
A078,A078_4,4,Where,-1.1616063,140.08,4.949327105367852,50.0,5.43,44.57
A079,A079_1,1,Where,0.53766596,1.0,0.6931471805599453,50.0,5.43,44.57
A079,A079_2,2,Where,-0.3025957,26.11,3.299902663510574,50.0,5.43,44.57
A079,A079_3,3,Where,-0.8762622,74.0,4.31748811353631,50.0,5.43,44.57
A079,A079_4,4,Where,-0.9346913,194.42,5.275151088516197,50.0,5.43,44.57
A080,A080_1,1,Where,0.38280243,1.0,0.6931471805599453,56.0,11.43,44.57
A080,A080_2,2,Where,0.5524726,29.03,3.402196881995239,56.0,11.43,44.57
A080,A080_3,3,Where,0.37515318,72.87,4.302306791540646,56.0,11.43,44.57
A080,A080_4,4,Where,-0.64538527,145.77,4.988866735623107,56.0,11.43,44.57
A081,A081_1,1,Where,0.50441945,1.0,0.6931471805599453,55.0,10.43,44.57
A081,A081_2,2,Where,-0.18483032,31.39,3.477849733183238,55.0,10.43,44.57
A081,A081_3,3,Where,1.1800628,80.13,4.396052806406973,55.0,10.43,44.57
A081,A081_4,4,Where,0.33096862,154.53,5.046838639056468,55.0,10.43,44.57
A082,A082_1,1,Where,0.35655326,1.0,0.6931471805599453,58.0,13.43,44.57
A082,A082_2,2,Where,1.3607811,27.97,3.366260811781259,58.0,13.43,44.57
A082,A082_3,3,Where,0.3973795,75.71,4.3400320779712045,58.0,13.43,44.57
A082,A082_4,4,Where,-0.14018959,170.25,5.143124477142335,58.0,13.43,44.57
A083,A083_1,1,Where,2.0168736,1.0,0.6931471805599453,58.0,13.43,44.57
A083,A083_2,2,Where,1.00285,25.15,3.263849190510932,58.0,13.43,44.57
A083,A083_3,3,Where,0.36194983,74.3,4.321480134805848,58.0,13.43,44.57
A083,A083_4,4,Where,0.24137302,144.91,4.982989993275931,58.0,13.43,44.57
A084,A084_1,1,Where,0.5691112,1.0,0.6931471805599453,59.0,14.43,44.57
A084,A084_2,2,Where,-0.18040624,27.25,3.34109345759245,59.0,14.43,44.57
A084,A084_3,3,Where,0.03166853,91.97,4.532276860467767,59.0,14.43,44.57
A084,A084_4,4,Where,-0.0047476077,162.51,5.096874150546495,59.0,14.43,44.57
A085,A085_1,1,Where,0.2899799,1.0,0.6931471805599453,58.0,13.43,44.57
A085,A085_2,2,Where,1.4209598,24.51,3.23907053215372,58.0,13.43,44.57
A085,A085_3,3,Where,0.025584096,71.4,4.282206299391671,58.0,13.43,44.57
A085,A085_4,4,Where,-0.3731264,170.65,5.145457519903701,58.0,13.43,44.57
A086,A086_1,1,Where,0.97849166,1.0,0.6931471805599453,58.0,13.43,44.57
A086,A086_2,2,Where,-0.18614894,23.47,3.19744787745458,58.0,13.43,44.57
A086,A086_3,3,Where,-0.9601963,145.29,4.985590952989995,58.0,13.43,44.57
A086,A086_4,4,Where,-1.1614163,169.55,5.139028508864655,58.0,13.43,44.57
A087,A087_1,1,Where,1.2821014,1.0,0.6931471805599453,59.0,14.43,44.57
A087,A087_2,2,Where,1.1883459,31.07,3.4679210137050633,59.0,14.43,44.57
A087,A087_3,3,Where,-0.2785365,72.8,4.301358731606427,59.0,14.43,44.57
A087,A087_4,4,Where,0.2586514,144.2,4.978112102390695,59.0,14.43,44.57
A088,A088_1,1,Where,2.1475084,1.0,0.6931471805599453,56.0,11.43,44.57
A088,A088_2,2,Where,2.4879174,24.25,3.228826155721369,56.0,11.43,44.57
A088,A088_3,3,Where,0.62272197,74.91,4.3295484280286765,56.0,11.43,44.57
A088,A088_4,4,Where,1.1072929,149.93,5.016816153171337,56.0,11.43,44.57
A089,A089_1,1,Where,1.5649729,1.0,0.6931471805599453,56.0,11.43,44.57
A089,A089_2,2,Where,1.0718217,32.14,3.500741011998417,56.0,11.43,44.57
A089,A089_3,3,Where,0.5249375,79.34,4.386267628931136,56.0,11.43,44.57
A089,A089_4,4,Where,0.3508756,146.96,4.996941966964253,56.0,11.43,44.57
A090,A090_1,1,Where,0.099213794,1.0,0.6931471805599453,61.0,16.43,44.57
A090,A090_2,2,Where,-0.24209194,23.54,3.2003044392827653,61.0,16.43,44.57
A090,A090_3,3,Where,-1.0358795,95.42,4.568713648977476,61.0,16.43,44.57
A090,A090_4,4,Where,-1.1617507,144.07,4.977216384550811,61.0,16.43,44.57
A091,A091_1,1,Where,0.7014804,1.0,0.6931471805599453,63.0,18.43,44.57
A091,A091_2,2,Where,-0.13521343,22.2,3.1441522786722644,63.0,18.43,44.57
A091,A091_3,3,Where,-0.8887421,73.64,4.312676556539088,63.0,18.43,44.57
A091,A091_4,4,Where,-0.9598613,142.61,4.9671012920725275,63.0,18.43,44.57
A092,A092_1,1,Where,-0.13686992,1.0,0.6931471805599453,60.0,15.43,44.57
A092,A092_2,2,Where,-0.70090806,22.83,3.170945291110651,60.0,15.43,44.57
A092,A092_3,3,Where,-0.4578089,71.31,4.28096243218686,60.0,15.43,44.57
A092,A092_4,4,Where,-1.1760907,146.16,4.991520430236574,60.0,15.43,44.57
A093,A093_1,1,Where,0.44534478,1.0,0.6931471805599453,64.0,19.43,44.57
A093,A093_2,2,Where,0.28671375,22.09,3.139399623366404,64.0,19.43,44.57
A093,A093_3,3,Where,0.56649524,70.22,4.265773677849632,64.0,19.43,44.57
A093,A093_4,4,Where,0.5191052,140.95,4.95547488291898,64.0,19.43,44.57
A094,A094_1,1,Where,-0.71144027,1.0,0.6931471805599453,60.0,15.43,44.57
A094,A094_2,2,Where,-0.15374868,22.98,3.177220149599368,60.0,15.43,44.57
A094,A094_3,3,Where,-1.4280683,76.21,4.3465289823207245,60.0,15.43,44.57
A094,A094_4,4,Where,-1.1847831,149.99,5.017213609456379,60.0,15.43,44.57
A095,A095_1,1,Where,1.4802225,1.0,0.6931471805599453,61.0,16.43,44.57
A095,A095_2,2,Where,-0.3401414,29.71,3.424588334452731,61.0,16.43,44.57
A095,A095_3,3,Where,-0.40075338,78.76,4.379022125653583,61.0,16.43,44.57
A095,A095_4,4,Where,-0.9582339,148.79,5.009234313180627,61.0,16.43,44.57
A096,A096_1,1,Where,-0.4121188,1.0,0.6931471805599453,60.0,15.43,44.57
A096,A096_2,2,Where,-0.88762873,24.49,3.238286218388024,60.0,15.43,44.57
A096,A096_3,3,Where,-2.1615133,71.19,4.279301532151069,60.0,15.43,44.57
A096,A096_4,4,Where,-1.2287564,143.66,4.974386161421135,60.0,15.43,44.57
A097,A097_1,1,Where,0.14475676,1.0,0.6931471805599453,64.0,19.43,44.57
A097,A097_2,2,Where,-0.57904583,24.37,3.2335673736111907,64.0,19.43,44.57
A097,A097_3,3,Where,0.8254244,70.83,4.27430221608671,64.0,19.43,44.57
A097,A097_4,4,Where,0.19003011,144.85,4.98257869631373,64.0,19.43,44.57
A098,A098_1,1,Where,0.8269297,1.0,0.6931471805599453,60.0,15.43,44.57
A098,A098_2,2,Where,0.446704,25.77,3.2872818575322613,60.0,15.43,44.57
A098,A098_3,3,Where,1.1578248,78.84,4.380024632003209,60.0,15.43,44.57
A098,A098_4,4,Where,-0.6112854,146.29,4.992403432501452,60.0,15.43,44.57
A099,A099_1,1,Where,1.0796213,1.0,0.6931471805599453,63.0,18.43,44.57
A099,A099_2,2,Where,1.3544149,28.75,3.392829131991639,63.0,18.43,44.57
A099,A099_3,3,Where,-0.12090313,78.57,4.3766371373894435,63.0,18.43,44.57
A099,A099_4,4,Where,1.0466882,143.51,4.973348709310239,63.0,18.43,44.57
A100,A100_1,1,Where,-0.19057651,1.0,0.6931471805599453,66.0,21.43,44.57
A100,A100_2,2,Where,0.9044729,31.14,3.4701013603093664,66.0,21.43,44.57
A100,A100_3,3,Where,0.22922672,75.34,4.3351970473170836,66.0,21.43,44.57
A100,A100_4,4,Where,0.06803087,146.8,4.995860008514102,66.0,21.43,44.57
A101,A101_1,1,Where,-0.9462252,1.0,0.6931471805599453,69.0,24.43,44.57
A101,A101_2,2,Where,-0.55277234,29.12,3.405189402931693,69.0,24.43,44.57
A101,A101_3,3,Where,-1.5930067,75.21,4.333492687678026,69.0,24.43,44.57
A101,A101_4,4,Where,-0.9949761,150.22,5.018735730130124,69.0,24.43,44.57
A102,A102_1,1,Where,-0.024540316,1.0,0.6931471805599453,68.0,23.43,44.57
A102,A102_2,2,Where,1.2355605,29.13,3.40552135314221,68.0,23.43,44.57
A102,A102_3,3,Where,-0.42207742,75.27,4.3342796761761475,68.0,23.43,44.57
A102,A102_4,4,Where,-0.7300058,150.41,5.019991389020281,68.0,23.43,44.57
A103,A103_1,1,Where,1.5713539,1.0,0.6931471805599453,68.0,23.43,44.57
A103,A103_2,2,Where,-1.0943544,27.26,3.3414473772563813,68.0,23.43,44.57
A103,A103_3,3,Where,-1.4175515,80.24,4.397407736712184,68.0,23.43,44.57
A103,A103_4,4,Where,-1.0943214,149.72,5.015423810828053,68.0,23.43,44.57
A104,A104_1,1,Where,1.6869882,1.0,0.6931471805599453,66.0,21.43,44.57
A104,A104_2,2,Where,0.20594147,22.6,3.1612467120315646,66.0,21.43,44.57
A104,A104_3,3,Where,0.2628214,72.62,4.298916727950875,66.0,21.43,44.57
A104,A104_4,4,Where,-1.721655,145.78,4.9889348671169165,66.0,21.43,44.57
A105,A105_1,1,Where,0.7042392,1.0,0.6931471805599453,68.0,23.43,44.57
A105,A105_2,2,Where,0.5544501,22.77,3.1684242813721024,68.0,23.43,44.57
A105,A105_3,3,Where,-0.32355082,69.46,4.255045172913092,68.0,23.43,44.57
A105,A105_4,4,Where,0.4385651,146.2,4.991792206294776,68.0,23.43,44.57
A106,A106_1,1,Where,1.314505,1.0,0.6931471805599453,66.0,21.43,44.57
A106,A106_2,2,Where,0.06214906,22.64,3.1629401925378975,66.0,21.43,44.57
A106,A106_3,3,Where,0.39107776,66.08,4.205885936955008,66.0,21.43,44.57
A106,A106_4,4,Where,1.1643393,147.13,4.998090266593961,66.0,21.43,44.57
A107,A107_1,1,Where,-0.7827122,1.0,0.6931471805599453,70.0,25.43,44.57
A107,A107_2,2,Where,-1.5480853,26.22,3.30395199722332,70.0,25.43,44.57
A107,A107_3,3,Where,-1.1850315,71.45,4.282896668766692,70.0,25.43,44.57
A107,A107_4,4,Where,-1.3145429,145.95,4.990092392864926,70.0,25.43,44.57
A108,A108_1,1,Where,-0.46580803,1.0,0.6931471805599453,69.0,24.43,44.57
A108,A108_2,2,Where,-0.9090442,27.61,3.3537563070620187,69.0,24.43,44.57
A108,A108_3,3,Where,-0.15494189,68.96,4.247923650150401,69.0,24.43,44.57
A108,A108_4,4,Where,-1.056874,152.12,5.031221927704644,69.0,24.43,44.57
A109,A109_1,1,Where,-0.24901082,1.0,0.6931471805599453,68.0,23.43,44.57
A109,A109_2,2,Where,-1.060476,24.65,3.2445435716167785,68.0,23.43,44.57
A109,A109_3,3,Where,-0.09701187,71.17,4.279024447084182,68.0,23.43,44.57
A109,A109_4,4,Where,-1.2608058,149.87,5.016418538851983,68.0,23.43,44.57
