TSVR_hours,theta_observed,theta_predicted,CI_lower,CI_upper,paradigm,data_type
24.48979591836735,,-1.1351429484597895,-1.2788762817931227,-0.9914096151264562,cued_recall,predicted
28.571428571428573,,-1.212527303633439,-1.3562606369667722,-1.0687939703001057,cued_recall,predicted
32.6530612244898,,-1.2798901967379148,-1.423623530071248,-1.1361568634045816,cued_recall,predicted
36.734693877551024,,-1.3395321452370554,-1.4832654785703887,-1.1957988119037222,cued_recall,predicted
40.816326530612244,,-1.3930424489168305,-1.5367757822501638,-1.2493091155834972,cued_recall,predicted
44.89795918367347,,-1.441565160655167,-1.5852984939885002,-1.2978318273218337,cued_recall,predicted
48.9795918367347,,-1.4859512893564433,-1.6296846226897765,-1.34221795602311,cued_recall,predicted
53.06122448979592,,-1.5268510565951119,-1.6705843899284452,-1.3831177232617786,cued_recall,predicted
57.142857142857146,,-1.5647724819577737,-1.708505815291107,-1.4210391486244405,cued_recall,predicted
61.224489795918366,,-1.6001200460652443,-1.7438533793985775,-1.456386712731911,cued_recall,predicted
65.3061224489796,,-1.6332210457679648,-1.776954379101298,-1.4894877124346315,cued_recall,predicted
69.38775510204081,,-1.6643440630244577,-1.808077396357791,-1.5206107296911244,cued_recall,predicted
73.46938775510205,,-1.6937122200677526,-1.8374455534010858,-1.5499788867344193,cued_recall,predicted
77.55102040816327,,-1.7215128930451955,-1.8652462263785288,-1.5777795597118622,cued_recall,predicted
81.63265306122449,,-1.7479049622371194,-1.8916382955704527,-1.6041716289037862,cued_recall,predicted
85.71428571428572,,-1.7730243124841805,-1.9167576458175137,-1.6292909791508472,cued_recall,predicted
89.79591836734694,,-1.7969880673343115,-1.9407214006676448,-1.6532547340009782,cued_recall,predicted
93.87755102040816,,-1.8198978913851578,-1.963631224718491,-1.6761645580518245,cued_recall,predicted
97.9591836734694,,-1.8418425965562526,-1.9855759298895859,-1.6981092632229193,cued_recall,predicted
102.04081632653062,,-1.8629002212538588,-2.006633554587192,-1.7191668879205255,cued_recall,predicted
106.12244897959184,,-1.8831397053968115,-2.026873038730145,-1.7394063720634783,cued_recall,predicted
110.20408163265306,,-1.9026222520521578,-2.0463555853854913,-1.7588889187188246,cued_recall,predicted
114.28571428571429,,-1.921402443510825,-2.0651357768441585,-1.7776691101774917,cued_recall,predicted
118.36734693877551,,-1.93952916310018,-2.0832624964335134,-1.7957958297668468,cued_recall,predicted
122.44897959183673,,-1.9570463619480658,-2.1007796952813993,-1.8133130286147325,cued_recall,predicted
126.53061224489797,,-1.9739937009774156,-2.117727034310749,-1.8302603676440823,cued_recall,predicted
130.6122448979592,,-1.99040709172877,-2.134140425062103,-1.8466737583954367,cued_recall,predicted
134.69387755102042,,-2.0063191545600425,-2.150052487893376,-1.8625858212267092,cued_recall,predicted
138.77551020408163,,-2.021759608922472,-2.1654929422558054,-1.8780262755891386,cued_recall,predicted
142.85714285714286,,-2.036755607448553,-2.1804889407818866,-1.8930222741152198,cued_recall,predicted
146.9387755102041,,-2.0513320232881207,-2.195065356621454,-1.9075986899547874,cued_recall,predicted
151.0204081632653,,-2.0655116983302033,-2.209245031663537,-1.92177836499687,cued_recall,predicted
155.10204081632654,,-2.079315658531056,-2.2230489918643896,-1.9355823251977229,cued_recall,predicted
159.18367346938777,,-2.092763301444433,-2.2364966347777666,-1.9490299681110999,cued_recall,predicted
163.26530612244898,,-2.1058725601521986,-2.249605893485532,-1.9621392268188653,cued_recall,predicted
167.3469387755102,,-2.1186600470718044,-2.262393380405138,-1.9749267137384712,cued_recall,predicted
171.42857142857144,,-2.1311411805339957,-2.274874513867329,-1.9874078472006624,cued_recall,predicted
175.51020408163265,,-2.1433302965500567,-2.28706362988339,-1.9995969632167234,cued_recall,predicted
179.59183673469389,,-2.155240747800653,-2.2989740811339865,-2.0115074144673195,cued_recall,predicted
183.67346938775512,,-2.166884991560304,-2.3106183248936376,-2.0231516582269706,cued_recall,predicted
187.75510204081633,,-2.178274668009133,-2.3220080013424664,-2.0345413346757995,cued_recall,predicted
191.83673469387756,,-2.189420670166112,-2.3331540034994456,-2.0456873368327786,cued_recall,predicted
195.9183673469388,,-2.2003332064969836,-2.344066539830317,-2.05659987316365,cued_recall,predicted
200.0,,-2.2110218570987783,-2.354755190432112,-2.067288523765445,cued_recall,predicted
0.0,,0.739,0.5952666666666666,0.8827333333333334,recognition,predicted
4.081632653061225,,-0.2315026612173862,-0.37523599455071954,-0.08776932788405287,recognition,predicted
8.16326530612245,,-0.5834759460100816,-0.7272092793434148,-0.43974261267674825,recognition,predicted
12.244897959183675,,-0.8034166139002976,-0.9471499472336309,-0.6596832805669643,recognition,predicted
16.3265306122449,,-0.9637866162558304,-1.1075199495891637,-0.8200532829224971,recognition,predicted
20.408163265306122,,-1.0900720692405454,-1.2338054025738787,-0.9463387359072122,recognition,predicted
24.48979591836735,,-1.1942520925729259,-1.3379854259062591,-1.0505187592395926,recognition,predicted
28.571428571428573,,-1.282924760593403,-1.4266580939267364,-1.1391914272600698,recognition,predicted
32.6530612244898,,-1.3601141025960366,-1.5038474359293699,-1.2163807692627033,recognition,predicted
36.734693877551024,,-1.428456220166069,-1.5721895534994024,-1.2847228868327358,recognition,predicted
40.816326530612244,,-1.4897722495265793,-1.6335055828599125,-1.346038916193246,recognition,predicted
44.89795918367347,,-1.5453731303476672,-1.6891064636810005,-1.401639797014334,recognition,predicted
48.9795918367347,,-1.5962340110284003,-1.7399673443617336,-1.452500677695067,recognition,predicted
53.06122448979592,,-1.6430999631233818,-1.786833296456715,-1.4993666297900485,recognition,predicted
57.142857142857146,,-1.6865531127232072,-1.8302864460565405,-1.542819779389874,recognition,predicted
61.224489795918366,,-1.7270569433799439,-1.8707902767132771,-1.5833236100466106,recognition,predicted
65.3061224489796,,-1.7649864958224086,-1.908719829155742,-1.6212531624890754,recognition,predicted
69.38775510204081,,-1.80064953095125,-1.9443828642845833,-1.6569161976179168,recognition,predicted
73.46938775510205,,-1.834301718580515,-1.9780350519138483,-1.6905683852471818,recognition,predicted
77.55102040816327,,-1.8661577680383525,-2.009891101371686,-1.7224244347050193,recognition,predicted
81.63265306122449,,-1.896399735999156,-2.0401330693324895,-1.7526664026658227,recognition,predicted
85.71428571428572,,-1.9251833292764986,-2.068916662609832,-1.7814499959431653,recognition,predicted
89.79591836734694,,-1.9526427566191629,-2.0963760899524964,-1.8089094232858296,recognition,predicted
93.87755102040816,,-1.9788945127772346,-2.122627846110568,-1.8351611794439013,recognition,predicted
97.9591836734694,,-2.0040403649598515,-2.147773698293185,-1.8603070316265182,recognition,predicted
102.04081632653062,,-2.0281697352947288,-2.1719030686280623,-1.8844364019613955,recognition,predicted
106.12244897959184,,-2.0513616201955784,-2.195094953528912,-1.9076282868622452,recognition,predicted
110.20408163265306,,-2.0736861506240656,-2.217419483957399,-1.9299528172907323,recognition,predicted
114.28571428571429,,-2.0952058709711374,-2.238939204304471,-1.9514725376378041,recognition,predicted
118.36734693877551,,-2.1159767953374424,-2.259710128670776,-1.9722434620041092,recognition,predicted
122.44897959183673,,-2.1360492861477836,-2.279782619481117,-1.9923159528144503,recognition,predicted
126.53061224489797,,-2.155468789795618,-2.2992021231289517,-2.0117354564622847,recognition,predicted
130.6122448979592,,-2.174276456357151,-2.3180097896904845,-2.0305431230238176,recognition,predicted
134.69387755102042,,-2.192509664630222,-2.3362429979635553,-2.0487763312968883,recognition,predicted
138.77551020408163,,-2.210202469341105,-2.3539358026744384,-2.0664691360077714,recognition,predicted
142.85714285714286,,-2.22738598396696,-2.3711193173002933,-2.0836526506336264,recognition,predicted
146.9387755102041,,-2.24408870998658,-2.3878220433199133,-2.1003553766532463,recognition,predicted
151.0204081632653,,-2.260336821311193,-2.4040701546445264,-2.1166034879778595,recognition,predicted
155.10204081632654,,-2.2761544110231102,-2.4198877443564437,-2.1324210776897767,recognition,predicted
159.18367346938777,,-2.2915637062616634,-2.435297039594997,-2.14783037292833,recognition,predicted
163.26530612244898,,-2.306585256066915,-2.4503185894002484,-2.1628519227335814,recognition,predicted
167.3469387755102,,-2.3212380961648122,-2.4649714294981457,-2.1775047628314788,recognition,predicted
171.42857142857144,,-2.3355398940092043,-2.4792732273425377,-2.1918065606758708,recognition,predicted
175.51020408163265,,-2.3495070768529436,-2.493240410186277,-2.20577374351961,recognition,predicted
179.59183673469389,,-2.363154945176564,-2.5068882785098974,-2.2194216118432304,recognition,predicted
183.67346938775512,,-2.376497773438582,-2.5202311067719156,-2.2327644401052487,recognition,predicted
187.75510204081633,,-2.3895488998108494,-2.533282233144183,-2.245815566477516,recognition,predicted
191.83673469387756,,-2.402320806313184,-2.5460541396465173,-2.2585874729798503,recognition,predicted
195.9183673469388,,-2.414825190554125,-2.5585585238874584,-2.2710918572207914,recognition,predicted
200.0,,-2.427073030111268,-2.5708063634446017,-2.2833396967779347,recognition,predicted
