predictor,partial_r,CI_lower,CI_upper,p_uncorrected,p_bonferroni,N
RAVLT_Forgetting,0.019641114283669967,-0.1656700346125541,0.2064216029065442,0.846206839614685,1.0,100
RAVLT_Pct_Ret,0.011567418576298812,-0.19105544059050533,0.2072342159950615,0.9090604793409413,1.0,100
