predictor,metric,mean_estimate,CI_lower,CI_upper,stability_index
RAVLT_Forgetting,full_sample_correlation,0.33242033714837754,0.14320678891477875,0.50000280617989,1.0
RAVLT_Forgetting,outlier_robust_correlation,0.28749361564257353,0.11719337667178893,0.44912554766122254,0.955073278494196
RAVLT_Forgetting,subsample_correlation,0.3650885671458891,0.144308834718689,0.5492782799686111,0.9673317700024884
RAVLT_Pct_Ret,full_sample_correlation,-0.3182814565920927,-0.4850411509693244,-0.11469636227702411,1.0
RAVLT_Pct_Ret,outlier_robust_correlation,-0.2540505900605829,-0.44249286861831094,-0.055640918986402034,0.9357691334684901
RAVLT_Pct_Ret,subsample_correlation,-0.2916706398714024,-0.49239845040076113,-0.06438223612952342,0.9733891832793097
