predictor,correlation,CI_lower,CI_upper,p_uncorrected,p_bonferroni,N
RAVLT_Forgetting,0.3324203371483775,0.14320678891477875,0.50000280617989,0.0007273913581756885,0.020366958028919278,100
RAVLT_Pct_Ret,-0.3182814565920929,-0.4850411509693244,-0.11469636227702411,0.0012502751219659013,0.035007703415045235,100
