composite_ID,theta_what,theta_where,theta_when
A010_1,2.2878103,2.5147238,0.17451638
A010_2,0.4030327,0.80316,0.70941865
A010_3,-0.029147856,-0.090430334,0.11682385
A010_4,0.6758,0.63605314,1.5106857
A011_1,1.065396,0.98631096,0.18822274
A011_2,0.51270777,0.317918,1.6274894
A011_3,-0.60110265,-0.60727763,-0.686213
A011_4,-0.45710137,-0.436749,-0.35615325
A012_1,1.486625,1.454329,0.8172123
A012_2,-0.20036069,-0.23895964,-0.0056244005
A012_3,0.5744829,0.8756581,-0.9887666
A012_4,-0.5541423,-0.5608228,-0.5384642
A013_1,-0.09530913,0.29115394,0.3648013
A013_2,-0.40822086,-0.4704342,-0.26016462
A013_3,0.16874224,0.32986698,0.27960607
A013_4,-0.5053467,-0.5118223,-0.3143081
A014_1,1.0146979,0.9448915,0.8497745
A014_2,1.7727412,1.6156403,0.79275453
A014_3,0.51386714,0.31673157,-0.06328901
A014_4,-0.6206285,-0.6085863,-0.68038154
A015_1,1.926058,1.601702,1.7182149
A015_2,1.8509073,1.8449243,-0.23184638
A015_3,1.5139441,1.8016759,1.2018219
A015_4,0.6054992,0.84929276,0.19437683
A016_1,1.1000057,1.386828,-0.16162366
A016_2,-0.24842724,0.39921892,-0.94442475
A016_3,-0.08382253,-0.15084846,0.47777236
A016_4,-1.0218289,-1.1553566,-0.89818555
A017_1,-0.40811276,-0.019963102,-0.002949152
A017_2,0.9765744,1.0305535,0.40019676
A017_3,0.3040301,0.20922482,1.1340551
A017_4,-0.010085063,-0.1377361,1.5129243
A018_1,0.35757408,0.30071855,0.18370503
A018_2,-0.32020187,0.10436738,0.64135057
A018_3,-0.7933564,-0.5713085,0.46212807
A018_4,0.18277116,-0.10585621,0.6239122
A019_1,-0.17465314,-0.7077568,-0.4331269
A019_2,-1.1190753,-1.1834556,-0.618171
A019_3,-1.0422003,-1.3837454,-0.20115303
A019_4,-1.1820709,-1.7253212,1.5461491
A020_1,-0.030145872,-0.10811265,-0.18722862
A020_2,-0.6296893,-0.12633802,-0.16369876
A020_3,-0.62179196,-1.0922018,0.73532987
A020_4,-2.155816,-1.9480842,-0.632173
A021_1,1.1496058,1.0752531,0.9938308
A021_2,0.693882,0.53782153,-0.07334296
A021_3,0.22557892,0.40767646,-0.48183894
A021_4,0.70141923,0.6884118,0.51061463
A022_1,0.24273668,-0.09870879,-0.23466772
A022_2,0.3579993,0.4423849,0.40021855
A022_3,-0.11288964,-0.21597445,-0.6243975
A022_4,0.13056158,0.20788282,0.91617477
A023_1,0.71051294,0.7519106,0.3164592
A023_2,-0.3268923,-0.4561923,-0.8990038
A023_3,0.13572936,0.40288776,0.70859754
A023_4,-0.3918821,0.066281386,-0.7126479
A024_1,0.34442207,0.41673467,0.6247697
A024_2,-0.110468,0.16771084,0.097164914
A024_3,-0.008571043,0.20002928,-0.62977046
A024_4,-0.6135901,-0.9529953,-0.17908664
A025_1,0.803953,1.0967879,2.6084857
A025_2,1.4105821,1.7764171,-0.3700927
A025_3,-0.6249295,0.12307236,-0.52771133
A025_4,-1.5097783,-0.8243517,0.80747175
A026_1,0.90390486,1.0244998,0.8700155
A026_2,-0.1209649,0.16622223,-0.31555218
A026_3,0.5576218,0.9228579,-0.17476772
A026_4,-0.064540654,-0.20986183,0.18030404
A027_1,0.8385566,1.3470503,0.0026967789
A027_2,0.28628978,0.329753,-0.3718737
A027_3,-0.80611205,-0.4543417,-1.1346464
A027_4,-1.0031601,-0.78219205,-0.7768839
A028_1,1.4424908,1.5779321,0.9452137
A028_2,0.27928743,-0.1801159,0.25980797
A028_3,-0.37209183,-0.05772995,0.19274876
A028_4,-0.37066475,-0.82228905,0.121183865
A029_1,1.2687258,1.8468027,-0.68304175
A029_2,-0.06584566,0.54511976,-0.69178426
A029_3,1.2294037,1.3294516,0.6318931
A029_4,0.7339862,0.8319277,0.62462723
A030_1,0.07221224,0.34117112,-0.09683669
A030_2,1.230031,1.0742954,0.11062289
A030_3,-0.41889542,-0.007172959,-0.568022
A030_4,0.057399627,0.40573436,-0.8289666
A031_1,2.0449865,2.0588906,0.693774
A031_2,0.031867765,-0.012528894,-0.5666414
A031_3,-0.05012556,0.06659326,0.8317212
A031_4,-0.5953842,-0.5243912,-0.095642224
A032_1,0.74722433,0.7569217,1.2536402
A032_2,-0.19182041,-0.2910184,-0.6668541
A032_3,0.79721206,0.48447433,1.2031178
A032_4,1.5733228,1.5214175,0.11747667
A033_1,0.38045192,0.2767751,-0.16032898
A033_2,0.4481846,0.4081458,0.50667685
A033_3,0.78743744,0.7541022,0.2814856
A033_4,0.019543637,-0.67529225,1.671635
A034_1,2.0108242,1.8058989,1.9470642
A034_2,0.51134366,0.78178763,0.3226047
A034_3,0.26040056,-0.06774211,1.5157541
A034_4,-0.25350687,-0.061612584,-0.4400531
A035_1,0.11325801,-0.083697684,0.38189974
A035_2,0.7369925,0.6385278,-0.12658028
A035_3,-0.25272706,-0.51105785,-0.37012485
A035_4,-0.77958727,-0.94256884,-0.24294512
A036_1,1.0066936,1.4876027,0.05727525
A036_2,0.017016647,-0.2820022,0.7636882
A036_3,-0.08387054,-0.48899123,0.58659875
A036_4,-0.6708216,-1.0688366,-0.44265324
A037_1,1.2811831,1.292681,1.8381181
A037_2,1.2542129,1.1809672,0.37614045
A037_3,0.30902502,0.45171434,0.23377796
A037_4,-0.029352633,-0.25393,-0.36032635
A038_1,1.2769922,0.919611,1.195008
A038_2,-0.25337973,-0.37681115,-0.5705479
A038_3,0.58377624,0.93130976,0.7205626
A038_4,0.02921795,-0.009623189,1.8162767
A039_1,2.1687114,2.4749577,2.0103426
A039_2,1.2557205,1.4195266,0.14323859
A039_3,0.41587302,0.5756932,0.623131
A039_4,0.59894013,0.8483315,0.5528862
A040_1,-0.4824825,-0.37591338,-0.38168317
A040_2,-0.0887866,-0.0015432107,0.32797566
A040_3,-1.6570853,-1.6306273,1.4242702
A040_4,-1.8571683,-1.3870549,-0.8010584
A041_1,1.0962214,0.9537794,0.59116215
A041_2,-1.145412,-1.1266546,-0.4283882
A041_3,0.20531988,0.18599242,-0.70936805
A041_4,-0.23318562,0.07337315,-0.90906024
A042_1,-0.9742486,-0.94796646,-0.13509133
A042_2,-0.46146446,-1.0110493,-0.25982466
A042_3,-0.14031444,-0.2542103,-0.58928037
A042_4,-1.0634656,-1.1858352,-0.29729757
A043_1,1.1234443,1.0861496,-0.3231602
A043_2,0.358792,0.5163744,0.23277305
A043_3,0.59070307,0.618988,0.3948528
A043_4,-0.1494074,-0.3458768,0.7555882
A044_1,-0.028080769,0.08479175,-0.29789752
A044_2,-0.5025314,-0.25722688,-0.29848763
A044_3,-1.1352091,-1.2009162,-0.52166426
A044_4,-1.4544842,-1.9851985,0.7823374
A045_1,-0.7738086,-0.86112344,0.14298949
A045_2,-0.6467256,-1.3313626,-0.06490463
A045_3,-0.72071505,-1.206989,1.258177
A045_4,-1.3728882,-1.0465657,-0.6896021
A046_1,-0.80546296,-0.65855956,0.44165948
A046_2,-1.0934023,-1.4621329,0.26052636
A046_3,-1.7925408,-1.5447524,-1.8116089
A046_4,-1.5855918,-0.93325067,-0.94498146
A047_1,-0.4977613,-0.8389565,-0.2924486
A047_2,-0.5506526,-0.4536659,-0.3791538
A047_3,-1.1882118,-1.0735089,-0.85299677
A047_4,-1.5356942,-1.5441537,1.2197708
A048_1,1.0686761,1.0942082,0.66318476
A048_2,-0.31315508,-0.029842786,-0.56524265
A048_3,0.14136107,0.19708714,0.018937457
A048_4,0.35824162,0.00079167547,1.0622028
A049_1,2.2675393,1.9361762,1.8100811
A049_2,-0.2313887,-0.6242688,-0.48613372
A049_3,0.35033637,0.25923017,0.55279213
A049_4,-0.1661919,0.11173157,0.16808528
A050_1,-0.61751324,-0.33523542,-0.3060784
A050_2,-0.80160624,-0.8028061,0.9078674
A050_3,-1.0032285,-0.8763319,-0.8823146
A050_4,-1.083124,-1.1633286,-0.81148916
A051_1,1.3848329,1.6245625,-0.092226535
