location_type,correlation_confidence,CI_lower_confidence,CI_upper_confidence,p_uncorrected_confidence,p_bonferroni_confidence,correlation_accuracy,direction_match,magnitude_difference
Source,-0.10607441789778653,-0.29632208861040565,0.09226968300585497,0.293545838830779,0.587091677661558,0.988960816487638,False,1.0950352343854246
Destination,-0.19447427417530172,-0.37651348603466733,0.0020247006896094532,0.052520048292683086,0.10504009658536617,-0.9032610245937028,True,0.7087867504184011
