time,test,domain,Segment,mean_theta,CI_lower,CI_upper,predicted_theta,n_obs
1.0,1,what,Early,0.60461890992,0.4405476138022027,0.7686902060377974,0.593133025622818,100
26.37,2,what,Early,0.05655240079650001,-0.1072093966222222,0.22031419821522222,0.11068950836217786,100
74.53,3,what,Late,-0.24390257662999995,-0.39934632743203957,-0.08845882582796036,-0.2272475309860701,100
147.13,4,what,Late,-0.44615724874099993,-0.6051877342497899,-0.28712676323221,-0.44203841919200926,100
1.0,1,where,Early,0.6483238868499999,0.47402682715318156,0.8226209465468182,0.6466951109656752,100
26.37,2,where,Early,0.14687793064399995,-0.020864201628199186,0.3146200629161991,0.1888328368098792,100
74.53,3,where,Late,-0.18555383004,-0.3443970961407653,-0.026710563939234683,-0.18293677258737837,100
147.13,4,where,Late,-0.462489801707,-0.6262380571630937,-0.2987415462509063,-0.4395084534059621,100
