UID,Source_intercept,Source_slope,Destination_intercept,Destination_slope,cluster
A010,0.7893941787166043,0.627794354623537,1.6092173367261955,-2.1931972956951835,0
A011,-0.4299064034624221,-0.3508500743298351,0.5054004470359447,-1.0149722830311911,3
A012,0.5988027045065897,0.5700854030615178,-0.6677715512210837,0.361482585642554,2
A013,-0.8509197442671126,-0.7700538487999985,-0.2651117491179124,0.7126357127973436,1
A014,0.2346997554658375,0.1467939928485898,0.0940443864354369,-0.2956601088745467,2
A015,1.672638793697968,1.589408398970373,1.204465448042989,-1.0916392552055847,0
A016,0.7196600377568061,0.4541278950027016,1.5559270271891434,-1.963433751091172,0
A017,0.8743794814628454,1.1946364958408129,-0.3330883924943721,0.3695554288941171,2
A018,0.5445553453108349,0.4999642033493411,1.0299544664485598,-1.4313454248899442,0
A019,-1.4708322669705722,-1.255802352849999,-1.4517158090743267,1.4617421004113695,1
A020,-0.6370943116690304,-0.7716023222704231,-0.8662217603100015,0.6218657392945113,1
A021,1.1649614708523226,1.1859308470391872,0.147867826449196,-0.5539240732431888,2
A022,1.134601164956827,1.3646158060778173,-1.0249163261437737,1.1556605489327816,2
A023,0.7478779904431394,0.7227517892286458,-0.0519079702117878,0.5148825227959279,2
A024,-0.3540332522914062,-0.4384115668951679,-0.9529573986806724,0.7642372336196962,1
A025,1.0253019880798933,0.8952105530109025,0.3038407827045966,-0.0335884219014302,2
A026,0.4517291893020971,0.4273871173517681,1.035000335919841,-0.8661020850137225,0
A027,0.2262634795755938,0.1727476266161377,0.6167702306197909,-0.2973957497380026,3
A028,-0.1171152401860411,-0.3420021671661829,1.2481954053831683,-1.3808056285335852,3
A029,1.235287238017755,1.1630616046417848,1.9415584731923772,-1.3746101253283995,0
A030,1.6728337280640864,1.833381867407747,0.0643843027290043,0.822909778130167,2
A031,-0.0132785626188347,-0.2555344420739883,0.5452747104063628,-1.1665085191382585,3
A032,0.82561241284152,0.8819085129562636,-0.6008144312015659,1.620938374624887,2
A033,0.3511016658593124,0.5083625234786123,-1.2048614547637817,1.06439348822622,2
A034,1.437512741096133,1.3024872965762797,1.238047624198575,-1.746259082173783,0
A035,-0.4926459829284786,-0.3287688883945633,-0.2029985109066316,-0.0679754202620625,3
A036,-0.4613454621946976,-0.5902620851290987,0.1239131953016978,-0.8461689392225011,3
A037,0.611908231440374,0.4798660904985852,-0.2411776336758241,0.5229587347526649,2
A038,0.6803079409084708,0.6967980736863238,0.7343547894527537,-0.6944233498839739,0
A039,1.6389449684601003,1.6746451654574874,2.157731828038,-1.1409325164900057,0
A040,-1.431170126587172,-1.3605406894404324,-1.249745186182354,1.067029651666994,1
A041,0.3609352110184103,0.3770859572978925,-0.1573623095106459,0.3665456864915246,2
A042,-1.8613824832491292,-1.7758930519552214,-1.393384069380537,1.6500875553667125,1
A043,0.1714895366788973,0.1474758421317518,0.3715669798075045,-0.204063499057151,2
A044,-1.5891452203721772,-1.4623739229829575,0.3849490085980798,-1.15338381366745,3
A045,-1.1761007010816509,-0.975791607371335,-0.726953402735583,0.3085234138344233,1
A046,-1.959447246982179,-1.776852744857789,-2.005861934576444,1.5561551209382711,1
A047,-1.5492568340001989,-1.5732109170341582,-1.1597561551837778,1.6833284086366802,1
A048,0.5923907237864862,0.4836267083200246,1.2509207745596995,-1.2050372034648678,0
A049,0.383421490771459,0.3770837515730671,0.4745453631373157,0.3675683227142234,2
A050,-0.7636723179594705,-0.6767100618220282,-1.1070592521055087,1.7414621668457095,1
A051,-0.0525349474997628,-0.2089175311370852,1.2741864194809356,-1.3785979508469974,3
A052,0.1020664324798664,0.0279430965237065,-0.4056485445087997,0.8536530861193518,2
A053,0.1903870205619888,-0.0031966850207683,0.5198618077063601,-0.5353711165562359,3
A054,1.4625802593619357,1.7828709868719168,0.0370302379832407,0.1042620893016836,2
A055,-0.921187120092936,-1.03733212022794,-0.2289793346619948,0.9659317069831802,1
A056,-0.2346667456889174,-0.3935557201528813,-0.2602452729374025,-0.3729209529777497,3
A057,-1.5498539946702532,-1.6070774953911766,-1.6950722992375322,1.808762183919589,1
A058,0.0589940779927209,-0.1009367437536087,1.1639379303921904,-1.5327188754953585,3
A059,1.6929132220438885,1.8494050212200563,1.564092006797168,-1.2517746123832374,0
A060,0.2494515724309874,0.5964398218149309,-0.3876023180849249,0.461774360057244,2
A061,0.9319552952303064,0.6780913872433193,2.3793225189912595,-1.6279216473426177,0
A062,-0.3976622193348669,-0.5095733963184109,0.5566773094067085,-0.655859248095954,3
A063,0.6478786202897174,0.4453588961858068,0.0449943992550874,-0.496159050252062,2
A064,0.2902957718397174,0.1488361965680548,0.0611784204084851,-0.1476402513992158,2
A065,-1.8581618580224133,-1.6419953555530684,-1.4658103918286691,1.4176921300398404,1
A066,-1.2413466529726465,-1.2805320762033925,-0.8940815237562209,0.2521814738273652,1
A067,-1.7790076504631307,-1.923218712767054,-1.404350974952207,0.7433386006959803,1
A068,0.7897857123416918,0.7189103757708574,0.762831373924597,-1.0858713817839698,0
A069,-1.8002905412677055,-1.6001315916625407,-1.043765059618822,0.7851256496079222,1
A070,-0.7908381190599518,-0.7723217526127472,-0.9613012743493824,0.5069317719217685,1
A071,0.6280007884976416,0.6918542601897307,-0.8335200766170873,0.6558206958376378,2
A072,0.5593420942415758,0.3771102729076516,1.1075332970188765,-0.440039097636216,0
A073,1.9830618582501696,2.101856884730388,-0.1845979514067691,0.4486134060887188,2
A074,0.0530994783080566,-0.126919889796986,0.2059891162659206,0.2936573010169474,2
A075,-0.1616130404655677,-0.4256428533946593,-0.2967288583942545,0.2280910256828018,2
A076,-1.3747879230176754,-1.4157109318871326,-1.6009946350017894,1.0706082254246323,1
A077,0.051533468768498,0.0509165448445321,-0.9751869526686424,1.4234295935644763,2
A078,-1.092152267014041,-1.017604825074084,-0.6613842918428067,0.4970051147239758,1
A079,-0.4245870903275276,-0.3718086048991398,0.6201746936040009,-1.1515580220282882,3
A080,0.053641644072712,0.1174099167472326,-0.146241427901328,0.5663358267146061,2
A081,0.3769935938838059,0.5070483885227213,0.3917410065818075,0.467100851969489,2
A082,0.8107843458190424,0.9356814457842546,-0.4298953213230435,0.859042567176897,2
A083,0.966621127880532,0.8695375217765211,0.9195780031117924,-1.04935737709889,0
A084,0.1501726254808631,0.0656854979717321,-0.173086178821659,0.9061014385941046,2
A085,0.2704225967122927,0.3814695312061198,-0.3059986392542924,0.4884221704730751,2
A086,-0.3082753797924074,-0.5001124181400947,0.6853227461275043,-1.377867000344669,3
A087,0.6785472167250571,0.9418198081031496,1.0683283658381797,-1.0088407406678748,0
A088,2.367066668936358,2.39717184730553,2.239981631639548,-1.5240042618052505,0
A089,0.9814766363183764,0.928214014247866,1.355522193822994,-1.064831807146139,0
A090,-0.8468047700295163,-0.7868052757287608,-0.8355308090048368,0.9633979700542786,1
A091,-0.7805150147381419,-0.9281942799446922,0.6191805567887829,-0.7972027865767382,3
A092,-0.8970560345004556,-0.8896424701727668,-1.4630739500914625,1.1324255189853136,1
A093,0.5941821479801069,0.7084183588935978,-0.1148804696944108,-0.5505842915142569,2
A094,-1.3292091433035498,-1.1242838173222325,-1.8547711891643923,1.384785387588814,1
A095,0.5043635188113433,0.386741747675363,0.2502518754263679,-1.0018236016109627,3
A096,-1.613956251918428,-1.687553190563413,-1.141460018420032,1.1510822182466802,1
A097,-0.2729411961850856,-0.2136840585600279,-0.5418290181001925,0.5642943793060617,2
A098,0.4693851475798,0.4449610504492569,0.4802629475706809,-0.3424117507006931,2
A099,1.5376457629729807,1.7213315538740934,1.1289327605746011,-0.7984669439492839,0
A100,0.8018672700314328,0.999034519484544,-0.5795906050601983,0.7685224610915143,2
A101,-1.471381097211545,-1.4031656014022134,0.1438807127716443,-0.3795119163603774,3
A102,0.2696579812053142,0.4781825752362698,-0.1778874335329222,-0.026451768155324,2
A103,-0.622064232132185,-0.8720607702210599,0.7478435555820588,-0.8893188046380077,3
A104,0.1012409404579053,-0.230993240677542,-0.08649586392232,0.0882051008194233,2
A105,-0.1512331458707243,-0.2043482604747238,1.12245951476662,-0.7202535524067291,3
A106,0.3941591409341175,0.4489714284972715,0.9050929876579156,-0.7479612993420169,0
A107,-1.733802246751612,-1.5047688132167294,-1.5324621446447448,0.8326144672490476,1
A108,-1.2015428299091957,-1.0283139468661833,-0.7123799092392452,0.7218132118733771,1
A109,-1.1013678384503522,-1.0634476551773346,-1.935601096352595,1.531762095448546,1
