composite_ID,UID,test,domain,TSVR_hours,CTT_score
A034_2,A034,2,What,26.08,0.7368421052631579
A034_2,A034,2,Where,26.08,0.6666666666666666
A034_3,A034,3,What,74.28,0.7894736842105263
A034_3,A034,3,Where,74.28,0.4888888888888889
A034_4,A034,4,What,145.38,0.6842105263157895
A034_4,A034,4,Where,145.38,0.4888888888888889
A035_1,A035,1,What,1.0,0.7368421052631579
A035_1,A035,1,Where,1.0,0.5111111111111111
A035_2,A035,2,What,44.76,0.8421052631578947
A035_2,A035,2,Where,44.76,0.6444444444444445
A035_3,A035,3,What,79.98,0.7368421052631579
A035_3,A035,3,Where,79.98,0.3777777777777777
A035_4,A035,4,What,152.47,0.5789473684210527
A035_4,A035,4,Where,152.47,0.3333333333333333
A036_1,A036,1,What,1.0,0.8947368421052632
A036_1,A036,1,Where,1.0,0.7555555555555555
A036_2,A036,2,What,21.63,0.6842105263157895
A036_2,A036,2,Where,21.63,0.4222222222222222
A036_3,A036,3,What,71.47,0.6842105263157895
A036_3,A036,3,Where,71.47,0.4222222222222222
A036_4,A036,4,What,143.85,0.7368421052631579
A036_4,A036,4,Where,143.85,0.2888888888888888
A037_1,A037,1,What,1.0,0.8947368421052632
A037_1,A037,1,Where,1.0,0.7111111111111111
A037_2,A037,2,What,23.7,0.9473684210526316
A037_2,A037,2,Where,23.7,0.6888888888888889
A037_3,A037,3,What,72.08,0.8421052631578947
A037_3,A037,3,Where,72.08,0.5777777777777777
A037_4,A037,4,What,143.66,0.7368421052631579
A037_4,A037,4,Where,143.66,0.4888888888888889
A038_1,A038,1,What,1.0,0.9473684210526316
A038_1,A038,1,Where,1.0,0.6666666666666666
A038_2,A038,2,What,71.85,0.7894736842105263
A038_2,A038,2,Where,71.85,0.5333333333333333
A038_3,A038,3,What,72.86,0.7894736842105263
A038_3,A038,3,Where,72.86,0.7111111111111111
A038_4,A038,4,What,152.89,0.7368421052631579
A038_4,A038,4,Where,152.89,0.5333333333333333
A039_1,A039,1,What,1.0,1.0
A039_1,A039,1,Where,1.0,0.8222222222222222
A039_2,A039,2,What,28.65,0.8947368421052632
A039_2,A039,2,Where,28.65,0.7777777777777778
A039_3,A039,3,What,98.84,0.6842105263157895
A039_3,A039,3,Where,98.84,0.6
A039_4,A039,4,What,246.24,0.7368421052631579
A039_4,A039,4,Where,246.24,0.6888888888888889
A040_1,A040,1,What,1.0,0.631578947368421
A040_1,A040,1,Where,1.0,0.4666666666666667
A040_2,A040,2,What,26.26,0.7368421052631579
A040_2,A040,2,Where,26.26,0.5555555555555556
A040_3,A040,3,What,71.28,0.3684210526315789
A040_3,A040,3,Where,71.28,0.2
A040_4,A040,4,What,143.53,0.3157894736842105
A040_4,A040,4,Where,143.53,0.3111111111111111
A041_1,A041,1,What,1.0,0.8947368421052632
A041_1,A041,1,Where,1.0,0.7111111111111111
A041_2,A041,2,What,31.78,0.631578947368421
A041_2,A041,2,Where,31.78,0.2888888888888888
A041_3,A041,3,What,75.74,0.7894736842105263
A041_3,A041,3,Where,75.74,0.6444444444444445
A041_4,A041,4,What,141.84,0.7368421052631579
A041_4,A041,4,Where,141.84,0.5111111111111111
A042_1,A042,1,What,1.0,0.5263157894736842
A042_1,A042,1,Where,1.0,0.3555555555555555
A042_2,A042,2,What,28.93,0.7894736842105263
A042_2,A042,2,Where,28.93,0.2666666666666666
A042_3,A042,3,What,72.17,0.7894736842105263
A042_3,A042,3,Where,72.17,0.4666666666666667
A042_4,A042,4,What,146.02,0.5789473684210527
A042_4,A042,4,Where,146.02,0.3111111111111111
A043_1,A043,1,What,1.0,0.8421052631578947
A043_1,A043,1,Where,1.0,0.7555555555555555
A043_2,A043,2,What,25.62,0.7894736842105263
A043_2,A043,2,Where,25.62,0.6666666666666666
A043_3,A043,3,What,64.94,0.8421052631578947
A043_3,A043,3,Where,64.94,0.6444444444444445
A043_4,A043,4,What,149.33,0.7894736842105263
A043_4,A043,4,Where,149.33,0.3777777777777777
A044_1,A044,1,What,1.0,0.7368421052631579
A044_1,A044,1,Where,1.0,0.5111111111111111
A044_2,A044,2,What,47.66,0.5789473684210527
A044_2,A044,2,Where,47.66,0.4666666666666667
A044_3,A044,3,What,91.63,0.5263157894736842
A044_3,A044,3,Where,91.63,0.2888888888888888
A044_4,A044,4,What,155.27,0.4210526315789473
A044_4,A044,4,Where,155.27,0.2
A045_1,A045,1,What,1.0,0.631578947368421
A045_1,A045,1,Where,1.0,0.4
A045_2,A045,2,What,24.66,0.6842105263157895
A045_2,A045,2,Where,24.66,0.2444444444444444
A045_3,A045,3,What,72.23,0.6842105263157895
A045_3,A045,3,Where,72.23,0.2
A045_4,A045,4,What,151.52,0.3157894736842105
A045_4,A045,4,Where,151.52,0.3555555555555555
A046_1,A046,1,What,1.0,0.631578947368421
A046_1,A046,1,Where,1.0,0.3555555555555555
A046_2,A046,2,What,24.32,0.5789473684210527
A046_2,A046,2,Where,24.32,0.2444444444444444
A046_3,A046,3,What,73.05,0.3684210526315789
A046_3,A046,3,Where,73.05,0.2888888888888888
A046_4,A046,4,What,147.94,0.4210526315789473
A046_4,A046,4,Where,147.94,0.3333333333333333
A047_1,A047,1,What,1.0,0.7368421052631579
A047_1,A047,1,Where,1.0,0.3333333333333333
A047_2,A047,2,What,23.46,0.631578947368421
A047_2,A047,2,Where,23.46,0.3777777777777777
A047_3,A047,3,What,76.85,0.4210526315789473
A047_3,A047,3,Where,76.85,0.3555555555555555
A047_4,A047,4,What,144.22,0.3684210526315789
A047_4,A047,4,Where,144.22,0.2888888888888888
A048_1,A048,1,What,1.0,0.9473684210526316
A048_1,A048,1,Where,1.0,0.6666666666666666
A048_2,A048,2,What,23.91,0.631578947368421
A048_2,A048,2,Where,23.91,0.5555555555555556
A048_3,A048,3,What,81.15,0.7894736842105263
A048_3,A048,3,Where,81.15,0.5555555555555556
A048_4,A048,4,What,146.3,0.8947368421052632
A048_4,A048,4,Where,146.3,0.4666666666666667
A049_1,A049,1,What,1.0,0.9473684210526316
A049_1,A049,1,Where,1.0,0.8666666666666667
A049_2,A049,2,What,27.12,0.8421052631578947
A049_2,A049,2,Where,27.12,0.3777777777777777
A049_3,A049,3,What,111.38,0.7894736842105263
A049_3,A049,3,Where,111.38,0.5333333333333333
A049_4,A049,4,What,168.86,0.631578947368421
A049_4,A049,4,Where,168.86,0.5555555555555556
A050_1,A050,1,What,1.0,0.631578947368421
A050_1,A050,1,Where,1.0,0.4444444444444444
A050_2,A050,2,What,24.73,0.5789473684210527
A050_2,A050,2,Where,24.73,0.4222222222222222
A050_3,A050,3,What,93.39,0.5263157894736842
A050_3,A050,3,Where,93.39,0.3777777777777777
A050_4,A050,4,What,148.69,0.5263157894736842
A050_4,A050,4,Where,148.69,0.3333333333333333
A051_1,A051,1,What,1.0,0.8947368421052632
A051_1,A051,1,Where,1.0,0.8
A051_2,A051,2,What,17.16,0.5789473684210527
A051_2,A051,2,Where,17.16,0.6
A051_3,A051,3,What,65.63,0.5789473684210527
A051_3,A051,3,Where,65.63,0.4666666666666667
A051_4,A051,4,What,146.99,0.5263157894736842
A051_4,A051,4,Where,146.99,0.4666666666666667
A052_1,A052,1,What,1.0,0.9473684210526316
A052_1,A052,1,Where,1.0,0.5555555555555556
A052_2,A052,2,What,31.76,0.8947368421052632
A052_2,A052,2,Where,31.76,0.5777777777777777
A052_3,A052,3,What,80.98,0.8421052631578947
A052_3,A052,3,Where,80.98,0.4888888888888889
A052_4,A052,4,What,153.27,0.7368421052631579
A052_4,A052,4,Where,153.27,0.3555555555555555
A053_1,A053,1,What,1.0,0.9473684210526316
A053_1,A053,1,Where,1.0,0.6888888888888889
A053_2,A053,2,What,32.71,0.7894736842105263
A053_2,A053,2,Where,32.71,0.7111111111111111
A053_3,A053,3,What,78.28,0.631578947368421
A053_3,A053,3,Where,78.28,0.4666666666666667
A053_4,A053,4,What,148.9,0.8947368421052632
A053_4,A053,4,Where,148.9,0.4444444444444444
A054_1,A054,1,What,1.0,0.7894736842105263
A054_1,A054,1,Where,1.0,0.6222222222222222
A054_2,A054,2,What,16.9,0.7894736842105263
A054_2,A054,2,Where,16.9,0.7333333333333333
A054_3,A054,3,What,72.83,0.8947368421052632
A054_3,A054,3,Where,72.83,0.7333333333333333
A054_4,A054,4,What,136.83,0.8947368421052632
A054_4,A054,4,Where,136.83,0.7333333333333333
A055_1,A055,1,What,1.0,0.7894736842105263
A055_1,A055,1,Where,1.0,0.5555555555555556
A055_2,A055,2,What,23.24,0.7368421052631579
A055_2,A055,2,Where,23.24,0.7555555555555555
A055_3,A055,3,What,74.48,0.7894736842105263
A055_3,A055,3,Where,74.48,0.4888888888888889
A055_4,A055,4,What,149.21,0.8421052631578947
A055_4,A055,4,Where,149.21,0.3333333333333333
A056_1,A056,1,What,1.0,0.7368421052631579
A056_1,A056,1,Where,1.0,0.6
A056_2,A056,2,What,33.61,0.8421052631578947
A056_2,A056,2,Where,33.61,0.5555555555555556
A056_3,A056,3,What,71.46,0.5789473684210527
A056_3,A056,3,Where,71.46,0.4444444444444444
A056_4,A056,4,What,147.84,0.5789473684210527
A056_4,A056,4,Where,147.84,0.3333333333333333
A057_1,A057,1,What,1.0,0.8421052631578947
A057_1,A057,1,Where,1.0,0.6
A057_2,A057,2,What,24.78,0.7894736842105263
A057_2,A057,2,Where,24.78,0.3111111111111111
A057_3,A057,3,What,73.83,0.7894736842105263
A057_3,A057,3,Where,73.83,0.2888888888888888
A057_4,A057,4,What,145.06,0.5789473684210527
A057_4,A057,4,Where,145.06,0.3111111111111111
A058_1,A058,1,What,1.0,0.7894736842105263
A058_1,A058,1,Where,1.0,0.6888888888888889
A058_2,A058,2,What,22.96,0.631578947368421
A058_2,A058,2,Where,22.96,0.3555555555555555
A058_3,A058,3,What,66.28,0.631578947368421
A058_3,A058,3,Where,66.28,0.5777777777777777
A058_4,A058,4,What,143.48,0.5789473684210527
A058_4,A058,4,Where,143.48,0.2888888888888888
A059_1,A059,1,What,1.0,0.8947368421052632
A059_1,A059,1,Where,1.0,0.6888888888888889
A059_2,A059,2,What,30.4,0.8947368421052632
A059_2,A059,2,Where,30.4,0.7333333333333333
A059_3,A059,3,What,79.78,0.9473684210526316
A059_3,A059,3,Where,79.78,0.7333333333333333
A059_4,A059,4,What,151.93,0.8421052631578947
A059_4,A059,4,Where,151.93,0.5333333333333333
A060_1,A060,1,What,1.0,0.8421052631578947
A060_1,A060,1,Where,1.0,0.4666666666666667
A060_2,A060,2,What,24.87,0.8947368421052632
A060_2,A060,2,Where,24.87,0.7333333333333333
A060_3,A060,3,What,94.68,0.7368421052631579
A060_3,A060,3,Where,94.68,0.3777777777777777
A060_4,A060,4,What,143.91,0.7894736842105263
A060_4,A060,4,Where,143.91,0.4666666666666667
A061_1,A061,1,What,1.0,0.9473684210526316
A061_1,A061,1,Where,1.0,0.8666666666666667
A061_2,A061,2,What,35.16,0.8947368421052632
A061_2,A061,2,Where,35.16,0.6888888888888889
A061_3,A061,3,What,82.55,0.7894736842105263
A061_3,A061,3,Where,82.55,0.6222222222222222
A061_4,A061,4,What,146.56,0.6842105263157895
A061_4,A061,4,Where,146.56,0.5555555555555556
A062_1,A062,1,What,1.0,0.9473684210526316
A062_1,A062,1,Where,1.0,0.7333333333333333
A062_2,A062,2,What,44.69,0.8421052631578947
A062_2,A062,2,Where,44.69,0.5333333333333333
A062_3,A062,3,What,92.72,0.5263157894736842
A062_3,A062,3,Where,92.72,0.4444444444444444
A062_4,A062,4,What,149.18,0.5789473684210527
A062_4,A062,4,Where,149.18,0.3555555555555555
A063_1,A063,1,What,1.0,0.8947368421052632
A063_1,A063,1,Where,1.0,0.6222222222222222
A063_2,A063,2,What,21.98,0.6842105263157895
A063_2,A063,2,Where,21.98,0.6888888888888889
A063_3,A063,3,What,69.99,0.7894736842105263
A063_3,A063,3,Where,69.99,0.4888888888888889
A063_4,A063,4,What,141.09,0.5789473684210527
A063_4,A063,4,Where,141.09,0.4222222222222222
A064_1,A064,1,What,1.0,0.8947368421052632
A064_1,A064,1,Where,1.0,0.6444444444444445
A064_2,A064,2,What,37.65,0.7894736842105263
A064_2,A064,2,Where,37.65,0.6222222222222222
A064_3,A064,3,What,82.99,0.8421052631578947
A064_3,A064,3,Where,82.99,0.4444444444444444
A064_4,A064,4,What,156.21,0.7894736842105263
A064_4,A064,4,Where,156.21,0.4
A065_1,A065,1,What,1.0,0.3157894736842105
A065_1,A065,1,Where,1.0,0.1555555555555555
A065_2,A065,2,What,32.31,0.5263157894736842
A065_2,A065,2,Where,32.31,0.3777777777777777
A065_3,A065,3,What,106.41,0.4210526315789473
A065_3,A065,3,Where,106.41,0.2
A065_4,A065,4,What,187.43,0.1052631578947368
A065_4,A065,4,Where,187.43,0.1777777777777777
A066_1,A066,1,What,1.0,0.8947368421052632
A066_1,A066,1,Where,1.0,0.5555555555555556
A066_2,A066,2,What,23.35,0.7894736842105263
A066_2,A066,2,Where,23.35,0.4222222222222222
A066_3,A066,3,What,73.79,0.5789473684210527
A066_3,A066,3,Where,73.79,0.3333333333333333
A066_4,A066,4,What,164.93,0.4736842105263157
A066_4,A066,4,Where,164.93,0.2888888888888888
A067_1,A067,1,What,1.0,0.8947368421052632
A067_1,A067,1,Where,1.0,0.6222222222222222
A067_2,A067,2,What,29.91,0.5263157894736842
A067_2,A067,2,Where,29.91,0.2888888888888888
A067_3,A067,3,What,73.19,0.5263157894736842
A067_3,A067,3,Where,73.19,0.2666666666666666
A067_4,A067,4,What,144.19,0.5789473684210527
A067_4,A067,4,Where,144.19,0.2444444444444444
A068_1,A068,1,What,1.0,0.8947368421052632
A068_1,A068,1,Where,1.0,0.7333333333333333
A068_2,A068,2,What,30.49,0.7368421052631579
A068_2,A068,2,Where,30.49,0.5555555555555556
A068_3,A068,3,What,82.98,0.7894736842105263
A068_3,A068,3,Where,82.98,0.6
A068_4,A068,4,What,155.59,0.6842105263157895
A068_4,A068,4,Where,155.59,0.4444444444444444
A069_1,A069,1,What,1.0,0.8421052631578947
A069_1,A069,1,Where,1.0,0.2444444444444444
A069_2,A069,2,What,24.96,0.5263157894736842
A069_2,A069,2,Where,24.96,0.2222222222222222
A069_3,A069,3,What,79.75,0.7368421052631579
A069_3,A069,3,Where,79.75,0.3555555555555555
A069_4,A069,4,What,140.22,0.5263157894736842
A069_4,A069,4,Where,140.22,0.1777777777777777
A070_1,A070,1,What,1.0,0.7894736842105263
A070_1,A070,1,Where,1.0,0.6888888888888889
A070_2,A070,2,What,24.25,0.8421052631578947
A070_2,A070,2,Where,24.25,0.4666666666666667
A070_3,A070,3,What,81.92,0.6842105263157895
A070_3,A070,3,Where,81.92,0.4222222222222222
A070_4,A070,4,What,149.2,0.6842105263157895
A070_4,A070,4,Where,149.2,0.2444444444444444
A071_1,A071,1,What,1.0,0.8947368421052632
A071_1,A071,1,Where,1.0,0.7333333333333333
A071_2,A071,2,What,30.92,0.8421052631578947
A071_2,A071,2,Where,30.92,0.6222222222222222
A071_3,A071,3,What,79.96,0.4736842105263157
A071_3,A071,3,Where,79.96,0.4444444444444444
A071_4,A071,4,What,153.27,0.6842105263157895
A071_4,A071,4,Where,153.27,0.4888888888888889
A072_1,A072,1,What,1.0,0.8947368421052632
A072_1,A072,1,Where,1.0,0.6666666666666666
A072_2,A072,2,What,33.76,0.6842105263157895
A072_2,A072,2,Where,33.76,0.6444444444444445
A072_3,A072,3,What,83.54,0.5789473684210527
A072_3,A072,3,Where,83.54,0.4666666666666667
A072_4,A072,4,What,154.89,0.5789473684210527
A072_4,A072,4,Where,154.89,0.5777777777777777
A073_1,A073,1,What,1.0,0.7894736842105263
A073_1,A073,1,Where,1.0,0.6444444444444445
A073_2,A073,2,What,66.66,0.5263157894736842
A073_2,A073,2,Where,66.66,0.4888888888888889
A073_3,A073,3,What,66.9,0.6842105263157895
A073_3,A073,3,Where,66.9,0.5333333333333333
A073_4,A073,4,What,140.12,0.7894736842105263
A073_4,A073,4,Where,140.12,0.6666666666666666
A074_1,A074,1,What,1.0,0.8421052631578947
A074_1,A074,1,Where,1.0,0.7111111111111111
A074_2,A074,2,What,29.33,0.5263157894736842
A074_2,A074,2,Where,29.33,0.6
A074_3,A074,3,What,73.02,0.4736842105263157
A074_3,A074,3,Where,73.02,0.4666666666666667
A074_4,A074,4,What,147.21,0.4736842105263157
A074_4,A074,4,Where,147.21,0.3777777777777777
A075_1,A075,1,What,1.0,0.631578947368421
A075_1,A075,1,Where,1.0,0.6666666666666666
A075_2,A075,2,What,28.68,0.7368421052631579
A075_2,A075,2,Where,28.68,0.6222222222222222
A075_3,A075,3,What,71.37,0.5263157894736842
A075_3,A075,3,Where,71.37,0.1777777777777777
A075_4,A075,4,What,244.53,0.5789473684210527
A075_4,A075,4,Where,244.53,0.4222222222222222
A076_1,A076,1,What,1.0,0.6842105263157895
A076_1,A076,1,Where,1.0,0.3777777777777777
A076_2,A076,2,What,27.3,0.6842105263157895
A076_2,A076,2,Where,27.3,0.3333333333333333
A076_3,A076,3,What,74.88,0.3684210526315789
A076_3,A076,3,Where,74.88,0.4
A076_4,A076,4,What,149.28,0.2105263157894736
A076_4,A076,4,Where,149.28,0.1333333333333333
A077_1,A077,1,What,1.0,0.9473684210526316
A077_1,A077,1,Where,1.0,0.6888888888888889
A077_2,A077,2,What,53.88,0.7894736842105263
A077_2,A077,2,Where,53.88,0.4444444444444444
A077_3,A077,3,What,78.36,0.7894736842105263
A077_3,A077,3,Where,78.36,0.4888888888888889
A077_4,A077,4,What,149.75,0.8947368421052632
A077_4,A077,4,Where,149.75,0.6444444444444445
A078_1,A078,1,What,1.0,0.7368421052631579
A078_1,A078,1,Where,1.0,0.5333333333333333
A078_2,A078,2,What,26.17,0.7368421052631579
A078_2,A078,2,Where,26.17,0.5333333333333333
A078_3,A078,3,What,72.3,0.5789473684210527
A078_3,A078,3,Where,72.3,0.3333333333333333
A078_4,A078,4,What,140.08,0.7368421052631579
A078_4,A078,4,Where,140.08,0.2222222222222222
