composite_ID,UID,test,domain,TSVR_hours,CTT_score
A079_1,A079,1,What,1.0,0.6842105263157895
A079_1,A079,1,Where,1.0,0.7111111111111111
A079_2,A079,2,What,26.11,0.5789473684210527
A079_2,A079,2,Where,26.11,0.4444444444444444
A079_3,A079,3,What,74.0,0.5263157894736842
A079_3,A079,3,Where,74.0,0.4
A079_4,A079,4,What,194.42,0.5789473684210527
A079_4,A079,4,Where,194.42,0.3333333333333333
A080_1,A080,1,What,1.0,0.7894736842105263
A080_1,A080,1,Where,1.0,0.6
A080_2,A080,2,What,29.03,0.8421052631578947
A080_2,A080,2,Where,29.03,0.6
A080_3,A080,3,What,72.87,0.8421052631578947
A080_3,A080,3,Where,72.87,0.5555555555555556
A080_4,A080,4,What,145.77,0.5789473684210527
A080_4,A080,4,Where,145.77,0.4444444444444444
A081_1,A081,1,What,1.0,0.7894736842105263
A081_1,A081,1,Where,1.0,0.6
A081_2,A081,2,What,31.39,0.631578947368421
A081_2,A081,2,Where,31.39,0.5555555555555556
A081_3,A081,3,What,80.13,0.8421052631578947
A081_3,A081,3,Where,80.13,0.6888888888888889
A081_4,A081,4,What,154.53,0.7894736842105263
A081_4,A081,4,Where,154.53,0.5777777777777777
A082_1,A082,1,What,1.0,0.8947368421052632
A082_1,A082,1,Where,1.0,0.5777777777777777
A082_2,A082,2,What,27.97,0.8947368421052632
A082_2,A082,2,Where,27.97,0.7111111111111111
A082_3,A082,3,What,75.71,0.8421052631578947
A082_3,A082,3,Where,75.71,0.5111111111111111
A082_4,A082,4,What,170.25,0.7894736842105263
A082_4,A082,4,Where,170.25,0.5111111111111111
A083_1,A083,1,What,1.0,0.8947368421052632
A083_1,A083,1,Where,1.0,0.8222222222222222
A083_2,A083,2,What,25.15,0.8421052631578947
A083_2,A083,2,Where,25.15,0.6666666666666666
A083_3,A083,3,What,74.3,0.7894736842105263
A083_3,A083,3,Where,74.3,0.5333333333333333
A083_4,A083,4,What,144.91,0.5789473684210527
A083_4,A083,4,Where,144.91,0.6
A084_1,A084,1,What,1.0,0.7368421052631579
A084_1,A084,1,Where,1.0,0.6666666666666666
A084_2,A084,2,What,27.25,0.4736842105263157
A084_2,A084,2,Where,27.25,0.5111111111111111
A084_3,A084,3,What,91.97,0.7368421052631579
A084_3,A084,3,Where,91.97,0.5111111111111111
A084_4,A084,4,What,162.51,0.6842105263157895
A084_4,A084,4,Where,162.51,0.5333333333333333
A085_1,A085,1,What,1.0,0.631578947368421
A085_1,A085,1,Where,1.0,0.6222222222222222
A085_2,A085,2,What,24.51,0.8421052631578947
A085_2,A085,2,Where,24.51,0.8
A085_3,A085,3,What,71.4,0.7894736842105263
A085_3,A085,3,Where,71.4,0.4888888888888889
A085_4,A085,4,What,170.65,0.4736842105263157
A085_4,A085,4,Where,170.65,0.4666666666666667
A086_1,A086,1,What,1.0,0.7894736842105263
A086_1,A086,1,Where,1.0,0.6444444444444445
A086_2,A086,2,What,23.47,0.4736842105263157
A086_2,A086,2,Where,23.47,0.5111111111111111
A086_3,A086,3,What,145.29,0.4736842105263157
A086_3,A086,3,Where,145.29,0.3333333333333333
A086_4,A086,4,What,169.55,0.5789473684210527
A086_4,A086,4,Where,169.55,0.2444444444444444
A087_1,A087,1,What,1.0,0.9473684210526316
A087_1,A087,1,Where,1.0,0.7777777777777778
A087_2,A087,2,What,31.07,0.8421052631578947
A087_2,A087,2,Where,31.07,0.7555555555555555
A087_3,A087,3,What,72.8,0.6842105263157895
A087_3,A087,3,Where,72.8,0.4888888888888889
A087_4,A087,4,What,144.2,0.8947368421052632
A087_4,A087,4,Where,144.2,0.5111111111111111
A088_1,A088,1,What,1.0,0.8421052631578947
A088_1,A088,1,Where,1.0,0.8444444444444444
A088_2,A088,2,What,24.25,0.9473684210526316
A088_2,A088,2,Where,24.25,0.9333333333333332
A088_3,A088,3,What,74.91,0.8421052631578947
A088_3,A088,3,Where,74.91,0.6444444444444445
A088_4,A088,4,What,149.93,0.8421052631578947
A088_4,A088,4,Where,149.93,0.7555555555555555
A089_1,A089,1,What,1.0,0.8947368421052632
A089_1,A089,1,Where,1.0,0.8
A089_2,A089,2,What,32.14,0.8421052631578947
A089_2,A089,2,Where,32.14,0.7333333333333333
A089_3,A089,3,What,79.34,0.7894736842105263
A089_3,A089,3,Where,79.34,0.6666666666666666
A089_4,A089,4,What,146.96,0.6842105263157895
A089_4,A089,4,Where,146.96,0.6666666666666666
A090_1,A090,1,What,1.0,0.8421052631578947
A090_1,A090,1,Where,1.0,0.6222222222222222
A090_2,A090,2,What,23.54,0.5263157894736842
A090_2,A090,2,Where,23.54,0.4888888888888889
A090_3,A090,3,What,95.42,0.2105263157894736
A090_3,A090,3,Where,95.42,0.3555555555555555
A090_4,A090,4,What,144.07,0.5789473684210527
A090_4,A090,4,Where,144.07,0.2444444444444444
A091_1,A091,1,What,1.0,0.7894736842105263
A091_1,A091,1,Where,1.0,0.6222222222222222
A091_2,A091,2,What,22.2,0.6842105263157895
A091_2,A091,2,Where,22.2,0.4888888888888889
A091_3,A091,3,What,73.64,0.5263157894736842
A091_3,A091,3,Where,73.64,0.3777777777777777
A091_4,A091,4,What,142.61,0.7368421052631579
A091_4,A091,4,Where,142.61,0.3333333333333333
A092_1,A092,1,What,1.0,0.5789473684210527
A092_1,A092,1,Where,1.0,0.4666666666666667
A092_2,A092,2,What,22.83,0.631578947368421
A092_2,A092,2,Where,22.83,0.3777777777777777
A092_3,A092,3,What,71.31,0.5789473684210527
A092_3,A092,3,Where,71.31,0.4888888888888889
A092_4,A092,4,What,146.16,0.3684210526315789
A092_4,A092,4,Where,146.16,0.3555555555555555
A093_1,A093,1,What,1.0,0.7894736842105263
A093_1,A093,1,Where,1.0,0.6222222222222222
A093_2,A093,2,What,22.09,0.8421052631578947
A093_2,A093,2,Where,22.09,0.5111111111111111
A093_3,A093,3,What,70.22,0.9473684210526316
A093_3,A093,3,Where,70.22,0.6222222222222222
A093_4,A093,4,What,140.95,0.7894736842105263
A093_4,A093,4,Where,140.95,0.6444444444444445
A094_1,A094,1,What,1.0,0.6842105263157895
A094_1,A094,1,Where,1.0,0.3777777777777777
A094_2,A094,2,What,22.98,0.6842105263157895
A094_2,A094,2,Where,22.98,0.4444444444444444
A094_3,A094,3,What,76.21,0.4736842105263157
A094_3,A094,3,Where,76.21,0.2666666666666666
A094_4,A094,4,What,149.99,0.631578947368421
A094_4,A094,4,Where,149.99,0.2666666666666666
A095_1,A095,1,What,1.0,0.8947368421052632
A095_1,A095,1,Where,1.0,0.7555555555555555
A095_2,A095,2,What,29.71,0.631578947368421
A095_2,A095,2,Where,29.71,0.4222222222222222
A095_3,A095,3,What,78.76,0.631578947368421
A095_3,A095,3,Where,78.76,0.4444444444444444
A095_4,A095,4,What,148.79,0.6842105263157895
A095_4,A095,4,Where,148.79,0.3111111111111111
A096_1,A096,1,What,1.0,0.5789473684210527
A096_1,A096,1,Where,1.0,0.4222222222222222
A096_2,A096,2,What,24.49,0.2105263157894736
A096_2,A096,2,Where,24.49,0.3555555555555555
A096_3,A096,3,What,71.19,0.3157894736842105
A096_3,A096,3,Where,71.19,0.1777777777777777
A096_4,A096,4,What,143.66,0.4210526315789473
A096_4,A096,4,Where,143.66,0.3333333333333333
A097_1,A097,1,What,1.0,0.8421052631578947
A097_1,A097,1,Where,1.0,0.5111111111111111
A097_2,A097,2,What,24.37,0.631578947368421
A097_2,A097,2,Where,24.37,0.4222222222222222
A097_3,A097,3,What,70.83,0.7894736842105263
A097_3,A097,3,Where,70.83,0.6444444444444445
A097_4,A097,4,What,144.85,0.8421052631578947
A097_4,A097,4,Where,144.85,0.5555555555555556
A098_1,A098,1,What,1.0,0.7894736842105263
A098_1,A098,1,Where,1.0,0.6666666666666666
A098_2,A098,2,What,25.77,0.7368421052631579
A098_2,A098,2,Where,25.77,0.5777777777777777
A098_3,A098,3,What,78.84,0.8421052631578947
A098_3,A098,3,Where,78.84,0.7111111111111111
A098_4,A098,4,What,146.29,0.7894736842105263
A098_4,A098,4,Where,146.29,0.3555555555555555
A099_1,A099,1,What,1.0,0.8421052631578947
A099_1,A099,1,Where,1.0,0.7333333333333333
A099_2,A099,2,What,28.75,0.8421052631578947
A099_2,A099,2,Where,28.75,0.7555555555555555
A099_3,A099,3,What,78.57,0.631578947368421
A099_3,A099,3,Where,78.57,0.4888888888888889
A099_4,A099,4,What,143.51,0.6842105263157895
A099_4,A099,4,Where,143.51,0.8
A100_1,A100,1,What,1.0,0.6842105263157895
A100_1,A100,1,Where,1.0,0.5111111111111111
A100_2,A100,2,What,31.14,1.0
A100_2,A100,2,Where,31.14,0.6
A100_3,A100,3,What,75.34,0.8947368421052632
A100_3,A100,3,Where,75.34,0.5555555555555556
A100_4,A100,4,What,146.8,0.7894736842105263
A100_4,A100,4,Where,146.8,0.4888888888888889
A101_1,A101,1,What,1.0,0.4210526315789473
A101_1,A101,1,Where,1.0,0.3777777777777777
A101_2,A101,2,What,29.12,0.4736842105263157
A101_2,A101,2,Where,29.12,0.4
A101_3,A101,3,What,75.21,0.5263157894736842
A101_3,A101,3,Where,75.21,0.1777777777777777
A101_4,A101,4,What,150.22,0.3684210526315789
A101_4,A101,4,Where,150.22,0.4
A102_1,A102,1,What,1.0,0.7368421052631579
A102_1,A102,1,Where,1.0,0.5333333333333333
A102_2,A102,2,What,29.13,0.8947368421052632
A102_2,A102,2,Where,29.13,0.6888888888888889
A102_3,A102,3,What,75.27,0.631578947368421
A102_3,A102,3,Where,75.27,0.4444444444444444
A102_4,A102,4,What,150.41,0.7368421052631579
A102_4,A102,4,Where,150.41,0.4
A103_1,A103,1,What,1.0,0.9473684210526316
A103_1,A103,1,Where,1.0,0.7777777777777778
A103_2,A103,2,What,27.26,0.6842105263157895
A103_2,A103,2,Where,27.26,0.3111111111111111
A103_3,A103,3,What,80.24,0.3684210526315789
A103_3,A103,3,Where,80.24,0.3111111111111111
A103_4,A103,4,What,149.72,0.631578947368421
A103_4,A103,4,Where,149.72,0.3111111111111111
A104_1,A104,1,What,1.0,0.9473684210526316
A104_1,A104,1,Where,1.0,0.8222222222222222
A104_2,A104,2,What,22.6,0.631578947368421
A104_2,A104,2,Where,22.6,0.5555555555555556
A104_3,A104,3,What,72.62,0.8421052631578947
A104_3,A104,3,Where,72.62,0.5777777777777777
A104_4,A104,4,What,145.78,0.3684210526315789
A104_4,A104,4,Where,145.78,0.2
A105_1,A105,1,What,1.0,0.8421052631578947
A105_1,A105,1,Where,1.0,0.6
A105_2,A105,2,What,22.77,0.7368421052631579
A105_2,A105,2,Where,22.77,0.6666666666666666
A105_3,A105,3,What,69.46,0.7894736842105263
A105_3,A105,3,Where,69.46,0.4888888888888889
A105_4,A105,4,What,146.2,0.6842105263157895
A105_4,A105,4,Where,146.2,0.6666666666666666
A106_1,A106,1,What,1.0,1.0
A106_1,A106,1,Where,1.0,0.6666666666666666
A106_2,A106,2,What,22.64,0.7368421052631579
A106_2,A106,2,Where,22.64,0.5111111111111111
A106_3,A106,3,What,66.08,0.8947368421052632
A106_3,A106,3,Where,66.08,0.5555555555555556
A106_4,A106,4,What,147.13,1.0
A106_4,A106,4,Where,147.13,0.6888888888888889
A107_1,A107,1,What,1.0,0.631578947368421
A107_1,A107,1,Where,1.0,0.3777777777777777
A107_2,A107,2,What,26.22,0.4736842105263157
A107_2,A107,2,Where,26.22,0.2666666666666666
A107_3,A107,3,What,71.45,0.5263157894736842
A107_3,A107,3,Where,71.45,0.2888888888888888
A107_4,A107,4,What,145.95,0.5263157894736842
A107_4,A107,4,Where,145.95,0.2444444444444444
A108_1,A108,1,What,1.0,0.5263157894736842
A108_1,A108,1,Where,1.0,0.4666666666666667
A108_2,A108,2,What,27.61,0.4736842105263157
A108_2,A108,2,Where,27.61,0.3333333333333333
A108_3,A108,3,What,68.96,0.5263157894736842
A108_3,A108,3,Where,68.96,0.5555555555555556
A108_4,A108,4,What,152.12,0.4210526315789473
A108_4,A108,4,Where,152.12,0.3333333333333333
A109_1,A109,1,What,1.0,0.6842105263157895
A109_1,A109,1,Where,1.0,0.4222222222222222
A109_2,A109,2,What,24.65,0.5263157894736842
A109_2,A109,2,Where,24.65,0.3333333333333333
A109_3,A109,3,What,71.17,0.7368421052631579
A109_3,A109,3,Where,71.17,0.4222222222222222
A109_4,A109,4,What,149.87,0.4736842105263157
A109_4,A109,4,Where,149.87,0.2888888888888888
