TSVR_hours,domain,model,mean_score,CI_lower,CI_upper,n
24.65,Where,CTT,0.3333333333333333,,,1
24.66,Where,CTT,0.2444444444444444,,,1
24.73,Where,CTT,0.4222222222222222,,,1
24.77,Where,CTT,0.4222222222222222,,,1
24.78,Where,CTT,0.3111111111111111,,,1
24.87,Where,CTT,0.7333333333333333,,,1
24.96,Where,CTT,0.2222222222222222,,,1
25.15,Where,CTT,0.6666666666666666,,,1
25.6,Where,CTT,0.4222222222222222,,,1
25.62,Where,CTT,0.6666666666666666,,,1
25.63,Where,CTT,0.4444444444444444,,,1
25.66,Where,CTT,0.8,,,1
25.77,Where,CTT,0.5777777777777777,,,1
26.08,Where,CTT,0.6666666666666666,,,1
26.11,Where,CTT,0.4444444444444444,,,1
26.17,Where,CTT,0.5333333333333333,,,1
26.22,Where,CTT,0.2666666666666666,,,1
26.26,Where,CTT,0.5555555555555556,,,1
26.48,Where,CTT,0.5555555555555556,,,1
26.85,Where,CTT,0.4666666666666667,,,1
27.12,Where,CTT,0.3777777777777777,,,1
27.25,Where,CTT,0.5111111111111111,,,1
27.26,Where,CTT,0.3111111111111111,,,1
27.3,Where,CTT,0.3333333333333333,,,1
27.61,Where,CTT,0.3333333333333333,,,1
27.97,Where,CTT,0.7111111111111111,,,1
28.26,Where,CTT,0.5555555555555556,,,1
28.43,Where,CTT,0.6444444444444445,,,1
28.65,Where,CTT,0.7777777777777778,,,1
28.68,Where,CTT,0.6222222222222222,,,1
28.69,Where,CTT,0.2888888888888888,,,1
28.75,Where,CTT,0.7555555555555555,,,1
28.93,Where,CTT,0.2666666666666666,,,1
29.03,Where,CTT,0.6,,,1
29.12,Where,CTT,0.4,,,1
29.13,Where,CTT,0.6888888888888889,,,1
29.16,Where,CTT,0.6222222222222222,,,1
29.33,Where,CTT,0.6,,,1
29.57,Where,CTT,0.5333333333333333,,,1
29.71,Where,CTT,0.4222222222222222,,,1
29.91,Where,CTT,0.2888888888888888,,,1
30.21,Where,CTT,0.5777777777777777,,,1
30.4,Where,CTT,0.7333333333333333,,,1
30.49,Where,CTT,0.5555555555555556,,,1
30.92,Where,CTT,0.6222222222222222,,,1
31.07,Where,CTT,0.7555555555555555,,,1
31.14,Where,CTT,0.6,,,1
31.39,Where,CTT,0.5555555555555556,,,1
31.76,Where,CTT,0.5777777777777777,,,1
31.78,Where,CTT,0.2888888888888888,,,1
32.14,Where,CTT,0.7333333333333333,,,1
32.31,Where,CTT,0.3777777777777777,,,1
32.41,Where,CTT,0.5777777777777777,,,1
32.71,Where,CTT,0.7111111111111111,,,1
32.85,Where,CTT,0.6222222222222222,,,1
32.95,Where,CTT,0.6888888888888889,,,1
33.61,Where,CTT,0.5555555555555556,,,1
33.76,Where,CTT,0.6444444444444445,,,1
34.03,Where,CTT,0.5777777777777777,,,1
35.16,Where,CTT,0.6888888888888889,,,1
37.65,Where,CTT,0.6222222222222222,,,1
44.69,Where,CTT,0.5333333333333333,,,1
44.76,Where,CTT,0.6444444444444445,,,1
47.66,Where,CTT,0.4666666666666667,,,1
53.88,Where,CTT,0.4444444444444444,,,1
57.18,Where,CTT,0.4888888888888889,,,1
61.28,Where,CTT,0.5333333333333333,,,1
64.94,Where,CTT,0.6444444444444445,,,1
65.63,Where,CTT,0.4666666666666667,,,1
66.08,Where,CTT,0.5555555555555556,,,1
66.28,Where,CTT,0.5777777777777777,,,1
66.66,Where,CTT,0.4888888888888889,,,1
66.9,Where,CTT,0.5333333333333333,,,1
68.96,Where,CTT,0.5555555555555556,,,1
69.46,Where,CTT,0.4888888888888889,,,1
69.99,Where,CTT,0.4888888888888889,,,1
70.22,Where,CTT,0.6222222222222222,,,1
70.56,Where,CTT,0.4666666666666667,,,1
70.59,Where,CTT,0.7555555555555555,,,1
70.83,Where,CTT,0.6444444444444445,,,1
71.17,Where,CTT,0.4222222222222222,,,1
71.19,Where,CTT,0.1777777777777777,,,1
71.28,Where,CTT,0.2,,,1
71.31,Where,CTT,0.4888888888888889,,,1
71.37,Where,CTT,0.1777777777777777,,,1
71.4,Where,CTT,0.4888888888888889,,,1
71.45,Where,CTT,0.2888888888888888,,,1
71.46,Where,CTT,0.4444444444444444,,,1
71.47,Where,CTT,0.4222222222222222,,,1
71.56,Where,CTT,0.5555555555555556,,,1
71.85,Where,CTT,0.5333333333333333,,,1
71.93,Where,CTT,0.5555555555555556,,,1
72.08,Where,CTT,0.5777777777777777,,,1
72.17,Where,CTT,0.4666666666666667,,,1
72.2,Where,CTT,0.4666666666666667,,,1
72.23,Where,CTT,0.2,,,1
72.26,Where,CTT,0.5777777777777777,,,1
72.3,Where,CTT,0.3333333333333333,,,1
72.55,Where,CTT,0.3777777777777777,,,1
72.6,Where,CTT,0.6,,,1
72.62,Where,CTT,0.5777777777777777,,,1
72.8,Where,CTT,0.4888888888888889,,,1
72.83,Where,CTT,0.7333333333333333,,,1
72.86,Where,CTT,0.7111111111111111,,,1
72.87,Where,CTT,0.5555555555555556,,,1
72.94,Where,CTT,0.6222222222222222,,,1
73.02,Where,CTT,0.4666666666666667,,,1
73.05,Where,CTT,0.2888888888888888,,,1
73.19,Where,CTT,0.2666666666666666,,,1
73.64,Where,CTT,0.3777777777777777,,,1
73.79,Where,CTT,0.3333333333333333,,,1
73.83,Where,CTT,0.2888888888888888,,,1
74.0,Where,CTT,0.4,,,1
74.19,Where,CTT,0.5777777777777777,,,1
74.28,Where,CTT,0.4888888888888889,,,1
74.3,Where,CTT,0.5333333333333333,,,1
74.46,Where,CTT,0.4666666666666667,,,1
74.48,Where,CTT,0.4888888888888889,,,1
74.58,Where,CTT,0.4444444444444444,,,1
74.88,Where,CTT,0.4,,,1
74.91,Where,CTT,0.6444444444444445,,,1
75.21,Where,CTT,0.1777777777777777,,,1
75.27,Where,CTT,0.4444444444444444,,,1
75.34,Where,CTT,0.5555555555555556,,,1
75.46,Where,CTT,0.7111111111111111,,,1
75.71,Where,CTT,0.5111111111111111,,,1
75.74,Where,CTT,0.6444444444444445,,,1
76.21,Where,CTT,0.2666666666666666,,,1
76.85,Where,CTT,0.3555555555555555,,,1
78.25,Where,CTT,0.3333333333333333,,,1
78.28,Where,CTT,0.4666666666666667,,,1
78.36,Where,CTT,0.4888888888888889,,,1
78.57,Where,CTT,0.4888888888888889,,,1
78.76,Where,CTT,0.4444444444444444,,,1
78.84,Where,CTT,0.7111111111111111,,,1
79.34,Where,CTT,0.6666666666666666,,,1
79.66,Where,CTT,0.5777777777777777,,,1
79.75,Where,CTT,0.3555555555555555,,,1
79.78,Where,CTT,0.7333333333333333,,,1
79.96,Where,CTT,0.4444444444444444,,,1
79.98,Where,CTT,0.3777777777777777,,,1
80.13,Where,CTT,0.6888888888888889,,,1
80.16,Where,CTT,0.6,,,1
80.24,Where,CTT,0.3111111111111111,,,1
80.64,Where,CTT,0.5333333333333333,,,1
80.88,Where,CTT,0.4666666666666667,,,1
80.98,Where,CTT,0.4888888888888889,,,1
81.15,Where,CTT,0.5555555555555556,,,1
81.92,Where,CTT,0.4222222222222222,,,1
82.55,Where,CTT,0.6222222222222222,,,1
82.98,Where,CTT,0.6,,,1
82.99,Where,CTT,0.4444444444444444,,,1
83.54,Where,CTT,0.4666666666666667,,,1
83.64,Where,CTT,0.4222222222222222,,,1
83.68,Where,CTT,0.2444444444444444,,,1
91.47,Where,CTT,0.5111111111111111,,,1
91.63,Where,CTT,0.2888888888888888,,,1
91.97,Where,CTT,0.5111111111111111,,,1
92.72,Where,CTT,0.4444444444444444,,,1
93.26,Where,CTT,0.7555555555555555,,,1
93.39,Where,CTT,0.3777777777777777,,,1
94.68,Where,CTT,0.3777777777777777,,,1
95.42,Where,CTT,0.3555555555555555,,,1
98.84,Where,CTT,0.6,,,1
106.41,Where,CTT,0.2,,,1
111.38,Where,CTT,0.5333333333333333,,,1
136.83,Where,CTT,0.7333333333333333,,,1
137.74,Where,CTT,0.4444444444444444,,,1
138.91,Where,CTT,0.3111111111111111,,,1
140.08,Where,CTT,0.2222222222222222,,,1
140.12,Where,CTT,0.6666666666666666,,,1
140.22,Where,CTT,0.1777777777777777,,,1
140.39,Where,CTT,0.5555555555555556,,,1
140.49,Where,CTT,0.5111111111111111,,,1
140.95,Where,CTT,0.6444444444444445,,,1
141.09,Where,CTT,0.4222222222222222,,,1
141.71,Where,CTT,0.5111111111111111,,,1
141.84,Where,CTT,0.5111111111111111,,,1
142.61,Where,CTT,0.3333333333333333,,,1
143.14,Where,CTT,0.6444444444444445,,,1
143.48,Where,CTT,0.2888888888888888,,,1
143.51,Where,CTT,0.8,,,1
143.53,Where,CTT,0.3111111111111111,,,1
143.66,Where,CTT,0.4111111111111111,0.25866666666666666,0.5635555555555556,2
143.85,Where,CTT,0.33333333333333326,0.24622222222222212,0.4204444444444444,2
143.91,Where,CTT,0.4666666666666667,,,1
144.07,Where,CTT,0.2444444444444444,,,1
144.19,Where,CTT,0.2444444444444444,,,1
144.2,Where,CTT,0.5111111111111111,,,1
144.22,Where,CTT,0.2888888888888888,,,1
144.51,Where,CTT,0.7555555555555555,,,1
144.85,Where,CTT,0.5555555555555556,,,1
144.91,Where,CTT,0.6,,,1
145.06,Where,CTT,0.3111111111111111,,,1
145.07,Where,CTT,0.5333333333333333,,,1
145.29,Where,CTT,0.3333333333333333,,,1
145.31,Where,CTT,0.5777777777777777,,,1
145.38,Where,CTT,0.4888888888888889,,,1
145.65,Where,CTT,0.3111111111111111,,,1
145.77,Where,CTT,0.4444444444444444,,,1
145.78,Where,CTT,0.17777777777777776,0.13422222222222213,0.22133333333333338,2
145.92,Where,CTT,0.4,,,1
145.95,Where,CTT,0.2444444444444444,,,1
146.02,Where,CTT,0.3111111111111111,,,1
146.16,Where,CTT,0.3555555555555555,,,1
146.2,Where,CTT,0.6666666666666666,,,1
146.29,Where,CTT,0.3555555555555555,,,1
146.3,Where,CTT,0.4666666666666667,,,1
146.54,Where,CTT,0.6888888888888889,,,1
146.56,Where,CTT,0.5555555555555556,,,1
146.8,Where,CTT,0.4888888888888889,,,1
146.96,Where,CTT,0.6666666666666666,,,1
146.99,Where,CTT,0.4666666666666667,,,1
147.13,Where,CTT,0.5666666666666667,0.32711111111111113,0.8062222222222222,2
147.21,Where,CTT,0.3777777777777777,,,1
147.65,Where,CTT,0.4666666666666667,,,1
147.84,Where,CTT,0.3333333333333333,,,1
147.94,Where,CTT,0.3333333333333333,,,1
148.69,Where,CTT,0.3333333333333333,,,1
148.79,Where,CTT,0.3111111111111111,,,1
148.85,Where,CTT,0.4888888888888889,,,1
148.87,Where,CTT,0.4666666666666667,,,1
148.9,Where,CTT,0.4444444444444444,,,1
149.18,Where,CTT,0.3555555555555555,,,1
149.2,Where,CTT,0.2444444444444444,,,1
149.21,Where,CTT,0.3333333333333333,,,1
149.28,Where,CTT,0.1333333333333333,,,1
149.33,Where,CTT,0.3777777777777777,,,1
149.72,Where,CTT,0.3111111111111111,,,1
149.75,Where,CTT,0.6444444444444445,,,1
149.87,Where,CTT,0.2888888888888888,,,1
149.93,Where,CTT,0.7555555555555555,,,1
149.99,Where,CTT,0.2666666666666666,,,1
150.22,Where,CTT,0.4,,,1
150.41,Where,CTT,0.4,,,1
150.46,Where,CTT,0.6888888888888889,,,1
150.8,Where,CTT,0.3333333333333333,,,1
150.87,Where,CTT,0.5333333333333333,,,1
151.52,Where,CTT,0.3555555555555555,,,1
151.93,Where,CTT,0.5333333333333333,,,1
152.12,Where,CTT,0.3333333333333333,,,1
152.47,Where,CTT,0.3333333333333333,,,1
152.89,Where,CTT,0.5333333333333333,,,1
153.27,Where,CTT,0.42222222222222217,0.2915555555555555,0.5528888888888888,2
154.53,Where,CTT,0.5777777777777777,,,1
154.76,Where,CTT,0.1555555555555555,,,1
154.89,Where,CTT,0.5777777777777777,,,1
155.27,Where,CTT,0.2,,,1
155.59,Where,CTT,0.4444444444444444,,,1
156.21,Where,CTT,0.4,,,1
162.51,Where,CTT,0.5333333333333333,,,1
164.93,Where,CTT,0.2888888888888888,,,1
166.33,Where,CTT,0.6444444444444445,,,1
166.87,Where,CTT,0.4,,,1
168.33,Where,CTT,0.4,,,1
168.86,Where,CTT,0.5555555555555556,,,1
169.55,Where,CTT,0.2444444444444444,,,1
170.25,Where,CTT,0.5111111111111111,,,1
170.65,Where,CTT,0.4666666666666667,,,1
187.43,Where,CTT,0.1777777777777777,,,1
194.42,Where,CTT,0.3333333333333333,,,1
244.53,Where,CTT,0.4222222222222222,,,1
246.24,Where,CTT,0.6888888888888889,,,1
1.0,Where,IRT,0.64832388685,0.4761540861908461,0.8204936875091539,100
16.9,Where,IRT,1.1336492,,,1
17.16,Where,IRT,-0.11357858,,,1
20.61,Where,IRT,0.9758614,,,1
21.63,Where,IRT,-0.28614074,,,1
21.9,Where,IRT,0.59148264,,,1
21.98,Where,IRT,0.7603441,,,1
22.09,Where,IRT,0.28671375,,,1
22.2,Where,IRT,-0.13521343,,,1
22.6,Where,IRT,0.20594147,,,1
22.64,Where,IRT,0.06214906,,,1
22.77,Where,IRT,0.5544501,,,1
22.82,Where,IRT,-0.25359893,,,1
22.83,Where,IRT,-0.70090806,,,1
22.96,Where,IRT,-0.7664266,,,1
22.98,Where,IRT,-0.15374868,,,1
23.24,Where,IRT,1.0685252,,,1
23.33,Where,IRT,1.87031,,,1
23.35,Where,IRT,-0.52560335,,,1
23.46,Where,IRT,-0.5633802,,,1
23.47,Where,IRT,-0.18614894,,,1
23.54,Where,IRT,-0.24209194,,,1
23.69,Where,IRT,1.980908,,,1
23.7,Where,IRT,1.2943444,,,1
23.91,Where,IRT,0.15703231,,,1
24.15,Where,IRT,0.49875164,,,1
24.25,Where,IRT,1.3738539250000001,-0.8097104859999997,3.557418336,2
24.32,Where,IRT,-1.4042654,,,1
24.37,Where,IRT,-0.57904583,,,1
24.49,Where,IRT,-0.88762873,,,1
24.51,Where,IRT,1.4209598,,,1
24.57,Where,IRT,0.20441371,,,1
24.65,Where,IRT,-1.060476,,,1
24.66,Where,IRT,-1.1997546,,,1
24.73,Where,IRT,-0.5890776,,,1
24.77,Where,IRT,-0.6685766,,,1
24.78,Where,IRT,-0.7836676,,,1
24.87,Where,IRT,1.1582936,,,1
24.96,Where,IRT,-1.4912251,,,1
25.15,Where,IRT,1.00285,,,1
25.6,Where,IRT,-0.31520778,,,1
25.62,Where,IRT,0.6062357,,,1
25.63,Where,IRT,-0.37005034,,,1
25.66,Where,IRT,1.7318953,,,1
25.77,Where,IRT,0.446704,,,1
26.08,Where,IRT,0.952347,,,1
26.11,Where,IRT,-0.3025957,,,1
26.17,Where,IRT,0.16946432,,,1
26.22,Where,IRT,-1.5480853,,,1
26.26,Where,IRT,0.06511351,,,1
26.48,Where,IRT,0.11092596,,,1
26.85,Where,IRT,-0.15119976,,,1
27.12,Where,IRT,-0.65311587,,,1
27.25,Where,IRT,-0.18040624,,,1
27.26,Where,IRT,-1.0943544,,,1
27.3,Where,IRT,-0.7997155,,,1
27.61,Where,IRT,-0.9090442,,,1
27.97,Where,IRT,1.3607811,,,1
28.26,Where,IRT,0.3406542,,,1
28.43,Where,IRT,0.4782135,,,1
28.65,Where,IRT,1.4364381,,,1
28.68,Where,IRT,0.6729385,,,1
28.69,Where,IRT,-1.2111,,,1
28.75,Where,IRT,1.3544149,,,1
28.93,Where,IRT,-1.2185562,,,1
29.03,Where,IRT,0.5524726,,,1
29.12,Where,IRT,-0.55277234,,,1
29.13,Where,IRT,1.2355605,,,1
29.16,Where,IRT,0.45576963,,,1
29.33,Where,IRT,0.24436297,,,1
29.57,Where,IRT,0.12924328,,,1
29.71,Where,IRT,-0.3401414,,,1
29.91,Where,IRT,-1.3370378,,,1
30.21,Where,IRT,0.61569417,,,1
30.4,Where,IRT,1.1245613,,,1
30.49,Where,IRT,0.117177755,,,1
30.92,Where,IRT,0.37755665,,,1
31.07,Where,IRT,1.1883459,,,1
31.14,Where,IRT,0.9044729,,,1
31.39,Where,IRT,-0.18483032,,,1
31.76,Where,IRT,0.0042204764,,,1
31.78,Where,IRT,-1.2771462,,,1
32.14,Where,IRT,1.0718217,,,1
32.31,Where,IRT,-0.8308915,,,1
32.41,Where,IRT,0.23107058,,,1
32.71,Where,IRT,0.9613449,,,1
32.85,Where,IRT,0.5182861,,,1
32.95,Where,IRT,1.2273304,,,1
33.61,Where,IRT,0.36599728,,,1
33.76,Where,IRT,0.3808361,,,1
34.03,Where,IRT,0.034030903,,,1
35.16,Where,IRT,0.91655695,,,1
37.65,Where,IRT,0.5197236,,,1
44.69,Where,IRT,0.1418573,,,1
44.76,Where,IRT,0.78530264,,,1
47.66,Where,IRT,-0.3498922,,,1
53.88,Where,IRT,-0.15604849,,,1
57.18,Where,IRT,-0.19438347,,,1
61.28,Where,IRT,0.13619477,,,1
64.94,Where,IRT,0.5975626,,,1
65.63,Where,IRT,-0.5669623,,,1
66.08,Where,IRT,0.39107776,,,1
66.28,Where,IRT,0.050771274,,,1
66.66,Where,IRT,-0.20244986,,,1
66.9,Where,IRT,0.21029665,,,1
68.96,Where,IRT,-0.15494189,,,1
69.46,Where,IRT,-0.32355082,,,1
69.99,Where,IRT,0.14207737,,,1
70.22,Where,IRT,0.56649524,,,1
70.56,Where,IRT,0.22653097,,,1
70.59,Where,IRT,1.7067914,,,1
70.83,Where,IRT,0.8254244,,,1
71.17,Where,IRT,-0.09701187,,,1
71.19,Where,IRT,-2.1615133,,,1
71.28,Where,IRT,-1.7008954,,,1
71.31,Where,IRT,-0.4578089,,,1
71.37,Where,IRT,-1.4312079,,,1
71.4,Where,IRT,0.025584096,,,1
71.45,Where,IRT,-1.1850315,,,1
71.46,Where,IRT,-0.27181906,,,1
71.47,Where,IRT,-0.31800184,,,1
71.56,Where,IRT,-0.090858296,,,1
71.85,Where,IRT,-0.34703606,,,1
71.93,Where,IRT,-0.03165805,,,1
72.08,Where,IRT,0.3974338,,,1
72.17,Where,IRT,-0.22750992,,,1
72.2,Where,IRT,0.038829546,,,1
72.23,Where,IRT,-1.20582,,,1
72.26,Where,IRT,-0.15333362,,,1
72.3,Where,IRT,-1.0444946,,,1
72.55,Where,IRT,-0.74633425,,,1
72.6,Where,IRT,0.8525857,,,1
72.62,Where,IRT,0.2628214,,,1
72.8,Where,IRT,-0.2785365,,,1
72.83,Where,IRT,1.302544,,,1
72.86,Where,IRT,0.9468073,,,1
72.87,Where,IRT,0.37515318,,,1
72.94,Where,IRT,0.022343142,,,1
73.02,Where,IRT,-0.60411704,,,1
73.05,Where,IRT,-1.4292107,,,1
73.19,Where,IRT,-1.4671184,,,1
73.64,Where,IRT,-0.8887421,,,1
73.79,Where,IRT,-0.813506,,,1
73.83,Where,IRT,-0.71654075,,,1
74.0,Where,IRT,-0.8762622,,,1
74.19,Where,IRT,0.43332618,,,1
74.28,Where,IRT,-0.020196838,,,1
74.3,Where,IRT,0.36194983,,,1
74.46,Where,IRT,0.051550657,,,1
74.48,Where,IRT,-0.15719408,,,1
74.58,Where,IRT,-0.48679298,,,1
74.88,Where,IRT,-0.8135321,,,1
74.91,Where,IRT,0.62272197,,,1
75.21,Where,IRT,-1.5930067,,,1
75.27,Where,IRT,-0.42207742,,,1
75.34,Where,IRT,0.22922672,,,1
75.46,Where,IRT,0.8867782,,,1
75.71,Where,IRT,0.3973795,,,1
75.74,Where,IRT,0.3539766,,,1
76.21,Where,IRT,-1.4280683,,,1
76.85,Where,IRT,-0.9876903,,,1
78.25,Where,IRT,-0.95550704,,,1
78.28,Where,IRT,-0.3428614,,,1
78.36,Where,IRT,0.16106999,,,1
78.57,Where,IRT,-0.12090313,,,1
78.76,Where,IRT,-0.40075338,,,1
78.84,Where,IRT,1.1578248,,,1
79.34,Where,IRT,0.5249375,,,1
79.66,Where,IRT,0.24629961,,,1
79.75,Where,IRT,-0.81586957,,,1
79.78,Where,IRT,1.553987,,,1
79.96,Where,IRT,-0.6371901,,,1
79.98,Where,IRT,-0.4592081,,,1
80.13,Where,IRT,1.1800628,,,1
80.16,Where,IRT,0.46258765,,,1
80.24,Where,IRT,-1.4175515,,,1
80.64,Where,IRT,0.08904186,,,1
80.88,Where,IRT,-0.091231495,,,1
80.98,Where,IRT,-0.083795846,,,1
81.15,Where,IRT,-0.019427864,,,1
81.92,Where,IRT,-0.5671378,,,1
82.55,Where,IRT,0.4243972,,,1
82.98,Where,IRT,0.610876,,,1
82.99,Where,IRT,0.03945113,,,1
83.54,Where,IRT,-0.72129774,,,1
83.64,Where,IRT,-0.6435525,,,1
83.68,Where,IRT,-1.4745452,,,1
91.47,Where,IRT,0.1628256,,,1
91.63,Where,IRT,-1.3810043,,,1
91.97,Where,IRT,0.03166853,,,1
92.72,Where,IRT,-0.45045272,,,1
93.26,Where,IRT,1.4485718,,,1
93.39,Where,IRT,-0.81224996,,,1
94.68,Where,IRT,-0.6168478,,,1
95.42,Where,IRT,-1.0358795,,,1
98.84,Where,IRT,0.62716204,,,1
106.41,Where,IRT,-2.107138,,,1
111.38,Where,IRT,0.5108627,,,1
136.83,Where,IRT,1.423274,,,1
137.74,Where,IRT,-0.8030515,,,1
138.91,Where,IRT,-0.9400507,,,1
140.08,Where,IRT,-1.1616063,,,1
140.12,Where,IRT,0.9916159,,,1
140.22,Where,IRT,-1.6760168,,,1
140.39,Where,IRT,0.7931139,,,1
140.49,Where,IRT,-0.036762077,,,1
140.95,Where,IRT,0.5191052,,,1
141.09,Where,IRT,-0.39704204,,,1
141.71,Where,IRT,0.03178843,,,1
141.84,Where,IRT,0.21180752,,,1
142.61,Where,IRT,-0.9598613,,,1
143.14,Where,IRT,0.75251937,,,1
143.48,Where,IRT,-1.0194858,,,1
143.51,Where,IRT,1.0466882,,,1
143.53,Where,IRT,-1.4403187,,,1
143.66,Where,IRT,-0.719264145,-1.7178689648,0.2793406747999999,2
143.85,Where,IRT,-0.88679795,-1.439188964,-0.33440693600000004,2
143.91,Where,IRT,0.17548531,,,1
144.07,Where,IRT,-1.1617507,,,1
144.19,Where,IRT,-1.208704,,,1
144.2,Where,IRT,0.2586514,,,1
144.22,Where,IRT,-1.5214664,,,1
144.51,Where,IRT,1.7630539,,,1
144.85,Where,IRT,0.19003011,,,1
144.91,Where,IRT,0.24137302,,,1
145.06,Where,IRT,-0.99096304,,,1
145.07,Where,IRT,-0.029049361,,,1
145.29,Where,IRT,-0.9601963,,,1
145.31,Where,IRT,0.47084022,,,1
145.38,Where,IRT,-0.0680759,,,1
145.65,Where,IRT,-0.8004861,,,1
145.77,Where,IRT,-0.64538527,,,1
145.78,Where,IRT,-1.91559175,-2.29570778,-1.5354757199999998,2
145.92,Where,IRT,-0.80049735,,,1
145.95,Where,IRT,-1.3145429,,,1
146.02,Where,IRT,-1.1107395,,,1
146.16,Where,IRT,-1.1760907,,,1
146.2,Where,IRT,0.4385651,,,1
146.29,Where,IRT,-0.6112854,,,1
146.3,Where,IRT,-0.12420391,,,1
146.54,Where,IRT,0.8411193,,,1
146.56,Where,IRT,-0.2831631,,,1
146.8,Where,IRT,0.06803087,,,1
146.96,Where,IRT,0.3508756,,,1
146.99,Where,IRT,-0.5802509,,,1
147.13,Where,IRT,0.367723435,-1.1936436603999998,1.9290905304,2
147.21,Where,IRT,-0.96847135,,,1
147.65,Where,IRT,-0.30421466,,,1
147.84,Where,IRT,-1.0553216,,,1
147.94,Where,IRT,-0.8373177,,,1
148.69,Where,IRT,-1.0636857,,,1
148.79,Where,IRT,-0.9582339,,,1
148.85,Where,IRT,-0.26116142,,,1
148.87,Where,IRT,-0.64632875,,,1
148.9,Where,IRT,-0.13025364,,,1
149.18,Where,IRT,-0.56087077,,,1
149.2,Where,IRT,-1.2078129,,,1
149.21,Where,IRT,-0.6868054,,,1
149.28,Where,IRT,-2.3054538,,,1
149.33,Where,IRT,-0.3230173,,,1
149.72,Where,IRT,-1.0943214,,,1
149.75,Where,IRT,0.6083534,,,1
149.87,Where,IRT,-1.2608058,,,1
149.93,Where,IRT,1.1072929,,,1
149.99,Where,IRT,-1.1847831,,,1
150.22,Where,IRT,-0.9949761,,,1
150.41,Where,IRT,-0.7300058,,,1
150.46,Where,IRT,0.53584546,,,1
150.8,Where,IRT,-1.0289922,,,1
150.87,Where,IRT,-0.09666681,,,1
151.52,Where,IRT,-1.0786914,,,1
151.93,Where,IRT,0.44093394,,,1
152.12,Where,IRT,-1.056874,,,1
152.47,Where,IRT,-0.9852635,,,1
152.89,Where,IRT,0.0417404,,,1
153.27,Where,IRT,-0.27816868,-1.2045395324000001,0.6482021724,2
154.53,Where,IRT,0.33096862,,,1
154.76,Where,IRT,-1.8336661,,,1
154.89,Where,IRT,-0.058391795,,,1
155.27,Where,IRT,-1.775171,,,1
155.59,Where,IRT,-0.36081517,,,1
156.21,Where,IRT,-0.45727742,,,1
162.51,Where,IRT,-0.0047476077,,,1
164.93,Where,IRT,-1.2912297,,,1
166.33,Where,IRT,1.0647037,,,1
166.87,Where,IRT,-0.45238903,,,1
168.33,Where,IRT,-0.5992665,,,1
168.86,Where,IRT,0.17281532,,,1
169.55,Where,IRT,-1.1614163,,,1
170.25,Where,IRT,-0.14018959,,,1
170.65,Where,IRT,-0.3731264,,,1
187.43,Where,IRT,-2.2702193,,,1
194.42,Where,IRT,-0.9346913,,,1
244.53,Where,IRT,-0.60777307,,,1
246.24,Where,IRT,0.81087965,,,1
