composite_ID,UID,test,domain,CTT_score,n_items
A021_4,A021,4,what,0.8947368421052632,19
A021_4,A021,4,where,0.5555555555555556,45
A022_1,A022,1,what,0.7894736842105263,19
A022_1,A022,1,where,0.5333333333333333,45
A022_2,A022,2,what,0.7368421052631579,19
A022_2,A022,2,where,0.5777777777777777,45
A022_3,A022,3,what,0.6842105263157895,19
A022_3,A022,3,where,0.4666666666666667,45
A022_4,A022,4,what,0.7368421052631579,19
A022_4,A022,4,where,0.5111111111111111,45
A023_1,A023,1,what,0.7368421052631579,19
A023_1,A023,1,where,0.7333333333333333,45
A023_2,A023,2,what,0.5789473684210527,19
A023_2,A023,2,where,0.4444444444444444,45
A023_3,A023,3,what,0.7894736842105263,19
A023_3,A023,3,where,0.4666666666666667,45
A023_4,A023,4,what,0.7368421052631579,19
A023_4,A023,4,where,0.5333333333333333,45
A024_1,A024,1,what,0.6842105263157895,19
A024_1,A024,1,where,0.6,45
A024_2,A024,2,what,0.7368421052631579,19
A024_2,A024,2,where,0.5333333333333333,45
A024_3,A024,3,what,0.8421052631578947,19
A024_3,A024,3,where,0.5111111111111111,45
A024_4,A024,4,what,0.6842105263157895,19
A024_4,A024,4,where,0.3111111111111111,45
A025_1,A025,1,what,0.8421052631578947,19
A025_1,A025,1,where,0.6888888888888889,45
A025_2,A025,2,what,0.9473684210526315,19
A025_2,A025,2,where,0.8,45
A025_3,A025,3,what,0.5263157894736842,19
A025_3,A025,3,where,0.6222222222222222,45
A025_4,A025,4,what,0.21052631578947367,19
A025_4,A025,4,where,0.4444444444444444,45
A026_1,A026,1,what,0.7894736842105263,19
A026_1,A026,1,where,0.7333333333333333,45
A026_2,A026,2,what,0.6842105263157895,19
A026_2,A026,2,where,0.5555555555555556,45
A026_3,A026,3,what,0.7894736842105263,19
A026_3,A026,3,where,0.7111111111111111,45
A026_4,A026,4,what,0.7368421052631579,19
A026_4,A026,4,where,0.4666666666666667,45
A027_1,A027,1,what,0.7368421052631579,19
A027_1,A027,1,where,0.7777777777777778,45
A027_2,A027,2,what,0.7894736842105263,19
A027_2,A027,2,where,0.5555555555555556,45
A027_3,A027,3,what,0.5263157894736842,19
A027_3,A027,3,where,0.4444444444444444,45
A027_4,A027,4,what,0.5263157894736842,19
A027_4,A027,4,where,0.4,45
A028_1,A028,1,what,0.9473684210526315,19
A028_1,A028,1,where,0.7111111111111111,45
A028_2,A028,2,what,0.8421052631578947,19
A028_2,A028,2,where,0.4666666666666667,45
A028_3,A028,3,what,0.5263157894736842,19
A028_3,A028,3,where,0.5777777777777777,45
A028_4,A028,4,what,0.7894736842105263,19
A028_4,A028,4,where,0.3111111111111111,45
A029_1,A029,1,what,0.8421052631578947,19
A029_1,A029,1,where,0.8666666666666667,45
A029_2,A029,2,what,0.6842105263157895,19
A029_2,A029,2,where,0.6444444444444445,45
A029_3,A029,3,what,0.8947368421052632,19
A029_3,A029,3,where,0.7555555555555555,45
A029_4,A029,4,what,0.9473684210526315,19
A029_4,A029,4,where,0.6444444444444445,45
A030_1,A030,1,what,0.631578947368421,19
A030_1,A030,1,where,0.5777777777777777,45
A030_2,A030,2,what,0.8947368421052632,19
A030_2,A030,2,where,0.6888888888888889,45
A030_3,A030,3,what,0.5789473684210527,19
A030_3,A030,3,where,0.5555555555555556,45
A030_4,A030,4,what,0.631578947368421,19
A030_4,A030,4,where,0.6888888888888889,45
A031_1,A031,1,what,1.0,19
A031_1,A031,1,where,0.8444444444444444,45
A031_2,A031,2,what,0.6842105263157895,19
A031_2,A031,2,where,0.5777777777777777,45
A031_3,A031,3,what,0.7368421052631579,19
A031_3,A031,3,where,0.5555555555555556,45
A031_4,A031,4,what,0.6842105263157895,19
A031_4,A031,4,where,0.37777777777777777,45
A032_1,A032,1,what,0.7894736842105263,19
A032_1,A032,1,where,0.6444444444444445,45
A032_2,A032,2,what,0.7894736842105263,19
A032_2,A032,2,where,0.4888888888888889,45
A032_3,A032,3,what,0.8421052631578947,19
A032_3,A032,3,where,0.6,45
A032_4,A032,4,what,0.9473684210526315,19
A032_4,A032,4,where,0.7555555555555555,45
A033_1,A033,1,what,0.8421052631578947,19
A033_1,A033,1,where,0.5555555555555556,45
A033_2,A033,2,what,0.7368421052631579,19
A033_2,A033,2,where,0.6222222222222222,45
A033_3,A033,3,what,0.9473684210526315,19
A033_3,A033,3,where,0.6,45
A033_4,A033,4,what,0.7894736842105263,19
A033_4,A033,4,where,0.4,45
A034_1,A034,1,what,0.8421052631578947,19
A034_1,A034,1,where,0.8444444444444444,45
A034_2,A034,2,what,0.7368421052631579,19
A034_2,A034,2,where,0.6666666666666666,45
A034_3,A034,3,what,0.7894736842105263,19
A034_3,A034,3,where,0.4888888888888889,45
A034_4,A034,4,what,0.6842105263157895,19
A034_4,A034,4,where,0.4888888888888889,45
A035_1,A035,1,what,0.7368421052631579,19
A035_1,A035,1,where,0.5111111111111111,45
A035_2,A035,2,what,0.8421052631578947,19
A035_2,A035,2,where,0.6444444444444445,45
A035_3,A035,3,what,0.7368421052631579,19
A035_3,A035,3,where,0.37777777777777777,45
A035_4,A035,4,what,0.5789473684210527,19
A035_4,A035,4,where,0.3333333333333333,45
A036_1,A036,1,what,0.8947368421052632,19
A036_1,A036,1,where,0.7555555555555555,45
A036_2,A036,2,what,0.6842105263157895,19
A036_2,A036,2,where,0.4222222222222222,45
A036_3,A036,3,what,0.6842105263157895,19
A036_3,A036,3,where,0.4222222222222222,45
A036_4,A036,4,what,0.7368421052631579,19
A036_4,A036,4,where,0.28888888888888886,45
A037_1,A037,1,what,0.8947368421052632,19
A037_1,A037,1,where,0.7111111111111111,45
A037_2,A037,2,what,0.9473684210526315,19
A037_2,A037,2,where,0.6888888888888889,45
A037_3,A037,3,what,0.8421052631578947,19
A037_3,A037,3,where,0.5777777777777777,45
A037_4,A037,4,what,0.7368421052631579,19
A037_4,A037,4,where,0.4888888888888889,45
A038_1,A038,1,what,0.9473684210526315,19
A038_1,A038,1,where,0.6666666666666666,45
A038_2,A038,2,what,0.7894736842105263,19
A038_2,A038,2,where,0.5333333333333333,45
A038_3,A038,3,what,0.7894736842105263,19
A038_3,A038,3,where,0.7111111111111111,45
A038_4,A038,4,what,0.7368421052631579,19
A038_4,A038,4,where,0.5333333333333333,45
A039_1,A039,1,what,1.0,19
A039_1,A039,1,where,0.8222222222222222,45
A039_2,A039,2,what,0.8947368421052632,19
A039_2,A039,2,where,0.7777777777777778,45
A039_3,A039,3,what,0.6842105263157895,19
A039_3,A039,3,where,0.6,45
A039_4,A039,4,what,0.7368421052631579,19
A039_4,A039,4,where,0.6888888888888889,45
A040_1,A040,1,what,0.631578947368421,19
A040_1,A040,1,where,0.4666666666666667,45
A040_2,A040,2,what,0.7368421052631579,19
A040_2,A040,2,where,0.5555555555555556,45
A040_3,A040,3,what,0.3684210526315789,19
A040_3,A040,3,where,0.2,45
A040_4,A040,4,what,0.3157894736842105,19
A040_4,A040,4,where,0.3111111111111111,45
A041_1,A041,1,what,0.8947368421052632,19
A041_1,A041,1,where,0.7111111111111111,45
A041_2,A041,2,what,0.631578947368421,19
A041_2,A041,2,where,0.28888888888888886,45
A041_3,A041,3,what,0.7894736842105263,19
A041_3,A041,3,where,0.6444444444444445,45
A041_4,A041,4,what,0.7368421052631579,19
A041_4,A041,4,where,0.5111111111111111,45
A042_1,A042,1,what,0.5263157894736842,19
A042_1,A042,1,where,0.35555555555555557,45
A042_2,A042,2,what,0.7894736842105263,19
A042_2,A042,2,where,0.26666666666666666,45
A042_3,A042,3,what,0.7894736842105263,19
A042_3,A042,3,where,0.4666666666666667,45
A042_4,A042,4,what,0.5789473684210527,19
A042_4,A042,4,where,0.3111111111111111,45
A043_1,A043,1,what,0.8421052631578947,19
A043_1,A043,1,where,0.7555555555555555,45
A043_2,A043,2,what,0.7894736842105263,19
A043_2,A043,2,where,0.6666666666666666,45
A043_3,A043,3,what,0.8421052631578947,19
A043_3,A043,3,where,0.6444444444444445,45
A043_4,A043,4,what,0.7894736842105263,19
A043_4,A043,4,where,0.37777777777777777,45
A044_1,A044,1,what,0.7368421052631579,19
A044_1,A044,1,where,0.5111111111111111,45
A044_2,A044,2,what,0.5789473684210527,19
A044_2,A044,2,where,0.4666666666666667,45
A044_3,A044,3,what,0.5263157894736842,19
A044_3,A044,3,where,0.28888888888888886,45
A044_4,A044,4,what,0.42105263157894735,19
A044_4,A044,4,where,0.2,45
A045_1,A045,1,what,0.631578947368421,19
A045_1,A045,1,where,0.4,45
A045_2,A045,2,what,0.6842105263157895,19
A045_2,A045,2,where,0.24444444444444444,45
A045_3,A045,3,what,0.6842105263157895,19
A045_3,A045,3,where,0.2,45
A045_4,A045,4,what,0.3157894736842105,19
A045_4,A045,4,where,0.35555555555555557,45
A046_1,A046,1,what,0.631578947368421,19
A046_1,A046,1,where,0.35555555555555557,45
A046_2,A046,2,what,0.5789473684210527,19
A046_2,A046,2,where,0.24444444444444444,45
A046_3,A046,3,what,0.3684210526315789,19
A046_3,A046,3,where,0.28888888888888886,45
A046_4,A046,4,what,0.42105263157894735,19
A046_4,A046,4,where,0.3333333333333333,45
A047_1,A047,1,what,0.7368421052631579,19
A047_1,A047,1,where,0.3333333333333333,45
A047_2,A047,2,what,0.631578947368421,19
A047_2,A047,2,where,0.37777777777777777,45
A047_3,A047,3,what,0.42105263157894735,19
A047_3,A047,3,where,0.35555555555555557,45
A047_4,A047,4,what,0.3684210526315789,19
A047_4,A047,4,where,0.28888888888888886,45
A048_1,A048,1,what,0.9473684210526315,19
A048_1,A048,1,where,0.6666666666666666,45
A048_2,A048,2,what,0.631578947368421,19
A048_2,A048,2,where,0.5555555555555556,45
A048_3,A048,3,what,0.7894736842105263,19
A048_3,A048,3,where,0.5555555555555556,45
A048_4,A048,4,what,0.8947368421052632,19
A048_4,A048,4,where,0.4666666666666667,45
A049_1,A049,1,what,0.9473684210526315,19
A049_1,A049,1,where,0.8666666666666667,45
A049_2,A049,2,what,0.8421052631578947,19
A049_2,A049,2,where,0.37777777777777777,45
A049_3,A049,3,what,0.7894736842105263,19
A049_3,A049,3,where,0.5333333333333333,45
A049_4,A049,4,what,0.631578947368421,19
A049_4,A049,4,where,0.5555555555555556,45
A050_1,A050,1,what,0.631578947368421,19
A050_1,A050,1,where,0.4444444444444444,45
A050_2,A050,2,what,0.5789473684210527,19
A050_2,A050,2,where,0.4222222222222222,45
A050_3,A050,3,what,0.5263157894736842,19
A050_3,A050,3,where,0.37777777777777777,45
A050_4,A050,4,what,0.5263157894736842,19
A050_4,A050,4,where,0.3333333333333333,45
A051_1,A051,1,what,0.8947368421052632,19
A051_1,A051,1,where,0.8,45
A051_2,A051,2,what,0.5789473684210527,19
A051_2,A051,2,where,0.6,45
A051_3,A051,3,what,0.5789473684210527,19
A051_3,A051,3,where,0.4666666666666667,45
A051_4,A051,4,what,0.5263157894736842,19
A051_4,A051,4,where,0.4666666666666667,45
A052_1,A052,1,what,0.9473684210526315,19
A052_1,A052,1,where,0.5555555555555556,45
A052_2,A052,2,what,0.8947368421052632,19
A052_2,A052,2,where,0.5777777777777777,45
A052_3,A052,3,what,0.8421052631578947,19
A052_3,A052,3,where,0.4888888888888889,45
A052_4,A052,4,what,0.7368421052631579,19
A052_4,A052,4,where,0.35555555555555557,45
A053_1,A053,1,what,0.9473684210526315,19
A053_1,A053,1,where,0.6888888888888889,45
A053_2,A053,2,what,0.7894736842105263,19
A053_2,A053,2,where,0.7111111111111111,45
A053_3,A053,3,what,0.631578947368421,19
A053_3,A053,3,where,0.4666666666666667,45
A053_4,A053,4,what,0.8947368421052632,19
A053_4,A053,4,where,0.4444444444444444,45
A054_1,A054,1,what,0.7894736842105263,19
A054_1,A054,1,where,0.6222222222222222,45
A054_2,A054,2,what,0.7894736842105263,19
A054_2,A054,2,where,0.7333333333333333,45
A054_3,A054,3,what,0.8947368421052632,19
A054_3,A054,3,where,0.7333333333333333,45
A054_4,A054,4,what,0.8947368421052632,19
A054_4,A054,4,where,0.7333333333333333,45
A055_1,A055,1,what,0.7894736842105263,19
A055_1,A055,1,where,0.5555555555555556,45
A055_2,A055,2,what,0.7368421052631579,19
A055_2,A055,2,where,0.7555555555555555,45
A055_3,A055,3,what,0.7894736842105263,19
A055_3,A055,3,where,0.4888888888888889,45
A055_4,A055,4,what,0.8421052631578947,19
A055_4,A055,4,where,0.3333333333333333,45
A056_1,A056,1,what,0.7368421052631579,19
A056_1,A056,1,where,0.6,45
A056_2,A056,2,what,0.8421052631578947,19
A056_2,A056,2,where,0.5555555555555556,45
A056_3,A056,3,what,0.5789473684210527,19
A056_3,A056,3,where,0.4444444444444444,45
A056_4,A056,4,what,0.5789473684210527,19
A056_4,A056,4,where,0.3333333333333333,45
A057_1,A057,1,what,0.8421052631578947,19
A057_1,A057,1,where,0.6,45
A057_2,A057,2,what,0.7894736842105263,19
A057_2,A057,2,where,0.3111111111111111,45
A057_3,A057,3,what,0.7894736842105263,19
A057_3,A057,3,where,0.28888888888888886,45
A057_4,A057,4,what,0.5789473684210527,19
A057_4,A057,4,where,0.3111111111111111,45
A058_1,A058,1,what,0.7894736842105263,19
A058_1,A058,1,where,0.6888888888888889,45
A058_2,A058,2,what,0.631578947368421,19
A058_2,A058,2,where,0.35555555555555557,45
A058_3,A058,3,what,0.631578947368421,19
A058_3,A058,3,where,0.5777777777777777,45
A058_4,A058,4,what,0.5789473684210527,19
A058_4,A058,4,where,0.28888888888888886,45
A059_1,A059,1,what,0.8947368421052632,19
A059_1,A059,1,where,0.6888888888888889,45
A059_2,A059,2,what,0.8947368421052632,19
A059_2,A059,2,where,0.7333333333333333,45
A059_3,A059,3,what,0.9473684210526315,19
A059_3,A059,3,where,0.7333333333333333,45
A059_4,A059,4,what,0.8421052631578947,19
A059_4,A059,4,where,0.5333333333333333,45
A060_1,A060,1,what,0.8421052631578947,19
A060_1,A060,1,where,0.4666666666666667,45
A060_2,A060,2,what,0.8947368421052632,19
A060_2,A060,2,where,0.7333333333333333,45
A060_3,A060,3,what,0.7368421052631579,19
A060_3,A060,3,where,0.37777777777777777,45
A060_4,A060,4,what,0.7894736842105263,19
A060_4,A060,4,where,0.4666666666666667,45
A061_1,A061,1,what,0.9473684210526315,19
A061_1,A061,1,where,0.8666666666666667,45
A061_2,A061,2,what,0.8947368421052632,19
A061_2,A061,2,where,0.6888888888888889,45
A061_3,A061,3,what,0.7894736842105263,19
A061_3,A061,3,where,0.6222222222222222,45
A061_4,A061,4,what,0.6842105263157895,19
A061_4,A061,4,where,0.5555555555555556,45
A062_1,A062,1,what,0.9473684210526315,19
A062_1,A062,1,where,0.7333333333333333,45
A062_2,A062,2,what,0.8421052631578947,19
A062_2,A062,2,where,0.5333333333333333,45
A062_3,A062,3,what,0.5263157894736842,19
A062_3,A062,3,where,0.4444444444444444,45
A062_4,A062,4,what,0.5789473684210527,19
A062_4,A062,4,where,0.35555555555555557,45
A063_1,A063,1,what,0.8947368421052632,19
A063_1,A063,1,where,0.6222222222222222,45
A063_2,A063,2,what,0.6842105263157895,19
A063_2,A063,2,where,0.6888888888888889,45
A063_3,A063,3,what,0.7894736842105263,19
A063_3,A063,3,where,0.4888888888888889,45
A063_4,A063,4,what,0.5789473684210527,19
A063_4,A063,4,where,0.4222222222222222,45
A064_1,A064,1,what,0.8947368421052632,19
A064_1,A064,1,where,0.6444444444444445,45
A064_2,A064,2,what,0.7894736842105263,19
A064_2,A064,2,where,0.6222222222222222,45
A064_3,A064,3,what,0.8421052631578947,19
A064_3,A064,3,where,0.4444444444444444,45
A064_4,A064,4,what,0.7894736842105263,19
A064_4,A064,4,where,0.4,45
A065_1,A065,1,what,0.3157894736842105,19
A065_1,A065,1,where,0.15555555555555556,45
A065_2,A065,2,what,0.5263157894736842,19
A065_2,A065,2,where,0.37777777777777777,45
A065_3,A065,3,what,0.42105263157894735,19
A065_3,A065,3,where,0.2,45
A065_4,A065,4,what,0.10526315789473684,19
A065_4,A065,4,where,0.17777777777777778,45
A066_1,A066,1,what,0.8947368421052632,19
A066_1,A066,1,where,0.5555555555555556,45
A066_2,A066,2,what,0.7894736842105263,19
A066_2,A066,2,where,0.4222222222222222,45
A066_3,A066,3,what,0.5789473684210527,19
A066_3,A066,3,where,0.3333333333333333,45
A066_4,A066,4,what,0.47368421052631576,19
A066_4,A066,4,where,0.28888888888888886,45
A067_1,A067,1,what,0.8947368421052632,19
A067_1,A067,1,where,0.6222222222222222,45
A067_2,A067,2,what,0.5263157894736842,19
A067_2,A067,2,where,0.28888888888888886,45
A067_3,A067,3,what,0.5263157894736842,19
A067_3,A067,3,where,0.26666666666666666,45
A067_4,A067,4,what,0.5789473684210527,19
A067_4,A067,4,where,0.24444444444444444,45
A068_1,A068,1,what,0.8947368421052632,19
A068_1,A068,1,where,0.7333333333333333,45
A068_2,A068,2,what,0.7368421052631579,19
A068_2,A068,2,where,0.5555555555555556,45
A068_3,A068,3,what,0.7894736842105263,19
A068_3,A068,3,where,0.6,45
A068_4,A068,4,what,0.6842105263157895,19
A068_4,A068,4,where,0.4444444444444444,45
A069_1,A069,1,what,0.8421052631578947,19
A069_1,A069,1,where,0.24444444444444444,45
A069_2,A069,2,what,0.5263157894736842,19
A069_2,A069,2,where,0.2222222222222222,45
A069_3,A069,3,what,0.7368421052631579,19
A069_3,A069,3,where,0.35555555555555557,45
A069_4,A069,4,what,0.5263157894736842,19
A069_4,A069,4,where,0.17777777777777778,45
A070_1,A070,1,what,0.7894736842105263,19
A070_1,A070,1,where,0.6888888888888889,45
A070_2,A070,2,what,0.8421052631578947,19
A070_2,A070,2,where,0.4666666666666667,45
A070_3,A070,3,what,0.6842105263157895,19
A070_3,A070,3,where,0.4222222222222222,45
A070_4,A070,4,what,0.6842105263157895,19
A070_4,A070,4,where,0.24444444444444444,45
A071_1,A071,1,what,0.8947368421052632,19
A071_1,A071,1,where,0.7333333333333333,45
A071_2,A071,2,what,0.8421052631578947,19
A071_2,A071,2,where,0.6222222222222222,45
A071_3,A071,3,what,0.47368421052631576,19
A071_3,A071,3,where,0.4444444444444444,45
A071_4,A071,4,what,0.6842105263157895,19
A071_4,A071,4,where,0.4888888888888889,45
A072_1,A072,1,what,0.8947368421052632,19
A072_1,A072,1,where,0.6666666666666666,45
A072_2,A072,2,what,0.6842105263157895,19
A072_2,A072,2,where,0.6444444444444445,45
A072_3,A072,3,what,0.5789473684210527,19
A072_3,A072,3,where,0.4666666666666667,45
A072_4,A072,4,what,0.5789473684210527,19
A072_4,A072,4,where,0.5777777777777777,45
A073_1,A073,1,what,0.7894736842105263,19
A073_1,A073,1,where,0.6444444444444445,45
A073_2,A073,2,what,0.5263157894736842,19
A073_2,A073,2,where,0.4888888888888889,45
A073_3,A073,3,what,0.6842105263157895,19
A073_3,A073,3,where,0.5333333333333333,45
A073_4,A073,4,what,0.7894736842105263,19
A073_4,A073,4,where,0.6666666666666666,45
A074_1,A074,1,what,0.8421052631578947,19
A074_1,A074,1,where,0.7111111111111111,45
A074_2,A074,2,what,0.5263157894736842,19
A074_2,A074,2,where,0.6,45
A074_3,A074,3,what,0.47368421052631576,19
A074_3,A074,3,where,0.4666666666666667,45
A074_4,A074,4,what,0.47368421052631576,19
A074_4,A074,4,where,0.37777777777777777,45
A075_1,A075,1,what,0.631578947368421,19
A075_1,A075,1,where,0.6666666666666666,45
A075_2,A075,2,what,0.7368421052631579,19
A075_2,A075,2,where,0.6222222222222222,45
A075_3,A075,3,what,0.5263157894736842,19
A075_3,A075,3,where,0.17777777777777778,45
A075_4,A075,4,what,0.5789473684210527,19
A075_4,A075,4,where,0.4222222222222222,45
A076_1,A076,1,what,0.6842105263157895,19
A076_1,A076,1,where,0.37777777777777777,45
A076_2,A076,2,what,0.6842105263157895,19
A076_2,A076,2,where,0.3333333333333333,45
A076_3,A076,3,what,0.3684210526315789,19
A076_3,A076,3,where,0.4,45
A076_4,A076,4,what,0.21052631578947367,19
A076_4,A076,4,where,0.13333333333333333,45
A077_1,A077,1,what,0.9473684210526315,19
A077_1,A077,1,where,0.6888888888888889,45
A077_2,A077,2,what,0.7894736842105263,19
A077_2,A077,2,where,0.4444444444444444,45
A077_3,A077,3,what,0.7894736842105263,19
A077_3,A077,3,where,0.4888888888888889,45
A077_4,A077,4,what,0.8947368421052632,19
A077_4,A077,4,where,0.6444444444444445,45
A078_1,A078,1,what,0.7368421052631579,19
A078_1,A078,1,where,0.5333333333333333,45
A078_2,A078,2,what,0.7368421052631579,19
A078_2,A078,2,where,0.5333333333333333,45
A078_3,A078,3,what,0.5789473684210527,19
A078_3,A078,3,where,0.3333333333333333,45
A078_4,A078,4,what,0.7368421052631579,19
A078_4,A078,4,where,0.2222222222222222,45
A079_1,A079,1,what,0.6842105263157895,19
A079_1,A079,1,where,0.7111111111111111,45
A079_2,A079,2,what,0.5789473684210527,19
A079_2,A079,2,where,0.4444444444444444,45
A079_3,A079,3,what,0.5263157894736842,19
A079_3,A079,3,where,0.4,45
A079_4,A079,4,what,0.5789473684210527,19
A079_4,A079,4,where,0.3333333333333333,45
A080_1,A080,1,what,0.7894736842105263,19
A080_1,A080,1,where,0.6,45
A080_2,A080,2,what,0.8421052631578947,19
A080_2,A080,2,where,0.6,45
A080_3,A080,3,what,0.8421052631578947,19
A080_3,A080,3,where,0.5555555555555556,45
A080_4,A080,4,what,0.5789473684210527,19
A080_4,A080,4,where,0.4444444444444444,45
A081_1,A081,1,what,0.7894736842105263,19
A081_1,A081,1,where,0.6,45
A081_2,A081,2,what,0.631578947368421,19
A081_2,A081,2,where,0.5555555555555556,45
A081_3,A081,3,what,0.8421052631578947,19
A081_3,A081,3,where,0.6888888888888889,45
A081_4,A081,4,what,0.7894736842105263,19
A081_4,A081,4,where,0.5777777777777777,45
A082_1,A082,1,what,0.8947368421052632,19
A082_1,A082,1,where,0.5777777777777777,45
A082_2,A082,2,what,0.8947368421052632,19
A082_2,A082,2,where,0.7111111111111111,45
A082_3,A082,3,what,0.8421052631578947,19
A082_3,A082,3,where,0.5111111111111111,45
A082_4,A082,4,what,0.7894736842105263,19
A082_4,A082,4,where,0.5111111111111111,45
A083_1,A083,1,what,0.8947368421052632,19
A083_1,A083,1,where,0.8222222222222222,45
A083_2,A083,2,what,0.8421052631578947,19
A083_2,A083,2,where,0.6666666666666666,45
A083_3,A083,3,what,0.7894736842105263,19
A083_3,A083,3,where,0.5333333333333333,45
A083_4,A083,4,what,0.5789473684210527,19
A083_4,A083,4,where,0.6,45
A084_1,A084,1,what,0.7368421052631579,19
A084_1,A084,1,where,0.6666666666666666,45
A084_2,A084,2,what,0.47368421052631576,19
A084_2,A084,2,where,0.5111111111111111,45
A084_3,A084,3,what,0.7368421052631579,19
A084_3,A084,3,where,0.5111111111111111,45
A084_4,A084,4,what,0.6842105263157895,19
A084_4,A084,4,where,0.5333333333333333,45
A085_1,A085,1,what,0.631578947368421,19
A085_1,A085,1,where,0.6222222222222222,45
A085_2,A085,2,what,0.8421052631578947,19
A085_2,A085,2,where,0.8,45
A085_3,A085,3,what,0.7894736842105263,19
A085_3,A085,3,where,0.4888888888888889,45
A085_4,A085,4,what,0.47368421052631576,19
A085_4,A085,4,where,0.4666666666666667,45
A086_1,A086,1,what,0.7894736842105263,19
A086_1,A086,1,where,0.6444444444444445,45
A086_2,A086,2,what,0.47368421052631576,19
A086_2,A086,2,where,0.5111111111111111,45
A086_3,A086,3,what,0.47368421052631576,19
A086_3,A086,3,where,0.3333333333333333,45
