term,estimate,se,z,p
Intercept,0.8879428320222031,0.04538475488017353,19.564781926587063,3.0872135163719787e-85
C(domain)[T.Where],-0.11268228744190165,0.06187280078349154,-1.821192608303045,0.06857758369679985
recip_TSVR,-0.10272231937032844,0.07959946764812195,-1.2904900297125548,0.1968805713527365
recip_TSVR:C(domain)[T.Where],-0.1070236849122473,0.11024220037886949,-0.9708050505563104,0.3316453670892998
log_TSVR,-0.047019125967515965,0.00987567096738319,-4.761106979243039,1.9253394830841233e-06
log_TSVR:C(domain)[T.Where],-0.020880934697314384,0.013907541492883403,-1.501410922124469,0.13324931064988504
Group Var,1.2144620607711045,0.21309902061472827,5.699050409841102,1.2047660072595707e-08
Group x recip_TSVR Cov,-0.6961056619494568,0.2900301095035669,-2.400115157495039,0.01638991476586598
recip_TSVR Var,2.0110639280459797,0.7456341552849729,2.6971188401064783,0.0069942304518201765
