UID,test,composite_ID,Congruence,theta,SE,TSVR_hours,Segment,Days_within
A089,1,A089_1,Common,1.0534189,0.1962873223365104,1.0,Early,0.041666666666666664
A089,2,A089_2,Common,1.2110171,0.1962873223365104,32.14,Late,0.33916666666666667
A089,3,A089_3,Common,-0.28256452,0.1962873223365104,79.34,Late,2.3058333333333336
A089,4,A089_4,Common,-0.5580171,0.1962873223365104,146.96,Late,5.123333333333334
A090,1,A090_1,Common,-0.20894425,0.1962873223365104,1.0,Early,0.041666666666666664
A090,2,A090_2,Common,0.027675819,0.1962873223365104,23.54,Early,0.9808333333333333
A090,3,A090_3,Common,-1.7316093,0.1962873223365104,95.42,Late,2.9758333333333336
A090,4,A090_4,Common,-0.28820184,0.1962873223365104,144.07,Late,5.002916666666667
A091,1,A091_1,Common,0.3393673,0.1962873223365104,1.0,Early,0.041666666666666664
A091,2,A091_2,Common,0.5239488,0.1962873223365104,22.2,Early,0.9249999999999999
A091,3,A091_3,Common,-1.0404031,0.1962873223365104,73.64,Late,2.0683333333333334
A091,4,A091_4,Common,-0.8533299,0.1962873223365104,142.61,Late,4.942083333333334
A092,1,A092_1,Common,-0.16856669,0.1962873223365104,1.0,Early,0.041666666666666664
A092,2,A092_2,Common,-1.4215541,0.1962873223365104,22.83,Early,0.9512499999999999
A092,3,A092_3,Common,-1.2575935,0.1962873223365104,71.31,Late,1.9712500000000002
A092,4,A092_4,Common,-0.93595916,0.1962873223365104,146.16,Late,5.09
A093,1,A093_1,Common,0.9076474,0.1962873223365104,1.0,Early,0.041666666666666664
A093,2,A093_2,Common,1.034495,0.1962873223365104,22.09,Early,0.9204166666666667
A093,3,A093_3,Common,-0.40955505,0.1962873223365104,70.22,Late,1.9258333333333333
A093,4,A093_4,Common,0.45432508,0.1962873223365104,140.95,Late,4.872916666666666
A094,1,A094_1,Common,-0.50477767,0.1962873223365104,1.0,Early,0.041666666666666664
A094,2,A094_2,Common,0.18280746,0.1962873223365104,22.98,Early,0.9575
A094,3,A094_3,Common,-1.3660945,0.1962873223365104,76.21,Late,2.1754166666666666
A094,4,A094_4,Common,-1.0502908,0.1962873223365104,149.99,Late,5.249583333333334
A095,1,A095_1,Common,1.4516914,0.1962873223365104,1.0,Early,0.041666666666666664
A095,2,A095_2,Common,0.27010867,0.1962873223365104,29.71,Late,0.2379166666666667
A095,3,A095_3,Common,0.15615472,0.1962873223365104,78.76,Late,2.2816666666666667
A095,4,A095_4,Common,-0.3831034,0.1962873223365104,148.79,Late,5.199583333333333
A096,1,A096_1,Common,-0.035375316,0.1962873223365104,1.0,Early,0.041666666666666664
A096,2,A096_2,Common,-0.36524564,0.1962873223365104,24.49,Late,0.0204166666666666
A096,3,A096_3,Common,-1.8691895,0.1962873223365104,71.19,Late,1.9662499999999998
A096,4,A096_4,Common,-1.9366536,0.1962873223365104,143.66,Late,4.985833333333333
A097,1,A097_1,Common,0.16170047,0.1962873223365104,1.0,Early,0.041666666666666664
A097,2,A097_2,Common,-0.33125505,0.1962873223365104,24.37,Late,0.015416666666666709
A097,3,A097_3,Common,0.5222428,0.1962873223365104,70.83,Late,1.95125
A097,4,A097_4,Common,0.06591846,0.1962873223365104,144.85,Late,5.035416666666666
A098,1,A098_1,Common,-0.115731314,0.1962873223365104,1.0,Early,0.041666666666666664
A098,2,A098_2,Common,0.3379284,0.1962873223365104,25.77,Late,0.07374999999999998
A098,3,A098_3,Common,0.88451827,0.1962873223365104,78.84,Late,2.285
A098,4,A098_4,Common,-0.7708392,0.1962873223365104,146.29,Late,5.095416666666666
A099,1,A099_1,Common,-0.055051994,0.1962873223365104,1.0,Early,0.041666666666666664
A099,2,A099_2,Common,0.69390166,0.1962873223365104,28.75,Late,0.19791666666666666
A099,3,A099_3,Common,0.45280594,0.1962873223365104,78.57,Late,2.2737499999999997
A099,4,A099_4,Common,0.5266211,0.1962873223365104,143.51,Late,4.979583333333333
A100,1,A100_1,Common,0.57920873,0.1962873223365104,1.0,Early,0.041666666666666664
A100,2,A100_2,Common,1.6019025,0.1962873223365104,31.14,Late,0.29750000000000004
A100,3,A100_3,Common,-0.6404879,0.1962873223365104,75.34,Late,2.1391666666666667
A100,4,A100_4,Common,0.20585074,0.1962873223365104,146.8,Late,5.116666666666667
A101,1,A101_1,Common,-0.68739074,0.1962873223365104,1.0,Early,0.041666666666666664
A101,2,A101_2,Common,-0.8576899,0.1962873223365104,29.12,Late,0.21333333333333337
A101,3,A101_3,Common,-1.2362001,0.1962873223365104,75.21,Late,2.1337499999999996
A101,4,A101_4,Common,-0.65415436,0.1962873223365104,150.22,Late,5.259166666666666
A102,1,A102_1,Common,-0.7212032,0.1962873223365104,1.0,Early,0.041666666666666664
A102,2,A102_2,Common,0.753909,0.1962873223365104,29.13,Late,0.21374999999999997
A102,3,A102_3,Common,-1.0468884,0.1962873223365104,75.27,Late,2.13625
A102,4,A102_4,Common,-0.22491981,0.1962873223365104,150.41,Late,5.267083333333333
A103,1,A103_1,Common,1.0644679,0.1962873223365104,1.0,Early,0.041666666666666664
A103,2,A103_2,Common,-1.095788,0.1962873223365104,27.26,Late,0.1358333333333334
A103,3,A103_3,Common,-1.6128502,0.1962873223365104,80.24,Late,2.3433333333333333
A103,4,A103_4,Common,-0.07195855,0.1962873223365104,149.72,Late,5.238333333333333
A104,1,A104_1,Common,2.1952074,0.1962873223365104,1.0,Early,0.041666666666666664
A104,2,A104_2,Common,0.42920163,0.1962873223365104,22.6,Early,0.9416666666666668
A104,3,A104_3,Common,-0.43959793,0.1962873223365104,72.62,Late,2.0258333333333334
A104,4,A104_4,Common,-0.8763166,0.1962873223365104,145.78,Late,5.074166666666667
A105,1,A105_1,Common,0.44473863,0.1962873223365104,1.0,Early,0.041666666666666664
A105,2,A105_2,Common,0.78645724,0.1962873223365104,22.77,Early,0.94875
A105,3,A105_3,Common,-0.6449184,0.1962873223365104,69.46,Late,1.8941666666666663
A105,4,A105_4,Common,-0.025722215,0.1962873223365104,146.2,Late,5.091666666666666
A106,1,A106_1,Common,0.96928626,0.1962873223365104,1.0,Early,0.041666666666666664
A106,2,A106_2,Common,0.28924912,0.1962873223365104,22.64,Early,0.9433333333333334
A106,3,A106_3,Common,0.18992153,0.1962873223365104,66.08,Late,1.7533333333333332
A106,4,A106_4,Common,0.8632189,0.1962873223365104,147.13,Late,5.130416666666666
A107,1,A107_1,Common,-0.6073473,0.1962873223365104,1.0,Early,0.041666666666666664
A107,2,A107_2,Common,-1.3971989,0.1962873223365104,26.22,Late,0.09249999999999996
A107,3,A107_3,Common,-0.32358083,0.1962873223365104,71.45,Late,1.9770833333333335
A107,4,A107_4,Common,-0.6526746,0.1962873223365104,145.95,Late,5.08125
A108,1,A108_1,Common,-1.000375,0.1962873223365104,1.0,Early,0.041666666666666664
A108,2,A108_2,Common,-0.10793777,0.1962873223365104,27.61,Late,0.15041666666666664
A108,3,A108_3,Common,0.21636847,0.1962873223365104,68.96,Late,1.873333333333333
A108,4,A108_4,Common,-1.3989251,0.1962873223365104,152.12,Late,5.338333333333334
A109,1,A109_1,Common,-0.3117028,0.1962873223365104,1.0,Early,0.041666666666666664
A109,2,A109_2,Common,-1.0503262,0.1962873223365104,24.65,Late,0.027083333333333275
A109,3,A109_3,Common,0.14444596,0.1962873223365104,71.17,Late,1.9654166666666668
A109,4,A109_4,Common,-1.5979277,0.1962873223365104,149.87,Late,5.244583333333334
A010,1,A010_1,Congruent,2.3352752,0.2061241640685505,1.0,Early,0.041666666666666664
A010,2,A010_2,Congruent,0.42396438,0.2061241640685505,21.9,Early,0.9125
A010,3,A010_3,Congruent,-0.40273643,0.2061241640685505,80.88,Late,2.3699999999999997
A010,4,A010_4,Congruent,0.304145,0.2061241640685505,145.31,Late,5.054583333333333
A011,1,A011_1,Congruent,0.73472494,0.2061241640685505,1.0,Early,0.041666666666666664
A011,2,A011_2,Congruent,-0.6467364,0.2061241640685505,24.57,Late,0.02375000000000001
A011,3,A011_3,Congruent,0.063042305,0.2061241640685505,72.55,Late,2.0229166666666667
A011,4,A011_4,Congruent,-0.5131098,0.2061241640685505,148.85,Late,5.202083333333333
A012,1,A012_1,Congruent,0.5804523,0.2061241640685505,1.0,Early,0.041666666666666664
A012,2,A012_2,Congruent,-0.22893,0.2061241640685505,25.6,Late,0.06666666666666672
A012,3,A012_3,Congruent,-0.01893545,0.2061241640685505,166.33,Late,5.930416666666667
A012,4,A012_4,Congruent,-1.0322822,0.2061241640685505,166.87,Late,5.952916666666667
A013,1,A013_1,Congruent,0.5701073,0.2061241640685505,1.0,Early,0.041666666666666664
A013,2,A013_2,Congruent,-1.0367917,0.2061241640685505,24.77,Late,0.03208333333333332
A013,3,A013_3,Congruent,1.4323087,0.2061241640685505,79.66,Late,2.3191666666666664
A013,4,A013_4,Congruent,-1.1159241,0.2061241640685505,147.13,Late,5.130416666666666
A014,1,A014_1,Congruent,0.53654695,0.2061241640685505,1.0,Early,0.041666666666666664
A014,2,A014_2,Congruent,-0.2694951,0.2061241640685505,25.66,Late,0.06916666666666667
A014,3,A014_3,Congruent,0.38656035,0.2061241640685505,70.56,Late,1.9400000000000002
A014,4,A014_4,Congruent,-0.7313914,0.2061241640685505,148.87,Late,5.202916666666667
A015,1,A015_1,Congruent,1.073113,0.2061241640685505,1.0,Early,0.041666666666666664
A015,2,A015_2,Congruent,1.3152177,0.2061241640685505,23.69,Early,0.9870833333333334
A015,3,A015_3,Congruent,1.4822278,0.2061241640685505,70.59,Late,1.9412500000000001
A015,4,A015_4,Congruent,-0.32867005,0.2061241640685505,146.54,Late,5.105833333333333
A016,1,A016_1,Congruent,1.291089,0.2061241640685505,1.0,Early,0.041666666666666664
A016,2,A016_2,Congruent,1.5499188,0.2061241640685505,32.85,Late,0.3687500000000001
A016,3,A016_3,Congruent,-1.2432284,0.2061241640685505,80.64,Late,2.36
A016,4,A016_4,Congruent,-1.4394764,0.2061241640685505,150.8,Late,5.283333333333334
A017,1,A017_1,Congruent,-0.758377,0.2061241640685505,1.0,Early,0.041666666666666664
A017,2,A017_2,Congruent,0.2569686,0.2061241640685505,20.61,Early,0.85875
A017,3,A017_3,Congruent,-0.52562934,0.2061241640685505,61.28,Late,1.5533333333333335
A017,4,A017_4,Congruent,0.04020235,0.2061241640685505,140.49,Late,4.853750000000001
A018,1,A018_1,Congruent,1.5102456,0.2061241640685505,1.0,Early,0.041666666666666664
A018,2,A018_2,Congruent,-0.21597247,0.2061241640685505,34.03,Late,0.4179166666666667
A018,3,A018_3,Congruent,0.060849763,0.2061241640685505,83.64,Late,2.485
A018,4,A018_4,Congruent,-0.17055476,0.2061241640685505,150.87,Late,5.28625
A019,1,A019_1,Congruent,-1.0139009,0.2061241640685505,1.0,Early,0.041666666666666664
A019,2,A019_2,Congruent,-0.52953434,0.2061241640685505,28.69,Late,0.1954166666666667
A019,3,A019_3,Congruent,-0.8048507,0.2061241640685505,83.68,Late,2.486666666666667
A019,4,A019_4,Congruent,-1.1073892,0.2061241640685505,154.76,Late,5.448333333333333
A020,1,A020_1,Congruent,0.5093016,0.2061241640685505,1.0,Early,0.041666666666666664
A020,2,A020_2,Congruent,-0.5068383,0.2061241640685505,26.85,Late,0.11875000000000006
A020,3,A020_3,Congruent,-1.5806824,0.2061241640685505,78.25,Late,2.2604166666666665
A020,4,A020_4,Congruent,-2.0976696,0.2061241640685505,145.78,Late,5.074166666666667
A021,1,A021_1,Congruent,2.0377793,0.2061241640685505,1.0,Early,0.041666666666666664
A021,2,A021_2,Congruent,0.26171365,0.2061241640685505,30.21,Late,0.25875000000000004
A021,3,A021_3,Congruent,-0.1410835,0.2061241640685505,74.19,Late,2.09125
A021,4,A021_4,Congruent,0.18201117,0.2061241640685505,140.39,Late,4.8495833333333325
A022,1,A022_1,Congruent,0.49725094,0.2061241640685505,1.0,Early,0.041666666666666664
A022,2,A022_2,Congruent,0.19156887,0.2061241640685505,24.15,Late,0.0062499999999999405
A022,3,A022_3,Congruent,1.4768845,0.2061241640685505,74.46,Late,2.1024999999999996
A022,4,A022_4,Congruent,0.73934454,0.2061241640685505,141.71,Late,4.904583333333334
A023,1,A023_1,Congruent,-0.6562507,0.2061241640685505,1.0,Early,0.041666666666666664
A023,2,A023_2,Congruent,-0.058118515,0.2061241640685505,25.63,Late,0.06791666666666663
A023,3,A023_3,Congruent,0.4286228,0.2061241640685505,72.2,Late,2.0083333333333333
A023,4,A023_4,Congruent,0.59801745,0.2061241640685505,145.07,Late,5.044583333333333
A024,1,A024_1,Congruent,0.45857278,0.2061241640685505,1.0,Early,0.041666666666666664
A024,2,A024_2,Congruent,0.1918723,0.2061241640685505,29.57,Late,0.23208333333333334
A024,3,A024_3,Congruent,0.4113518,0.2061241640685505,91.47,Late,2.81125
A024,4,A024_4,Congruent,-1.0682684,0.2061241640685505,145.65,Late,5.0687500000000005
A025,1,A025_1,Congruent,0.78151184,0.2061241640685505,1.0,Early,0.041666666666666664
A025,2,A025_2,Congruent,1.5787265,0.2061241640685505,23.33,Early,0.9720833333333333
A025,3,A025_3,Congruent,0.42811912,0.2061241640685505,72.94,Late,2.0391666666666666
A025,4,A025_4,Congruent,-0.46808136,0.2061241640685505,137.74,Late,4.739166666666667
A026,1,A026_1,Congruent,0.8863477,0.2061241640685505,1.0,Early,0.041666666666666664
A026,2,A026_2,Congruent,0.90089154,0.2061241640685505,26.48,Late,0.10333333333333335
A026,3,A026_3,Congruent,0.34505966,0.2061241640685505,75.46,Late,2.1441666666666666
A026,4,A026_4,Congruent,0.16592842,0.2061241640685505,147.65,Late,5.152083333333334
A027,1,A027_1,Congruent,-0.20171066,0.2061241640685505,1.0,Early,0.041666666666666664
A027,2,A027_2,Congruent,1.3977581,0.2061241640685505,28.26,Late,0.17750000000000007
A027,3,A027_3,Congruent,-1.3093231,0.2061241640685505,74.58,Late,2.1075
A027,4,A027_4,Congruent,-0.176613,0.2061241640685505,145.92,Late,5.079999999999999
A028,1,A028_1,Congruent,1.7031448,0.2061241640685505,1.0,Early,0.041666666666666664
A028,2,A028_2,Congruent,-1.2437313,0.2061241640685505,22.82,Early,0.9508333333333333
A028,3,A028_3,Congruent,0.33955434,0.2061241640685505,72.26,Late,2.0108333333333337
A028,4,A028_4,Congruent,-0.26649505,0.2061241640685505,138.91,Late,4.787916666666667
A029,1,A029_1,Congruent,2.0094688,0.2061241640685505,1.0,Early,0.041666666666666664
A029,2,A029_2,Congruent,-1.0400926,0.2061241640685505,28.43,Late,0.18458333333333332
A029,3,A029_3,Congruent,1.1122811,0.2061241640685505,93.26,Late,2.8858333333333337
A029,4,A029_4,Congruent,0.76615715,0.2061241640685505,143.14,Late,4.964166666666666
A030,1,A030_1,Congruent,-0.06886573,0.2061241640685505,1.0,Early,0.041666666666666664
A030,2,A030_2,Congruent,1.0834099,0.2061241640685505,32.95,Late,0.3729166666666668
A030,3,A030_3,Congruent,0.44725955,0.2061241640685505,71.93,Late,1.9970833333333335
A030,4,A030_4,Congruent,0.5109756,0.2061241640685505,150.46,Late,5.269166666666667
A031,1,A031_1,Congruent,0.50127923,0.2061241640685505,1.0,Early,0.041666666666666664
A031,2,A031_2,Congruent,-0.14592373,0.2061241640685505,32.41,Late,0.35041666666666654
A031,3,A031_3,Congruent,-0.8554333,0.2061241640685505,71.56,Late,1.9816666666666667
A031,4,A031_4,Congruent,-0.5366472,0.2061241640685505,143.85,Late,4.9937499999999995
A032,1,A032_1,Congruent,-0.35136977,0.2061241640685505,1.0,Early,0.041666666666666664
A032,2,A032_2,Congruent,0.803311,0.2061241640685505,57.18,Late,1.3825
A032,3,A032_3,Congruent,0.8270539,0.2061241640685505,80.16,Late,2.34
A032,4,A032_4,Congruent,1.7046412,0.2061241640685505,144.51,Late,5.021249999999999
A033,1,A033_1,Congruent,-0.43331796,0.2061241640685505,1.0,Early,0.041666666666666664
A033,2,A033_2,Congruent,0.6877826,0.2061241640685505,29.16,Late,0.215
A033,3,A033_3,Congruent,0.84835505,0.2061241640685505,72.6,Late,2.025
A033,4,A033_4,Congruent,-0.1874351,0.2061241640685505,168.33,Late,6.013750000000001
A034,1,A034_1,Congruent,1.1752179,0.2061241640685505,1.0,Early,0.041666666666666664
A034,2,A034_2,Congruent,0.8730519,0.2061241640685505,26.08,Late,0.0866666666666666
A034,3,A034_3,Congruent,-0.32315242,0.2061241640685505,74.28,Late,2.095
A034,4,A034_4,Congruent,0.09952562,0.2061241640685505,145.38,Late,5.0575
A035,1,A035_1,Congruent,-0.9139977,0.2061241640685505,1.0,Early,0.041666666666666664
A035,2,A035_2,Congruent,0.81915426,0.2061241640685505,44.76,Late,0.8649999999999999
A035,3,A035_3,Congruent,0.21742025,0.2061241640685505,79.98,Late,2.3325
A035,4,A035_4,Congruent,-0.7487059,0.2061241640685505,152.47,Late,5.352916666666666
A036,1,A036_1,Congruent,0.8550636,0.2061241640685505,1.0,Early,0.041666666666666664
A036,2,A036_2,Congruent,-0.12540075,0.2061241640685505,21.63,Early,0.90125
A036,3,A036_3,Congruent,0.28238106,0.2061241640685505,71.47,Late,1.9779166666666665
A036,4,A036_4,Congruent,-1.0393022,0.2061241640685505,143.85,Late,4.9937499999999995
A037,1,A037_1,Congruent,0.22852391,0.2061241640685505,1.0,Early,0.041666666666666664
A037,2,A037_2,Congruent,0.30562398,0.2061241640685505,23.7,Early,0.9874999999999999
A037,3,A037_3,Congruent,0.815768,0.2061241640685505,72.08,Late,2.0033333333333334
A037,4,A037_4,Congruent,-0.58786523,0.2061241640685505,143.66,Late,4.985833333333333
A038,1,A038_1,Congruent,0.9585948,0.2061241640685505,1.0,Early,0.041666666666666664
A038,2,A038_2,Congruent,-0.8893782,0.2061241640685505,71.85,Late,1.9937499999999997
A038,3,A038_3,Congruent,-0.29861468,0.2061241640685505,72.86,Late,2.035833333333333
A038,4,A038_4,Congruent,-0.17653099,0.2061241640685505,152.89,Late,5.370416666666666
A039,1,A039_1,Congruent,1.5005066,0.2061241640685505,1.0,Early,0.041666666666666664
A039,2,A039_2,Congruent,0.20797212,0.2061241640685505,28.65,Late,0.19374999999999995
A039,3,A039_3,Congruent,0.2044791,0.2061241640685505,98.84,Late,3.1183333333333336
A039,4,A039_4,Congruent,0.56958055,0.2061241640685505,246.24,Late,9.26
A040,1,A040_1,Congruent,-0.48951146,0.2061241640685505,1.0,Early,0.041666666666666664
A040,2,A040_2,Congruent,-0.74336016,0.2061241640685505,26.26,Late,0.09416666666666673
A040,3,A040_3,Congruent,-1.1314414,0.2061241640685505,71.28,Late,1.97
A040,4,A040_4,Congruent,-0.48939034,0.2061241640685505,143.53,Late,4.980416666666667
A041,1,A041_1,Congruent,1.5223323,0.2061241640685505,1.0,Early,0.041666666666666664
A041,2,A041_2,Congruent,-1.1600494,0.2061241640685505,31.78,Late,0.3241666666666667
A041,3,A041_3,Congruent,1.2294152,0.2061241640685505,75.74,Late,2.1558333333333333
A041,4,A041_4,Congruent,-0.07053544,0.2061241640685505,141.84,Late,4.91
A042,1,A042_1,Congruent,-0.94992256,0.2061241640685505,1.0,Early,0.041666666666666664
A042,2,A042_2,Congruent,-0.5381136,0.2061241640685505,28.93,Late,0.20541666666666666
A042,3,A042_3,Congruent,-1.0232941,0.2061241640685505,72.17,Late,2.0070833333333336
A042,4,A042_4,Congruent,-0.9369889,0.2061241640685505,146.02,Late,5.084166666666667
A043,1,A043_1,Congruent,-0.15874355,0.2061241640685505,1.0,Early,0.041666666666666664
A043,2,A043_2,Congruent,0.34835568,0.2061241640685505,25.62,Late,0.06750000000000005
A043,3,A043_3,Congruent,-0.17773217,0.2061241640685505,64.94,Late,1.7058333333333333
A043,4,A043_4,Congruent,0.36557552,0.2061241640685505,149.33,Late,5.222083333333334
A044,1,A044_1,Congruent,-0.42967826,0.2061241640685505,1.0,Early,0.041666666666666664
A044,2,A044_2,Congruent,0.29979682,0.2061241640685505,47.66,Late,0.9858333333333332
A044,3,A044_3,Congruent,-1.0432105,0.2061241640685505,91.63,Late,2.8179166666666666
A044,4,A044_4,Congruent,-0.95710677,0.2061241640685505,155.27,Late,5.4695833333333335
A045,1,A045_1,Congruent,0.5991259,0.2061241640685505,1.0,Early,0.041666666666666664
A045,2,A045_2,Congruent,-0.7401306,0.2061241640685505,24.66,Late,0.027500000000000007
A045,3,A045_3,Congruent,-1.3838344,0.2061241640685505,72.23,Late,2.0095833333333335
A045,4,A045_4,Congruent,-0.50810874,0.2061241640685505,151.52,Late,5.3133333333333335
A046,1,A046_1,Congruent,-0.8820126,0.2061241640685505,1.0,Early,0.041666666666666664
A046,2,A046_2,Congruent,-1.3599145,0.2061241640685505,24.32,Late,0.013333333333333345
A046,3,A046_3,Congruent,-1.5709262,0.2061241640685505,73.05,Late,2.0437499999999997
A046,4,A046_4,Congruent,-0.717223,0.2061241640685505,147.94,Late,5.164166666666667
A047,1,A047_1,Congruent,-1.0092126,0.2061241640685505,1.0,Early,0.041666666666666664
A047,2,A047_2,Congruent,-0.5068236,0.2061241640685505,23.46,Early,0.9775
A047,3,A047_3,Congruent,-0.5343058,0.2061241640685505,76.85,Late,2.202083333333333
A047,4,A047_4,Congruent,-1.0075923,0.2061241640685505,144.22,Late,5.009166666666666
A048,1,A048_1,Congruent,1.693677,0.2061241640685505,1.0,Early,0.041666666666666664
A048,2,A048_2,Congruent,0.7271685,0.2061241640685505,23.91,Early,0.99625
A048,3,A048_3,Congruent,0.8357988,0.2061241640685505,81.15,Late,2.38125
A048,4,A048_4,Congruent,-0.4917495,0.2061241640685505,146.3,Late,5.095833333333334
A049,1,A049_1,Congruent,2.279931,0.2061241640685505,1.0,Early,0.041666666666666664
A049,2,A049_2,Congruent,-0.3166686,0.2061241640685505,27.12,Late,0.13000000000000003
A049,3,A049_3,Congruent,0.49153835,0.2061241640685505,111.38,Late,3.640833333333333
A049,4,A049_4,Congruent,1.0439023,0.2061241640685505,168.86,Late,6.035833333333334
A050,1,A050_1,Congruent,-0.65952903,0.2061241640685505,1.0,Early,0.041666666666666664
A050,2,A050_2,Congruent,-0.23185472,0.2061241640685505,24.73,Late,0.030416666666666686
A050,3,A050_3,Congruent,-0.99920005,0.2061241640685505,93.39,Late,2.89125
A050,4,A050_4,Congruent,-0.44994792,0.2061241640685505,148.69,Late,5.195416666666667
A051,1,A051_1,Congruent,1.9709882,0.2061241640685505,1.0,Early,0.041666666666666664
A051,2,A051_2,Congruent,-0.11904877,0.2061241640685505,17.16,Early,0.715
A051,3,A051_3,Congruent,-0.5767097,0.2061241640685505,65.63,Late,1.7345833333333331
A051,4,A051_4,Congruent,0.17635673,0.2061241640685505,146.99,Late,5.124583333333334
A052,1,A052_1,Congruent,0.70940566,0.2061241640685505,1.0,Early,0.041666666666666664
A052,2,A052_2,Congruent,-0.63751054,0.2061241640685505,31.76,Late,0.3233333333333334
A052,3,A052_3,Congruent,0.012148218,0.2061241640685505,80.98,Late,2.374166666666667
A052,4,A052_4,Congruent,-0.5512451,0.2061241640685505,153.27,Late,5.38625
A053,1,A053_1,Congruent,1.3026041,0.2061241640685505,1.0,Early,0.041666666666666664
A053,2,A053_2,Congruent,0.30480924,0.2061241640685505,32.71,Late,0.3629166666666667
A053,3,A053_3,Congruent,0.0602048,0.2061241640685505,78.28,Late,2.2616666666666667
A053,4,A053_4,Congruent,-0.9437242,0.2061241640685505,148.9,Late,5.204166666666667
A054,1,A054_1,Congruent,0.054836024,0.2061241640685505,1.0,Early,0.041666666666666664
A054,2,A054_2,Congruent,0.6558441,0.2061241640685505,16.9,Early,0.7041666666666666
A054,3,A054_3,Congruent,0.8645091,0.2061241640685505,72.83,Late,2.0345833333333334
A054,4,A054_4,Congruent,1.0623502,0.2061241640685505,136.83,Late,4.701250000000001
A055,1,A055_1,Congruent,-0.48899728,0.2061241640685505,1.0,Early,0.041666666666666664
A055,2,A055_2,Congruent,0.6668252,0.2061241640685505,23.24,Early,0.9683333333333333
A055,3,A055_3,Congruent,0.23135751,0.2061241640685505,74.48,Late,2.1033333333333335
A055,4,A055_4,Congruent,-1.3891442,0.2061241640685505,149.21,Late,5.217083333333334
A056,1,A056_1,Congruent,1.474186,0.2061241640685505,1.0,Early,0.041666666666666664
A056,2,A056_2,Congruent,-0.084054,0.2061241640685505,33.61,Late,0.40041666666666664
A056,3,A056_3,Congruent,-0.08848558,0.2061241640685505,71.46,Late,1.9774999999999998
A056,4,A056_4,Congruent,-1.1969587,0.2061241640685505,147.84,Late,5.16
A057,1,A057_1,Congruent,0.15659064,0.2061241640685505,1.0,Early,0.041666666666666664
A057,2,A057_2,Congruent,-1.1784263,0.2061241640685505,24.78,Late,0.03250000000000005
A057,3,A057_3,Congruent,0.18975516,0.2061241640685505,73.83,Late,2.07625
A057,4,A057_4,Congruent,-0.96282315,0.2061241640685505,145.06,Late,5.0441666666666665
A058,1,A058_1,Congruent,1.9888922,0.2061241640685505,1.0,Early,0.041666666666666664
A058,2,A058_2,Congruent,-0.28160018,0.2061241640685505,22.96,Early,0.9566666666666667
A058,3,A058_3,Congruent,-1.0928406,0.2061241640685505,66.28,Late,1.7616666666666667
A058,4,A058_4,Congruent,-0.57762057,0.2061241640685505,143.48,Late,4.978333333333333
A059,1,A059_1,Congruent,0.41310668,0.2061241640685505,1.0,Early,0.041666666666666664
A059,2,A059_2,Congruent,-0.16240932,0.2061241640685505,30.4,Late,0.2666666666666666
A059,3,A059_3,Congruent,1.0853677,0.2061241640685505,79.78,Late,2.3241666666666667
A059,4,A059_4,Congruent,0.24016263,0.2061241640685505,151.93,Late,5.330416666666667
A060,1,A060_1,Congruent,0.14170144,0.2061241640685505,1.0,Early,0.041666666666666664
A060,2,A060_2,Congruent,0.03884568,0.2061241640685505,24.87,Late,0.03625000000000004
A060,3,A060_3,Congruent,0.5968047,0.2061241640685505,94.68,Late,2.9450000000000003
A060,4,A060_4,Congruent,0.2312482,0.2061241640685505,143.91,Late,4.99625
A061,1,A061_1,Congruent,2.2994933,0.2061241640685505,1.0,Early,0.041666666666666664
A061,2,A061_2,Congruent,-0.5375559,0.2061241640685505,35.16,Late,0.46499999999999986
A061,3,A061_3,Congruent,0.7270554,0.2061241640685505,82.55,Late,2.439583333333333
A061,4,A061_4,Congruent,-0.38772622,0.2061241640685505,146.56,Late,5.1066666666666665
A062,1,A062_1,Congruent,-0.62250435,0.2061241640685505,1.0,Early,0.041666666666666664
A062,2,A062_2,Congruent,0.71979195,0.2061241640685505,44.69,Late,0.8620833333333332
A062,3,A062_3,Congruent,-0.2396038,0.2061241640685505,92.72,Late,2.8633333333333333
A062,4,A062_4,Congruent,-1.1185472,0.2061241640685505,149.18,Late,5.215833333333333
A063,1,A063_1,Congruent,1.5583135,0.2061241640685505,1.0,Early,0.041666666666666664
A063,2,A063_2,Congruent,0.57301795,0.2061241640685505,21.98,Early,0.9158333333333334
A063,3,A063_3,Congruent,-1.0391557,0.2061241640685505,69.99,Late,1.9162499999999998
A063,4,A063_4,Congruent,-0.44467676,0.2061241640685505,141.09,Late,4.87875
A064,1,A064_1,Congruent,-0.033955097,0.2061241640685505,1.0,Early,0.041666666666666664
A064,2,A064_2,Congruent,0.8330822,0.2061241640685505,37.65,Late,0.56875
A064,3,A064_3,Congruent,0.5105676,0.2061241640685505,82.99,Late,2.4579166666666663
A064,4,A064_4,Congruent,-0.44249845,0.2061241640685505,156.21,Late,5.50875
A065,1,A065_1,Congruent,-1.2773031,0.2061241640685505,1.0,Early,0.041666666666666664
A065,2,A065_2,Congruent,0.064162605,0.2061241640685505,32.31,Late,0.3462500000000001
A065,3,A065_3,Congruent,-1.6138492,0.2061241640685505,106.41,Late,3.43375
A065,4,A065_4,Congruent,-1.7445728,0.2061241640685505,187.43,Late,6.809583333333333
A066,1,A066_1,Congruent,-0.34936783,0.2061241640685505,1.0,Early,0.041666666666666664
