composite_ID,theta_common,theta_congruent,theta_incongruent,se_common,se_congruent,se_incongruent
A015_4,-0.47030097,-0.32867005,0.19643967,0.1962873223365104,0.2061241640685505,0.2365098342133737
A016_1,1.3420854,1.291089,1.2802452,0.1962873223365104,0.2061241640685505,0.2365098342133737
A016_2,0.5615982,1.5499188,1.489516,0.1962873223365104,0.2061241640685505,0.2365098342133737
A016_3,0.17722866,-1.2432284,0.26608974,0.1962873223365104,0.2061241640685505,0.2365098342133737
A016_4,-0.875939,-1.4394764,-0.3671518,0.1962873223365104,0.2061241640685505,0.2365098342133737
A017_1,-0.17695434,-0.758377,-0.49409226,0.1962873223365104,0.2061241640685505,0.2365098342133737
A017_2,0.741939,0.2569686,1.3314309,0.1962873223365104,0.2061241640685505,0.2365098342133737
A017_3,0.18003759,-0.52562934,0.57876515,0.1962873223365104,0.2061241640685505,0.2365098342133737
A017_4,0.4956496,0.04020235,0.9919836,0.1962873223365104,0.2061241640685505,0.2365098342133737
A018_1,1.0604457,1.5102456,0.6507261,0.1962873223365104,0.2061241640685505,0.2365098342133737
A018_2,-0.07882557,-0.21597247,0.8876945,0.1962873223365104,0.2061241640685505,0.2365098342133737
A018_3,-1.0491173,0.060849763,-0.38700706,0.1962873223365104,0.2061241640685505,0.2365098342133737
A018_4,0.44031787,-0.17055476,0.28919047,0.1962873223365104,0.2061241640685505,0.2365098342133737
A019_1,-0.8709922,-1.0139009,-0.28521618,0.1962873223365104,0.2061241640685505,0.2365098342133737
A019_2,-0.35722595,-0.52953434,-1.109437,0.1962873223365104,0.2061241640685505,0.2365098342133737
A019_3,-0.8311249,-0.8048507,-0.12449538,0.1962873223365104,0.2061241640685505,0.2365098342133737
A019_4,-0.5362667,-1.1073892,-0.2515996,0.1962873223365104,0.2061241640685505,0.2365098342133737
A020_1,0.3413008,0.5093016,0.10248403,0.1962873223365104,0.2061241640685505,0.2365098342133737
A020_2,0.4715719,-0.5068383,0.029921481,0.1962873223365104,0.2061241640685505,0.2365098342133737
A020_3,0.16060348,-1.5806824,-1.1270595,0.1962873223365104,0.2061241640685505,0.2365098342133737
A020_4,-1.9810846,-2.0976696,-1.7975917,0.1962873223365104,0.2061241640685505,0.2365098342133737
A021_1,0.80163884,2.0377793,1.0467342,0.1962873223365104,0.2061241640685505,0.2365098342133737
A021_2,0.10639259,0.26171365,-0.287681,0.1962873223365104,0.2061241640685505,0.2365098342133737
A021_3,0.81882334,-0.1410835,-0.33009732,0.1962873223365104,0.2061241640685505,0.2365098342133737
A021_4,0.684539,0.18201117,1.0272207,0.1962873223365104,0.2061241640685505,0.2365098342133737
A022_1,-0.5011533,0.49725094,0.4842986,0.1962873223365104,0.2061241640685505,0.2365098342133737
A022_2,0.2091155,0.19156887,0.75264776,0.1962873223365104,0.2061241640685505,0.2365098342133737
A022_3,0.274723,1.4768845,0.632036,0.1962873223365104,0.2061241640685505,0.2365098342133737
A022_4,0.382118,0.73934454,0.3970194,0.1962873223365104,0.2061241640685505,0.2365098342133737
A023_1,0.56837475,-0.6562507,0.66979575,0.1962873223365104,0.2061241640685505,0.2365098342133737
A023_2,-0.05869632,-0.058118515,0.14703572,0.1962873223365104,0.2061241640685505,0.2365098342133737
A023_3,0.17865486,0.4286228,0.15521283,0.1962873223365104,0.2061241640685505,0.2365098342133737
A023_4,0.5444067,0.59801745,-0.62461984,0.1962873223365104,0.2061241640685505,0.2365098342133737
A024_1,0.41629925,0.45857278,-0.21332482,0.1962873223365104,0.2061241640685505,0.2365098342133737
A024_2,0.16924852,0.1918723,0.54554003,0.1962873223365104,0.2061241640685505,0.2365098342133737
A024_3,0.1597057,0.4113518,-0.9363269,0.1962873223365104,0.2061241640685505,0.2365098342133737
A024_4,-0.92016464,-1.0682684,-1.3045677,0.1962873223365104,0.2061241640685505,0.2365098342133737
A025_1,1.3860037,0.78151184,0.7944789,0.1962873223365104,0.2061241640685505,0.2365098342133737
A025_2,1.3983331,1.5787265,1.4322243,0.1962873223365104,0.2061241640685505,0.2365098342133737
A025_3,-0.60741305,0.42811912,-0.5307447,0.1962873223365104,0.2061241640685505,0.2365098342133737
A025_4,-0.2785447,-0.46808136,-1.0591911,0.1962873223365104,0.2061241640685505,0.2365098342133737
A026_1,0.46583936,0.8863477,0.79825217,0.1962873223365104,0.2061241640685505,0.2365098342133737
A026_2,-0.6492574,0.90089154,0.37958306,0.1962873223365104,0.2061241640685505,0.2365098342133737
A026_3,0.53066975,0.34505966,0.5891306,0.1962873223365104,0.2061241640685505,0.2365098342133737
A026_4,-0.24492168,0.16592842,-0.9533398,0.1962873223365104,0.2061241640685505,0.2365098342133737
A027_1,0.16586939,-0.20171066,0.7571643,0.1962873223365104,0.2061241640685505,0.2365098342133737
A027_2,0.39497662,1.3977581,0.6780212,0.1962873223365104,0.2061241640685505,0.2365098342133737
A027_3,-0.28117114,-1.3093231,-0.5856879,0.1962873223365104,0.2061241640685505,0.2365098342133737
A027_4,-0.5017699,-0.176613,-0.2486425,0.1962873223365104,0.2061241640685505,0.2365098342133737
A028_1,1.5246681,1.7031448,1.369158,0.1962873223365104,0.2061241640685505,0.2365098342133737
A028_2,-0.05649298,-1.2437313,0.3490204,0.1962873223365104,0.2061241640685505,0.2365098342133737
A028_3,-0.29285774,0.33955434,0.7839161,0.1962873223365104,0.2061241640685505,0.2365098342133737
A028_4,-0.8199109,-0.26649505,-0.9181857,0.1962873223365104,0.2061241640685505,0.2365098342133737
A029_1,2.1297944,2.0094688,2.0491304,0.1962873223365104,0.2061241640685505,0.2365098342133737
A029_2,0.2633854,-1.0400926,0.70584047,0.1962873223365104,0.2061241640685505,0.2365098342133737
A029_3,0.59773153,1.1122811,1.139065,0.1962873223365104,0.2061241640685505,0.2365098342133737
A029_4,0.7445269,0.76615715,-0.03329531,0.1962873223365104,0.2061241640685505,0.2365098342133737
A030_1,0.26681468,-0.06886573,0.5035225,0.1962873223365104,0.2061241640685505,0.2365098342133737
A030_2,0.6206771,1.0834099,0.39696884,0.1962873223365104,0.2061241640685505,0.2365098342133737
A030_3,0.26908645,0.44725955,0.04883193,0.1962873223365104,0.2061241640685505,0.2365098342133737
A030_4,0.2812115,0.5109756,0.74509096,0.1962873223365104,0.2061241640685505,0.2365098342133737
A031_1,1.4706349,0.50127923,1.6509279,0.1962873223365104,0.2061241640685505,0.2365098342133737
A031_2,0.32438183,-0.14592373,-0.64630777,0.1962873223365104,0.2061241640685505,0.2365098342133737
A031_3,0.38665065,-0.8554333,-0.78419024,0.1962873223365104,0.2061241640685505,0.2365098342133737
A031_4,-1.0031985,-0.5366472,-1.1325623,0.1962873223365104,0.2061241640685505,0.2365098342133737
A032_1,0.82081884,-0.35136977,0.72091097,0.1962873223365104,0.2061241640685505,0.2365098342133737
A032_2,-0.60881156,0.803311,-1.2736943,0.1962873223365104,0.2061241640685505,0.2365098342133737
A032_3,0.47702068,0.8270539,-0.1421679,0.1962873223365104,0.2061241640685505,0.2365098342133737
A032_4,1.7664504,1.7046412,1.6007003,0.1962873223365104,0.2061241640685505,0.2365098342133737
A033_1,-0.4666309,-0.43331796,0.4552093,0.1962873223365104,0.2061241640685505,0.2365098342133737
A033_2,-0.5709601,0.6877826,0.13419229,0.1962873223365104,0.2061241640685505,0.2365098342133737
A033_3,0.934703,0.84835505,0.67858124,0.1962873223365104,0.2061241640685505,0.2365098342133737
A033_4,-0.24082223,-0.1874351,-0.3395916,0.1962873223365104,0.2061241640685505,0.2365098342133737
A034_1,1.3387271,1.1752179,1.218904,0.1962873223365104,0.2061241640685505,0.2365098342133737
A034_2,1.1189219,0.8730519,1.4714065,0.1962873223365104,0.2061241640685505,0.2365098342133737
A034_3,-0.46482885,-0.32315242,0.68295676,0.1962873223365104,0.2061241640685505,0.2365098342133737
A034_4,0.049237438,0.09952562,-0.03220581,0.1962873223365104,0.2061241640685505,0.2365098342133737
A035_1,-0.80652094,-0.9139977,0.0068166982,0.1962873223365104,0.2061241640685505,0.2365098342133737
A035_2,1.1643237,0.81915426,0.64532655,0.1962873223365104,0.2061241640685505,0.2365098342133737
A035_3,-0.59551436,0.21742025,-0.70500445,0.1962873223365104,0.2061241640685505,0.2365098342133737
A035_4,-0.8755717,-0.7487059,-0.8544361,0.1962873223365104,0.2061241640685505,0.2365098342133737
A036_1,0.74764776,0.8550636,0.5994135,0.1962873223365104,0.2061241640685505,0.2365098342133737
A036_2,-0.5022708,-0.12540075,0.21460545,0.1962873223365104,0.2061241640685505,0.2365098342133737
A036_3,-0.018576257,0.28238106,-0.8283277,0.1962873223365104,0.2061241640685505,0.2365098342133737
A036_4,-1.1207412,-1.0393022,-0.62613195,0.1962873223365104,0.2061241640685505,0.2365098342133737
A037_1,1.6113735,0.22852391,0.8065208,0.1962873223365104,0.2061241640685505,0.2365098342133737
A037_2,1.1598858,0.30562398,0.7779129,0.1962873223365104,0.2061241640685505,0.2365098342133737
A037_3,-0.4739782,0.815768,0.4209121,0.1962873223365104,0.2061241640685505,0.2365098342133737
A037_4,0.41819012,-0.58786523,-0.68632966,0.1962873223365104,0.2061241640685505,0.2365098342133737
A038_1,1.078226,0.9585948,1.2457225,0.1962873223365104,0.2061241640685505,0.2365098342133737
A038_2,-0.3119291,-0.8893782,-0.17449848,0.1962873223365104,0.2061241640685505,0.2365098342133737
A038_3,1.2023473,-0.29861468,1.0740421,0.1962873223365104,0.2061241640685505,0.2365098342133737
A038_4,0.5360858,-0.17653099,-0.74061143,0.1962873223365104,0.2061241640685505,0.2365098342133737
A039_1,2.113206,1.5005066,1.3803084,0.1962873223365104,0.2061241640685505,0.2365098342133737
A039_2,0.72722864,0.20797212,0.41327596,0.1962873223365104,0.2061241640685505,0.2365098342133737
A039_3,0.6532409,0.2044791,1.0063004,0.1962873223365104,0.2061241640685505,0.2365098342133737
A039_4,-0.19232592,0.56958055,0.9507495,0.1962873223365104,0.2061241640685505,0.2365098342133737
A040_1,-1.5618265,-0.48951146,0.16926317,0.1962873223365104,0.2061241640685505,0.2365098342133737
A040_2,-0.31991416,-0.74336016,-0.17563842,0.1962873223365104,0.2061241640685505,0.2365098342133737
A040_3,-1.1753646,-1.1314414,-1.4163284,0.1962873223365104,0.2061241640685505,0.2365098342133737
A040_4,-0.6841468,-0.48939034,-1.3937256,0.1962873223365104,0.2061241640685505,0.2365098342133737
A041_1,1.2749807,1.5223323,1.140502,0.1962873223365104,0.2061241640685505,0.2365098342133737
A041_2,-1.0111216,-1.1600494,-0.5317055,0.1962873223365104,0.2061241640685505,0.2365098342133737
A041_3,-0.52210444,1.2294152,-0.07379216,0.1962873223365104,0.2061241640685505,0.2365098342133737
A041_4,0.22386456,-0.07053544,1.141611,0.1962873223365104,0.2061241640685505,0.2365098342133737
A042_1,-0.38919944,-0.94992256,-0.5787848,0.1962873223365104,0.2061241640685505,0.2365098342133737
A042_2,-0.94573104,-0.5381136,-0.9761797,0.1962873223365104,0.2061241640685505,0.2365098342133737
A042_3,-0.60165393,-1.0232941,-0.35500365,0.1962873223365104,0.2061241640685505,0.2365098342133737
A042_4,-0.919106,-0.9369889,-1.0544331,0.1962873223365104,0.2061241640685505,0.2365098342133737
A043_1,1.0159061,-0.15874355,0.6365562,0.1962873223365104,0.2061241640685505,0.2365098342133737
A043_2,0.23345459,0.34835568,-0.36488125,0.1962873223365104,0.2061241640685505,0.2365098342133737
A043_3,-0.1154044,-0.17773217,-0.32173076,0.1962873223365104,0.2061241640685505,0.2365098342133737
A043_4,0.06730463,0.36557552,-0.3357526,0.1962873223365104,0.2061241640685505,0.2365098342133737
A044_1,-0.021611089,-0.42967826,-0.80062515,0.1962873223365104,0.2061241640685505,0.2365098342133737
A044_2,0.33177772,0.29979682,-0.89945817,0.1962873223365104,0.2061241640685505,0.2365098342133737
A044_3,-1.3885521,-1.0432105,-1.2523423,0.1962873223365104,0.2061241640685505,0.2365098342133737
A044_4,-0.6907909,-0.95710677,-0.86056197,0.1962873223365104,0.2061241640685505,0.2365098342133737
A045_1,-0.8811096,0.5991259,-0.771518,0.1962873223365104,0.2061241640685505,0.2365098342133737
A045_2,0.25599375,-0.7401306,-1.0636017,0.1962873223365104,0.2061241640685505,0.2365098342133737
A045_3,0.28792378,-1.3838344,-0.3198602,0.1962873223365104,0.2061241640685505,0.2365098342133737
A045_4,-0.73880816,-0.50810874,-0.855714,0.1962873223365104,0.2061241640685505,0.2365098342133737
A046_1,-0.8263327,-0.8820126,-0.17337398,0.1962873223365104,0.2061241640685505,0.2365098342133737
A046_2,-1.0503073,-1.3599145,-1.5730445,0.1962873223365104,0.2061241640685505,0.2365098342133737
A046_3,-1.6721164,-1.5709262,-1.775866,0.1962873223365104,0.2061241640685505,0.2365098342133737
A046_4,-1.5642638,-0.717223,-0.6509636,0.1962873223365104,0.2061241640685505,0.2365098342133737
A047_1,0.032663453,-1.0092126,-0.37315792,0.1962873223365104,0.2061241640685505,0.2365098342133737
A047_2,0.31397206,-0.5068236,0.06363139,0.1962873223365104,0.2061241640685505,0.2365098342133737
A047_3,-1.4813104,-0.5343058,-1.4591206,0.1962873223365104,0.2061241640685505,0.2365098342133737
A047_4,-1.0614867,-1.0075923,-1.0762047,0.1962873223365104,0.2061241640685505,0.2365098342133737
A048_1,1.0506663,1.693677,1.3832663,0.1962873223365104,0.2061241640685505,0.2365098342133737
A048_2,-0.6741307,0.7271685,0.18211488,0.1962873223365104,0.2061241640685505,0.2365098342133737
A048_3,-0.10325131,0.8357988,-0.22094929,0.1962873223365104,0.2061241640685505,0.2365098342133737
A048_4,0.48396504,-0.4917495,0.37752387,0.1962873223365104,0.2061241640685505,0.2365098342133737
A049_1,1.7571232,2.279931,1.8093721,0.1962873223365104,0.2061241640685505,0.2365098342133737
A049_2,-0.60318244,-0.3166686,-0.7185982,0.1962873223365104,0.2061241640685505,0.2365098342133737
A049_3,0.6597407,0.49153835,0.42769104,0.1962873223365104,0.2061241640685505,0.2365098342133737
A049_4,0.3402084,1.0439023,-0.3570681,0.1962873223365104,0.2061241640685505,0.2365098342133737
A050_1,-0.32734805,-0.65952903,0.44955093,0.1962873223365104,0.2061241640685505,0.2365098342133737
A050_2,-0.5032114,-0.23185472,-0.22489542,0.1962873223365104,0.2061241640685505,0.2365098342133737
A050_3,-0.91217804,-0.99920005,-0.6519587,0.1962873223365104,0.2061241640685505,0.2365098342133737
A050_4,-0.3601759,-0.44994792,-0.07997266,0.1962873223365104,0.2061241640685505,0.2365098342133737
A051_1,0.88582057,1.9709882,1.3508412,0.1962873223365104,0.2061241640685505,0.2365098342133737
A051_2,-0.28985074,-0.11904877,0.3942614,0.1962873223365104,0.2061241640685505,0.2365098342133737
A051_3,-0.6146358,-0.5767097,-0.8183705,0.1962873223365104,0.2061241640685505,0.2365098342133737
A051_4,-0.11835715,0.17635673,-0.61102885,0.1962873223365104,0.2061241640685505,0.2365098342133737
A052_1,0.7985213,0.70940566,0.80218923,0.1962873223365104,0.2061241640685505,0.2365098342133737
A052_2,-0.44622117,-0.63751054,0.65400946,0.1962873223365104,0.2061241640685505,0.2365098342133737
A052_3,-0.017932264,0.012148218,0.8061516,0.1962873223365104,0.2061241640685505,0.2365098342133737
A052_4,0.04671596,-0.5512451,-1.0938095,0.1962873223365104,0.2061241640685505,0.2365098342133737
A053_1,1.12028,1.3026041,1.1644984,0.1962873223365104,0.2061241640685505,0.2365098342133737
A053_2,0.83742,0.30480924,0.49758703,0.1962873223365104,0.2061241640685505,0.2365098342133737
A053_3,-0.50420165,0.0602048,-0.94908994,0.1962873223365104,0.2061241640685505,0.2365098342133737
A053_4,-0.45412505,-0.9437242,0.6871204,0.1962873223365104,0.2061241640685505,0.2365098342133737
A054_1,0.18263195,0.054836024,-0.18606658,0.1962873223365104,0.2061241640685505,0.2365098342133737
A054_2,0.97050226,0.6558441,0.22012395,0.1962873223365104,0.2061241640685505,0.2365098342133737
A054_3,0.35355416,0.8645091,0.9616685,0.1962873223365104,0.2061241640685505,0.2365098342133737
A054_4,1.2971294,1.0623502,1.3222136,0.1962873223365104,0.2061241640685505,0.2365098342133737
A055_1,-0.84173906,-0.48899728,0.4598856,0.1962873223365104,0.2061241640685505,0.2365098342133737
A055_2,0.4803198,0.6668252,0.5980959,0.1962873223365104,0.2061241640685505,0.2365098342133737
A055_3,-1.0578766,0.23135751,-0.84224457,0.1962873223365104,0.2061241640685505,0.2365098342133737
A055_4,-1.1588173,-1.3891442,-0.7144902,0.1962873223365104,0.2061241640685505,0.2365098342133737
A056_1,0.57677263,1.474186,0.76854396,0.1962873223365104,0.2061241640685505,0.2365098342133737
A056_2,-0.4870755,-0.084054,0.72379655,0.1962873223365104,0.2061241640685505,0.2365098342133737
A056_3,0.41734344,-0.08848558,0.03914897,0.1962873223365104,0.2061241640685505,0.2365098342133737
A056_4,-1.3208041,-1.1969587,-1.2513661,0.1962873223365104,0.2061241640685505,0.2365098342133737
A057_1,-0.6586051,0.15659064,0.32195136,0.1962873223365104,0.2061241640685505,0.2365098342133737
A057_2,-0.5845993,-1.1784263,-0.6246655,0.1962873223365104,0.2061241640685505,0.2365098342133737
A057_3,-0.740959,0.18975516,-0.30852878,0.1962873223365104,0.2061241640685505,0.2365098342133737
A057_4,-1.6140344,-0.96282315,-1.0764493,0.1962873223365104,0.2061241640685505,0.2365098342133737
A058_1,1.2305706,1.9888922,1.1062307,0.1962873223365104,0.2061241640685505,0.2365098342133737
A058_2,-1.1810384,-0.28160018,-0.72948736,0.1962873223365104,0.2061241640685505,0.2365098342133737
A058_3,-0.43858027,-1.0928406,0.57581717,0.1962873223365104,0.2061241640685505,0.2365098342133737
A058_4,-0.59969,-0.57762057,-0.33740327,0.1962873223365104,0.2061241640685505,0.2365098342133737
A059_1,0.9413848,0.41310668,0.6481601,0.1962873223365104,0.2061241640685505,0.2365098342133737
A059_2,1.2146442,-0.16240932,1.2386231,0.1962873223365104,0.2061241640685505,0.2365098342133737
A059_3,1.4220468,1.0853677,1.1966753,0.1962873223365104,0.2061241640685505,0.2365098342133737
A059_4,0.37158412,0.24016263,0.39415252,0.1962873223365104,0.2061241640685505,0.2365098342133737
A060_1,-0.41893917,0.14170144,-0.51847786,0.1962873223365104,0.2061241640685505,0.2365098342133737
A060_2,0.87463915,0.03884568,0.8710442,0.1962873223365104,0.2061241640685505,0.2365098342133737
A060_3,-0.51012707,0.5968047,-0.5079555,0.1962873223365104,0.2061241640685505,0.2365098342133737
A060_4,0.5292025,0.2312482,0.5497281,0.1962873223365104,0.2061241640685505,0.2365098342133737
A061_1,2.0136983,2.2994933,1.7655311,0.1962873223365104,0.2061241640685505,0.2365098342133737
A061_2,0.953521,-0.5375559,0.90897036,0.1962873223365104,0.2061241640685505,0.2365098342133737
A061_3,-0.3127364,0.7270554,1.0996085,0.1962873223365104,0.2061241640685505,0.2365098342133737
A061_4,-0.5812956,-0.38772622,-1.1260257,0.1962873223365104,0.2061241640685505,0.2365098342133737
A062_1,2.011653,-0.62250435,1.426989,0.1962873223365104,0.2061241640685505,0.2365098342133737
A062_2,-0.35419762,0.71979195,-0.25618497,0.1962873223365104,0.2061241640685505,0.2365098342133737
A062_3,-0.97456145,-0.2396038,-1.3890283,0.1962873223365104,0.2061241640685505,0.2365098342133737
A062_4,-1.426174,-1.1185472,-0.4313116,0.1962873223365104,0.2061241640685505,0.2365098342133737
A063_1,1.0972812,1.5583135,0.88058853,0.1962873223365104,0.2061241640685505,0.2365098342133737
A063_2,0.82705617,0.57301795,0.5718746,0.1962873223365104,0.2061241640685505,0.2365098342133737
A063_3,0.27556694,-1.0391557,0.46969423,0.1962873223365104,0.2061241640685505,0.2365098342133737
A063_4,-0.8945666,-0.44467676,-1.0795428,0.1962873223365104,0.2061241640685505,0.2365098342133737
A064_1,1.2642903,-0.033955097,1.2385576,0.1962873223365104,0.2061241640685505,0.2365098342133737
A064_2,0.73144156,0.8330822,1.0896745,0.1962873223365104,0.2061241640685505,0.2365098342133737
A064_3,0.31989926,0.5105676,0.18757819,0.1962873223365104,0.2061241640685505,0.2365098342133737
A064_4,-0.92497724,-0.44249845,-0.9012457,0.1962873223365104,0.2061241640685505,0.2365098342133737
A065_1,-1.3171538,-1.2773031,-1.4102844,0.1962873223365104,0.2061241640685505,0.2365098342133737
A065_2,0.06738905,0.064162605,-0.40561426,0.1962873223365104,0.2061241640685505,0.2365098342133737
A065_3,-1.744844,-1.6138492,-0.853348,0.1962873223365104,0.2061241640685505,0.2365098342133737
A065_4,-2.1507194,-1.7445728,-1.6086773,0.1962873223365104,0.2061241640685505,0.2365098342133737
A066_1,0.52085555,-0.34936783,0.4867137,0.1962873223365104,0.2061241640685505,0.2365098342133737
A066_2,-0.2666786,-0.483148,-0.2187631,0.1962873223365104,0.2061241640685505,0.2365098342133737
A066_3,-0.3462124,-0.86631346,-1.323239,0.1962873223365104,0.2061241640685505,0.2365098342133737
A066_4,-0.95671576,-0.760719,-0.94659406,0.1962873223365104,0.2061241640685505,0.2365098342133737
A067_1,0.43133983,-0.35323784,0.18231152,0.1962873223365104,0.2061241640685505,0.2365098342133737
A067_2,-1.2040907,-0.94394547,-1.2220749,0.1962873223365104,0.2061241640685505,0.2365098342133737
A067_3,-1.468142,-0.8267787,-1.3802273,0.1962873223365104,0.2061241640685505,0.2365098342133737
A067_4,-1.2924346,-1.2339065,-1.1612169,0.1962873223365104,0.2061241640685505,0.2365098342133737
A068_1,1.1973321,1.0260569,1.1782216,0.1962873223365104,0.2061241640685505,0.2365098342133737
A068_2,-0.06428234,0.42495334,-0.56203043,0.1962873223365104,0.2061241640685505,0.2365098342133737
A068_3,0.9597233,-0.061965823,0.865,0.1962873223365104,0.2061241640685505,0.2365098342133737
A068_4,-0.6880742,-0.30442154,-0.85649955,0.1962873223365104,0.2061241640685505,0.2365098342133737
A069_1,-0.8337596,-0.7663394,-0.5619881,0.1962873223365104,0.2061241640685505,0.2365098342133737
A069_2,-1.1064484,-0.6725282,-1.1514472,0.1962873223365104,0.2061241640685505,0.2365098342133737
A069_3,0.24429336,-1.5109428,-0.36797193,0.1962873223365104,0.2061241640685505,0.2365098342133737
A069_4,-0.91262,-1.3962642,-1.3764908,0.1962873223365104,0.2061241640685505,0.2365098342133737
A070_1,0.56656337,-0.10258464,-0.4836087,0.1962873223365104,0.2061241640685505,0.2365098342133737
A070_2,0.67100656,-0.30106032,0.379365,0.1962873223365104,0.2061241640685505,0.2365098342133737
A070_3,-0.3166986,-0.8559272,-1.0311381,0.1962873223365104,0.2061241640685505,0.2365098342133737
A070_4,-0.90343934,-0.83665365,-0.76778597,0.1962873223365104,0.2061241640685505,0.2365098342133737
A071_1,0.70789874,1.2530835,-0.20029435,0.1962873223365104,0.2061241640685505,0.2365098342133737
A071_2,0.873699,0.3583971,-0.14540964,0.1962873223365104,0.2061241640685505,0.2365098342133737
A071_3,0.14909524,-1.6629909,-0.8588146,0.1962873223365104,0.2061241640685505,0.2365098342133737
A071_4,0.23359789,-0.12990214,0.5588658,0.1962873223365104,0.2061241640685505,0.2365098342133737
A072_1,0.87721634,-0.112263314,0.889561,0.1962873223365104,0.2061241640685505,0.2365098342133737
A072_2,1.1064863,1.1146743,0.5737382,0.1962873223365104,0.2061241640685505,0.2365098342133737
A072_3,-0.6392919,-0.5818319,-1.2315675,0.1962873223365104,0.2061241640685505,0.2365098342133737
A072_4,0.11632397,0.19786991,-0.19525106,0.1962873223365104,0.2061241640685505,0.2365098342133737
A073_1,0.54635656,1.5546312,0.7696608,0.1962873223365104,0.2061241640685505,0.2365098342133737
A073_2,0.29271653,-0.46244034,0.19954424,0.1962873223365104,0.2061241640685505,0.2365098342133737
A073_3,0.8597459,0.36895004,0.96659833,0.1962873223365104,0.2061241640685505,0.2365098342133737
A073_4,1.1421618,0.29205632,1.1789728,0.1962873223365104,0.2061241640685505,0.2365098342133737
A074_1,1.0982429,0.18547921,0.94610184,0.1962873223365104,0.2061241640685505,0.2365098342133737
A074_2,-0.03720683,0.35892135,-0.17883097,0.1962873223365104,0.2061241640685505,0.2365098342133737
A074_3,-1.5277796,-0.61961347,0.50796634,0.1962873223365104,0.2061241640685505,0.2365098342133737
A074_4,-1.2861127,1.3346335,-1.0765446,0.1962873223365104,0.2061241640685505,0.2365098342133737
A075_1,0.6850163,0.6350618,0.35597882,0.1962873223365104,0.2061241640685505,0.2365098342133737
A075_2,0.12656468,1.2109066,0.19050995,0.1962873223365104,0.2061241640685505,0.2365098342133737
A075_3,-0.48466563,-1.8487816,-1.3870107,0.1962873223365104,0.2061241640685505,0.2365098342133737
A075_4,-0.8273441,-0.0404494,-1.1910133,0.1962873223365104,0.2061241640685505,0.2365098342133737
A076_1,0.4877052,0.04747704,-0.055492114,0.1962873223365104,0.2061241640685505,0.2365098342133737
A076_2,-1.0494858,-0.67410386,-1.0282166,0.1962873223365104,0.2061241640685505,0.2365098342133737
A076_3,-1.029358,-1.2256078,-1.1447643,0.1962873223365104,0.2061241640685505,0.2365098342133737
A076_4,-1.714471,-1.1056327,-1.4897717,0.1962873223365104,0.2061241640685505,0.2365098342133737
A077_1,1.1772299,-0.44953594,1.0832057,0.1962873223365104,0.2061241640685505,0.2365098342133737
A077_2,-0.79948527,-0.08587926,0.5481428,0.1962873223365104,0.2061241640685505,0.2365098342133737
A077_3,0.18209952,0.77865267,-0.6028231,0.1962873223365104,0.2061241640685505,0.2365098342133737
