predictor,beta,se,t_stat,sr2,ci_lower,ci_upper,p_uncorrected,p_bonferroni,p_fdr
dass_dep,-0.02117583745570243,0.025918925612237388,-0.8170029025317488,0.006684763584308806,-0.07586742057805719,0.0315965565355946,0.4160605784941893,0.4160605784941893,0.624090867741284
dass_anx,0.04288310305659697,0.03961531453486518,1.082488011520288,0.011103490101592062,-0.029567391494283172,0.1277001653370606,0.2818958064437635,0.2818958064437635,0.624090867741284
dass_str,0.013593800852126643,0.03095442063931954,0.4391553959455876,0.0017093833575163586,-0.04683246649516864,0.06585212658575568,0.6615899613756266,0.6615899613756266,0.6615899613756266
