metric,mean,std,ci_lower,ci_upper
train_r2,0.09904215730291141,0.031367398939396766,0.07154741987101979,0.12653689473480303
train_rmse,0.6140225161087525,0.02890786700748213,0.5886836534691571,0.6393613787483479
train_mae,0.5029872822032226,0.021420975903587963,0.48421096896341803,0.5217635954430272
test_r2,-0.1708498619453795,0.28897200991376065,-0.42414499658804894,0.08244527269728996
test_rmse,0.6503497106361043,0.10145055082221634,0.5614243820627413,0.7392750392094672
test_mae,0.5385970782696696,0.09716740801449371,0.45342608989866623,0.623768066640673
