predictor,VIF,condition_number,breusch_pagan_p,durbin_watson
age,1.2291484969177449,266.26347741317085,0.07370347605301329,1.6535421625766402
nart_score,1.1337195357934435,266.26347741317085,0.07370347605301329,1.6535421625766402
dass_dep,1.716555115269352,266.26347741317085,0.07370347605301329,1.6535421625766402
dass_anx,2.1381499936070676,266.26347741317085,0.07370347605301329,1.6535421625766402
dass_str,2.9522570621450877,266.26347741317085,0.07370347605301329,1.6535421625766402
