model_name,AIC,delta_AIC,AIC_weight,converged
Log,2523.361645381714,0.0,0.9168112790800681,True
Lin+Log,2528.391528347158,5.029882965443903,0.07414036833597985,True
Quad+Log,2532.7743656612274,9.41272027951345,0.008285785935068554,True
Quadratic,2537.545579411404,14.183934029690136,0.0007625666486165192,True
Linear,2581.091474510831,57.729829129117206,2.6693580530316075e-13,True
