composite_ID,z_theta_common,z_theta_congruent,z_theta_incongruent,z_ctt_full_common,z_ctt_full_congruent,z_ctt_full_incongruent,z_ctt_purified_common,z_ctt_purified_congruent,z_ctt_purified_incongruent,TSVR_hours
A010_1,1.8760889453356318,2.652798363197243,2.158758934758419,2.2576359457843638,2.026997589800901,1.9041853343909307,1.7339676003826594,2.0111836870458735,1.4502892555980111,1.0
A010_2,0.47687382322352995,0.4672211633228182,-0.028564089825180387,0.3133320507729868,1.025216060996291,0.031216153022802853,0.4411678983266233,0.8696239214410805,-0.031109371161959724,21.9
A010_3,-0.9947005159066761,-0.4781083050959913,-0.936377389333003,-1.032724491927197,0.45276947310794174,-1.3735107330032934,-1.659631617514436,-0.10885587764874287,-0.6236688218659477,80.88
A010_4,-0.16695249694662406,0.3302081237424272,1.1680800453963867,-0.06057254442150897,-0.2627887617524941,1.5139834216059038,-0.4476318968369017,0.054224088866227683,1.746568980950006,145.31
A011_1,0.6488541702013768,0.8225747706216081,1.077541026553136,0.7620175650063814,0.5243252965939851,1.9041853343909307,0.764367823840632,0.6250039716686243,1.5490491640486754,1.0
A011_2,0.8931785751842926,-0.7571214125517655,-0.190632385921243,1.9585122696287667,0.16654617916376757,1.0457411262638718,1.4107676748686502,-0.10885587764874287,0.1664104457393701,24.57
A011_3,-0.7568731330079166,0.054508040058352435,-0.5041737211718679,0.16377021269518832,0.023434532191680086,-0.59310690743324,-0.36683191545839916,-0.27193584416371275,0.0676505372887052,72.55
A011_4,-0.7496331556565122,-0.6043198654665353,-0.39038161749416717,-0.4344771396160039,-0.11967711478040739,-0.9833088202182666,-0.36683191545839916,-0.5980957771936538,-1.0187084556686066,148.85
A012_1,0.5672512628652158,0.6461645494162287,0.8021685831550477,0.16377021269518832,1.8838859428288144,1.2018218913778829,0.11796797281261388,1.1957838544710215,1.3515293471473462,1.0
A012_2,-0.2960415677843117,-0.279361263733263,0.02904798097932578,-0.4344771396160039,0.23810200264981093,0.10925653557980791,-0.8516318037294136,-0.10885587764874287,-0.6236688218659477,25.6
A012_3,0.7754980115909743,-0.0392332344376982,1.2827730830827486,0.5376748078896841,-0.5490120556966691,0.8896603611498609,0.5219678797051251,-0.5980957771936538,1.3515293471473462,166.33
A012_4,0.07130389303368743,-1.1979916787428735,-1.3987403649185473,-0.7336008157716005,-0.8352353496408432,-0.827228055104256,-0.04363198994439047,-0.7611757437086244,-1.2162282725699363,166.87
A013_1,-1.213377869439134,0.6343350783034659,-0.20372724543651263,-1.182286330004995,1.3829951784265084,0.7335795960358508,-1.659631617514436,1.1142438712135359,-0.031109371161959724,1.0
A013_2,-0.5607844971240893,-1.203148276131274,-0.7920192931928155,0.08898929365628949,-0.8352353496408432,0.4214180658078289,0.5219678797051251,-1.4134956097685063,-0.228629188063289,24.77
A013_3,0.755467964701553,1.6202593465184125,1.3900470505214164,-0.21013438249930666,0.7389927670521159,0.8896603611498609,0.03716799143411204,1.1957838544710215,1.154009530246017,79.66
