composite_ID,ctt_purified_common,ctt_purified_congruent,ctt_purified_incongruent
A018_1,0.7368421052631579,0.9166666666666666,0.5961538461538461
A018_2,0.7105263157894737,0.5694444444444444,0.8461538461538461
A018_3,0.39473684210526316,0.6666666666666666,0.4807692307692308
A018_4,0.7236842105263158,0.5138888888888888,0.5192307692307693
A019_1,0.5526315789473685,0.5555555555555556,0.5576923076923077
A019_2,0.5263157894736842,0.625,0.3076923076923077
A019_3,0.42105263157894735,0.6388888888888888,0.6346153846153846
A019_4,0.6578947368421053,0.3333333333333333,0.40384615384615385
A020_1,0.631578947368421,0.75,0.4230769230769231
A020_2,0.6710526315789473,0.5138888888888888,0.5
A020_3,0.7368421052631579,0.2777777777777778,0.28846153846153844
A020_4,0.21052631578947367,0.2777777777777778,0.36538461538461536
A021_1,0.7631578947368421,1.0,0.7692307692307693
A021_2,0.6052631578947368,0.75,0.75
A021_3,0.8157894736842105,0.6944444444444444,0.5384615384615384
A021_4,0.6710526315789473,0.5972222222222222,0.7692307692307693
A022_1,0.4868421052631579,0.8333333333333334,0.8076923076923077
A022_2,0.618421052631579,0.6805555555555556,0.7115384615384616
A022_3,0.5526315789473685,0.8888888888888888,0.7115384615384616
A022_4,0.6842105263157895,0.7638888888888888,0.6538461538461539
A023_1,0.6447368421052632,0.5277777777777778,0.8076923076923077
A023_2,0.6052631578947368,0.6388888888888888,0.5769230769230769
A023_3,0.6578947368421053,0.7083333333333334,0.5192307692307693
A023_4,0.75,0.7777777777777778,0.3269230769230769
A024_1,0.631578947368421,0.7638888888888888,0.6153846153846154
A024_2,0.5526315789473685,0.6527777777777778,0.6538461538461539
A024_3,0.5657894736842105,0.7222222222222222,0.34615384615384615
A024_4,0.4473684210526316,0.375,0.2692307692307692
A025_1,0.8947368421052632,0.7222222222222222,0.6730769230769231
A025_2,0.868421052631579,0.8888888888888888,0.9230769230769231
A025_3,0.5394736842105263,0.8055555555555556,0.36538461538461536
A025_4,0.5,0.5,0.2692307692307692
A026_1,0.6842105263157895,0.8333333333333334,0.7692307692307693
A026_2,0.4605263157894737,0.7222222222222222,0.5769230769230769
A026_3,0.75,0.8055555555555556,0.7307692307692307
A026_4,0.75,0.75,0.25
A027_1,0.5789473684210527,0.6111111111111112,0.7307692307692307
A027_2,0.618421052631579,0.8888888888888888,0.6923076923076923
A027_3,0.7368421052631579,0.3055555555555556,0.4423076923076923
A027_4,0.6052631578947368,0.7083333333333334,0.5
A028_1,0.7763157894736842,0.9305555555555556,0.8846153846153846
A028_2,0.7631578947368421,0.3888888888888889,0.8269230769230769
A028_3,0.4473684210526316,0.6388888888888888,0.8461538461538461
A028_4,0.5394736842105263,0.6666666666666666,0.3269230769230769
A029_1,0.9210526315789473,0.8888888888888888,0.9230769230769231
A029_2,0.6710526315789473,0.5,0.8461538461538461
A029_3,0.7105263157894737,0.8611111111111112,0.7692307692307693
A029_4,0.8157894736842105,0.8055555555555556,0.7307692307692307
A030_1,0.5394736842105263,0.7083333333333334,0.6153846153846154
A030_2,0.6578947368421053,0.7777777777777778,0.8461538461538461
A030_3,0.5131578947368421,0.7222222222222222,0.6730769230769231
A030_4,0.6973684210526315,0.6944444444444444,0.7307692307692307
A031_1,0.868421052631579,0.7777777777777778,1.0
A031_2,0.7631578947368421,0.6527777777777778,0.34615384615384615
A031_3,0.7631578947368421,0.4722222222222222,0.36538461538461536
A031_4,0.4605263157894737,0.5972222222222222,0.28846153846153844
A032_1,0.7631578947368421,0.5277777777777778,0.6923076923076923
A032_2,0.5394736842105263,0.8888888888888888,0.23076923076923078
A032_3,0.6052631578947368,0.8611111111111112,0.6346153846153846
A032_4,0.7763157894736842,0.7916666666666666,0.9230769230769231
A033_1,0.6578947368421053,0.5555555555555556,0.6153846153846154
A033_2,0.5,0.7777777777777778,0.5384615384615384
A033_3,0.7631578947368421,0.75,0.5769230769230769
A033_4,0.618421052631579,0.7222222222222222,0.6346153846153846
A034_1,0.8421052631578947,0.875,0.7884615384615384
A034_2,0.8157894736842105,0.7777777777777778,0.8076923076923077
A034_3,0.5526315789473685,0.5555555555555556,0.7692307692307693
A034_4,0.5921052631578947,0.7777777777777778,0.5384615384615384
A035_1,0.39473684210526316,0.4722222222222222,0.5384615384615384
A035_2,0.8157894736842105,0.7222222222222222,0.5769230769230769
A035_3,0.5263157894736842,0.6944444444444444,0.4230769230769231
A035_4,0.3684210526315789,0.5277777777777778,0.5384615384615384
A036_1,0.7368421052631579,0.9166666666666666,0.75
A036_2,0.6052631578947368,0.5694444444444444,0.6538461538461539
A036_3,0.5921052631578947,0.6666666666666666,0.4230769230769231
A036_4,0.42105263157894735,0.6111111111111112,0.4423076923076923
A037_1,1.0,0.6527777777777778,0.6538461538461539
A037_2,0.8157894736842105,0.8472222222222222,0.7884615384615384
A037_3,0.5789473684210527,0.8194444444444444,0.6730769230769231
A037_4,0.7368421052631579,0.5833333333333334,0.46153846153846156
A038_1,0.7894736842105263,0.7777777777777778,0.8653846153846154
A038_2,0.7894736842105263,0.6388888888888888,0.4423076923076923
A038_3,0.7894736842105263,0.5,0.8461538461538461
A038_4,0.7368421052631579,0.7083333333333334,0.3076923076923077
A039_1,0.8421052631578947,0.8472222222222222,1.0
A039_2,0.8947368421052632,0.8333333333333334,0.6538461538461539
A039_3,0.5526315789473685,0.6111111111111112,0.8653846153846154
A039_4,0.5789473684210527,0.7638888888888888,0.9230769230769231
A040_1,0.19736842105263158,0.7638888888888888,0.6730769230769231
A040_2,0.5526315789473685,0.6527777777777778,0.7307692307692307
A040_3,0.4473684210526316,0.4861111111111111,0.19230769230769232
A040_4,0.4473684210526316,0.5416666666666666,0.17307692307692307
A041_1,0.8026315789473685,0.9166666666666666,0.7307692307692307
A041_2,0.47368421052631576,0.5416666666666666,0.5769230769230769
A041_3,0.4473684210526316,0.9444444444444444,0.6923076923076923
A041_4,0.5526315789473685,0.4444444444444444,0.8846153846153846
A042_1,0.40789473684210525,0.5277777777777778,0.46153846153846156
A042_2,0.4473684210526316,0.625,0.4423076923076923
A042_3,0.5131578947368421,0.4583333333333333,0.6153846153846154
A042_4,0.5131578947368421,0.4722222222222222,0.4230769230769231
A043_1,0.7894736842105263,0.75,0.7115384615384616
A043_2,0.6578947368421053,0.7777777777777778,0.6153846153846154
A043_3,0.8157894736842105,0.6805555555555556,0.6153846153846154
A043_4,0.42105263157894735,0.7222222222222222,0.5192307692307693
A044_1,0.5921052631578947,0.6111111111111112,0.40384615384615385
A044_2,0.6578947368421053,0.6111111111111112,0.3269230769230769
A044_3,0.42105263157894735,0.5138888888888888,0.3076923076923077
A044_4,0.5263157894736842,0.5138888888888888,0.3269230769230769
A045_1,0.34210526315789475,0.9166666666666666,0.3269230769230769
A045_2,0.7236842105263158,0.5833333333333334,0.19230769230769232
A045_3,0.631578947368421,0.3055555555555556,0.4807692307692308
A045_4,0.47368421052631576,0.4305555555555556,0.40384615384615385
A046_1,0.35526315789473684,0.6666666666666666,0.5384615384615384
A046_2,0.47368421052631576,0.4444444444444444,0.25
A046_3,0.47368421052631576,0.3055555555555556,0.3076923076923077
A046_4,0.23684210526315788,0.5,0.46153846153846156
A047_1,0.6842105263157895,0.3888888888888889,0.4423076923076923
A047_2,0.6842105263157895,0.5833333333333334,0.46153846153846156
A047_3,0.42105263157894735,0.75,0.21153846153846154
A047_4,0.42105263157894735,0.5,0.4230769230769231
A048_1,0.8552631578947368,0.875,0.8461538461538461
A048_2,0.5,0.8611111111111112,0.5384615384615384
A048_3,0.5789473684210527,0.8055555555555556,0.5
A048_4,0.8421052631578947,0.5694444444444444,0.5576923076923077
A049_1,1.0,1.0,0.6923076923076923
A049_2,0.5526315789473685,0.7638888888888888,0.46153846153846156
A049_3,0.631578947368421,0.7777777777777778,0.5961538461538461
A049_4,0.6973684210526315,0.8611111111111112,0.5769230769230769
A050_1,0.5921052631578947,0.6527777777777778,0.6538461538461539
A050_2,0.6447368421052632,0.6111111111111112,0.6538461538461539
A050_3,0.4473684210526316,0.3333333333333333,0.5384615384615384
A050_4,0.40789473684210525,0.5555555555555556,0.5769230769230769
A051_1,0.6973684210526315,1.0,0.8076923076923077
A051_2,0.631578947368421,0.5833333333333334,0.6153846153846154
A051_3,0.5921052631578947,0.5833333333333334,0.34615384615384615
A051_4,0.631578947368421,0.5555555555555556,0.5769230769230769
A052_1,0.8157894736842105,0.7638888888888888,0.7692307692307693
A052_2,0.5,0.5833333333333334,0.9615384615384616
A052_3,0.5,0.625,0.7692307692307693
A052_4,0.7631578947368421,0.4166666666666667,0.25
A053_1,0.7763157894736842,0.8333333333333334,0.7884615384615384
A053_2,0.7368421052631579,0.8055555555555556,0.6153846153846154
A053_3,0.4605263157894737,0.7916666666666666,0.34615384615384615
A053_4,0.6842105263157895,0.4166666666666667,0.7692307692307693
A054_1,0.5789473684210527,0.7777777777777778,0.7115384615384616
A054_2,0.8289473684210527,0.8055555555555556,0.5192307692307693
A054_3,0.5526315789473685,0.8611111111111112,0.7692307692307693
A054_4,0.9736842105263158,0.8055555555555556,0.7307692307692307
A055_1,0.4868421052631579,0.6944444444444444,0.6730769230769231
A055_2,0.6973684210526315,0.7638888888888888,0.7115384615384616
A055_3,0.3684210526315789,0.7916666666666666,0.5
A055_4,0.3815789473684211,0.4583333333333333,0.5576923076923077
A056_1,0.618421052631579,0.9166666666666666,0.6923076923076923
A056_2,0.4868421052631579,0.6111111111111112,0.7692307692307693
A056_3,0.7105263157894737,0.5972222222222222,0.4807692307692308
A056_4,0.27631578947368424,0.6111111111111112,0.4230769230769231
A057_1,0.5657894736842105,0.7222222222222222,0.6153846153846154
A057_2,0.5789473684210527,0.375,0.5576923076923077
A057_3,0.4342105263157895,0.6111111111111112,0.5192307692307693
A057_4,0.2894736842105263,0.5833333333333334,0.40384615384615385
A058_1,0.75,0.9722222222222222,0.7115384615384616
A058_2,0.4342105263157895,0.5833333333333334,0.4423076923076923
A058_3,0.6842105263157895,0.3194444444444444,0.7692307692307693
A058_4,0.5657894736842105,0.5416666666666666,0.4423076923076923
A059_1,0.8157894736842105,0.6944444444444444,0.8076923076923077
A059_2,0.8552631578947368,0.6527777777777778,0.8076923076923077
A059_3,0.9210526315789473,0.7222222222222222,0.8076923076923077
A059_4,0.6052631578947368,0.8055555555555556,0.5384615384615384
A060_1,0.5131578947368421,0.8472222222222222,0.5192307692307693
A060_2,0.8947368421052632,0.6111111111111112,0.8076923076923077
A060_3,0.6052631578947368,0.8333333333333334,0.5384615384615384
A060_4,0.6447368421052632,0.625,0.7307692307692307
A061_1,0.8421052631578947,1.0,1.0
A061_2,0.8947368421052632,0.5138888888888888,0.8653846153846154
A061_3,0.47368421052631576,0.6666666666666666,0.9615384615384616
A061_4,0.5657894736842105,0.75,0.3076923076923077
A062_1,0.9736842105263158,0.4722222222222222,0.9230769230769231
A062_2,0.5789473684210527,0.8055555555555556,0.46153846153846156
A062_3,0.39473684210526316,0.5277777777777778,0.3076923076923077
A062_4,0.35526315789473684,0.4444444444444444,0.4230769230769231
A063_1,0.8421052631578947,0.875,0.7307692307692307
A063_2,0.6842105263157895,0.6944444444444444,0.6538461538461539
A063_3,0.6578947368421053,0.4722222222222222,0.5576923076923077
A063_4,0.5131578947368421,0.75,0.3076923076923077
A064_1,0.9736842105263158,0.6944444444444444,0.7692307692307693
A064_2,0.7105263157894737,0.8333333333333334,0.7692307692307693
A064_3,0.6578947368421053,0.75,0.5769230769230769
A064_4,0.5394736842105263,0.6111111111111112,0.3076923076923077
A065_1,0.39473684210526316,0.4722222222222222,0.23076923076923078
A065_2,0.618421052631579,0.6805555555555556,0.4423076923076923
A065_3,0.2894736842105263,0.2638888888888889,0.5192307692307693
A065_4,0.23684210526315788,0.2638888888888889,0.15384615384615385
A066_1,0.6578947368421053,0.6527777777777778,0.6346153846153846
A066_2,0.6447368421052632,0.4027777777777778,0.6153846153846154
A066_3,0.5789473684210527,0.6666666666666666,0.3269230769230769
A066_4,0.4342105263157895,0.4722222222222222,0.34615384615384615
A067_1,0.6578947368421053,0.5277777777777778,0.6923076923076923
A067_2,0.47368421052631576,0.6944444444444444,0.28846153846153844
A067_3,0.34210526315789475,0.5277777777777778,0.34615384615384615
A067_4,0.39473684210526316,0.3472222222222222,0.4423076923076923
A068_1,0.8421052631578947,0.8333333333333334,0.8461538461538461
A068_2,0.5657894736842105,0.8472222222222222,0.4230769230769231
A068_3,0.7368421052631579,0.6388888888888888,0.6923076923076923
A068_4,0.631578947368421,0.5,0.46153846153846156
A069_1,0.5131578947368421,0.4305555555555556,0.4807692307692308
A069_2,0.4342105263157895,0.4444444444444444,0.28846153846153844
A069_3,0.8421052631578947,0.3472222222222222,0.5192307692307693
A069_4,0.47368421052631576,0.3888888888888889,0.3269230769230769
A070_1,0.7105263157894737,0.8194444444444444,0.4807692307692308
A070_2,0.75,0.4861111111111111,0.5769230769230769
A070_3,0.7105263157894737,0.5277777777777778,0.2692307692307692
A070_4,0.4342105263157895,0.5277777777777778,0.5769230769230769
A071_1,0.631578947368421,0.9166666666666666,0.46153846153846156
A071_2,0.8157894736842105,0.6944444444444444,0.5
A071_3,0.6973684210526315,0.2916666666666667,0.36538461538461536
A071_4,0.4605263157894737,0.5,0.7307692307692307
A072_1,0.7368421052631579,0.6944444444444444,0.8076923076923077
A072_2,0.7894736842105263,0.7222222222222222,0.75
A072_3,0.7368421052631579,0.6527777777777778,0.3269230769230769
A072_4,0.6578947368421053,0.5833333333333334,0.7307692307692307
A073_1,0.5394736842105263,0.875,0.6153846153846154
A073_2,0.5263157894736842,0.6666666666666666,0.5384615384615384
A073_3,0.7368421052631579,0.6944444444444444,0.7307692307692307
A073_4,0.7894736842105263,0.5833333333333334,0.8461538461538461
A074_1,0.8421052631578947,0.6388888888888888,0.8461538461538461
A074_2,0.5131578947368421,0.7777777777777778,0.5769230769230769
A074_3,0.2631578947368421,0.6666666666666666,0.7692307692307693
A074_4,0.3684210526315789,0.9722222222222222,0.3076923076923077
A075_1,0.7368421052631579,0.6944444444444444,0.5384615384615384
A075_2,0.6052631578947368,0.9027777777777778,0.5
A075_3,0.618421052631579,0.2638888888888889,0.28846153846153844
A075_4,0.4473684210526316,0.6111111111111112,0.28846153846153844
A076_1,0.6447368421052632,0.6388888888888888,0.40384615384615385
A076_2,0.42105263157894735,0.6111111111111112,0.4230769230769231
A076_3,0.34210526315789475,0.4722222222222222,0.2692307692307692
A076_4,0.4605263157894737,0.4166666666666667,0.23076923076923078
A077_1,0.8552631578947368,0.6111111111111112,0.7692307692307693
A077_2,0.4605263157894737,0.7222222222222222,0.6923076923076923
A077_3,0.5263157894736842,0.8333333333333334,0.36538461538461536
A077_4,0.4342105263157895,0.7777777777777778,0.8076923076923077
A078_1,0.5,0.6527777777777778,0.5
A078_2,0.5921052631578947,0.7916666666666666,0.46153846153846156
A078_3,0.5,0.5277777777777778,0.5384615384615384
A078_4,0.39473684210526316,0.5416666666666666,0.5
A079_1,0.42105263157894735,0.8472222222222222,0.9230769230769231
A079_2,0.5921052631578947,0.6944444444444444,0.6153846153846154
A079_3,0.47368421052631576,0.8888888888888888,0.3076923076923077
A079_4,0.4342105263157895,0.5138888888888888,0.38461538461538464
A080_1,0.7763157894736842,0.7361111111111112,0.5769230769230769
A080_2,0.7368421052631579,0.9444444444444444,0.4423076923076923
A080_3,0.631578947368421,0.6111111111111112,0.6153846153846154
A080_4,0.7631578947368421,0.16666666666666666,0.5192307692307693
A081_1,0.4868421052631579,0.7361111111111112,0.6538461538461539
A081_2,0.5789473684210527,0.8888888888888888,0.4807692307692308
A081_3,0.7236842105263158,0.6944444444444444,0.8076923076923077
A081_4,0.631578947368421,0.5833333333333334,0.7307692307692307
A082_1,0.631578947368421,0.6666666666666666,0.6346153846153846
A082_2,0.7631578947368421,0.8055555555555556,0.8653846153846154
A082_3,0.5789473684210527,0.6944444444444444,0.7307692307692307
A082_4,0.5921052631578947,0.8055555555555556,0.36538461538461536
A083_1,0.7894736842105263,0.7777777777777778,1.0
A083_2,0.5394736842105263,0.75,0.7115384615384616
A083_3,0.5657894736842105,0.5972222222222222,0.6153846153846154
A083_4,0.5526315789473685,0.7222222222222222,0.7307692307692307
A084_1,0.8157894736842105,0.7638888888888888,0.6153846153846154
A084_2,0.5131578947368421,0.7222222222222222,0.46153846153846156
A084_3,0.618421052631579,0.8888888888888888,0.4807692307692308
A084_4,0.35526315789473684,0.8888888888888888,0.6923076923076923
A085_1,0.6447368421052632,0.5555555555555556,0.46153846153846156
A085_2,0.47368421052631576,0.9444444444444444,0.6923076923076923
A085_3,0.7631578947368421,0.8055555555555556,0.38461538461538464
A085_4,0.47368421052631576,0.6111111111111112,0.25
A086_1,0.7368421052631579,0.8611111111111112,0.5192307692307693
A086_2,0.631578947368421,0.6111111111111112,0.6153846153846154
A086_3,0.3684210526315789,0.4583333333333333,0.25
A086_4,0.6578947368421053,0.3888888888888889,0.25
A087_1,0.9473684210526315,0.8611111111111112,0.6538461538461539
A087_2,0.8026315789473685,0.8888888888888888,0.6538461538461539
A087_3,0.6447368421052632,0.6666666666666666,0.7307692307692307
A087_4,0.8157894736842105,0.6111111111111112,0.4423076923076923
A088_1,0.8157894736842105,0.6944444444444444,0.8846153846153846
A088_2,0.9473684210526315,0.9166666666666666,0.8653846153846154
A088_3,0.868421052631579,0.6944444444444444,0.7884615384615384
A088_4,1.0,0.5833333333333334,1.0
A089_1,0.7368421052631579,0.8888888888888888,0.8076923076923077
A089_2,0.7631578947368421,0.9722222222222222,0.5576923076923077
A089_3,0.6842105263157895,0.6388888888888888,0.6730769230769231
A089_4,0.6052631578947368,0.6666666666666666,0.7692307692307693
A090_1,0.7631578947368421,0.6805555555555556,0.5
A090_2,0.6578947368421053,0.5972222222222222,0.40384615384615385
A090_3,0.3026315789473684,0.4583333333333333,0.5576923076923077
A090_4,0.5526315789473685,0.5,0.5192307692307693
A091_1,0.5526315789473685,0.6111111111111112,0.8653846153846154
A091_2,0.7236842105263158,0.6111111111111112,0.5384615384615384
A091_3,0.39473684210526316,0.6944444444444444,0.40384615384615385
A091_4,0.5526315789473685,0.3611111111111111,0.6730769230769231
A092_1,0.5789473684210527,0.4722222222222222,0.6538461538461539
A092_2,0.3157894736842105,0.8055555555555556,0.38461538461538464
A092_3,0.4342105263157895,0.3194444444444444,0.6153846153846154
A092_4,0.5,0.5833333333333334,0.46153846153846156
A093_1,0.8157894736842105,0.6388888888888888,0.5384615384615384
A093_2,0.6842105263157895,0.8333333333333334,0.7692307692307693
A093_3,0.6052631578947368,0.9166666666666666,0.6153846153846154
A093_4,0.7236842105263158,0.4861111111111111,0.7692307692307693
A094_1,0.4473684210526316,0.4444444444444444,0.36538461538461536
A094_2,0.5789473684210527,0.5,0.5384615384615384
A094_3,0.4605263157894737,0.5277777777777778,0.25
A094_4,0.40789473684210525,0.6944444444444444,0.34615384615384615
A095_1,0.8289473684210527,0.8611111111111112,0.8461538461538461
A095_2,0.5789473684210527,0.7222222222222222,0.5769230769230769
A095_3,0.6842105263157895,0.2916666666666667,0.6346153846153846
A095_4,0.5921052631578947,0.5277777777777778,0.5769230769230769
A096_1,0.5921052631578947,0.6388888888888888,0.3269230769230769
A096_2,0.3815789473684211,0.5972222222222222,0.4230769230769231
A096_3,0.2894736842105263,0.3333333333333333,0.2692307692307692
A096_4,0.2894736842105263,0.6388888888888888,0.17307692307692307
A097_1,0.4473684210526316,0.8194444444444444,0.6730769230769231
A097_2,0.5657894736842105,0.625,0.46153846153846156
A097_3,0.6578947368421053,0.4444444444444444,0.75
A097_4,0.7368421052631579,0.5694444444444444,0.34615384615384615
A098_1,0.5526315789473685,0.7777777777777778,0.7692307692307693
A098_2,0.5921052631578947,0.5555555555555556,0.6538461538461539
A098_3,0.6842105263157895,0.6805555555555556,0.8461538461538461
A098_4,0.4605263157894737,0.6388888888888888,0.36538461538461536
A099_1,0.631578947368421,0.7916666666666666,0.8846153846153846
A099_2,0.8421052631578947,0.75,0.6923076923076923
A099_3,0.7368421052631579,0.6388888888888888,0.7692307692307693
A099_4,0.631578947368421,0.9722222222222222,0.8846153846153846
A100_1,0.8289473684210527,0.4166666666666667,0.6538461538461539
A100_2,0.8289473684210527,0.8611111111111112,0.9230769230769231
A100_3,0.4342105263157895,0.8333333333333334,0.6923076923076923
A100_4,0.6578947368421053,0.5,0.7115384615384616
A101_1,0.5,0.5,0.8076923076923077
A101_2,0.4605263157894737,0.6388888888888888,0.5
A101_3,0.4473684210526316,0.375,0.36538461538461536
A101_4,0.3157894736842105,0.4722222222222222,0.4230769230769231
A102_1,0.4342105263157895,0.9444444444444444,0.36538461538461536
A102_2,0.6710526315789473,0.9722222222222222,0.8076923076923077
A102_3,0.40789473684210525,0.7222222222222222,0.6538461538461539
A102_4,0.6973684210526315,0.375,0.7692307692307693
A103_1,0.8157894736842105,0.9722222222222222,0.8269230769230769
A103_2,0.39473684210526316,0.6944444444444444,0.5769230769230769
A103_3,0.2631578947368421,0.8472222222222222,0.3269230769230769
A103_4,0.5921052631578947,0.5416666666666666,0.38461538461538464
A104_1,1.0,0.6111111111111112,0.7692307692307693
A104_2,0.618421052631579,0.7777777777777778,0.6538461538461539
A104_3,0.4868421052631579,0.9027777777777778,0.5576923076923077
A104_4,0.3684210526315789,0.3472222222222222,0.3269230769230769
A105_1,0.6578947368421053,0.75,0.7307692307692307
A105_2,0.7631578947368421,0.7222222222222222,0.6538461538461539
A105_3,0.5789473684210527,0.6944444444444444,0.38461538461538464
A105_4,0.6710526315789473,0.4444444444444444,0.6538461538461539
A106_1,0.8157894736842105,0.9027777777777778,0.8076923076923077
A106_2,0.6842105263157895,0.6666666666666666,0.4423076923076923
A106_3,0.7894736842105263,0.7361111111111112,0.6730769230769231
A106_4,0.8421052631578947,0.7222222222222222,0.6538461538461539
A107_1,0.5526315789473685,0.4583333333333333,0.5192307692307693
A107_2,0.42105263157894735,0.375,0.5192307692307693
A107_3,0.5921052631578947,0.5555555555555556,0.23076923076923078
A107_4,0.42105263157894735,0.4444444444444444,0.46153846153846156
A108_1,0.39473684210526316,0.6388888888888888,0.4807692307692308
A108_2,0.6052631578947368,0.3055555555555556,0.36538461538461536
A108_3,0.7105263157894737,0.75,0.34615384615384615
A108_4,0.34210526315789475,0.5138888888888888,0.3076923076923077
A109_1,0.5657894736842105,0.6388888888888888,0.5769230769230769
A109_2,0.5526315789473685,0.4166666666666667,0.17307692307692307
A109_3,0.5263157894736842,0.7222222222222222,0.5384615384615384
A109_4,0.27631578947368424,0.5416666666666666,0.3269230769230769
