composite_ID,ctt_full_common,ctt_full_congruent,ctt_full_incongruent
A027_4,0.5416666666666666,0.65625,0.46875
A028_1,0.8020833333333334,0.8333333333333334,0.8020833333333334
A028_2,0.6875,0.4791666666666667,0.6145833333333334
A028_3,0.4791666666666667,0.6041666666666666,0.6770833333333334
A028_4,0.5104166666666666,0.7291666666666666,0.4166666666666667
A029_1,0.8333333333333334,0.7708333333333334,0.7083333333333334
A029_2,0.6354166666666666,0.5520833333333334,0.75
A029_3,0.7083333333333334,0.8125,0.625
A029_4,0.7291666666666666,0.6875,0.6354166666666666
A030_1,0.5520833333333334,0.6145833333333334,0.65625
A030_2,0.6875,0.7708333333333334,0.65625
A030_3,0.4895833333333333,0.6458333333333334,0.6354166666666666
A030_4,0.59375,0.6458333333333334,0.6041666666666666
A031_1,0.875,0.75,0.8229166666666666
A031_2,0.6458333333333334,0.65625,0.3333333333333333
A031_3,0.7083333333333334,0.4791666666666667,0.40625
A031_4,0.4479166666666667,0.6145833333333334,0.3854166666666667
A032_1,0.7083333333333334,0.6041666666666666,0.5833333333333334
A032_2,0.4895833333333333,0.6875,0.22916666666666666
A032_3,0.625,0.8333333333333334,0.6145833333333334
A032_4,0.7395833333333334,0.6770833333333334,0.7395833333333334
A033_1,0.5625,0.5833333333333334,0.6145833333333334
A033_2,0.5,0.6875,0.6666666666666666
A033_3,0.6458333333333334,0.5625,0.5833333333333334
A033_4,0.65625,0.6666666666666666,0.625
A034_1,0.8333333333333334,0.90625,0.78125
A034_2,0.7083333333333334,0.6875,0.7291666666666666
A034_3,0.4791666666666667,0.6458333333333334,0.625
A034_4,0.53125,0.6458333333333334,0.4166666666666667
A035_1,0.4583333333333333,0.4895833333333333,0.625
A035_2,0.7083333333333334,0.6458333333333334,0.5208333333333334
A035_3,0.5625,0.6666666666666666,0.4270833333333333
A035_4,0.3958333333333333,0.4895833333333333,0.4270833333333333
A036_1,0.6875,0.90625,0.65625
A036_2,0.5833333333333334,0.5729166666666666,0.5625
A036_3,0.5520833333333334,0.59375,0.4791666666666667
A036_4,0.4375,0.5208333333333334,0.3854166666666667
A037_1,0.875,0.6145833333333334,0.6458333333333334
A037_2,0.8125,0.6979166666666666,0.7395833333333334
A037_3,0.5833333333333334,0.8645833333333334,0.6354166666666666
A037_4,0.6666666666666666,0.4791666666666667,0.4375
A038_1,0.7708333333333334,0.625,0.6145833333333334
A038_2,0.6875,0.7083333333333334,0.3645833333333333
A038_3,0.8125,0.6041666666666666,0.8333333333333334
A038_4,0.6666666666666666,0.65625,0.5
A039_1,0.7916666666666666,0.78125,0.9375
A039_2,0.8125,0.8541666666666666,0.75
A039_3,0.5625,0.6041666666666666,0.7916666666666666
A039_4,0.5625,0.6458333333333334,0.71875
A040_1,0.28125,0.7395833333333334,0.6354166666666666
A040_2,0.5625,0.6354166666666666,0.59375
A040_3,0.4583333333333333,0.53125,0.4375
A040_4,0.4166666666666667,0.4791666666666667,0.23958333333333334
A041_1,0.78125,0.7916666666666666,0.5208333333333334
A041_2,0.5,0.4895833333333333,0.53125
A041_3,0.4166666666666667,0.9166666666666666,0.6041666666666666
A041_4,0.4791666666666667,0.3541666666666667,0.6666666666666666
A042_1,0.4270833333333333,0.5,0.3854166666666667
A042_2,0.4375,0.6145833333333334,0.4479166666666667
A042_3,0.46875,0.4270833333333333,0.5833333333333334
A042_4,0.4895833333333333,0.4375,0.4791666666666667
A043_1,0.6666666666666666,0.75,0.6979166666666666
A043_2,0.6875,0.7708333333333334,0.5625
A043_3,0.7708333333333334,0.71875,0.625
A043_4,0.4166666666666667,0.625,0.6770833333333334
A044_1,0.59375,0.6458333333333334,0.4583333333333333
A044_2,0.6041666666666666,0.5416666666666666,0.3854166666666667
A044_3,0.4166666666666667,0.4895833333333333,0.3854166666666667
A044_4,0.5208333333333334,0.4583333333333333,0.4479166666666667
A045_1,0.3958333333333333,0.9375,0.4583333333333333
A045_2,0.6145833333333334,0.5625,0.3854166666666667
A045_3,0.5833333333333334,0.3541666666666667,0.5104166666666666
A045_4,0.4375,0.3854166666666667,0.53125
A046_1,0.3645833333333333,0.6979166666666666,0.4791666666666667
A046_2,0.4166666666666667,0.4375,0.375
A046_3,0.4375,0.2916666666666667,0.20833333333333334
A046_4,0.22916666666666666,0.3958333333333333,0.4375
A047_1,0.625,0.4166666666666667,0.4583333333333333
A047_2,0.6458333333333334,0.5,0.5208333333333334
A047_3,0.4583333333333333,0.7291666666666666,0.34375
A047_4,0.4166666666666667,0.46875,0.5416666666666666
A048_1,0.78125,0.7604166666666666,0.65625
A048_2,0.4791666666666667,0.7291666666666666,0.5208333333333334
A048_3,0.5208333333333334,0.7708333333333334,0.6875
A048_4,0.7708333333333334,0.6145833333333334,0.5520833333333334
A049_1,0.875,0.9583333333333334,0.6041666666666666
A049_2,0.5,0.6770833333333334,0.3958333333333333
A049_3,0.6666666666666666,0.6666666666666666,0.5416666666666666
A049_4,0.65625,0.7291666666666666,0.6354166666666666
A050_1,0.5520833333333334,0.6041666666666666,0.5833333333333334
A050_2,0.6145833333333334,0.5416666666666666,0.59375
A050_3,0.4375,0.3645833333333333,0.5
A050_4,0.4270833333333333,0.5416666666666666,0.5625
A051_1,0.6354166666666666,0.7916666666666666,0.78125
A051_2,0.6041666666666666,0.625,0.5208333333333334
A051_3,0.6145833333333334,0.6041666666666666,0.375
A051_4,0.6041666666666666,0.5833333333333334,0.5208333333333334
A052_1,0.7916666666666666,0.6979166666666666,0.6458333333333334
A052_2,0.5833333333333334,0.6145833333333334,0.7916666666666666
A052_3,0.4791666666666667,0.5520833333333334,0.5833333333333334
A052_4,0.6666666666666666,0.40625,0.2708333333333333
A053_1,0.8020833333333334,0.6875,0.59375
A053_2,0.6666666666666666,0.7916666666666666,0.5833333333333334
A053_3,0.4479166666666667,0.6770833333333334,0.3958333333333333
A053_4,0.5833333333333334,0.4166666666666667,0.6666666666666666
A054_1,0.5416666666666666,0.8333333333333334,0.625
A054_2,0.7604166666666666,0.7083333333333334,0.5208333333333334
A054_3,0.4791666666666667,0.7708333333333334,0.625
A054_4,0.8958333333333334,0.7083333333333334,0.6875
A055_1,0.5729166666666666,0.75,0.7395833333333334
A055_2,0.6354166666666666,0.6979166666666666,0.5520833333333334
A055_3,0.3541666666666667,0.7604166666666666,0.4791666666666667
A055_4,0.34375,0.46875,0.5416666666666666
A056_1,0.5520833333333334,0.75,0.625
A056_2,0.46875,0.6041666666666666,0.5416666666666666
A056_3,0.6666666666666666,0.5416666666666666,0.65625
A056_4,0.3020833333333333,0.5833333333333334,0.4166666666666667
A057_1,0.53125,0.6875,0.5625
A057_2,0.5208333333333334,0.3645833333333333,0.4895833333333333
A057_3,0.40625,0.5416666666666666,0.4479166666666667
A057_4,0.3541666666666667,0.4791666666666667,0.3229166666666667
A058_1,0.6979166666666666,0.7708333333333334,0.6354166666666666
A058_2,0.46875,0.5416666666666666,0.53125
A058_3,0.625,0.3854166666666667,0.7083333333333334
A058_4,0.4895833333333333,0.5729166666666666,0.3645833333333333
A059_1,0.7708333333333334,0.7291666666666666,0.75
A059_2,0.8645833333333334,0.6354166666666666,0.6875
A059_3,0.7916666666666666,0.59375,0.6354166666666666
A059_4,0.5208333333333334,0.78125,0.5833333333333334
A060_1,0.46875,0.8333333333333334,0.6041666666666666
A060_2,0.75,0.6458333333333334,0.7083333333333334
A060_3,0.5416666666666666,0.75,0.5625
A060_4,0.5729166666666666,0.5729166666666666,0.6458333333333334
A061_1,0.875,0.9375,0.9270833333333334
A061_2,0.8333333333333334,0.5729166666666666,0.7604166666666666
A061_3,0.4375,0.5416666666666666,0.8125
A061_4,0.5520833333333334,0.7291666666666666,0.375
A062_1,0.9375,0.5,0.7083333333333334
A062_2,0.5833333333333334,0.8333333333333334,0.5
A062_3,0.3958333333333333,0.4583333333333333,0.3333333333333333
A062_4,0.3645833333333333,0.3958333333333333,0.4791666666666667
A063_1,0.7708333333333334,0.71875,0.5625
A063_2,0.6875,0.7083333333333334,0.6458333333333334
A063_3,0.625,0.5520833333333334,0.4166666666666667
A063_4,0.4895833333333333,0.6041666666666666,0.375
A064_1,0.9791666666666666,0.7708333333333334,0.7708333333333334
A064_2,0.6875,0.7291666666666666,0.625
A064_3,0.6458333333333334,0.6041666666666666,0.6041666666666666
A064_4,0.46875,0.625,0.4375
A065_1,0.4166666666666667,0.4791666666666667,0.2916666666666667
A065_2,0.5729166666666666,0.6354166666666666,0.5104166666666666
A065_3,0.3125,0.23958333333333334,0.5625
A065_4,0.2708333333333333,0.3229166666666667,0.2916666666666667
A066_1,0.5833333333333334,0.5520833333333334,0.4895833333333333
A066_2,0.5520833333333334,0.40625,0.5833333333333334
A066_3,0.5625,0.5208333333333334,0.3020833333333333
A066_4,0.3854166666666667,0.4583333333333333,0.3958333333333333
A067_1,0.6041666666666666,0.6041666666666666,0.6041666666666666
A067_2,0.5,0.6666666666666666,0.34375
A067_3,0.3541666666666667,0.5520833333333334,0.3645833333333333
A067_4,0.4375,0.3645833333333333,0.4270833333333333
A068_1,0.7291666666666666,0.6875,0.8125
A068_2,0.53125,0.84375,0.4375
A068_3,0.6458333333333334,0.5208333333333334,0.5833333333333334
A068_4,0.625,0.5833333333333334,0.5625
A069_1,0.46875,0.4479166666666667,0.46875
A069_2,0.3854166666666667,0.4375,0.5104166666666666
A069_3,0.75,0.3645833333333333,0.40625
A069_4,0.4166666666666667,0.2916666666666667,0.3854166666666667
A070_1,0.7708333333333334,0.7604166666666666,0.6041666666666666
A070_2,0.6770833333333334,0.4270833333333333,0.5
A070_3,0.7083333333333334,0.53125,0.3541666666666667
A070_4,0.34375,0.4895833333333333,0.5833333333333334
A071_1,0.6458333333333334,0.9375,0.3333333333333333
A071_2,0.7708333333333334,0.625,0.4375
A071_3,0.65625,0.3958333333333333,0.4791666666666667
A071_4,0.4479166666666667,0.4583333333333333,0.4791666666666667
A072_1,0.6666666666666666,0.7083333333333334,0.7083333333333334
A072_2,0.7083333333333334,0.5833333333333334,0.7083333333333334
A072_3,0.6458333333333334,0.65625,0.40625
A072_4,0.6041666666666666,0.5208333333333334,0.5833333333333334
A073_1,0.46875,0.8125,0.5625
A073_2,0.5,0.75,0.5833333333333334
A073_3,0.6666666666666666,0.6875,0.65625
A073_4,0.6875,0.5833333333333334,0.7916666666666666
A074_1,0.7291666666666666,0.6666666666666666,0.6875
A074_2,0.46875,0.8125,0.4375
A074_3,0.2916666666666667,0.6354166666666666,0.6666666666666666
A074_4,0.3541666666666667,0.8125,0.2916666666666667
A075_1,0.6666666666666666,0.6458333333333334,0.5208333333333334
A075_2,0.5208333333333334,0.8333333333333334,0.5625
A075_3,0.59375,0.2604166666666667,0.4479166666666667
A075_4,0.3958333333333333,0.5416666666666666,0.3020833333333333
A076_1,0.59375,0.6354166666666666,0.375
A076_2,0.4166666666666667,0.5833333333333334,0.3958333333333333
A076_3,0.3958333333333333,0.5208333333333334,0.375
A076_4,0.4479166666666667,0.3958333333333333,0.4375
A077_1,0.8854166666666666,0.6875,0.6041666666666666
A077_2,0.46875,0.6666666666666666,0.5416666666666666
A077_3,0.4791666666666667,0.6666666666666666,0.40625
A077_4,0.46875,0.7083333333333334,0.6041666666666666
A078_1,0.4791666666666667,0.59375,0.5416666666666666
A078_2,0.5729166666666666,0.7604166666666666,0.5416666666666666
A078_3,0.4375,0.4895833333333333,0.5625
A078_4,0.4166666666666667,0.4895833333333333,0.5208333333333334
A079_1,0.4583333333333333,0.8854166666666666,0.6875
A079_2,0.5729166666666666,0.5625,0.4375
A079_3,0.4375,0.7083333333333334,0.4166666666666667
A079_4,0.4270833333333333,0.5104166666666666,0.4583333333333333
A080_1,0.71875,0.8020833333333334,0.5416666666666666
A080_2,0.6666666666666666,0.75,0.5208333333333334
A080_3,0.625,0.6145833333333334,0.6458333333333334
A080_4,0.7083333333333334,0.22916666666666666,0.40625
A081_1,0.46875,0.6770833333333334,0.6666666666666666
A081_2,0.6041666666666666,0.8958333333333334,0.4479166666666667
A081_3,0.6770833333333334,0.6875,0.5625
A081_4,0.5416666666666666,0.5833333333333334,0.6875
A082_1,0.6875,0.6666666666666666,0.6354166666666666
A082_2,0.7708333333333334,0.6666666666666666,0.71875
A082_3,0.5208333333333334,0.6875,0.6666666666666666
A082_4,0.59375,0.6666666666666666,0.4479166666666667
A083_1,0.8125,0.6458333333333334,0.84375
A083_2,0.5104166666666666,0.7291666666666666,0.5208333333333334
A083_3,0.5520833333333334,0.59375,0.4895833333333333
A083_4,0.6041666666666666,0.6666666666666666,0.6875
A084_1,0.7291666666666666,0.7395833333333334,0.6145833333333334
A084_2,0.5520833333333334,0.65625,0.5208333333333334
A084_3,0.4895833333333333,0.7916666666666666,0.46875
A084_4,0.46875,0.8541666666666666,0.5833333333333334
A085_1,0.6354166666666666,0.5833333333333334,0.5
A085_2,0.4791666666666667,0.9583333333333334,0.6458333333333334
A085_3,0.6666666666666666,0.7083333333333334,0.4583333333333333
A085_4,0.5,0.5833333333333334,0.4375
A086_1,0.7083333333333334,0.7291666666666666,0.59375
A086_2,0.6041666666666666,0.6041666666666666,0.7083333333333334
A086_3,0.3958333333333333,0.4479166666666667,0.3541666666666667
A086_4,0.6041666666666666,0.40625,0.3645833333333333
A087_1,0.8541666666666666,0.8541666666666666,0.5833333333333334
A087_2,0.6979166666666666,0.8541666666666666,0.5416666666666666
A087_3,0.5729166666666666,0.5833333333333334,0.6041666666666666
A087_4,0.7083333333333334,0.5416666666666666,0.34375
A088_1,0.75,0.7291666666666666,0.7916666666666666
A088_2,0.875,0.9375,0.71875
A088_3,0.7291666666666666,0.5625,0.5729166666666666
A088_4,0.8958333333333334,0.6458333333333334,0.75
A089_1,0.7708333333333334,0.8229166666666666,0.7916666666666666
A089_2,0.75,0.7916666666666666,0.4895833333333333
A089_3,0.5833333333333334,0.5833333333333334,0.6145833333333334
A089_4,0.625,0.6041666666666666,0.625
A090_1,0.6666666666666666,0.6979166666666666,0.53125
A090_2,0.5833333333333334,0.4895833333333333,0.4375
A090_3,0.34375,0.4895833333333333,0.46875
A090_4,0.5,0.4583333333333333,0.46875
A091_1,0.5625,0.5416666666666666,0.8020833333333334
A091_2,0.71875,0.5208333333333334,0.4479166666666667
A091_3,0.4375,0.5833333333333334,0.3854166666666667
A091_4,0.5208333333333334,0.3541666666666667,0.5729166666666666
A092_1,0.5208333333333334,0.5,0.5416666666666666
A092_2,0.3125,0.6875,0.4583333333333333
A092_3,0.46875,0.3958333333333333,0.5208333333333334
A092_4,0.4791666666666667,0.53125,0.4791666666666667
A093_1,0.6875,0.6666666666666666,0.6041666666666666
A093_2,0.6458333333333334,0.7291666666666666,0.625
A093_3,0.625,0.875,0.5833333333333334
A093_4,0.6770833333333334,0.3854166666666667,0.5416666666666666
A094_1,0.4375,0.4479166666666667,0.4479166666666667
A094_2,0.5,0.4791666666666667,0.5833333333333334
A094_3,0.46875,0.4791666666666667,0.3229166666666667
A094_4,0.34375,0.6458333333333334,0.4166666666666667
A095_1,0.7395833333333334,0.6875,0.6145833333333334
A095_2,0.625,0.7291666666666666,0.4583333333333333
A095_3,0.5833333333333334,0.34375,0.59375
A095_4,0.5729166666666666,0.5104166666666666,0.5
A096_1,0.65625,0.5833333333333334,0.2604166666666667
A096_2,0.40625,0.5208333333333334,0.4583333333333333
A096_3,0.3958333333333333,0.3541666666666667,0.3229166666666667
A096_4,0.3125,0.5416666666666666,0.3333333333333333
A097_1,0.4375,0.7916666666666666,0.53125
A097_2,0.5729166666666666,0.65625,0.5208333333333334
A097_3,0.5208333333333334,0.4270833333333333,0.65625
A097_4,0.6458333333333334,0.6354166666666666,0.3958333333333333
A098_1,0.5833333333333334,0.6458333333333334,0.75
A098_2,0.5729166666666666,0.5208333333333334,0.6875
A098_3,0.625,0.6145833333333334,0.7708333333333334
A098_4,0.4270833333333333,0.6041666666666666,0.34375
A099_1,0.5625,0.8020833333333334,0.8333333333333334
A099_2,0.75,0.7291666666666666,0.5208333333333334
A099_3,0.7083333333333334,0.6041666666666666,0.7291666666666666
A099_4,0.5625,0.8125,0.6979166666666666
A100_1,0.7604166666666666,0.4375,0.5208333333333334
A100_2,0.71875,0.75,0.6770833333333334
A100_3,0.4270833333333333,0.8333333333333334,0.5416666666666666
A100_4,0.625,0.4375,0.53125
A101_1,0.5208333333333334,0.5104166666666666,0.6666666666666666
A101_2,0.46875,0.5,0.5625
A101_3,0.4166666666666667,0.3958333333333333,0.4375
A101_4,0.3333333333333333,0.5208333333333334,0.5208333333333334
A102_1,0.40625,0.8333333333333334,0.5520833333333334
A102_2,0.6354166666666666,0.8125,0.6666666666666666
A102_3,0.4270833333333333,0.6041666666666666,0.6770833333333334
A102_4,0.59375,0.3854166666666667,0.6666666666666666
A103_1,0.7916666666666666,0.9583333333333334,0.6666666666666666
A103_2,0.3958333333333333,0.7083333333333334,0.625
A103_3,0.3333333333333333,0.7395833333333334,0.53125
A103_4,0.5520833333333334,0.65625,0.4375
A104_1,0.875,0.5416666666666666,0.5625
A104_2,0.5729166666666666,0.75,0.6041666666666666
A104_3,0.4270833333333333,0.71875,0.5729166666666666
A104_4,0.3958333333333333,0.3958333333333333,0.3645833333333333
A105_1,0.6458333333333334,0.7708333333333334,0.6041666666666666
A105_2,0.7083333333333334,0.6770833333333334,0.4791666666666667
A105_3,0.5208333333333334,0.6875,0.375
A105_4,0.6145833333333334,0.4166666666666667,0.6041666666666666
A106_1,0.7291666666666666,0.71875,0.6979166666666666
A106_2,0.6875,0.6770833333333334,0.4895833333333333
A106_3,0.7083333333333334,0.7395833333333334,0.5104166666666666
A106_4,0.7708333333333334,0.7083333333333334,0.4791666666666667
A107_1,0.5416666666666666,0.4791666666666667,0.4895833333333333
A107_2,0.4583333333333333,0.3854166666666667,0.46875
A107_3,0.59375,0.5416666666666666,0.3333333333333333
A107_4,0.4166666666666667,0.375,0.3645833333333333
A108_1,0.4375,0.625,0.5104166666666666
A108_2,0.5833333333333334,0.4166666666666667,0.4270833333333333
A108_3,0.6458333333333334,0.6666666666666666,0.5
A108_4,0.3541666666666667,0.46875,0.2708333333333333
A109_1,0.4895833333333333,0.5625,0.4583333333333333
A109_2,0.5208333333333334,0.4375,0.3854166666666667
A109_3,0.5,0.5833333333333334,0.5
A109_4,0.3020833333333333,0.4479166666666667,0.34375
