time,probability,CI_lower,CI_upper,location,n
1.0,0.7064345633109796,0.6468038449718845,0.7597374317509964,Destination,100
28.769699999999997,0.5304628961110897,0.46029563016563874,0.5994461543905428,Destination,100
78.6681,0.41508018376437017,0.35223389546356754,0.4808164558849951,Destination,100
151.3752,0.3458915635511564,0.2840699383367005,0.41339851805221955,Destination,100
1.0,0.7033743903528743,0.6476996193554898,0.7535979050072175,Source,100
28.769699999999997,0.5689988014769604,0.5003047543929765,0.6351363309729006,Source,100
78.6681,0.4211824030014198,0.35276376161065276,0.49276799513991143,Source,100
151.3752,0.300659748949831,0.24038041585690748,0.3687178223047942,Source,100
