model_name,AIC,BIC,log_likelihood,n_params,converged,delta_AIC,akaike_weight,cumulative_weight
SquareRoot,1534.234283944571,1571.7111777659143,-759.1171419722855,7.0,False,0.0,0.04220011231159288,0.04220011231159288
Exp_slow,1534.234283944571,1571.7111777659143,-759.1171419722855,7.0,False,0.0,0.04220011231159288,0.08440022462318576
CubeRoot,1534.3321349139815,1571.8090287353248,-759.1660674569907,7.0,False,0.09785096941050142,0.04018514491061202,0.12458536953379779
Root_033,1534.332604795929,1571.8094986172723,-759.1663023979645,7.0,False,0.09832085135803936,0.0401757048825038,0.16476107441630158
Root_067,1534.44851868752,1571.9254125088632,-759.22425934376,7.0,False,0.2142347429489746,0.03791343409821834,0.20267450851451993
FourthRoot,1534.4783834431073,1571.9552772644506,-759.2391917215537,7.0,False,0.24409949853634316,0.03735150230710612,0.24002601082162606
LogLog,1534.8038965888745,1572.2807904102178,-759.4019482944373,7.0,False,0.569612644303561,0.03174123297061231,0.2717672437922384
PowerLaw_10,1534.881731207738,1572.3586250290814,-759.440865603869,7.0,False,0.6474472631671233,0.030529677730691544,0.3022969215229299
Reciprocal,1534.881731207738,1572.3586250290814,-759.440865603869,7.0,False,0.6474472631671233,0.030529677730691544,0.33282659925362146
PowerLaw_09,1534.8821295011521,1572.3590233224954,-759.4410647505761,7.0,False,0.64784555658116,0.030523598451259477,0.3633501977048809
PowerLaw_08,1534.8977235068041,1572.3746173281475,-759.4488617534021,7.0,False,0.6634395622331795,0.030286531275600156,0.3936367289804811
PowerLaw_07,1534.9298418027774,1572.4067356241208,-759.4649209013887,7.0,False,0.6955578582064845,0.02980403995693388,0.42344076893741495
PowerLaw_06,1534.9797672806972,1572.4566611020405,-759.4898836403486,7.0,False,0.745483336126199,0.029069258719122738,0.4525100276565377
PowerLaw_05,1535.0487150668941,1572.5256088882375,-759.5243575334471,7.0,False,0.8144311223231853,0.028084205073879518,0.48059423273041724
PowerLaw_04,1535.1378097444695,1572.6147035658128,-759.5689048722347,7.0,False,0.9035257998984889,0.026860585323549152,0.5074548180539664
PowerLaw_03,1535.2480624927166,1572.72495631406,-759.6240312463583,7.0,True,1.0137785481456376,0.025419932449399947,0.5328747505033664
PowerLaw_02,1535.380348966737,1572.8572427880804,-759.6901744833685,7.0,False,1.1460650221661126,0.02379297505538975,0.5566677255587562
Recip_sq,1535.4252905148278,1572.902184336171,-759.7126452574139,7.0,False,1.1910065702568318,0.023264290708086922,0.5799320162668431
PowerLaw_01,1535.5353890305687,1573.012282851912,-759.7676945152843,7.0,False,1.3011050859977331,0.022018221035484932,0.601950237302328
SquareRoot+Lin,1535.6720510682626,1577.8335566172739,-758.8360255341313,8.0,False,1.4377671236916285,0.020563945431678603,0.6225141827340066
Log2,1535.7137299805008,1573.1906238018441,-759.8568649902504,7.0,False,1.4794460359298682,0.020139838421360044,0.6426540211553666
Log,1535.7137299805072,1573.1906238018505,-759.8568649902536,7.0,False,1.4794460359362347,0.020139838421295936,0.6627938595766626
Log10,1535.7137299805408,1573.1906238018842,-759.8568649902704,7.0,False,1.479446035969886,0.02013983842095707,0.6829336979976197
Recip+Lin,1535.786277365135,1577.9477829141463,-758.8931386825675,8.0,False,1.5519934205640311,0.019422383160925573,0.7023560811585453
Log+SquareRoot,1536.0651465788696,1578.226652127881,-759.0325732894348,8.0,False,1.8308626342986827,0.016894558119334237,0.7192506392778796
SquareRoot+Log,1536.1101236725135,1578.2716292215248,-759.0550618362568,8.0,False,1.875839727942548,0.016518864295424592,0.7357695035733042
CubeRoot+Log,1536.1476408421295,1578.3091463911408,-759.0738204210647,8.0,False,1.913356897558515,0.016211882056593078,0.7519813856298972
PowerLaw_Lin,1536.1641889579041,1578.3256945069154,-759.0820944789521,8.0,False,1.9299050133331548,0.01607829741163694,0.7680596830415342
SquareRoot+PowerLaw,1536.209308874908,1578.3708144239192,-759.104654437454,8.0,False,1.9750249303369856,0.015719632632310368,0.7837793156738445
Root_Multi,1536.3196655121747,1578.481171061186,-759.1598327560873,8.0,True,2.08538156760369,0.01487574595855718,0.7986550616324017
Recip+Log,1536.3688903685888,1578.5303959176001,-759.1844451842944,8.0,False,2.134606424017875,0.014514086642825394,0.8131691482752271
PowerLaw_Log,1536.4256472405114,1578.5871527895226,-759.2128236202557,8.0,False,2.1913632959403913,0.014107989025483858,0.827277137300711
Log+LogLog,1536.6305736477088,1578.7920791967201,-759.3152868238544,8.0,False,2.3962897031378816,0.012734031189256355,0.8400111684899673
Recip+PowerLaw,1536.6436179998082,1578.8051235488194,-759.3218089999041,8.0,False,2.4093340552371956,0.012651247853222303,0.8526624163431895
Recip+PowerLaw05,1536.6436179998082,1578.8051235488194,-759.3218089999041,8.0,False,2.4093340552371956,0.012651247853222303,0.8653136641964119
Log+PowerLaw05,1536.7041772393777,1578.865682788389,-759.3520886196889,8.0,False,2.4698932948067522,0.01227391446377761,0.8775875786601894
Sin+Log,1536.704379537142,1578.8658850861532,-759.352189768571,8.0,False,2.4700955925709422,0.012272673033836352,0.8898602516940258
SquareRoot+Recip,1536.7340115561037,1578.895517105115,-759.3670057780519,8.0,False,2.4997276115327622,0.012092181378542701,0.9019524330725686
Log+Recip,1536.8577960306293,1579.0193015796406,-759.4288980153146,8.0,False,2.6235120860583265,0.011366459156421455,0.91331889222899
Exp+Recip,1536.8816684388757,1579.043173987887,-759.4408342194379,8.0,False,2.647384494304788,0.01123159327434565,0.9245504855033356
Tanh+Log,1536.8819024659633,1579.0434080149746,-759.4409512329817,8.0,False,2.64761852139236,0.011230279102703697,0.9357807646060393
Exp+PowerLaw,1537.0487230265908,1579.210228575602,-759.5243615132954,8.0,False,2.814439082019817,0.010331560550197306,0.9461123251562367
Recip+Quad,1537.255973363156,1584.1020906398353,-758.627986681578,9.0,True,3.0216894185850833,0.009314554465863508,0.9554268796221002
Lin+Log,1537.7134910155155,1579.8749965645268,-759.8567455077578,8.0,False,3.4792070709445397,0.007409917806292878,0.962836797428393
Exp+Log,1537.7134910155155,1579.8749965645268,-759.8567455077578,8.0,False,3.4792070709445397,0.007409917806292878,0.9702467152346859
PowerLaw+Recip+Log,1537.7653369584332,1584.6114542351124,-758.8826684792166,9.0,False,3.53105301386222,0.007220299077472618,0.9774670143121584
Lin+Log+PowerLaw,1538.7058559196685,1585.5519731963477,-759.3529279598342,9.0,False,4.471571975097504,0.004511532493967521,0.981978546806126
Lin+Quad+Log,1538.8020923717986,1585.6482096484779,-759.4010461858993,9.0,False,4.5678084272276465,0.0042995856983502265,0.9862781325044762
Quad+Log,1538.8020923717986,1585.6482096484779,-759.4010461858993,9.0,False,4.5678084272276465,0.0042995856983502265,0.9905777182028264
Quad+Log+SquareRoot,1539.643502115262,1591.1742311196092,-758.821751057631,10.0,False,5.40921817069102,0.0028230385280974923,0.9934007567309239
Quartic,1539.7795553310616,1591.3102843354088,-758.8897776655308,10.0,True,5.54527138649064,0.0026373831360272226,0.9960381398669511
