n_competitive_models,n_models_fitted,delta_aic_threshold,effective_n_models,total_original_weight,top_model,top_model_renorm_weight,top_model_original_weight,prediction_mean,prediction_std,max_model_variance,mean_model_variance
51,51,7.0,43.4098648353858,0.9960381398669489,SquareRoot,0.04236796827602396,0.0422001123115928,-0.5275039022758754,0.23682893346098297,0.00706230580588762,0.0006103605343610417
