composite_ID,UID,TEST,location,TSVR_hours,ma_theta,ma_theta_se
A101_T3,A101,T3,Source,75.21,-0.6529963727480214,0.017403795114825937
A101_T4,A101,T4,Source,150.22,-0.8114691677226267,0.029146909180724042
A102_T1,A102,T1,Source,1.0,-0.16013880167454828,0.0169041344101956
A102_T2,A102,T2,Source,29.13,-0.4648610371005832,0.03336157391831073
A102_T3,A102,T3,Source,75.27,-0.6531688732580443,0.017374630811972748
A102_T4,A102,T4,Source,150.41,-0.8117765703863381,0.029255718964195626
A103_T1,A103,T1,Source,1.0,-0.16013880167454828,0.0169041344101956
A103_T2,A103,T2,Source,27.26,-0.45314956206904855,0.03325431005962453
A103_T3,A103,T3,Source,80.24,-0.6670728481853764,0.014976390595036413
A103_T4,A103,T4,Source,149.72,-0.8106587075164504,0.02886069155266566
A104_T1,A104,T1,Source,1.0,-0.16013880167454828,0.0169041344101956
A104_T2,A104,T2,Source,22.6,-0.42126798179518304,0.032358628489030594
A104_T3,A104,T3,Source,72.62,-0.6454378910772963,0.018663365583906133
A104_T4,A104,T4,Source,145.78,-0.8041943940895421,0.026612413486238922
A105_T1,A105,T1,Source,1.0,-0.16013880167454828,0.0169041344101956
A105_T2,A105,T2,Source,22.77,-0.4225070221812247,0.03240941208022079
A105_T3,A105,T3,Source,69.46,-0.6359043386892784,0.020194642725139714
A105_T4,A105,T4,Source,146.2,-0.8048901805410966,0.026851410275469324
A106_T1,A106,T1,Source,1.0,-0.16013880167454828,0.0169041344101956
A106_T2,A106,T2,Source,22.64,-0.42156008542374207,0.032370713919890104
A106_T3,A106,T3,Source,66.08,-0.6252976277506639,0.021813190966877484
A106_T4,A106,T4,Source,147.13,-0.8064250992109484,0.02738122229333741
A107_T1,A107,T1,Source,1.0,-0.16013880167454828,0.0169041344101956
A107_T2,A107,T2,Source,26.22,-0.44638550238690683,0.033137132976304134
A107_T3,A107,T3,Source,71.45,-0.641949244273516,0.01923160229660263
A107_T4,A107,T4,Source,145.95,-0.8044762176319167,0.02670912917839282
A108_T1,A108,T1,Source,1.0,-0.16013880167454828,0.0169041344101956
A108_T2,A108,T2,Source,27.61,-0.45538455868003086,0.03328419184402104
A108_T3,A108,T3,Source,68.96,-0.6343628086471925,0.02043564847539242
A108_T4,A108,T4,Source,152.12,-0.8145291561792539,0.030236101912177453
A109_T1,A109,T1,Source,1.0,-0.16013880167454828,0.0169041344101956
A109_T2,A109,T2,Source,24.65,-0.43580684220783383,0.032874335554053134
A109_T3,A109,T3,Source,71.17,-0.6411072762579761,0.01936741159689508
A109_T4,A109,T4,Source,149.87,-0.8109020752511802,0.02894653771403006
A010_T1,A010,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A010_T2,A010,T2,Destination,21.9,-0.4416782670934103,0.029087462565256576
A010_T3,A010,T3,Destination,80.88,-0.6732762325928305,0.016010982738068637
A010_T4,A010,T4,Destination,145.31,-0.7836165958614225,0.020842861208158328
A011_T1,A011,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A011_T2,A011,T2,Destination,24.57,-0.4600498177908576,0.02971331280759003
A011_T3,A011,T3,Destination,72.55,-0.6528694425607066,0.019294205239192612
A011_T4,A011,T4,Destination,148.85,-0.7881548549671654,0.022617278166209547
A012_T1,A012,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A012_T2,A012,T2,Destination,25.6,-0.46674392366454326,0.02988724479132809
A012_T3,A012,T3,Destination,166.33,-0.8091149436425885,0.03168208222641199
A012_T4,A012,T4,Destination,166.87,-0.8097275238481098,0.03196755395631438
A013_T1,A013,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A013_T2,A013,T2,Destination,24.77,-0.4613658367193043,0.029749872423697674
A013_T3,A013,T3,Destination,79.66,-0.6704193144318196,0.016492263488354725
A013_T4,A013,T4,Destination,147.13,-0.7859632721870898,0.02175152173914349
A014_T1,A014,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A014_T2,A014,T2,Destination,25.66,-0.46712759672456927,0.029896297023973173
A014_T3,A014,T3,Destination,70.56,-0.6476582254928837,0.020067964612502053
A014_T4,A014,T4,Destination,148.87,-0.7881801914867136,0.022627382412224284
A015_T1,A015,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A015_T2,A015,T2,Destination,23.69,-0.4541632277316685,0.029535921873860907
A015_T3,A015,T3,Destination,70.59,-0.647737833136934,0.020056358846979233
A015_T4,A015,T4,Destination,146.54,-0.7852056878803451,0.021456079008620548
A016_T1,A016,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A016_T2,A016,T2,Destination,32.85,-0.5087683063359454,0.030241362063666
A016_T3,A016,T3,Destination,80.64,-0.6727175667203839,0.01610556301786999
A016_T4,A016,T4,Destination,150.8,-0.7906095370986688,0.023606194028238086
A017_T1,A017,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A017_T2,A017,T2,Destination,20.61,-0.4322208571609256,0.028686075102213753
A017_T3,A017,T3,Destination,61.28,-0.6213325704143753,0.023528754664975417
A017_T4,A017,T4,Destination,140.49,-0.7772586680324884,0.0184805783810893
A018_T1,A018,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A018_T2,A018,T2,Destination,34.03,-0.5148882780773233,0.03017828702970093
A018_T3,A018,T3,Destination,83.64,-0.67958645499225,0.014928984180340353
A018_T4,A018,T4,Destination,150.87,-0.7906970721071811,0.023641829134800556
A019_T1,A019,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A019_T2,A019,T2,Destination,28.69,-0.4856689129658659,0.030210265723864753
A019_T3,A019,T3,Destination,83.68,-0.6796763948392974,0.014913404494721675
A019_T4,A019,T4,Destination,154.76,-0.795499820410294,0.025635327725929163
A020_T1,A020,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A020_T2,A020,T2,Destination,26.85,-0.4746002370570946,0.03005230107541049
A020_T3,A020,T3,Destination,78.25,-0.6670636436858587,0.017049492571020085
A020_T4,A020,T4,Destination,145.78,-0.7842253710290114,0.021076736336312667
A021_T1,A021,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A021_T2,A021,T2,Destination,30.21,-0.494401482158081,0.030270763625538148
A021_T3,A021,T3,Destination,74.19,-0.6570613135932327,0.018651530562580336
A021_T4,A021,T4,Destination,140.39,-0.7771244879792378,0.01843235458554912
A022_T1,A022,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A022_T2,A022,T2,Destination,24.15,-0.45726007696060583,0.02963204751020855
A022_T3,A022,T3,Destination,74.46,-0.6577428199144645,0.01854538338660835
A022_T4,A022,T4,Destination,141.71,-0.7788880939988199,0.01907169188207284
A023_T1,A023,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A023_T2,A023,T2,Destination,25.63,-0.4669358448611436,0.029891785473358922
A023_T3,A023,T3,Destination,72.2,-0.6519629747093999,0.019430827830820126
A023_T4,A023,T4,Destination,145.07,-0.7833049819767043,0.02072365397141678
A024_T1,A024,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A024_T2,A024,T2,Destination,29.57,-0.4907678822062682,0.030252618659526102
A024_T3,A024,T3,Destination,91.47,-0.696429828487571,0.011993095480254254
A024_T4,A024,T4,Destination,145.65,-0.7840571804040953,0.021011991519910338
A025_T1,A025,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A025_T2,A025,T2,Destination,23.33,-0.45170867346697896,0.029455380708766105
A025_T3,A025,T3,Destination,72.94,-0.6538745406576902,0.019141730961387923
A025_T4,A025,T4,Destination,137.74,-0.7735337745364066,0.017168255051157818
A026_T1,A026,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A026_T2,A026,T2,Destination,26.48,-0.47230428651288947,0.03000851643953474
A026_T3,A026,T3,Destination,75.46,-0.660246195555877,0.018151581621169432
A026_T4,A026,T4,Destination,147.65,-0.786628494697174,0.02201257646813539
A027_T1,A027,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A027_T2,A027,T2,Destination,28.26,-0.483132650834956,0.03018196686250809
A027_T3,A027,T3,Destination,74.58,-0.6580449424960547,0.01849818040372959
A027_T4,A027,T4,Destination,145.92,-0.7844063339703371,0.021146508763483736
A028_T1,A028,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A028_T2,A028,T2,Destination,22.82,-0.44818367474771414,0.029333099995577875
A028_T3,A028,T3,Destination,72.26,-0.6521186703202901,0.019407421682373603
A028_T4,A028,T4,Destination,138.91,-0.7751274765931405,0.017722956001579793
A029_T1,A029,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A029_T2,A029,T2,Destination,28.43,-0.48413893648598044,0.030193764338897016
A029_T3,A029,T3,Destination,93.26,-0.7000793949047223,0.011373674301129292
A029_T4,A029,T4,Destination,143.14,-0.7807804188096304,0.01977070923396688
A030_T1,A030,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A030_T2,A030,T2,Destination,32.95,-0.5092938667030673,0.030237152542283072
A030_T3,A030,T3,Destination,71.93,-0.65126079444129,0.019536076871991163
A030_T4,A030,T4,Destination,150.46,-0.790183797748698,0.02343323871011489
A031_T1,A031,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A031_T2,A031,T2,Destination,32.41,-0.5064402358240088,0.030257309038035876
A031_T3,A031,T3,Destination,71.56,-0.6502944035159021,0.01968009062049548
A031_T4,A031,T4,Destination,143.85,-0.7817130323552297,0.020120062325293384
A032_T1,A032,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A032_T2,A032,T2,Destination,57.18,-0.6084787329016738,0.02494257721907903
A032_T3,A032,T3,Destination,80.16,-0.6715953303588331,0.01629487844674945
A032_T4,A032,T4,Destination,144.51,-0.7825758991388452,0.02044609350682477
A033_T1,A033,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A033_T2,A033,T2,Destination,29.16,-0.48840729251720894,0.030235443181143906
A033_T3,A033,T3,Destination,72.6,-0.6529985928375525,0.019274670945648893
A033_T4,A033,T4,Destination,168.33,-0.8113740993491833,0.03274054207166896
A034_T1,A034,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A034_T2,A034,T2,Destination,26.08,-0.4697944981507851,0.029956427288180574
A034_T3,A034,T3,Destination,74.28,-0.6572887492565743,0.018616157562275523
A034_T4,A034,T4,Destination,145.38,-0.783707387555244,0.020877658027881548
A035_T1,A035,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A035_T2,A035,T2,Destination,44.76,-0.5635961542284569,0.02850991465538638
A035_T3,A035,T3,Destination,79.98,-0.6711727940179715,0.016365918118826147
A035_T4,A035,T4,Destination,152.47,-0.7926870595537395,0.02445873466205047
A036_T1,A036,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A036_T2,A036,T2,Destination,21.63,-0.43973203017803353,0.029009067610728093
A036_T3,A036,T3,Destination,71.47,-0.6500586064864802,0.0197150818010592
A036_T4,A036,T4,Destination,143.85,-0.7817130323552297,0.020120062325293384
A037_T1,A037,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A037_T2,A037,T2,Destination,23.7,-0.45423101870700466,0.029538091994943873
A037_T3,A037,T3,Destination,72.08,-0.6516512082005436,0.0194776212127155
A037_T4,A037,T4,Destination,143.66,-0.7814639062376846,0.020026430969093963
A038_T1,A038,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A038_T2,A038,T2,Destination,71.85,-0.651052252242321,0.019567236547392917
A038_T3,A038,T3,Destination,72.86,-0.6536687910794722,0.019173027414178277
A038_T4,A038,T4,Destination,152.89,-0.7932060305267303,0.024673901408678638
A039_T1,A039,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A039_T2,A039,T2,Destination,28.65,-0.4854342394703396,0.030207847516618556
A039_T3,A039,T3,Destination,98.84,-0.711024590904965,0.00967165534578281
A039_T4,A039,T4,Destination,246.24,-0.8828313863133501,0.07731887769862017
A040_T1,A040,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A040_T2,A040,T2,Destination,26.26,-0.4709274996203291,0.029980485496405924
A040_T3,A040,T3,Destination,71.28,-0.6495598708422847,0.01978890016728186
A040_T4,A040,T4,Destination,143.53,-0.7812932638717536,0.01996242689879062
A041_T1,A041,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A041_T2,A041,T2,Destination,31.78,-0.5030617721431847,0.030272675409472455
A041_T3,A041,T3,Destination,75.74,-0.6609413664803268,0.018041156821363775
A041_T4,A041,T4,Destination,141.84,-0.7790609021810762,0.01913497279104722
A042_T1,A042,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A042_T2,A042,T2,Destination,28.93,-0.4870715969732428,0.03022386368292078
A042_T3,A042,T3,Destination,72.17,-0.6518850800286269,0.019442528551635894
A042_T4,A042,T4,Destination,146.02,-0.7845354883679768,0.021196375973969075
A043_T1,A043,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A043_T2,A043,T2,Destination,25.62,-0.4668718899575656,0.029890275151931853
A043_T3,A043,T3,Destination,64.94,-0.6321410058638826,0.022199699558202356
A043_T4,A043,T4,Destination,149.33,-0.7887620082803062,0.02286000656665945
A044_T1,A044,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A044_T2,A044,T2,Destination,47.66,-0.5750012219366978,0.02779832396894123
A044_T3,A044,T3,Destination,91.63,-0.6967589208793963,0.011936649436125848
A044_T4,A044,T4,Destination,155.27,-0.7961206781769874,0.02589845615321227
A045_T1,A045,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A045_T2,A045,T2,Destination,24.66,-0.46064300908337824,0.029729933732096522
A045_T3,A045,T3,Destination,72.23,-0.6520408381320639,0.01941912553862701
A045_T4,A045,T4,Destination,151.52,-0.7915079951323554,0.023973152514844165
A046_T1,A046,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A046_T2,A046,T2,Destination,24.32,-0.45839355416560723,0.02966567955704386
A046_T3,A046,T3,Destination,73.05,-0.6541570901682661,0.01909868223414858
A046_T4,A046,T4,Destination,147.94,-0.7869984819777008,0.022158427501010564
A047_T1,A047,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A047_T2,A047,T2,Destination,23.46,-0.4525982154606763,0.029485009908488905
A047_T3,A047,T3,Destination,76.85,-0.6636728415989872,0.017602895698435785
A047_T4,A047,T4,Destination,144.22,-0.782197241139383,0.020302688970943568
A048_T1,A048,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A048_T2,A048,T2,Destination,23.91,-0.45564980048402737,0.02958283512272462
A048_T3,A048,T3,Destination,81.15,-0.6739027923444045,0.015904650529543703
A048_T4,A048,T4,Destination,146.3,-0.784896657011531,0.021336134687930764
A049_T1,A049,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A049_T2,A049,T2,Destination,27.12,-0.4762604176066596,0.03008163640536535
A049_T3,A049,T3,Destination,111.38,-0.7335243708401842,0.00827648315803512
A049_T4,A049,T4,Destination,168.86,-0.8119683739305651,0.03302154951897146
A050_T1,A050,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A050_T2,A050,T2,Destination,24.73,-0.4611032674258351,0.029742669673958933
A050_T3,A050,T3,Destination,93.39,-0.7003417296690495,0.011329797807048693
A050_T4,A050,T4,Destination,148.69,-0.7879520420401581,0.022536474117841362
A051_T1,A051,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A051_T2,A051,T2,Destination,17.16,-0.4047525327462778,0.027253822421970282
A051_T3,A051,T3,Destination,65.63,-0.6341137567801947,0.02194325186273995
A051_T4,A051,T4,Destination,146.99,-0.7857837778298538,0.021681343171525747
A052_T1,A052,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A052_T2,A052,T2,Destination,31.76,-0.5029536347865046,0.03027301628001968
A052_T3,A052,T3,Destination,80.98,-0.6735085305621609,0.015971591339327205
A052_T4,A052,T4,Destination,153.27,-0.7936743703220176,0.02486882572855807
A053_T1,A053,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A053_T2,A053,T2,Destination,32.71,-0.5080303253449809,0.030246893297439247
A053_T3,A053,T3,Destination,78.28,-0.66713565410674,0.01703763196190349
A053_T4,A053,T4,Destination,148.9,-0.7882181899820482,0.02264254033307498
A054_T1,A054,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A054_T2,A054,T2,Destination,16.9,-0.40253910108903934,0.02712312546941799
A054_T3,A054,T3,Destination,72.83,-0.6535915786485357,0.019184761007822026
A054_T4,A054,T4,Destination,136.83,-0.7722849166104231,0.01674088316701845
A055_T1,A055,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A055_T2,A055,T2,Destination,23.24,-0.4510907155603346,0.02943450439002392
A055_T3,A055,T3,Destination,74.48,-0.6577932064680454,0.018537517325796907
A055_T4,A055,T4,Destination,149.21,-0.788610400284257,0.022799280449389968
A056_T1,A056,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A056_T2,A056,T2,Destination,33.61,-0.5127302258138912,0.03020405355038217
A056_T3,A056,T3,Destination,71.46,-0.6500323891384262,0.01971896874238951
A056_T4,A056,T4,Destination,147.84,-0.7868709809497538,0.02210811308786538
A057_T1,A057,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A057_T2,A057,T2,Destination,24.78,-0.4614314296686228,0.029751664615171935
A057_T3,A057,T3,Destination,73.83,-0.6561488881568214,0.018792923795857973
A057_T4,A057,T4,Destination,145.06,-0.7832919870238463,0.020718690255852844
A058_T1,A058,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A058_T2,A058,T2,Destination,22.96,-0.4491569719768117,0.029367634997085428
A058_T3,A058,T3,Destination,66.28,-0.6359541657276805,0.021700156694151936
A058_T4,A058,T4,Destination,143.48,-0.7812275915215957,0.01993782292308731
A059_T1,A059,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A059_T2,A059,T2,Destination,30.4,-0.49546843103782556,0.03027416387664755
A059_T3,A059,T3,Destination,79.78,-0.6707022158761385,0.01644487664741302
A059_T4,A059,T4,Destination,151.93,-0.792017743205092,0.02418252823529564
A060_T1,A060,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A060_T2,A060,T2,Destination,24.87,-0.46202087981284107,0.029767641808452643
A060_T3,A060,T3,Destination,94.68,-0.7029253883201614,0.010903653106379734
A060_T4,A060,T4,Destination,143.91,-0.7817916362213315,0.020149651395750163
A061_T1,A061,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A061_T2,A061,T2,Destination,35.16,-0.5205872015891352,0.030091526200383422
A061_T3,A061,T3,Destination,82.55,-0.6771191687813664,0.015354800684987438
A061_T4,A061,T4,Destination,146.56,-0.7852314179166522,0.021466080595870823
A062_T1,A062,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A062_T2,A062,T2,Destination,44.69,-0.5633128365416517,0.028525966619298466
A062_T3,A062,T3,Destination,92.72,-0.6989857914148385,0.011557619783333587
A062_T4,A062,T4,Destination,149.18,-0.788572479529428,0.022784103475311762
A063_T1,A063,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A063_T2,A063,T2,Destination,21.98,-0.4422516468052295,0.02911013305495151
A063_T3,A063,T3,Destination,69.99,-0.6461394587957161,0.020288092590982975
A063_T4,A063,T4,Destination,141.09,-0.7780617678488253,0.01877065732953594
A064_T1,A064,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A064_T2,A064,T2,Destination,37.65,-0.5326247155177409,0.02981696174749306
A064_T3,A064,T3,Destination,82.99,-0.6781189712692499,0.01518263193585085
A064_T4,A064,T4,Destination,156.21,-0.7972597802014462,0.026384411639733513
A065_T1,A065,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A065_T2,A065,T2,Destination,32.31,-0.5059075468477294,0.03026034112496191
A065_T3,A065,T3,Destination,106.41,-0.7249258998428396,0.008297601983761397
A065_T4,A065,T4,Destination,187.43,-0.831711306451066,0.04297237998896142
A066_T1,A066,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A066_T2,A066,T2,Destination,23.35,-0.45184576125717035,0.02945997938816217
A066_T3,A066,T3,Destination,73.79,-0.6560472415133791,0.018808624029519834
A066_T4,A066,T4,Destination,164.93,-0.8075176664597957,0.030943104812579943
A067_T1,A067,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A067_T2,A067,T2,Destination,29.91,-0.4927059105837243,0.030263554945752356
A067_T3,A067,T3,Destination,73.19,-0.6545161038366004,0.01904386650657032
A067_T4,A067,T4,Destination,144.19,-0.7821580267086407,0.020287867199697024
A068_T1,A068,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A068_T2,A068,T2,Destination,30.49,-0.49597197438475277,0.030275462545486586
A068_T3,A068,T3,Destination,82.98,-0.6780963064116682,0.015186540877850013
A068_T4,A068,T4,Destination,155.59,-0.796509215228332,0.026063748190739103
A069_T1,A069,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A069_T2,A069,T2,Destination,24.96,-0.4626087401102467,0.02978334541582014
A069_T3,A069,T3,Destination,79.75,-0.6706315295771378,0.01645672257158459
A069_T4,A069,T4,Destination,140.22,-0.7768961645153618,0.018350456219937496
A070_T1,A070,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A070_T2,A070,T2,Destination,24.25,-0.45792754021178395,0.029651953497172503
A070_T3,A070,T3,Destination,81.92,-0.6756784794230742,0.015601886349551359
A070_T4,A070,T4,Destination,149.2,-0.7885977608667425,0.022794221255055782
A071_T1,A071,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A071_T2,A071,T2,Destination,30.92,-0.4983615356459109,0.03027893580537511
A071_T3,A071,T3,Destination,79.96,-0.6711257880728245,0.01637381280581771
A071_T4,A071,T4,Destination,153.27,-0.7936743703220176,0.02486882572855807
A072_T1,A072,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A072_T2,A072,T2,Destination,33.76,-0.513503491641324,0.030195264899895272
A072_T3,A072,T3,Destination,83.54,-0.6793614200601754,0.014967948922983244
A072_T4,A072,T4,Destination,154.89,-0.7956582687164822,0.025702363541861856
A073_T1,A073,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A073_T2,A073,T2,Destination,66.66,-0.6370221428251883,0.021557388713810476
A073_T3,A073,T3,Destination,66.9,-0.6376936651299727,0.021466980299756317
A073_T4,A073,T4,Destination,140.12,-0.7767617284942083,0.018302329414684185
A074_T1,A074,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A074_T2,A074,T2,Destination,29.33,-0.4893892293550652,0.030243099615253684
A074_T3,A074,T3,Destination,73.02,-0.6540800720549355,0.019110424627820664
A074_T4,A074,T4,Destination,147.21,-0.7860657648082782,0.02179164403396034
A075_T1,A075,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A075_T2,A075,T2,Destination,28.68,-0.4856102686087007,0.030209665259521692
A075_T3,A075,T3,Destination,71.37,-0.6497962736460314,0.01975394242959917
A075_T4,A075,T4,Destination,244.53,-0.8815640110617142,0.07612675856139585
A076_T1,A076,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A076_T2,A076,T2,Destination,27.3,-0.47736016295468003,0.030099986053711062
A076_T3,A076,T3,Destination,74.88,-0.6587981899395629,0.018380105884947064
A076_T4,A076,T4,Destination,149.28,-0.7886988528630406,0.022834700481818977
A077_T1,A077,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A077_T2,A077,T2,Destination,53.88,-0.5974942247457232,0.026009201495882747
A077_T3,A077,T3,Destination,78.36,-0.667327550226199,0.01700600400444968
A077_T4,A077,T4,Destination,149.75,-0.7892916934674347,0.023072775003635776
A078_T1,A078,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A078_T2,A078,T2,Destination,26.17,-0.47036173870333103,0.029968583558016865
A078_T3,A078,T3,Destination,72.3,-0.6522223980252222,0.019391814120374936
A078_T4,A078,T4,Destination,140.08,-0.7767079274757546,0.018283088867374005
A079_T1,A079,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A079_T2,A079,T2,Destination,26.11,-0.46998374318605596,0.029960507716927265
A079_T3,A079,T3,Destination,74.0,-0.6565802918602409,0.01872617488999895
A079_T4,A079,T4,Destination,194.42,-0.8386438194114779,0.046761403020076774
A080_T1,A080,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A080_T2,A080,T2,Destination,29.03,-0.4876533556771634,0.030229071729411788
A080_T3,A080,T3,Destination,72.87,-0.6536945217234748,0.01916911590275274
A080_T4,A080,T4,Destination,145.77,-0.7842124385439412,0.02107175446141622
A081_T1,A081,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A081_T2,A081,T2,Destination,31.39,-0.5009431156772797,0.030277659858230076
A081_T3,A081,T3,Destination,80.13,-0.6715249721960131,0.016306716780326275
A081_T4,A081,T4,Destination,154.53,-0.7952191685372577,0.025516787284226593
A082_T1,A082,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A082_T2,A082,T2,Destination,27.97,-0.48140511483596615,0.030159976855322148
A082_T3,A082,T3,Destination,75.71,-0.6608670034906678,0.01805299094084125
A082_T4,A082,T4,Destination,170.25,-0.8135183140776602,0.033759498890899714
A083_T1,A083,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A083_T2,A083,T2,Destination,25.15,-0.4638445935292358,0.029815605197635174
A083_T3,A083,T3,Destination,74.3,-0.6573392542231327,0.018608295603334227
A083_T4,A083,T4,Destination,144.91,-0.7830969565341976,0.020644266013618445
A084_T1,A084,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A084_T2,A084,T2,Destination,27.25,-0.47705523922292814,0.03009498507665994
A084_T3,A084,T3,Destination,91.97,-0.6974563519744869,0.011817367608646238
A084_T4,A084,T4,Destination,162.51,-0.8047251163840071,0.02966986944916358
A085_T1,A085,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A085_T2,A085,T2,Destination,24.51,-0.4596534591061899,0.029702077723436384
A085_T3,A085,T3,Destination,71.4,-0.6498750107010979,0.01974228629642423
A085_T4,A085,T4,Destination,170.65,-0.8139620453504335,0.03397210934929715
A086_T1,A086,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A086_T2,A086,T2,Destination,23.47,-0.4526664924605378,0.029487263462139122
A086_T3,A086,T3,Destination,145.29,-0.7835906474484698,0.020832921574944884
A086_T4,A086,T4,Destination,169.55,-0.8127393230897944,0.033387697727238805
A087_T1,A087,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A087_T2,A087,T2,Destination,31.07,-0.49918884652053824,0.03027909791288932
A087_T3,A087,T3,Destination,72.8,-0.6535143354512055,0.019196493184745905
A087_T4,A087,T4,Destination,144.2,-0.7821710990809227,0.02029280751367753
A088_T1,A088,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A088_T2,A088,T2,Destination,24.25,-0.45792754021178395,0.029651953497172503
A088_T3,A088,T3,Destination,74.91,-0.6588733534996443,0.018368293379300727
A088_T4,A088,T4,Destination,149.93,-0.789518253946994,0.023164068067643342
A089_T1,A089,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A089_T2,A089,T2,Destination,32.14,-0.5049988969342041,0.03026498558215676
A089_T3,A089,T3,Destination,79.34,-0.6696628670572803,0.01661866586642853
A089_T4,A089,T4,Destination,146.96,-0.7857452928255716,0.021666310806829573
A090_T1,A090,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
A090_T2,A090,T2,Destination,23.54,-0.45314383666987923,0.02950293626660956
A090_T3,A090,T3,Destination,95.42,-0.70439172107963,0.010667443256833834
A090_T4,A090,T4,Destination,144.07,-0.7820010883520245,0.020228605063800833
A091_T1,A091,T1,Destination,1.0,-0.19053025509030394,0.019980090768642465
