term,coef,se,z,p_value
Intercept,0.7284561892704973,0.09129548561593917,7.979104162225048,1.473991490253276e-15
C(location)[T.Source],0.009185718068454272,0.08531565763542756,0.10766743553342638,0.9142595019905813
log_TSVR,-0.21892273657129607,0.01610899547563981,-13.590092374310572,4.585013736643484e-42
C(location)[T.Source]:log_TSVR,-0.004607389126105231,0.022769373597135614,-0.20235028014494175,0.8396428949964412
