UID,paradigm,TSVR_hours,calibration
A039,cued_recall,72.0,-0.1585513817431434
A039,cued_recall,144.0,-0.2955300960641214
A039,free_recall,0.0,-1.095169030652252
A039,free_recall,24.0,0.6146736278061241
A039,free_recall,72.0,-0.0162835274102625
A039,free_recall,144.0,-0.4823615767679372
A039,recognition,0.0,-1.4002167406801262
A039,recognition,24.0,0.4229461760989955
A039,recognition,72.0,0.420931818661747
A039,recognition,144.0,-0.3378151306000049
A040,cued_recall,0.0,1.201667295577674
A040,cued_recall,24.0,0.94780746210368
A040,cued_recall,72.0,1.2191555017840914
A040,cued_recall,144.0,1.249829709184192
A040,free_recall,0.0,1.263261051363472
A040,free_recall,24.0,0.7716601535709068
A040,free_recall,72.0,2.160519632427371
A040,free_recall,144.0,1.1348908880842992
A040,recognition,0.0,1.3325178052288955
A040,recognition,24.0,0.1544570952911556
A040,recognition,72.0,1.6927440349934937
A040,recognition,144.0,1.212528130816299
A041,cued_recall,0.0,-0.5566671787819857
A041,cued_recall,24.0,1.424435391184526
A041,cued_recall,72.0,0.4064790387993586
A041,cued_recall,144.0,0.4710779036569959
A041,free_recall,0.0,0.1112743990078648
A041,free_recall,24.0,1.9670777415038727
A041,free_recall,72.0,0.5439409318225801
A041,free_recall,144.0,0.0523476263441674
A041,recognition,0.0,0.3983926338553003
A041,recognition,24.0,1.5300754169310071
A041,recognition,72.0,0.5168683755338648
A041,recognition,144.0,-0.6086342562861812
A042,cued_recall,0.0,1.03321098073397
A042,cued_recall,24.0,0.6532580927825672
A042,cued_recall,72.0,0.5794491142590552
A042,cued_recall,144.0,0.2954857925758798
A042,free_recall,0.0,0.4817219513716744
A042,free_recall,24.0,0.376690279270654
A042,free_recall,72.0,-0.0729195195079199
A042,free_recall,144.0,0.3702454079328005
A042,recognition,0.0,0.6746915371275278
A042,recognition,24.0,0.4911878741050929
A042,recognition,72.0,-0.0029361802867464
A042,recognition,144.0,0.9916584369481486
A043,cued_recall,0.0,0.6660410098400882
A043,cued_recall,24.0,1.6130990218893344
A043,cued_recall,72.0,0.8401685625714519
A043,cued_recall,144.0,0.7244977291279558
A043,free_recall,0.0,0.5814390983857693
A043,free_recall,24.0,1.1254858950150206
A043,free_recall,72.0,0.7079270713664492
A043,free_recall,144.0,0.5592879088362661
A043,recognition,0.0,0.3932442913183656
A043,recognition,24.0,1.1166155499191874
A043,recognition,72.0,0.6055319564390502
A043,recognition,144.0,1.1930581956965345
A044,cued_recall,0.0,0.0996158548347547
A044,cued_recall,24.0,0.4059859091424209
A044,cued_recall,72.0,1.3798714276237591
A044,cued_recall,144.0,-1.0627585984217809
A044,free_recall,0.0,-0.2299689479284939
A044,free_recall,24.0,-0.0622903672127451
A044,free_recall,72.0,0.4834926174518053
A044,free_recall,144.0,-0.6138124188871024
A044,recognition,0.0,-0.1612874155306773
A044,recognition,24.0,0.0121309250681668
A044,recognition,72.0,0.5294602713758061
A044,recognition,144.0,-0.4327466585591644
A045,cued_recall,0.0,0.432061707643492
A045,cued_recall,24.0,0.9869607017592452
A045,cued_recall,72.0,0.8208379716571357
A045,cued_recall,144.0,0.5352861322455147
A045,free_recall,0.0,1.076180346967196
A045,free_recall,24.0,0.8492934283775244
A045,free_recall,72.0,0.7932834401657951
A045,free_recall,144.0,0.6712046453579523
A045,recognition,0.0,1.408255989239661
A045,recognition,24.0,0.9825625490628288
A045,recognition,72.0,0.6836645600919795
A045,recognition,144.0,1.0866927806625082
A046,cued_recall,0.0,0.9537602861901784
A046,cued_recall,24.0,1.4630784382982425
A046,cued_recall,72.0,0.3981503979936318
A046,cued_recall,144.0,0.4932354734248697
A046,free_recall,0.0,0.5641554302340495
A046,free_recall,24.0,0.7257424465095712
A046,free_recall,72.0,0.0096510329524552
A046,free_recall,144.0,1.0875331599046656
A046,recognition,0.0,0.5144345851957882
A046,recognition,24.0,1.098620010895583
A046,recognition,72.0,0.4284627059516226
A046,recognition,144.0,1.1692740042138172
A047,cued_recall,0.0,0.2281605146347317
A047,cued_recall,24.0,-0.0567061738363988
A047,cued_recall,72.0,-0.2275339953109831
A047,cued_recall,144.0,-1.262467648960878
A047,free_recall,0.0,0.3179708495572793
A047,free_recall,24.0,0.5475565349710666
A047,free_recall,72.0,0.1449149924313417
A047,free_recall,144.0,-1.388095027998055
A047,recognition,0.0,0.4630060121798355
A047,recognition,24.0,0.3794778370323023
A047,recognition,72.0,0.8162511972480994
A047,recognition,144.0,-1.0076636768162814
A048,cued_recall,0.0,-0.4883917713972838
A048,cued_recall,24.0,0.7966926863181872
A048,cued_recall,72.0,0.4516608154423785
A048,cued_recall,144.0,-0.3844577121641392
A048,free_recall,0.0,-1.0195875337508225
A048,free_recall,24.0,0.6059499577395528
A048,free_recall,72.0,-0.0026680456651933
A048,free_recall,144.0,0.0462171556981425
A048,recognition,0.0,-0.742715345613782
A048,recognition,24.0,0.5102869894648696
A048,recognition,72.0,0.7648720879896695
A048,recognition,144.0,0.0809949819738683
A049,cued_recall,0.0,-0.9470540118424337
A049,cued_recall,24.0,0.8020645012583476
A049,cued_recall,72.0,0.1037445813444765
A049,cued_recall,144.0,0.7786356481478081
A049,free_recall,0.0,-0.7546566120143403
A049,free_recall,24.0,0.794277126559727
A049,free_recall,72.0,-0.1897366371828127
A049,free_recall,144.0,0.0116261459799877
A049,recognition,0.0,-0.7884496861826766
A049,recognition,24.0,1.3857386650107353
A049,recognition,72.0,0.0575770850818446
A049,recognition,144.0,-0.1773520741721938
A050,cued_recall,0.0,0.967813135151728
A050,cued_recall,24.0,1.03596288548815
A050,cued_recall,72.0,0.700319045943072
A050,cued_recall,144.0,-0.0273066863936629
A050,free_recall,0.0,0.4453580228538941
A050,free_recall,24.0,0.8671122465439735
A050,free_recall,72.0,0.4822814580367861
A050,free_recall,144.0,0.0789403655103437
A050,recognition,0.0,0.954384461289702
A050,recognition,24.0,1.2239129315162425
A050,recognition,72.0,1.0116876665770809
A050,recognition,144.0,0.2560630045574171
A051,cued_recall,0.0,-0.8693021265066552
A051,cued_recall,24.0,0.7882529787318491
A051,cued_recall,72.0,0.3738920356637056
A051,cued_recall,144.0,0.5589589338575907
A051,free_recall,0.0,-0.2061162884160687
A051,free_recall,24.0,1.0481274006207917
A051,free_recall,72.0,0.7733134185697002
A051,free_recall,144.0,0.0258267434568722
A051,recognition,0.0,0.260285028692282
A051,recognition,24.0,1.1717862502578755
A051,recognition,72.0,0.927045910697262
A051,recognition,144.0,0.3043094535114363
A052,cued_recall,0.0,0.1648105818832084
A052,cued_recall,24.0,0.4012319505367912
A052,cued_recall,72.0,-0.6673012550492505
A052,cued_recall,144.0,0.8818869082107165
A052,free_recall,0.0,-0.5426845815843573
A052,free_recall,24.0,0.1520919486196599
A052,free_recall,72.0,-0.3084140941855087
A052,free_recall,144.0,0.9768813687055202
A052,recognition,0.0,-0.6017678005950685
A052,recognition,24.0,-0.5189257938345002
A052,recognition,72.0,-0.3152107558506669
A052,recognition,144.0,0.9492037466225848
A053,cued_recall,0.0,-0.5810617314233899
A053,cued_recall,24.0,-1.497048291956668
A053,cued_recall,72.0,-0.0811966136255004
A053,cued_recall,144.0,-1.028826950803005
A053,free_recall,0.0,-0.932033857125396
A053,free_recall,24.0,-1.4271049093393997
A053,free_recall,72.0,-0.2277934787317468
A053,free_recall,144.0,-0.902629672881094
A053,recognition,0.0,-0.5954168134607586
A053,recognition,24.0,-1.2985943601390435
A053,recognition,72.0,-0.0896842087238654
A053,recognition,144.0,-0.4793447756045526
A054,cued_recall,0.0,1.04866350020444
A054,cued_recall,24.0,0.604371812360267
A054,cued_recall,72.0,0.0709877883487648
A054,cued_recall,144.0,-0.5900620836207199
A054,free_recall,0.0,1.3945547203408717
A054,free_recall,24.0,-0.104599845804436
A054,free_recall,72.0,0.1014451298460255
A054,free_recall,144.0,-0.2619782649100362
A054,recognition,0.0,0.906746713351728
A054,recognition,24.0,0.0872710714920734
A054,recognition,72.0,-0.0547316057957097
A054,recognition,144.0,-0.2390216370068874
A055,cued_recall,0.0,0.8481286746821075
A055,cued_recall,24.0,-1.201499368323663
A055,cued_recall,72.0,0.0771165303621929
A055,cued_recall,144.0,1.1629990485488269
A055,free_recall,0.0,0.768310993280729
A055,free_recall,24.0,-1.166379683200538
A055,free_recall,72.0,1.0699467353874963
A055,free_recall,144.0,0.9493322764679216
A055,recognition,0.0,0.9723572859675798
A055,recognition,24.0,-0.9248928037449392
A055,recognition,72.0,0.7903011844119611
A055,recognition,144.0,0.8594042828146866
A056,cued_recall,0.0,-0.8051531389786001
A056,cued_recall,24.0,-0.294731099963006
A056,cued_recall,72.0,-0.4842750957709132
A056,cued_recall,144.0,0.8135058752236979
A056,free_recall,0.0,-0.2924187245778947
A056,free_recall,24.0,-0.4273793139801443
A056,free_recall,72.0,0.3495284479009109
A056,free_recall,144.0,1.1489187599911963
A056,recognition,0.0,-0.3056168779059764
A056,recognition,24.0,-0.8421237748586529
A056,recognition,72.0,0.2205230816599691
A056,recognition,144.0,1.0678227406546803
A057,cued_recall,0.0,0.6949255632308979
A057,cued_recall,24.0,1.4436417069455374
A057,cued_recall,72.0,0.3631749248343729
A057,cued_recall,144.0,0.5320291769870559
A057,free_recall,0.0,0.4732573744815481
A057,free_recall,24.0,1.292362298727943
A057,free_recall,72.0,0.8889388211760811
A057,free_recall,144.0,0.7486902308517875
A057,recognition,0.0,0.4340800098948302
A057,recognition,24.0,0.7686231003605484
A057,recognition,72.0,0.7779299537213489
A057,recognition,144.0,0.8319416003334399
A058,cued_recall,0.0,-0.8639668381629031
A058,cued_recall,24.0,0.9322279811888914
A058,cued_recall,72.0,0.5418028570463129
A058,cued_recall,144.0,0.4790694083143952
A058,free_recall,0.0,-0.3645081777156855
A058,free_recall,24.0,1.5258824415725671
A058,free_recall,72.0,0.2001968135052051
A058,free_recall,144.0,0.15279684050336
A058,recognition,0.0,-0.6230825994979257
A058,recognition,24.0,1.2608135717616824
A058,recognition,72.0,-0.0829446544386688
A058,recognition,144.0,0.1207682061301678
A059,cued_recall,0.0,-0.4517781435135167
A059,cued_recall,24.0,-1.0488141516494327
A059,cued_recall,72.0,-1.767224572370591
A059,cued_recall,144.0,-0.2814938824649929
A059,free_recall,0.0,-1.0454039108955309
A059,free_recall,24.0,-0.8185263699821506
A059,free_recall,72.0,-1.4901253593641015
A059,free_recall,144.0,0.0897141334679703
A059,recognition,0.0,-1.6565451740620036
A059,recognition,24.0,-0.6252454878268843
A059,recognition,72.0,-2.0639489393901336
A059,recognition,144.0,-0.4676658009449242
A060,cued_recall,0.0,0.731646242056409
A060,cued_recall,24.0,0.077609928810282
A060,cued_recall,72.0,1.1171703896496838
A060,cued_recall,144.0,0.5614401658839028
A060,free_recall,0.0,0.2324738255924306
A060,free_recall,24.0,-0.6027730765118091
A060,free_recall,72.0,0.941926106408752
A060,free_recall,144.0,0.5839863878950556
A060,recognition,0.0,0.2670289376554705
A060,recognition,24.0,-0.5247089113787498
A060,recognition,72.0,0.7739792240758135
A060,recognition,144.0,0.6952476003914378
A061,cued_recall,0.0,-0.673615698387436
A061,cued_recall,24.0,0.8305354624837025
A061,cued_recall,72.0,0.15936036159075
A061,cued_recall,144.0,1.7515507939375272
A061,free_recall,0.0,-0.924029856158756
A061,free_recall,24.0,0.074077524199385
A061,free_recall,72.0,0.1977699017397828
A061,free_recall,144.0,1.2110897111385548
A061,recognition,0.0,-0.5764562034591112
A061,recognition,24.0,0.1504510520095467
A061,recognition,72.0,0.1663362995301209
A061,recognition,144.0,1.940933984400728
A062,cued_recall,0.0,-0.7568125982422297
A062,cued_recall,24.0,-0.2139619406792821
A062,cued_recall,72.0,0.6711386081564056
A062,cued_recall,144.0,0.0941382634434869
A062,free_recall,0.0,-0.8146432500479754
A062,free_recall,24.0,-0.1977109652275696
A062,free_recall,72.0,1.0123287069341296
A062,free_recall,144.0,0.3191069165706417
A062,recognition,0.0,-0.5910532494937959
A062,recognition,24.0,-0.1592942594498065
A062,recognition,72.0,0.9546215503844936
A062,recognition,144.0,-0.4840488629160897
A063,cued_recall,0.0,-2.1216985611018897
A063,cued_recall,24.0,-3.3879788217440536
A063,cued_recall,72.0,-2.186640814332914
A063,cued_recall,144.0,-1.494545868803992
A063,free_recall,0.0,-1.7745783486893287
A063,free_recall,24.0,-2.630352352829052
A063,free_recall,72.0,-2.507505276706208
A063,free_recall,144.0,-1.009800061660816
A063,recognition,0.0,-1.926577727534815
A063,recognition,24.0,-2.8780375280575097
A063,recognition,72.0,-2.740834530101369
A063,recognition,144.0,-1.443291395381927
A064,cued_recall,0.0,-0.3560810823407647
A064,cued_recall,24.0,-0.4655905188586729
A064,cued_recall,72.0,-0.0702643112079604
A064,cued_recall,144.0,0.7489542833459548
A064,free_recall,0.0,-0.1602248236768493
A064,free_recall,24.0,-0.6272272744781267
A064,free_recall,72.0,0.2601518169142702
A064,free_recall,144.0,1.5834648080519471
