term,coef,se,t,p_uncorrected
Intercept,-0.06714327859366409,0.0838439327159241,-0.8008126100329246,0.4232401376957645
paradigm[T.cued_recall],-0.007089264706548076,0.0649181304620206,-0.10920315566843912,0.9130413574192318
paradigm[T.recognition],0.014838499961676731,0.06491813046202062,0.22857250903671314,0.8192011935429389
TSVR_hours,0.0011190546432277386,0.0005640152472903735,1.9840858001691801,0.047246275831534595
paradigm[T.cued_recall]:TSVR_hours,0.00011815441177580134,0.0007976380121032619,0.1481303673883901,0.8822398840995805
paradigm[T.recognition]:TSVR_hours,-0.00024730833269461384,0.0007976380121032619,-0.31005083627157604,0.7565222980801305
Group Var,1.2793021468224055,0.20127892747979076,6.355867267579974,2.0725393189001657e-10
