composite_ID,paradigm,theta_accuracy,theta_confidence,UID,test,TSVR_hours,z_accuracy,z_confidence,calibration
A053_T1,free_recall,1.4144037,-0.407479,A053,T1,0.0,1.527340436975909,0.5953065798505128,-0.9320338571253961
A053_T2,free_recall,0.28295353,-1.4468019,A053,T2,24.0,0.2677742527721544,-1.1593306565672454,-1.4271049093393997
A053_T3,free_recall,-0.83496577,-1.4735703,A053,T3,72.0,-0.9767289381626549,-1.2045224168944018,-0.22779347873174682
A053_T4,free_recall,-0.19286156,-1.4498922,A053,T4,144.0,-0.26191818370329906,-1.164547856584393,-0.9026296728810939
A054_T1,free_recall,0.06454673,0.08053217,A054,T1,0.0,0.024636881835038732,1.4191916021759101,1.3945547203408715
A054_T2,free_recall,0.59928095,-0.45485732,A054,T2,24.0,0.6199199609374715,0.5153201151330354,-0.10459984580443604
A054_T3,free_recall,0.76526284,-0.22336246,A054,T3,72.0,0.804696260749444,0.9061413905954695,0.1014451298460255
A054_T4,free_recall,1.2983474,-0.08711298,A054,T4,144.0,1.3981428860631664,1.1361646211531302,-0.2619782649100362
A055_T1,free_recall,-0.3203487,-0.5442102,A055,T1,0.0,-0.4038409079403283,0.3644700853404007,0.768310993280729
A055_T2,free_recall,0.5494155,-1.1166618,A055,T2,24.0,0.564408161792041,-0.6019715214084969,-1.166379683200538
A055_T3,free_recall,-0.9620779,-0.78869855,A055,T3,72.0,-1.1182341893838479,-0.0482874539963517,1.0699467353874963
A055_T4,free_recall,-0.9730982,-0.8674088,A055,T4,144.0,-1.1305023365703746,-0.1811700601024529,0.9493322764679217
A056_T1,free_recall,0.8824607,-0.3793793,A056,T1,0.0,0.9351646324295206,0.6427459078516259,-0.29241872457789475
A056_T2,free_recall,0.3381003,-0.81827146,A056,T2,24.0,0.32916538470336626,-0.09821392927677802,-0.4273793139801443
A056_T3,free_recall,-0.26972502,-0.7588861,A056,T3,72.0,-0.3474850231310557,0.002043424769855198,0.3495284479009109
A056_T4,free_recall,-1.5637758,-1.1386805,A056,T4,144.0,-1.7880633591000998,-0.6391445991089033,1.1489187599911965
A057_T1,free_recall,0.009936852,-0.5011889,A057,T1,0.0,-0.03615656490799597,0.43710080957355213,0.4732573744815481
A057_T2,free_recall,-0.7343016,-0.5067597,A057,T2,24.0,-0.8646663941330419,0.4276959045949011,1.292362298727943
A057_T3,free_recall,-0.6061695,-0.66122895,A057,T3,72.0,-0.7220256799856271,0.16691314119045403,0.8889388211760811
A057_T4,free_recall,-1.3534855,-1.2370822,A057,T4,144.0,-1.5539615331698755,-0.805271302318088,0.7486902308517875
A058_T1,free_recall,1.2909634,-0.15271345,A058,T1,0.0,1.3899227832687495,1.025414605553064,-0.36450817771568556
A058_T2,free_recall,-1.1071848,-0.61431795,A058,T2,24.0,-1.2797717888122309,0.24611065276033622,1.5258824415725671
A058_T3,free_recall,-0.0076611126,-0.67453474,A058,T3,72.0,-0.05574717676938687,0.14444963673581823,0.2001968135052051
A058_T4,free_recall,-0.8837645,-1.2803134,A058,T4,144.0,-1.0310532308003848,-0.8782563902970247,0.15279684050336007
A059_T1,free_recall,0.98924613,-0.75498015,A059,T1,0.0,1.0540415570700967,0.008637646174565923,-1.0454039108955309
A059_T2,free_recall,1.1210508,-0.533682,A059,T2,24.0,1.2007706925229953,0.3822443225408448,-0.8185263699821506
A059_T3,free_recall,1.5913445,-0.6213782,A059,T3,72.0,1.7243165426809968,0.23419118331689526,-1.4901253593641015
A059_T4,free_recall,0.5147332,-0.39551023,A059,T4,144.0,0.5257987263712925,0.6155128598392628,0.0897141334679703
A060_T1,free_recall,0.089007095,-0.59167314,A060,T1,0.0,0.05186693528695616,0.28434076087938676,0.2324738255924306
A060_T2,free_recall,0.9243096,-0.5356161,A060,T2,24.0,0.9817521540754137,0.37897907756360466,-0.6027730765118091
A060_T3,free_recall,-0.42468035,-0.51016915,A060,T3,72.0,-0.519986206926126,0.42193989948262617,0.9419261064087521
A060_T4,free_recall,0.6639469,-0.0043468704,A060,T4,144.0,0.6919081457016408,1.2758945335966965,0.5839863878950556
A061_T1,free_recall,2.6159682,0.38957322,A061,T1,0.0,2.864960115215643,1.9409302590568873,-0.9240298561587559
A061_T2,free_recall,0.83355284,-0.19454269,A061,T2,24.0,0.880718852817528,0.9547963770169131,0.07407752419938507
A061_T3,free_recall,0.720659,-0.19571824,A061,T3,72.0,0.7550418525931973,0.9528117543329802,0.19776990173978282
A061_T4,free_recall,-0.44061255,-0.36124137,A061,T4,144.0,-0.5377224368477417,0.6733672742908131,1.2110897111385548
A062_T1,free_recall,1.5698215,-0.23546267,A062,T1,0.0,1.700356457030369,0.8857132069823936,-0.8146432500479754
A062_T2,free_recall,0.29121718,-0.7131469,A062,T2,24.0,0.27697360982213864,0.07926264459456904,-0.1977109652275696
A062_T3,free_recall,-0.99807596,-0.8465645,A062,T3,72.0,-1.1583083705322212,-0.1459796635980917,1.0123287069341296
A062_T4,free_recall,-1.3407863,-1.4831631,A062,T4,144.0,-1.539824381300041,-1.2207174647293992,0.3191069165706417
A063_T1,free_recall,1.0055077,-1.1761686,A063,T1,0.0,1.072144452113245,-0.7024338965760837,-1.7745783486893287
A063_T2,free_recall,0.5848471,-1.960452,A063,T2,24.0,0.6038517417176454,-2.026500611111406,-2.6303523528290516
A063_T3,free_recall,-0.0073365774,-2.2781718,A063,T3,72.0,-0.05538589390042606,-2.5628911706066337,-2.507505276706208
A063_T4,free_recall,-1.0480841,-2.0773058,A063,T4,144.0,-1.21397901670741,-2.223779078368226,-1.009800061660816
A064_T1,free_recall,0.9337908,-0.26722994,A064,T1,0.0,0.9923069263688085,0.8320821026919591,-0.16022482367684932
A064_T2,free_recall,1.0231495,-0.48492604,A064,T2,24.0,1.0917838629310328,0.46455658845290615,-0.6272272744781267
A064_T3,free_recall,0.12078351,-0.5543253,A064,T3,72.0,0.08724144743999686,0.34739326435426704,0.2601518169142702
A064_T4,free_recall,-0.82732314,-0.39566955,A064,T4,144.0,-0.9682209202564123,0.6152438877955352,1.5834648080519473
A065_T1,free_recall,-1.6313238,-0.66037697,A065,T1,0.0,-1.8632599332546607,0.16835149671276894,2.0316114299674295
