composite_ID,paradigm,theta_accuracy,theta_confidence,UID,test,TSVR_hours
A010_T3,cued_recall,-0.34386626,-0.5524379,A010,T3,72.0
A010_T4,cued_recall,0.39210933,-0.95310575,A010,T4,144.0
A011_T1,cued_recall,0.5639205,0.20117466,A011,T1,0.0
A011_T2,cued_recall,-0.21693763,-0.35665527,A011,T2,24.0
A011_T3,cued_recall,-0.11885676,-0.6309244,A011,T3,72.0
A011_T4,cued_recall,-0.40435803,-1.0681462,A011,T4,144.0
A012_T1,cued_recall,0.84081537,-0.050886992,A012,T1,0.0
A012_T2,cued_recall,-0.011747679,-0.65453064,A012,T2,24.0
A012_T3,cued_recall,0.46904305,-0.4952974,A012,T3,72.0
A012_T4,cued_recall,-1.1657566,-1.0177246,A012,T4,144.0
A013_T1,cued_recall,-0.06196794,-0.45633644,A013,T1,0.0
A013_T2,cued_recall,-0.72638094,-0.8638005,A013,T2,24.0
A013_T3,cued_recall,1.0730467,-0.4738455,A013,T3,72.0
A013_T4,cued_recall,-1.4795078,-1.4687135,A013,T4,144.0
A014_T1,cued_recall,0.5662233,-0.32732219,A014,T1,0.0
A014_T2,cued_recall,1.1082016,-0.40765393,A014,T2,24.0
A014_T3,cued_recall,0.03844115,-0.44074836,A014,T3,72.0
A014_T4,cued_recall,-0.97037005,-0.8261321,A014,T4,144.0
A015_T1,cued_recall,1.659924,0.1802804,A015,T1,0.0
A015_T2,cued_recall,1.7755525,-0.23150212,A015,T2,24.0
A015_T3,cued_recall,1.6194718,-0.21519952,A015,T3,72.0
A015_T4,cued_recall,-0.014565401,-0.3840633,A015,T4,144.0
A016_T1,cued_recall,1.3016679,-0.3542506,A016,T1,0.0
A016_T2,cued_recall,1.4167509,-0.60945356,A016,T2,24.0
A016_T3,cued_recall,-0.14719886,-0.96980375,A016,T3,72.0
A016_T4,cued_recall,-1.0612006,-1.8449149,A016,T4,144.0
A017_T1,cued_recall,-0.64893633,-0.018256454,A017,T1,0.0
A017_T2,cued_recall,0.68695086,0.2814095,A017,T2,24.0
A017_T3,cued_recall,0.23617989,0.20765562,A017,T3,72.0
A017_T4,cued_recall,1.1511014,-0.0057707797,A017,T4,144.0
A018_T1,cued_recall,1.2432209,-0.19164847,A018,T1,0.0
A018_T2,cued_recall,0.6348993,-0.3532238,A018,T2,24.0
A018_T3,cued_recall,-0.3062067,-0.77008784,A018,T3,72.0
A018_T4,cued_recall,0.14981274,-0.82932794,A018,T4,144.0
A019_T1,cued_recall,-0.40954873,-2.6292453,A019,T1,0.0
A019_T2,cued_recall,-0.72419274,-2.3639765,A019,T2,24.0
A019_T3,cued_recall,-0.7890297,-2.5121644,A019,T3,72.0
A019_T4,cued_recall,-0.43077806,-2.2657363,A019,T4,144.0
A020_T1,cued_recall,-0.19779886,-0.19504109,A020,T1,0.0
A020_T2,cued_recall,0.26416394,-0.40889826,A020,T2,24.0
A020_T3,cued_recall,-0.7218849,-1.1125457,A020,T3,72.0
A020_T4,cued_recall,-2.0933332,-1.3864412,A020,T4,144.0
A021_T1,cued_recall,1.0224657,-0.45067868,A021,T1,0.0
A021_T2,cued_recall,0.23119716,-0.61890185,A021,T2,24.0
A021_T3,cued_recall,-0.09928185,-0.62426436,A021,T3,72.0
A021_T4,cued_recall,0.77135384,-0.394627,A021,T4,144.0
A022_T1,cued_recall,0.08487166,-0.76185286,A022,T1,0.0
A022_T2,cued_recall,0.80793685,-1.8644159,A022,T2,24.0
A022_T3,cued_recall,0.55696887,-0.75436324,A022,T3,72.0
A022_T4,cued_recall,0.63891745,-1.9319844,A022,T4,144.0
A023_T1,cued_recall,0.8567801,-0.4516211,A023,T1,0.0
A023_T2,cued_recall,0.26234666,-0.7390129,A023,T2,24.0
A023_T3,cued_recall,0.40942284,-0.8163186,A023,T3,72.0
A023_T4,cued_recall,0.22926755,-0.57013416,A023,T4,144.0
A024_T1,cued_recall,-0.18276915,-0.828012,A024,T1,0.0
A024_T2,cued_recall,0.632458,-0.37942925,A024,T2,24.0
A024_T3,cued_recall,-0.5480257,-0.6642277,A024,T3,72.0
A024_T4,cued_recall,-1.3661549,-0.8515781,A024,T4,144.0
A025_T1,cued_recall,1.6351862,-0.31803262,A025,T1,0.0
A025_T2,cued_recall,1.7770549,-0.5682235,A025,T2,24.0
A025_T3,cued_recall,-0.15167001,-0.81496215,A025,T3,72.0
A025_T4,cued_recall,-0.76431817,-1.8311752,A025,T4,144.0
A026_T1,cued_recall,1.1173441,-0.4910958,A026,T1,0.0
A026_T2,cued_recall,0.28154746,-0.48718,A026,T2,24.0
A026_T3,cued_recall,0.8135648,-0.3545243,A026,T3,72.0
A026_T4,cued_recall,-0.47460285,-0.5146816,A026,T4,144.0
A027_T1,cued_recall,0.56165755,-0.20576786,A027,T1,0.0
A027_T2,cued_recall,0.6846959,-0.2885601,A027,T2,24.0
A027_T3,cued_recall,-0.94683594,-1.2606434,A027,T3,72.0
A027_T4,cued_recall,-0.47532603,-1.274303,A027,T4,144.0
A028_T1,cued_recall,2.2565992,0.0017455599,A028,T1,0.0
A028_T2,cued_recall,-0.061017342,-0.40434152,A028,T2,24.0
A028_T3,cued_recall,0.45241958,-0.6716908,A028,T3,72.0
A028_T4,cued_recall,-0.528568,-0.7521241,A028,T4,144.0
A029_T1,cued_recall,1.9823364,0.041432988,A029,T1,0.0
A029_T2,cued_recall,0.30846474,-0.059752703,A029,T2,24.0
A029_T3,cued_recall,1.6233219,-0.4547298,A029,T3,72.0
A029_T4,cued_recall,0.09506731,-0.46717912,A029,T4,144.0
A030_T1,cued_recall,0.42693013,-0.7234257,A030,T1,0.0
A030_T2,cued_recall,0.69716036,-0.41957065,A030,T2,24.0
A030_T3,cued_recall,0.42517364,-0.71102554,A030,T3,72.0
A030_T4,cued_recall,0.6671635,-0.5548663,A030,T4,144.0
A031_T1,cued_recall,1.4814626,0.12782651,A031,T1,0.0
A031_T2,cued_recall,0.110624164,-0.15569323,A031,T2,24.0
A031_T3,cued_recall,-0.1332235,-0.7595478,A031,T3,72.0
A031_T4,cued_recall,-1.0655026,-1.3349471,A031,T4,144.0
A032_T1,cued_recall,0.9454206,-0.17223424,A032,T1,0.0
A032_T2,cued_recall,-0.39917567,-0.710624,A032,T2,24.0
A032_T3,cued_recall,0.39128196,-0.6086402,A032,T3,72.0
A032_T4,cued_recall,1.7303392,-0.72463715,A032,T4,144.0
A033_T1,cued_recall,0.14129296,-0.37053573,A033,T1,0.0
A033_T2,cued_recall,0.38250932,-0.79290557,A033,T2,24.0
A033_T3,cued_recall,0.8144951,-0.146949,A033,T3,72.0
A033_T4,cued_recall,-0.39993677,-0.5677564,A033,T4,144.0
A034_T1,cued_recall,1.903067,-0.03474921,A034,T1,0.0
A034_T2,cued_recall,1.1695625,-0.14402238,A034,T2,24.0
A034_T3,cued_recall,0.31177452,-0.24851997,A034,T3,72.0
A034_T4,cued_recall,-0.009669799,-0.4572434,A034,T4,144.0
A035_T1,cued_recall,-0.5415187,-0.60153985,A035,T1,0.0
A035_T2,cued_recall,1.0356543,-0.30036494,A035,T2,24.0
A035_T3,cued_recall,-0.39255425,-0.5172327,A035,T3,72.0
A035_T4,cued_recall,-0.92812026,-1.1555337,A035,T4,144.0
A036_T1,cued_recall,1.2325392,-1.1819533,A036,T1,0.0
A036_T2,cued_recall,-0.050014295,-2.1710746,A036,T2,24.0
A036_T3,cued_recall,-0.21859926,-1.7060938,A036,T3,72.0
A036_T4,cued_recall,-1.234061,-2.4439359,A036,T4,144.0
A037_T1,cued_recall,1.258741,-0.20496579,A037,T1,0.0
A037_T2,cued_recall,0.58575517,-0.6447914,A037,T2,24.0
A037_T3,cued_recall,0.20267418,-0.88650185,A037,T3,72.0
A037_T4,cued_recall,-0.4808938,-0.958937,A037,T4,144.0
A038_T1,cued_recall,1.1368554,-0.27035648,A038,T1,0.0
A038_T2,cued_recall,-0.15929624,-0.37996697,A038,T2,24.0
A038_T3,cued_recall,0.93710977,-0.39911762,A038,T3,72.0
A038_T4,cued_recall,-0.112696126,-0.33283436,A038,T4,144.0
A039_T1,cued_recall,2.1386986,-0.043055825,A039,T1,0.0
A039_T2,cued_recall,0.99968016,0.031228688,A039,T2,24.0
A039_T3,cued_recall,0.8152755,-0.39068496,A039,T3,72.0
A039_T4,cued_recall,0.87478536,-0.4349311,A039,T4,144.0
A040_T1,cued_recall,-0.49256238,-0.43131572,A040,T1,0.0
A040_T2,cued_recall,-0.38509324,-0.51520383,A040,T2,24.0
A040_T3,cued_recall,-1.3090754,-0.96728,A040,T3,72.0
A040_T4,cued_recall,-1.4733402,-1.0584334,A040,T4,144.0
A041_T1,cued_recall,1.4855708,-0.18628882,A041,T1,0.0
A041_T2,cued_recall,-0.81649363,-0.5114481,A041,T2,24.0
A041_T3,cued_recall,0.18753728,-0.46411788,A041,T3,72.0
A041_T4,cued_recall,0.48835725,-0.22304514,A041,T4,144.0
A042_T1,cued_recall,-0.6895237,-0.6666075,A042,T1,0.0
A042_T2,cued_recall,-0.9664004,-1.0852448,A042,T2,24.0
A042_T3,cued_recall,-0.6056565,-0.8890183,A042,T3,72.0
A042_T4,cued_recall,-1.1014373,-1.3952959,A042,T4,144.0
A043_T1,cued_recall,0.899163,0.17169975,A043,T1,0.0
A043_T2,cued_recall,0.034321833,0.1740402,A043,T2,24.0
A043_T3,cued_recall,0.037855305,-0.2980961,A043,T3,72.0
A043_T4,cued_recall,-0.11178535,-0.46929908,A043,T4,144.0
A044_T1,cued_recall,-0.4346427,-1.0690849,A044,T1,0.0
A044_T2,cued_recall,-0.3329901,-0.81294227,A044,T2,24.0
A044_T3,cued_recall,-1.7054782,-1.1340299,A044,T3,72.0
A044_T4,cued_recall,-0.9379744,-2.119675,A044,T4,144.0
A045_T1,cued_recall,-0.45263797,-0.87704515,A045,T1,0.0
A045_T2,cued_recall,-0.82860243,-0.7881214,A045,T2,24.0
A045_T3,cued_recall,-0.43453157,-0.6262521,A045,T3,72.0
A045_T4,cued_recall,-0.81670034,-1.0574354,A045,T4,144.0
A046_T1,cued_recall,-0.7534626,-0.7581929,A046,T1,0.0
A046_T2,cued_recall,-1.6854773,-1.0695574,A046,T2,24.0
A046_T3,cued_recall,-2.0226305,-1.9490595,A046,T3,72.0
A046_T4,cued_recall,-1.145097,-1.3031299,A046,T4,144.0
A047_T1,cued_recall,-0.2947177,-0.89648384,A047,T1,0.0
A047_T2,cued_recall,-0.074646346,-0.9240137,A047,T2,24.0
A047_T3,cued_recall,-1.0434045,-1.6775217,A047,T3,72.0
A047_T4,cued_recall,-1.3391343,-2.510875,A047,T4,144.0
A048_T1,cued_recall,1.3396158,-0.24209942,A048,T1,0.0
A048_T2,cued_recall,-0.045005087,-0.38026553,A048,T2,24.0
A048_T3,cued_recall,-0.04359406,-0.5911359,A048,T3,72.0
A048_T4,cued_recall,0.53243536,-0.7187459,A048,T4,144.0
A049_T1,cued_recall,2.1185856,-0.002109209,A049,T1,0.0
A049_T2,cued_recall,-0.50056607,-0.68199086,A049,T2,24.0
A049_T3,cued_recall,0.64186585,-0.3457687,A049,T3,72.0
A049_T4,cued_recall,-0.14295964,-0.4569367,A049,T4,144.0
A050_T1,cued_recall,-0.081971474,-0.29996568,A050,T1,0.0
A050_T2,cued_recall,-0.26677322,-0.38186345,A050,T2,24.0
A050_T3,cued_recall,-0.98047173,-1.0657756,A050,T3,72.0
A050_T4,cued_recall,-0.5670056,-1.2356269,A050,T4,144.0
A051_T1,cued_recall,1.7813605,-0.18016803,A051,T1,0.0
A051_T2,cued_recall,0.20063995,-0.22097383,A051,T2,24.0
A051_T3,cued_recall,-0.3531045,-0.8461124,A051,T3,72.0
A051_T4,cued_recall,-0.077873945,-0.54821783,A051,T4,144.0
A052_T1,cued_recall,0.66354376,-0.29376572,A052,T1,0.0
A052_T2,cued_recall,-0.25498182,-0.7636299,A052,T2,24.0
A052_T3,cued_recall,0.36897573,-1.0018288,A052,T3,72.0
A052_T4,cued_recall,-0.78321314,-0.8222356,A052,T4,144.0
A053_T1,cued_recall,1.2605083,-0.35195634,A053,T1,0.0
A053_T2,cued_recall,1.0534477,-1.0529191,A053,T2,24.0
A053_T3,cued_recall,-0.6444452,-1.32056,A053,T3,72.0
A053_T4,cued_recall,-0.034559526,-1.4939585,A053,T4,144.0
A054_T1,cued_recall,0.31915054,0.018241584,A054,T1,0.0
A054_T2,cued_recall,0.45086184,-0.16632122,A054,T2,24.0
A054_T3,cued_recall,0.7501586,-0.29337016,A054,T3,72.0
A054_T4,cued_recall,1.2492504,-0.36501944,A054,T4,144.0
A055_T1,cued_recall,0.041222192,-0.29095507,A055,T1,0.0
A055_T2,cued_recall,1.2471511,-0.7417865,A055,T2,24.0
A055_T3,cued_recall,-0.31288907,-1.0013765,A055,T3,72.0
A055_T4,cued_recall,-1.554973,-1.1663964,A055,T4,144.0
A056_T1,cued_recall,0.9120589,-0.7228321,A056,T1,0.0
A056_T2,cued_recall,-0.018810825,-1.0327523,A056,T2,24.0
A056_T3,cued_recall,0.29311848,-0.9402596,A056,T3,72.0
A056_T4,cued_recall,-1.1334265,-1.0987018,A056,T4,144.0
A057_T1,cued_recall,-0.05232748,-0.44764313,A057,T1,0.0
A057_T2,cued_recall,-0.85586286,-0.5260172,A057,T2,24.0
A057_T3,cued_recall,-0.5226535,-0.966214,A057,T3,72.0
A057_T4,cued_recall,-1.2877662,-1.3748393,A057,T4,144.0
A058_T1,cued_recall,1.6296768,-0.27845326,A058,T1,0.0
A058_T2,cued_recall,-0.682836,-0.7241232,A058,T2,24.0
A058_T3,cued_recall,-0.061592907,-0.5478489,A058,T3,72.0
A058_T4,cued_recall,-0.7328553,-1.035808,A058,T4,144.0
A059_T1,cued_recall,0.8768439,-0.5294735,A059,T1,0.0
A059_T2,cued_recall,1.4401908,-0.51880234,A059,T2,24.0
A059_T3,cued_recall,2.004653,-0.5818962,A059,T3,72.0
A059_T4,cued_recall,0.0840155,-0.9557781,A059,T4,144.0
A060_T1,cued_recall,-0.034585696,-0.4132212,A060,T1,0.0
A060_T2,cued_recall,0.75584376,-0.2854983,A060,T2,24.0
A060_T3,cued_recall,-0.2604367,-0.3277675,A060,T3,72.0
A060_T4,cued_recall,0.36166513,-0.25239906,A060,T4,144.0
A061_T1,cued_recall,2.3680613,0.3327923,A061,T1,0.0
A061_T2,cued_recall,0.9821358,0.32823777,A061,T2,24.0
A061_T3,cued_recall,0.64583325,-0.30896977,A061,T3,72.0
A061_T4,cued_recall,-0.63718915,-0.1905777,A061,T4,144.0
A062_T1,cued_recall,1.4751632,-0.31612659,A062,T1,0.0
A062_T2,cued_recall,0.39018252,-0.7093246,A062,T2,24.0
A062_T3,cued_recall,-0.94510424,-1.060009,A062,T3,72.0
A062_T4,cued_recall,-0.8798419,-1.3705329,A062,T4,144.0
A063_T1,cued_recall,1.2077117,-1.3331038,A063,T1,0.0
A063_T2,cued_recall,1.3568763,-2.0105996,A063,T2,24.0
A063_T3,cued_recall,0.070884176,-2.1341403,A063,T3,72.0
A063_T4,cued_recall,-1.0678395,-2.4717011,A063,T4,144.0
A064_T1,cued_recall,1.2809386,-0.20016147,A064,T1,0.0
A064_T2,cued_recall,0.7598011,-0.6163195,A064,T2,24.0
A064_T3,cued_recall,0.16164199,-0.77412903,A064,T3,72.0
A064_T4,cued_recall,-0.7334007,-0.8704908,A064,T4,144.0
A065_T1,cued_recall,-1.8375293,-0.5981998,A065,T1,0.0
A065_T2,cued_recall,-0.0030232137,-1.6685569,A065,T2,24.0
A065_T3,cued_recall,-1.2474006,-2.0889993,A065,T3,72.0
A065_T4,cued_recall,-2.2587807,-2.2364256,A065,T4,144.0
A066_T1,cued_recall,-0.14587693,-0.77596503,A066,T1,0.0
A066_T2,cued_recall,-0.5350211,-0.7945988,A066,T2,24.0
A066_T3,cued_recall,-1.1306067,-0.92539597,A066,T3,72.0
A066_T4,cued_recall,-1.4549768,-1.0373929,A066,T4,144.0
A067_T1,cued_recall,0.20703617,-0.7445105,A067,T1,0.0
A067_T2,cued_recall,-1.5590602,-1.4943105,A067,T2,24.0
A067_T3,cued_recall,-1.4660316,-1.3566617,A067,T3,72.0
A067_T4,cued_recall,-1.5478401,-1.2693241,A067,T4,144.0
A068_T1,cued_recall,1.4069263,-0.00913743,A068,T1,0.0
A068_T2,cued_recall,-0.21608391,-0.060993813,A068,T2,24.0
A068_T3,cued_recall,0.7251277,-0.47176874,A068,T3,72.0
A068_T4,cued_recall,-0.44046012,-0.53964925,A068,T4,144.0
A069_T1,cued_recall,-0.8156367,-0.81429595,A069,T1,0.0
A069_T2,cued_recall,-1.003427,-1.7218459,A069,T2,24.0
A069_T3,cued_recall,-0.15258345,-2.1277711,A069,T3,72.0
A069_T4,cued_recall,-1.1634574,-1.630314,A069,T4,144.0
A070_T1,cued_recall,0.17281204,-0.3825703,A070,T1,0.0
A070_T2,cued_recall,0.050464932,-0.61641556,A070,T2,24.0
A070_T3,cued_recall,-1.109818,-1.0403204,A070,T3,72.0
A070_T4,cued_recall,-1.0831009,-1.2344764,A070,T4,144.0
A071_T1,cued_recall,0.5489096,-0.026015846,A071,T1,0.0
A071_T2,cued_recall,0.40938142,-0.96263194,A071,T2,24.0
A071_T3,cued_recall,-0.70280397,-1.1181917,A071,T3,72.0
A071_T4,cued_recall,0.24814038,-0.9473008,A071,T4,144.0
A072_T1,cued_recall,1.2745856,0.039993748,A072,T1,0.0
A072_T2,cued_recall,1.3061616,-0.39086843,A072,T2,24.0
A072_T3,cued_recall,-0.58761966,-0.5614795,A072,T3,72.0
A072_T4,cued_recall,0.10019777,-0.57266223,A072,T4,144.0
A073_T1,cued_recall,1.1698031,-0.71579367,A073,T1,0.0
A073_T2,cued_recall,0.213315,-1.3146936,A073,T2,24.0
A073_T3,cued_recall,1.063813,-0.8243161,A073,T3,72.0
A073_T4,cued_recall,1.2432824,-1.3176999,A073,T4,144.0
A074_T1,cued_recall,1.3506466,-0.20255348,A074,T1,0.0
A074_T2,cued_recall,-0.031553622,-0.636926,A074,T2,24.0
A074_T3,cued_recall,-0.53760165,-0.68169385,A074,T3,72.0
A074_T4,cued_recall,-0.6315205,-0.59078276,A074,T4,144.0
A075_T1,cued_recall,0.9588991,-0.38858426,A075,T1,0.0
A075_T2,cued_recall,0.5673783,-0.6431891,A075,T2,24.0
A075_T3,cued_recall,-1.399464,-1.4971204,A075,T3,72.0
A075_T4,cued_recall,-0.7930459,-0.92612106,A075,T4,144.0
A076_T1,cued_recall,0.024194812,-0.7772405,A076,T1,0.0
A076_T2,cued_recall,-1.0196363,-1.0214627,A076,T2,24.0
A076_T3,cued_recall,-1.6319014,-1.3607582,A076,T3,72.0
A076_T4,cued_recall,-1.6889011,-1.7398529,A076,T4,144.0
A077_T1,cued_recall,0.620659,-0.18726541,A077,T1,0.0
A077_T2,cued_recall,-0.054946523,-0.6217643,A077,T2,24.0
A077_T3,cued_recall,-0.40346828,-0.84871817,A077,T3,72.0
A077_T4,cued_recall,0.047804616,-0.51105994,A077,T4,144.0
A078_T1,cued_recall,-0.5550404,-1.2126508,A078,T1,0.0
A078_T2,cued_recall,0.33242676,-1.0540794,A078,T2,24.0
A078_T3,cued_recall,-0.71275437,-0.94721496,A078,T3,72.0
A078_T4,cued_recall,-0.96229225,-1.6853855,A078,T4,144.0
A079_T1,cued_recall,0.7266939,-0.64858377,A079,T1,0.0
A079_T2,cued_recall,0.33964783,-0.5477344,A079,T2,24.0
A079_T3,cued_recall,-0.95795447,-0.8418314,A079,T3,72.0
A079_T4,cued_recall,-0.64385366,-1.002122,A079,T4,144.0
A080_T1,cued_recall,0.4963262,-0.1290965,A080,T1,0.0
A080_T2,cued_recall,0.06484385,-0.4253731,A080,T2,24.0
A080_T3,cued_recall,0.17949885,-0.72171897,A080,T3,72.0
A080_T4,cued_recall,-0.7201712,-1.267292,A080,T4,144.0
A081_T1,cued_recall,0.59079283,-0.12206005,A081,T1,0.0
A081_T2,cued_recall,-0.37425303,-0.46310452,A081,T2,24.0
A081_T3,cued_recall,1.4981886,-0.7616656,A081,T3,72.0
A081_T4,cued_recall,0.28968403,-0.87593764,A081,T4,144.0
A082_T1,cued_recall,0.3937965,-0.25550312,A082,T1,0.0
A082_T2,cued_recall,1.6726893,-0.39980993,A082,T2,24.0
A082_T3,cued_recall,0.26070443,-0.7288765,A082,T3,72.0
A082_T4,cued_recall,-0.24990185,-1.0825795,A082,T4,144.0
A083_T1,cued_recall,1.8757206,-0.025263725,A083,T1,0.0
A083_T2,cued_recall,0.7406226,-0.54452056,A083,T2,24.0
A083_T3,cued_recall,0.15675685,-0.34181762,A083,T3,72.0
A083_T4,cued_recall,0.41007304,-0.57316786,A083,T4,144.0
A084_T1,cued_recall,1.0363737,-1.274621,A084,T1,0.0
A084_T2,cued_recall,-0.08566386,-1.6068318,A084,T2,24.0
A084_T3,cued_recall,0.1501421,-1.0829709,A084,T3,72.0
A084_T4,cued_recall,-0.5393467,-1.6272607,A084,T4,144.0
A085_T1,cued_recall,0.075853765,-0.2159739,A085,T1,0.0
A085_T2,cued_recall,1.2179971,0.0018695894,A085,T2,24.0
A085_T3,cued_recall,-0.22426121,-0.20279258,A085,T3,72.0
A085_T4,cued_recall,-0.3583133,-0.7182862,A085,T4,144.0
A086_T1,cued_recall,0.88108736,-0.089438975,A086,T1,0.0
A086_T2,cued_recall,0.30652004,-0.3671582,A086,T2,24.0
A086_T3,cued_recall,-0.82387006,-0.99149674,A086,T3,72.0
A086_T4,cued_recall,-0.6613363,-1.0220482,A086,T4,144.0
A087_T1,cued_recall,0.58175397,-0.027251702,A087,T1,0.0
A087_T2,cued_recall,1.1760826,-0.32928872,A087,T2,24.0
A087_T3,cued_recall,0.65625054,-0.40278393,A087,T3,72.0
A087_T4,cued_recall,0.28195977,-0.3757158,A087,T4,144.0
A088_T1,cued_recall,1.5454081,-0.24900883,A088,T1,0.0
A088_T2,cued_recall,2.4344504,-0.44576445,A088,T2,24.0
A088_T3,cued_recall,1.1459264,-0.6874645,A088,T3,72.0
A088_T4,cued_recall,2.3584166,-0.118626684,A088,T4,144.0
A089_T1,cued_recall,1.0743129,-0.16793996,A089,T1,0.0
A089_T2,cued_recall,1.006568,-0.23728788,A089,T2,24.0
A089_T3,cued_recall,1.1093498,-0.50369817,A089,T3,72.0
A089_T4,cued_recall,0.019611612,-0.67345893,A089,T4,144.0
A090_T1,cued_recall,0.06928799,-1.7896047,A090,T1,0.0
A090_T2,cued_recall,-0.5618887,-1.3877722,A090,T2,24.0
A090_T3,cued_recall,-1.2942528,-2.2462232,A090,T3,72.0
A090_T4,cued_recall,-0.66221637,-2.0635138,A090,T4,144.0
A091_T1,cued_recall,0.37353247,-0.51421577,A091,T1,0.0
A091_T2,cued_recall,-0.38569748,-0.76323134,A091,T2,24.0
A091_T3,cued_recall,-0.9121887,-0.97291255,A091,T3,72.0
A091_T4,cued_recall,-0.82411695,-0.5974593,A091,T4,144.0
A092_T1,cued_recall,-0.018687323,-0.41074193,A092,T1,0.0
A092_T2,cued_recall,-0.92986196,-0.49468276,A092,T2,24.0
A092_T3,cued_recall,-0.65643394,-0.9305366,A092,T3,72.0
A092_T4,cued_recall,-0.845883,-1.4550121,A092,T4,144.0
A093_T1,cued_recall,0.5201135,-0.12849993,A093,T1,0.0
A093_T2,cued_recall,0.55581963,-1.9648439,A093,T2,24.0
A093_T3,cued_recall,-0.043852262,-2.1705863,A093,T3,72.0
A093_T4,cued_recall,-0.121557094,-2.255066,A093,T4,144.0
A094_T1,cued_recall,-0.73902184,-0.8326643,A094,T1,0.0
A094_T2,cued_recall,-0.29991186,-0.86961484,A094,T2,24.0
A094_T3,cued_recall,-1.2893258,-1.1131772,A094,T3,72.0
A094_T4,cued_recall,-1.1009582,-1.2576878,A094,T4,144.0
A095_T1,cued_recall,1.8624213,-0.11931944,A095,T1,0.0
A095_T2,cued_recall,0.055583816,-0.9325416,A095,T2,24.0
A095_T3,cued_recall,-0.016563427,-0.5815086,A095,T3,72.0
A095_T4,cued_recall,-0.25386304,-0.9078115,A095,T4,144.0
A096_T1,cued_recall,-0.405043,-0.45224208,A096,T1,0.0
A096_T2,cued_recall,-0.70250136,-0.75515527,A096,T2,24.0
A096_T3,cued_recall,-1.5279682,-0.8748445,A096,T3,72.0
A096_T4,cued_recall,-2.1239834,-0.687439,A096,T4,144.0
A097_T1,cued_recall,0.17421606,-1.0440743,A097,T1,0.0
A097_T2,cued_recall,-0.18929343,-2.158307,A097,T2,24.0
A097_T3,cued_recall,0.3600653,-2.0244296,A097,T3,72.0
A097_T4,cued_recall,-0.3640842,-2.0187886,A097,T4,144.0
A098_T1,cued_recall,0.76267684,-0.26072747,A098,T1,0.0
A098_T2,cued_recall,0.50032306,-0.45944586,A098,T2,24.0
A098_T3,cued_recall,0.7660794,-0.067425124,A098,T3,72.0
A098_T4,cued_recall,-0.8945514,-0.51113003,A098,T4,144.0
A099_T1,cued_recall,1.0417407,-0.3226672,A099,T1,0.0
A099_T2,cued_recall,0.6420143,-0.52179307,A099,T2,24.0
A099_T3,cued_recall,0.33446977,-0.34993008,A099,T3,72.0
A099_T4,cued_recall,0.98564196,0.034091577,A099,T4,144.0
A100_T1,cued_recall,0.2507026,-0.9777966,A100,T1,0.0
A100_T2,cued_recall,1.7990696,-1.4143615,A100,T2,24.0
A100_T3,cued_recall,0.022800112,-1.1687301,A100,T3,72.0
A100_T4,cued_recall,-0.14655165,-2.1339664,A100,T4,144.0
A101_T1,cued_recall,0.06431497,-1.2034521,A101,T1,0.0
A101_T2,cued_recall,-0.4466182,-1.2083303,A101,T2,24.0
A101_T3,cued_recall,-1.0314987,-2.1933358,A101,T3,72.0
A101_T4,cued_recall,-0.9808568,-2.3255627,A101,T4,144.0
A102_T1,cued_recall,-0.4727804,-0.65494096,A102,T1,0.0
A102_T2,cued_recall,1.1755204,-0.307941,A102,T2,24.0
A102_T3,cued_recall,-0.62653625,-0.8506725,A102,T3,72.0
A102_T4,cued_recall,-0.13949722,-0.61914474,A102,T4,144.0
A103_T1,cued_recall,1.6574401,-2.089968,A103,T1,0.0
A103_T2,cued_recall,-0.61883485,-2.3192782,A103,T2,24.0
A103_T3,cued_recall,-1.058727,-2.40412,A103,T3,72.0
A103_T4,cued_recall,-0.77343935,-2.0753698,A103,T4,144.0
A104_T1,cued_recall,1.5773517,-0.029558474,A104,T1,0.0
A104_T2,cued_recall,0.6895314,-0.2876872,A104,T2,24.0
A104_T3,cued_recall,0.17436832,-0.34935588,A104,T3,72.0
A104_T4,cued_recall,-1.2733445,-1.4351848,A104,T4,144.0
A105_T1,cued_recall,0.91576445,0.050637368,A105,T1,0.0
A105_T2,cued_recall,0.7752459,-0.17400134,A105,T2,24.0
A105_T3,cued_recall,-0.4392154,-0.54826665,A105,T3,72.0
A105_T4,cued_recall,-0.16613224,-0.821176,A105,T4,144.0
A106_T1,cued_recall,1.0576928,-0.14219749,A106,T1,0.0
A106_T2,cued_recall,-0.51895714,-0.900719,A106,T2,24.0
A106_T3,cued_recall,0.29473698,-0.589366,A106,T3,72.0
A106_T4,cued_recall,1.0693434,-0.4156417,A106,T4,144.0
A107_T1,cued_recall,-0.5625059,-2.2410336,A107,T1,0.0
A107_T2,cued_recall,-1.480025,-2.2572632,A107,T2,24.0
A107_T3,cued_recall,-0.9414066,-1.6527365,A107,T3,72.0
A107_T4,cued_recall,-0.7620688,-2.3636792,A107,T4,144.0
A108_T1,cued_recall,-0.81889147,-0.86811566,A108,T1,0.0
A108_T2,cued_recall,-0.4216877,-1.1341231,A108,T2,24.0
A108_T3,cued_recall,0.16783781,-1.1416365,A108,T3,72.0
A108_T4,cued_recall,-1.4309634,-0.950665,A108,T4,144.0
A109_T1,cued_recall,-0.4498533,-1.1148522,A109,T1,0.0
