composite_ID,paradigm,theta_accuracy,theta_confidence,UID,test,TSVR_hours
A109_T2,cued_recall,-1.0999992,-1.6196707,A109,T2,24.0
A109_T3,cued_recall,0.0005814457,-1.3348649,A109,T3,72.0
A109_T4,cued_recall,-1.645536,-2.4018967,A109,T4,144.0
A010_T1,recognition,2.4384494,-0.15862462,A010,T1,0.0
A010_T2,recognition,0.3100767,-0.7051571,A010,T2,24.0
A010_T3,recognition,-0.5900594,-0.8217905,A010,T3,72.0
A010_T4,recognition,0.7578454,-0.5358007,A010,T4,144.0
A011_T1,recognition,0.64898896,0.3106988,A011,T1,0.0
A011_T2,recognition,0.4779798,-0.4380256,A011,T2,24.0
A011_T3,recognition,-0.18876392,-0.5179411,A011,T3,72.0
A011_T4,recognition,-0.36833763,-0.9058908,A011,T4,144.0
A012_T1,recognition,1.185163,-0.20113803,A012,T1,0.0
A012_T2,recognition,-0.4810561,-0.54553527,A012,T2,24.0
A012_T3,recognition,0.9331896,-0.4173812,A012,T3,72.0
A012_T4,recognition,-1.2891253,-0.7485343,A012,T4,144.0
A013_T1,recognition,-0.26959375,-0.6229669,A013,T1,0.0
A013_T2,recognition,-0.26315907,-0.7733808,A013,T2,24.0
A013_T3,recognition,0.5015512,-0.58319086,A013,T3,72.0
A013_T4,recognition,-0.85894424,-1.1488215,A013,T4,144.0
A014_T1,recognition,0.8939411,-0.04035391,A014,T1,0.0
A014_T2,recognition,1.3020949,-0.09822102,A014,T2,24.0
A014_T3,recognition,0.1523909,-0.58386904,A014,T3,72.0
A014_T4,recognition,-0.9391108,-0.7946022,A014,T4,144.0
A015_T1,recognition,1.7311847,0.11815895,A015,T1,0.0
A015_T2,recognition,1.9454731,-0.43468377,A015,T2,24.0
A015_T3,recognition,1.5540669,-0.5036463,A015,T3,72.0
A015_T4,recognition,0.14790718,-0.61099946,A015,T4,144.0
A016_T1,recognition,1.9085045,-0.10638935,A016,T1,0.0
A016_T2,recognition,1.2414935,-0.63756806,A016,T2,24.0
A016_T3,recognition,0.17359161,-0.89964366,A016,T3,72.0
A016_T4,recognition,-1.2219204,-1.2670777,A016,T4,144.0
A017_T1,recognition,0.07371173,-0.062205687,A017,T1,0.0
A017_T2,recognition,1.094934,0.25004867,A017,T2,24.0
A017_T3,recognition,0.34243777,0.042535014,A017,T3,72.0
A017_T4,recognition,0.8778206,-0.12546116,A017,T4,144.0
A018_T1,recognition,0.89794534,-0.121926956,A018,T1,0.0
A018_T2,recognition,0.11510111,-0.21204796,A018,T2,24.0
A018_T3,recognition,-0.5672663,-0.74618036,A018,T3,72.0
A018_T4,recognition,0.25552902,-0.8287735,A018,T4,144.0
A019_T1,recognition,-0.6919953,-1.9538922,A019,T1,0.0
A019_T2,recognition,-0.8384044,-2.1343305,A019,T2,24.0
A019_T3,recognition,-0.5890452,-2.0799785,A019,T3,72.0
A019_T4,recognition,-1.1340683,-2.2030878,A019,T4,144.0
A020_T1,recognition,0.06332161,-0.48690766,A020,T1,0.0
A020_T2,recognition,0.047483053,-0.32156003,A020,T2,24.0
A020_T3,recognition,-0.51456475,-0.7915862,A020,T3,72.0
A020_T4,recognition,-2.305471,-1.2613987,A020,T4,144.0
A021_T1,recognition,1.3263483,-0.3532124,A021,T1,0.0
A021_T2,recognition,0.07185613,-0.30295387,A021,T2,24.0
A021_T3,recognition,0.14021443,-0.39490348,A021,T3,72.0
A021_T4,recognition,0.6826978,-0.3627251,A021,T4,144.0
A022_T1,recognition,0.10991881,-1.1157705,A022,T1,0.0
A022_T2,recognition,0.7072509,-1.4203433,A022,T2,24.0
A022_T3,recognition,0.32368746,-1.0561495,A022,T3,72.0
A022_T4,recognition,0.8941155,-1.8497843,A022,T4,144.0
A023_T1,recognition,0.36951885,-0.15118986,A023,T1,0.0
A023_T2,recognition,0.015596133,-0.23088044,A023,T2,24.0
A023_T3,recognition,0.22199889,-0.4541971,A023,T3,72.0
A023_T4,recognition,-0.12707277,-0.516986,A023,T4,144.0
A024_T1,recognition,0.42522484,-0.4831878,A024,T1,0.0
A024_T2,recognition,0.46180817,-0.40433216,A024,T2,24.0
A024_T3,recognition,0.054807294,-0.5050232,A024,T3,72.0
A024_T4,recognition,-1.3448688,-0.9991243,A024,T4,144.0
A025_T1,recognition,1.0340793,-0.12514494,A025,T1,0.0
A025_T2,recognition,1.6322045,-0.32980514,A025,T2,24.0
A025_T3,recognition,-0.47655585,-0.9202323,A025,T3,72.0
A025_T4,recognition,-0.8461859,-1.2248158,A025,T4,144.0
A026_T1,recognition,0.6719598,-0.34453192,A026,T1,0.0
A026_T2,recognition,-0.07465413,-0.4365123,A026,T2,24.0
A026_T3,recognition,1.1318396,-0.68159574,A026,T3,72.0
A026_T4,recognition,-0.4234665,-0.3978525,A026,T4,144.0
A027_T1,recognition,0.76357627,-0.27824682,A027,T1,0.0
A027_T2,recognition,0.4312134,-0.48595855,A027,T2,24.0
A027_T3,recognition,-0.69983053,-0.88308233,A027,T3,72.0
A027_T4,recognition,0.053597745,-1.4759974,A027,T4,144.0
A028_T1,recognition,1.4671905,-0.0635326,A028,T1,0.0
A028_T2,recognition,-0.12530611,-0.46371174,A028,T2,24.0
A028_T3,recognition,0.2184041,-0.60520583,A028,T3,72.0
A028_T4,recognition,-1.2986233,-0.9590091,A028,T4,144.0
A029_T1,recognition,2.4757762,0.061480336,A029,T1,0.0
A029_T2,recognition,0.54682654,-0.228324,A029,T2,24.0
A029_T3,recognition,1.07133,-0.26198998,A029,T3,72.0
A029_T4,recognition,0.55508226,-0.61694217,A029,T4,144.0
A030_T1,recognition,0.35405353,-0.47384235,A030,T1,0.0
A030_T2,recognition,1.2919836,-0.23027073,A030,T2,24.0
A030_T3,recognition,0.38871464,-0.7419841,A030,T3,72.0
A030_T4,recognition,0.83179647,-0.41574138,A030,T4,144.0
A031_T1,recognition,2.286436,0.09638919,A031,T1,0.0
A031_T2,recognition,0.06316654,-0.22695057,A031,T2,24.0
A031_T3,recognition,-0.24461146,-0.8244365,A031,T3,72.0
A031_T4,recognition,-1.095342,-1.2319186,A031,T4,144.0
A032_T1,recognition,0.754212,-0.25767633,A032,T1,0.0
A032_T2,recognition,-0.7069247,-0.7654939,A032,T2,24.0
A032_T3,recognition,0.38795704,-0.39658925,A032,T3,72.0
A032_T4,recognition,1.5438918,-0.3456247,A032,T4,144.0
A033_T1,recognition,-0.12778349,-0.3240273,A033,T1,0.0
A033_T2,recognition,-0.08431574,-0.38363454,A033,T2,24.0
A033_T3,recognition,0.8991813,-0.37224713,A033,T3,72.0
A033_T4,recognition,0.04133816,-0.69596666,A033,T4,144.0
A034_T1,recognition,2.1105924,0.19052224,A034,T1,0.0
A034_T2,recognition,1.4497505,0.24530324,A034,T2,24.0
A034_T3,recognition,0.41954288,-0.2242196,A034,T3,72.0
A034_T4,recognition,0.035610847,-0.7880729,A034,T4,144.0
A035_T1,recognition,-0.45223022,-0.42769665,A035,T1,0.0
A035_T2,recognition,0.5595692,-0.5282797,A035,T2,24.0
A035_T3,recognition,-0.37577602,-0.819093,A035,T3,72.0
A035_T4,recognition,-1.0302126,-0.83570474,A035,T4,144.0
A036_T1,recognition,1.0361929,-1.3081963,A036,T1,0.0
A036_T2,recognition,-0.27806544,-2.2695425,A036,T2,24.0
A036_T3,recognition,-0.60023236,-1.9238989,A036,T3,72.0
A036_T4,recognition,-1.1132983,-2.1869812,A036,T4,144.0
A037_T1,recognition,0.93678945,0.017677812,A037,T1,0.0
A037_T2,recognition,1.5641938,-0.39754912,A037,T2,24.0
A037_T3,recognition,0.19912125,-0.63320935,A037,T3,72.0
A037_T4,recognition,-0.20357801,-0.7986159,A037,T4,144.0
A038_T1,recognition,1.4483027,-0.42474094,A038,T1,0.0
A038_T2,recognition,-0.49120235,-0.50018156,A038,T2,24.0
A038_T3,recognition,1.2652723,-0.42578152,A038,T3,72.0
A038_T4,recognition,-0.041008864,-0.3754877,A038,T4,144.0
A039_T1,recognition,2.6988935,0.055318974,A039,T1,0.0
A039_T2,recognition,0.9120198,0.037231747,A039,T2,24.0
A039_T3,recognition,0.82550347,-0.017234206,A039,T3,72.0
A039_T4,recognition,0.63423765,-0.58535516,A039,T4,144.0
A040_T1,recognition,-0.74248385,-0.44161323,A040,T1,0.0
A040_T2,recognition,0.09302302,-0.62640715,A040,T2,24.0
A040_T3,recognition,-1.6655847,-0.7961782,A040,T3,72.0
A040_T4,recognition,-1.5992237,-1.0403498,A040,T4,144.0
A041_T1,recognition,0.81122,-0.039407022,A041,T1,0.0
A041_T2,recognition,-1.162225,-0.5827985,A041,T2,24.0
A041_T3,recognition,0.15353484,-0.37403953,A041,T3,72.0
A041_T4,recognition,0.5963426,-0.7694326,A041,T4,144.0
A042_T1,recognition,-0.7229102,-0.8200135,A042,T1,0.0
A042_T2,recognition,-1.140325,-1.185945,A042,T2,24.0
A042_T3,recognition,-0.48732755,-1.0771646,A042,T3,72.0
A042_T4,recognition,-1.4546955,-1.0824571,A042,T4,144.0
A043_T1,recognition,1.0126323,0.081551924,A043,T1,0.0
A043_T2,recognition,0.3983507,0.13267937,A043,T2,24.0
A043_T3,recognition,0.5010917,-0.10741362,A043,T3,72.0
A043_T4,recognition,-0.5570522,-0.41021433,A043,T4,144.0
A044_T1,recognition,-0.4703743,-1.1607153,A044,T1,0.0
A044_T2,recognition,-0.654232,-1.1709889,A044,T2,24.0
A044_T3,recognition,-1.5527358,-1.4171604,A044,T3,72.0
A044_T4,recognition,-1.2528853,-1.8036519,A044,T4,144.0
A045_T1,recognition,-0.6049191,-0.31195673,A045,T1,0.0
A045_T2,recognition,-0.8930858,-0.7420584,A045,T2,24.0
A045_T3,recognition,-0.5937915,-0.73518586,A045,T3,72.0
A045_T4,recognition,-1.290313,-0.924835,A045,T4,144.0
A046_T1,recognition,-0.5982873,-0.83840036,A046,T1,0.0
A046_T2,recognition,-1.413458,-0.99357915,A046,T2,24.0
A046_T3,recognition,-2.0996013,-1.8138266,A046,T3,72.0
A046_T4,recognition,-1.4497496,-0.9739882,A046,T4,144.0
A047_T1,recognition,-0.30463582,-0.68811697,A047,T1,0.0
A047_T2,recognition,-0.47663674,-0.84360045,A047,T2,24.0
A047_T3,recognition,-1.5128936,-1.222404,A047,T3,72.0
A047_T4,recognition,-1.0254031,-2.0048268,A047,T4,144.0
A048_T1,recognition,1.2373691,-0.4543198,A048,T1,0.0
A048_T2,recognition,-0.08034208,-0.52194995,A048,T2,24.0
A048_T3,recognition,-0.14090295,-0.40813005,A048,T3,72.0
A048_T4,recognition,0.27244678,-0.5595347,A048,T4,144.0
A049_T1,recognition,1.8781378,-0.08692759,A049,T1,0.0
A049_T2,recognition,-0.9171489,-0.5175698,A049,T2,24.0
A049_T3,recognition,0.6688247,-0.32937428,A049,T3,72.0
A049_T4,recognition,0.3420703,-0.6700074,A049,T4,144.0
A050_T1,recognition,-0.004933702,-0.21192536,A050,T1,0.0
A050_T2,recognition,-0.6379478,-0.44171003,A050,T2,24.0
A050_T3,recognition,-1.342118,-1.0012519,A050,T3,72.0
A050_T4,recognition,-0.67183626,-1.0370426,A050,T4,144.0
A051_T1,recognition,1.2244735,0.13307014,A051,T1,0.0
A051_T2,recognition,-0.15659332,-0.17626743,A051,T2,24.0
A051_T3,recognition,-0.39899728,-0.47078723,A051,T3,72.0
A051_T4,recognition,-0.19292271,-0.71352655,A051,T4,144.0
A052_T1,recognition,0.9162573,-0.5683773,A052,T1,0.0
A052_T2,recognition,0.7441957,-0.62514925,A052,T2,24.0
A052_T3,recognition,0.32922077,-0.7597451,A052,T3,72.0
A052_T4,recognition,-0.8879928,-0.7587226,A052,T4,144.0
A053_T1,recognition,1.3877759,-0.27428153,A053,T1,0.0
A053_T2,recognition,0.41908395,-1.2881006,A053,T2,24.0
A053_T3,recognition,-0.7869955,-1.3131671,A053,T3,72.0
A053_T4,recognition,-0.4435216,-1.3329641,A053,T4,144.0
A054_T1,recognition,0.48956367,0.06427406,A054,T1,0.0
A054_T2,recognition,0.6934224,-0.296604,A054,T2,24.0
A054_T3,recognition,0.8463199,-0.28674665,A054,T3,72.0
A054_T4,recognition,1.2287457,-0.16066244,A054,T4,144.0
A055_T1,recognition,-0.13158245,-0.2792385,A055,T1,0.0
A055_T2,recognition,0.76897997,-0.85085034,A055,T2,24.0
A055_T3,recognition,-0.907813,-0.8652429,A055,T3,72.0
A055_T4,recognition,-1.0814104,-0.9311152,A055,T4,144.0
A056_T1,recognition,0.72850454,-0.50820136,A056,T1,0.0
A056_T2,recognition,0.22693743,-1.1354724,A056,T2,24.0
A056_T3,recognition,-0.091664016,-0.7009103,A056,T3,72.0
A056_T4,recognition,-1.3377627,-0.9652513,A056,T4,144.0
A057_T1,recognition,0.27071217,-0.3510294,A057,T1,0.0
A057_T2,recognition,-0.8539148,-0.8449234,A057,T2,24.0
A057_T3,recognition,-0.71713674,-0.75518155,A057,T3,72.0
A057_T4,recognition,-1.8448895,-1.4175094,A057,T4,144.0
A058_T1,recognition,1.2466015,-0.37762725,A058,T1,0.0
A058_T2,recognition,-1.077494,-0.6904476,A058,T2,24.0
A058_T3,recognition,-0.117913626,-0.8971959,A058,T3,72.0
A058_T4,recognition,-0.69132006,-1.1293434,A058,T4,144.0
A059_T1,recognition,1.7848992,-0.6595944,A059,T1,0.0
A059_T2,recognition,0.89374894,-0.59617144,A059,T2,24.0
A059_T3,recognition,1.4927459,-1.0812949,A059,T3,72.0
A059_T4,recognition,0.68180627,-0.6331387,A059,T4,144.0
A060_T1,recognition,-0.38018447,-0.85095626,A060,T1,0.0
A060_T2,recognition,1.1239609,-0.3947506,A060,T2,24.0
A060_T3,recognition,-0.09334896,-0.3734443,A060,T3,72.0
A060_T4,recognition,0.46231183,-0.078040734,A060,T4,144.0
A061_T1,recognition,2.7986915,0.6057096,A061,T1,0.0
A061_T2,recognition,1.2234498,0.06724795,A061,T2,24.0
A061_T3,recognition,0.5204708,-0.35616565,A061,T3,72.0
A061_T4,recognition,-0.6823952,-0.04349015,A061,T4,144.0
A062_T1,recognition,1.4583671,-0.22822672,A062,T1,0.0
A062_T2,recognition,0.24000895,-0.722131,A062,T2,24.0
A062_T3,recognition,-0.984396,-0.8148648,A062,T3,72.0
A062_T4,recognition,-1.181499,-1.7901479,A062,T4,144.0
A063_T1,recognition,0.9245191,-1.3496302,A063,T1,0.0
A063_T2,recognition,1.0350604,-1.8463053,A063,T2,24.0
A063_T3,recognition,0.028180914,-2.3848302,A063,T3,72.0
A063_T4,recognition,-0.9576166,-2.2216554,A063,T4,144.0
A064_T1,recognition,1.2904102,-0.36008343,A064,T1,0.0
A064_T2,recognition,1.1106834,-0.5421806,A064,T2,24.0
A064_T3,recognition,0.2845312,-0.87936807,A064,T3,72.0
A064_T4,recognition,-0.7148069,-0.69300824,A064,T4,144.0
A065_T1,recognition,-1.9897554,-0.66449404,A065,T1,0.0
A065_T2,recognition,-0.46454605,-1.2504311,A065,T2,24.0
A065_T3,recognition,-2.072122,-2.3885388,A065,T3,72.0
A065_T4,recognition,-2.4058857,-1.7233038,A065,T4,144.0
A066_T1,recognition,0.04724063,-0.580781,A066,T1,0.0
A066_T2,recognition,0.049044065,-0.58585733,A066,T2,24.0
A066_T3,recognition,-0.8186272,-0.9116544,A066,T3,72.0
A066_T4,recognition,-1.2446865,-1.5776596,A066,T4,144.0
A067_T1,recognition,0.4298758,-0.47298893,A067,T1,0.0
A067_T2,recognition,-1.1691964,-1.4959533,A067,T2,24.0
A067_T3,recognition,-1.4345893,-1.2390082,A067,T3,72.0
A067_T4,recognition,-1.3285642,-1.7207289,A067,T4,144.0
A068_T1,recognition,1.041759,0.25624478,A068,T1,0.0
A068_T2,recognition,-0.0033514237,0.1773017,A068,T2,24.0
A068_T3,recognition,0.8072276,-0.24323134,A068,T3,72.0
A068_T4,recognition,-0.29118964,-0.70535904,A068,T4,144.0
A069_T1,recognition,-0.8091589,-0.9169222,A069,T1,0.0
A069_T2,recognition,-0.9965671,-1.2830238,A069,T2,24.0
A069_T3,recognition,-0.24949603,-1.6903186,A069,T3,72.0
A069_T4,recognition,-1.8297737,-1.0505646,A069,T4,144.0
A070_T1,recognition,-0.038579978,-0.1932337,A070,T1,0.0
A070_T2,recognition,0.18958522,-0.45294037,A070,T2,24.0
A070_T3,recognition,-0.277578,-1.1770614,A070,T3,72.0
A070_T4,recognition,-0.78672224,-1.2880065,A070,T4,144.0
A071_T1,recognition,0.70816094,-0.36259955,A071,T1,0.0
A071_T2,recognition,0.56730664,-0.6494873,A071,T2,24.0
A071_T3,recognition,-0.84938395,-1.1995856,A071,T3,72.0
A071_T4,recognition,0.033938855,-1.0448982,A071,T4,144.0
A072_T1,recognition,1.0733924,-0.22940466,A072,T1,0.0
A072_T2,recognition,1.4070365,-0.05174513,A072,T2,24.0
A072_T3,recognition,-0.5334246,-0.7853285,A072,T3,72.0
A072_T4,recognition,-0.2938692,-1.0138148,A072,T4,144.0
A073_T1,recognition,0.68885374,-1.1007987,A073,T1,0.0
A073_T2,recognition,0.119342916,-0.84423727,A073,T2,24.0
A073_T3,recognition,1.1573863,-1.1174105,A073,T3,72.0
A073_T4,recognition,1.3339784,-0.92444986,A073,T4,144.0
A074_T1,recognition,1.4998207,-0.27120158,A074,T1,0.0
A074_T2,recognition,-0.037707042,-0.43945855,A074,T2,24.0
A074_T3,recognition,-0.59307206,-0.7623514,A074,T3,72.0
A074_T4,recognition,-1.2337722,-0.95114464,A074,T4,144.0
A075_T1,recognition,0.8625738,-0.5788438,A075,T1,0.0
A075_T2,recognition,0.39767498,-0.47054765,A075,T2,24.0
A075_T3,recognition,-1.2247729,-1.5936422,A075,T3,72.0
A075_T4,recognition,-1.2319921,-1.0968056,A075,T4,144.0
A076_T1,recognition,-0.22091237,-0.6571018,A076,T1,0.0
A076_T2,recognition,-1.0255073,-0.8910365,A076,T2,24.0
A076_T3,recognition,-1.5301954,-1.0260578,A076,T3,72.0
A076_T4,recognition,-1.7831339,-1.6393503,A076,T4,144.0
A077_T1,recognition,0.89236367,-0.1909953,A077,T1,0.0
A077_T2,recognition,-0.42042914,-0.8049004,A077,T2,24.0
A077_T3,recognition,-0.1648312,-0.9275885,A077,T3,72.0
A077_T4,recognition,0.0786916,-0.58439434,A077,T4,144.0
A078_T1,recognition,-0.6276853,-0.7179125,A078,T1,0.0
A078_T2,recognition,0.09190124,-0.89232725,A078,T2,24.0
A078_T3,recognition,-0.71987665,-1.0176567,A078,T3,72.0
A078_T4,recognition,-1.2768241,-1.5921478,A078,T4,144.0
A079_T1,recognition,0.525917,-0.46154037,A079,T1,0.0
A079_T2,recognition,-0.23780693,-0.40846157,A079,T2,24.0
A079_T3,recognition,-0.90638155,-0.860966,A079,T3,72.0
A079_T4,recognition,-0.8079388,-0.9833281,A079,T4,144.0
A080_T1,recognition,0.19847187,-0.26405326,A080,T1,0.0
A080_T2,recognition,0.5421969,-0.3418435,A080,T2,24.0
A080_T3,recognition,0.51873004,-0.62602496,A080,T3,72.0
A080_T4,recognition,-0.7286859,-0.78379077,A080,T4,144.0
A081_T1,recognition,0.09954796,-0.3031455,A081,T1,0.0
A081_T2,recognition,-0.37963817,-0.70171684,A081,T2,24.0
A081_T3,recognition,0.9053249,-0.38565055,A081,T3,72.0
A081_T4,recognition,0.20900704,-0.64521545,A081,T4,144.0
A082_T1,recognition,0.15080759,-0.5203472,A082,T1,0.0
A082_T2,recognition,1.0830928,-0.49728477,A082,T2,24.0
A082_T3,recognition,0.8160206,-0.5127705,A082,T3,72.0
A082_T4,recognition,-0.4891232,-0.97910553,A082,T4,144.0
A083_T1,recognition,1.978909,-0.11627018,A083,T1,0.0
A083_T2,recognition,0.57815444,-0.55112505,A083,T2,24.0
A083_T3,recognition,0.22213173,-0.6854371,A083,T3,72.0
A083_T4,recognition,0.27717957,-0.75101763,A083,T4,144.0
A084_T1,recognition,1.0537276,-1.5620617,A084,T1,0.0
A084_T2,recognition,-0.011237693,-1.4358864,A084,T2,24.0
A084_T3,recognition,-0.19179052,-1.5180849,A084,T3,72.0
A084_T4,recognition,-0.18041168,-1.7063925,A084,T4,144.0
A085_T1,recognition,-0.22509605,-0.01844471,A085,T1,0.0
A085_T2,recognition,1.0013424,-0.16428605,A085,T2,24.0
A085_T3,recognition,-0.067706935,-0.3311657,A085,T3,72.0
A085_T4,recognition,-1.0312817,-0.7049054,A085,T4,144.0
A086_T1,recognition,0.6659961,-0.07778503,A086,T1,0.0
A086_T2,recognition,0.22458939,-0.089146025,A086,T2,24.0
A086_T3,recognition,-1.3325757,-0.5159796,A086,T3,72.0
A086_T4,recognition,-0.5272459,-0.6927746,A086,T4,144.0
A087_T1,recognition,0.7895145,-0.104414366,A087,T1,0.0
A087_T2,recognition,1.4542019,-0.3750774,A087,T2,24.0
A087_T3,recognition,0.04354732,-0.57867676,A087,T3,72.0
A087_T4,recognition,0.38482845,-0.5009998,A087,T4,144.0
A088_T1,recognition,1.9759402,-0.20791973,A088,T1,0.0
A088_T2,recognition,2.3444242,-0.1263998,A088,T2,24.0
A088_T3,recognition,1.1121235,-0.33885002,A088,T3,72.0
A088_T4,recognition,1.9438039,-0.51892984,A088,T4,144.0
A089_T1,recognition,1.5588329,-0.24634777,A089,T1,0.0
A089_T2,recognition,0.9890919,-0.43813646,A089,T2,24.0
A089_T3,recognition,0.07187775,-0.75720346,A089,T3,72.0
A089_T4,recognition,0.042044263,-0.70551986,A089,T4,144.0
A090_T1,recognition,0.050371252,-1.3531364,A090,T1,0.0
A090_T2,recognition,-0.27120855,-1.0804622,A090,T2,24.0
A090_T3,recognition,-1.3461871,-2.1874144,A090,T3,72.0
A090_T4,recognition,-0.7518836,-2.4239995,A090,T4,144.0
A091_T1,recognition,0.97061104,-0.30639794,A091,T1,0.0
A091_T2,recognition,0.039785095,-0.6922973,A091,T2,24.0
A091_T3,recognition,-0.97475123,-0.9675625,A091,T3,72.0
A091_T4,recognition,-0.9651673,-0.4389421,A091,T4,144.0
A092_T1,recognition,0.05058304,-0.12943168,A092,T1,0.0
A092_T2,recognition,-1.2336305,-0.48104745,A092,T2,24.0
A092_T3,recognition,-1.2415818,-0.63441604,A092,T3,72.0
A092_T4,recognition,-0.89444345,-1.153522,A092,T4,144.0
A093_T1,recognition,0.5990654,-0.024931433,A093,T1,0.0
A093_T2,recognition,1.2117604,-1.7303154,A093,T2,24.0
A093_T3,recognition,0.17340481,-2.281083,A093,T3,72.0
A093_T4,recognition,0.5586453,-2.4248056,A093,T4,144.0
A094_T1,recognition,-0.9617219,-1.033198,A094,T1,0.0
A094_T2,recognition,0.0140557075,-0.8617835,A094,T2,24.0
A094_T3,recognition,-1.5349207,-1.234597,A094,T3,72.0
A094_T4,recognition,-1.2094593,-1.0338311,A094,T4,144.0
A095_T1,recognition,1.9830589,-0.048999757,A095,T1,0.0
A095_T2,recognition,0.3200694,-0.6065598,A095,T2,24.0
A095_T3,recognition,-0.17800218,-0.41894326,A095,T3,72.0
A095_T4,recognition,-0.41172364,-1.1093658,A095,T4,144.0
A096_T1,recognition,-0.6706398,-0.11507906,A096,T1,0.0
A096_T2,recognition,-0.55896944,-0.9060672,A096,T2,24.0
A096_T3,recognition,-1.9151922,-0.6411326,A096,T3,72.0
A096_T4,recognition,-1.9204532,-0.6074202,A096,T4,144.0
A097_T1,recognition,0.14730547,-0.833725,A097,T1,0.0
A097_T2,recognition,-0.47214893,-2.361964,A097,T2,24.0
A097_T3,recognition,0.31698403,-1.7163297,A097,T3,72.0
A097_T4,recognition,-0.5914035,-2.5664153,A097,T4,144.0
A098_T1,recognition,0.6124665,-0.26285478,A098,T1,0.0
A098_T2,recognition,-0.096271254,-0.42237103,A098,T2,24.0
A098_T3,recognition,1.3472352,-0.4168463,A098,T3,72.0
A098_T4,recognition,-0.9018639,-0.41366634,A098,T4,144.0
A099_T1,recognition,0.5525987,-0.26426882,A099,T1,0.0
A099_T2,recognition,0.97143245,-0.33375144,A099,T2,24.0
A099_T3,recognition,0.9325728,-0.42029873,A099,T3,72.0
A099_T4,recognition,1.1421402,0.13085288,A099,T4,144.0
A100_T1,recognition,0.41694874,-0.9299864,A100,T1,0.0
A100_T2,recognition,1.5501331,-1.2269031,A100,T2,24.0
A100_T3,recognition,0.26074573,-1.1680386,A100,T3,72.0
A100_T4,recognition,0.18579558,-2.27275,A100,T4,144.0
A101_T1,recognition,-0.24693763,-1.0540677,A101,T1,0.0
A101_T2,recognition,-0.8620508,-0.9742274,A101,T2,24.0
A101_T3,recognition,-1.2491857,-2.337981,A101,T3,72.0
A101_T4,recognition,-1.011913,-2.2021196,A101,T4,144.0
A102_T1,recognition,-0.38333195,-0.46328065,A102,T1,0.0
A102_T2,recognition,1.0901707,-0.67301834,A102,T2,24.0
A102_T3,recognition,-0.3659669,-0.5467142,A102,T3,72.0
A102_T4,recognition,0.1741312,-0.5703519,A102,T4,144.0
A103_T1,recognition,1.6768701,-1.3497282,A103,T1,0.0
A103_T2,recognition,-0.57117534,-2.2525246,A103,T2,24.0
A103_T3,recognition,-1.2689043,-2.251464,A103,T3,72.0
A103_T4,recognition,-0.71614736,-2.338611,A103,T4,144.0
A104_T1,recognition,1.6540266,-0.22738136,A104,T1,0.0
A104_T2,recognition,1.0291764,-0.024753232,A104,T2,24.0
A104_T3,recognition,-0.4121698,-0.50490004,A104,T3,72.0
A104_T4,recognition,-1.7346635,-1.0474662,A104,T4,144.0
A105_T1,recognition,0.6195348,0.17827322,A105,T1,0.0
A105_T2,recognition,0.6627499,-0.28131703,A105,T2,24.0
A105_T3,recognition,-0.66510576,-0.6700098,A105,T3,72.0
A105_T4,recognition,-0.010698175,-0.64446265,A105,T4,144.0
A106_T1,recognition,1.0056148,-0.32594514,A106,T1,0.0
A106_T2,recognition,-0.080483235,-0.61866975,A106,T2,24.0
A106_T3,recognition,0.26081502,-0.61227256,A106,T3,72.0
A106_T4,recognition,0.8969831,-0.6406035,A106,T4,144.0
A107_T1,recognition,-1.0345303,-2.2167213,A107,T1,0.0
A107_T2,recognition,-1.5771314,-2.4104211,A107,T2,24.0
A107_T3,recognition,-0.7658409,-1.7175354,A107,T3,72.0
A107_T4,recognition,-1.1520263,-2.1416445,A107,T4,144.0
A108_T1,recognition,-0.7558844,-0.7431695,A108,T1,0.0
A108_T2,recognition,-0.6152969,-0.9935347,A108,T2,24.0
A108_T3,recognition,0.07778465,-0.81998044,A108,T3,72.0
A108_T4,recognition,-1.6173264,-1.1932532,A108,T4,144.0
A109_T1,recognition,-0.15640523,-1.4986725,A109,T1,0.0
A109_T2,recognition,-1.224899,-1.6875165,A109,T2,24.0
A109_T3,recognition,-0.13068518,-0.9869989,A109,T3,72.0
A109_T4,recognition,-1.6439301,-2.206535,A109,T4,144.0
