composite_ID,UID,test,theta_observed,theta_ma_fitted,residual_ma,TSVR_hours
A021_3,A021,T3,0.3772473,0.40670950102590764,-0.02946220102590763,74.19
A021_4,A021,T4,0.77024406,0.17217019818792945,0.5980738618120706,140.39
A022_1,A022,T1,0.1020859,0.7291570406800415,-0.6270711406800415,1.0
A022_2,A022,T2,0.4643598,0.23128820295319874,0.23307159704680125,24.15
A022_3,A022,T3,-0.11233316,-0.1633226304467443,0.0509894704467443,74.46
A022_4,A022,T4,0.0056279004,-0.3998851769578439,0.4055130773578439,141.71
A023_1,A023,T1,0.8812526,0.747622436943243,0.133630163056757,1.0
A023_2,A023,T2,-0.48242265,0.230962185959513,-0.713384835959513,25.63
A023_3,A023,T3,0.13040453,-0.13342955595540734,0.26383408595540736,72.2
A023_4,A023,T4,0.004668119,-0.3898456189153542,0.3945137379153542,145.07
A024_1,A024,T1,0.33348504,0.628802991914339,-0.29531795191433896,1.0
A024_2,A024,T2,0.10314593,0.06569326963311332,0.03745266036688667,29.57
A024_3,A024,T3,0.1529355,-0.3399822180145169,0.4929177180145169,91.47
A024_4,A024,T4,-0.7700928,-0.510097753365589,-0.259995046634411,145.65
A025_1,A025,T1,0.99917114,0.9137000277573109,0.0854711122426891,1.0
A025_2,A025,T2,1.6789465,0.4265940967383886,1.2523524032616113,23.33
A025_3,A025,T3,-0.15189764,0.028868020969697896,-0.1807656609696979,72.94
A025_4,A025,T4,-1.1388493,-0.20509919692229467,-0.9337501030777053,137.74
A026_1,A026,T1,1.0569059,0.9789175008201578,0.07798839917984224,1.0
A026_2,A026,T2,0.062489662,0.45181395791052514,-0.38932429591052514,26.48
A026_3,A026,T3,0.7757372,0.08148987662129774,0.6942473233787023,75.46
A026_4,A026,T4,-0.26765063,-0.16487568610090148,-0.10277494389909853,147.65
A027_1,A027,T1,0.9770042,0.5998736432886379,0.3771305567113621,1.0
A027_2,A027,T2,0.3337341,0.051669732035899626,0.28206436796410034,28.26
A027_3,A027,T3,-0.7031997,-0.2932032319428097,-0.4099964680571903,74.58
A027_4,A027,T4,-0.8390413,-0.539691898303822,-0.29934940169617796,145.92
A028_1,A028,T1,1.5710772,0.7329943050304378,0.8380828949695621,1.0
A028_2,A028,T2,-0.19436406,0.252715345528617,-0.447079405528617,22.82
A028_3,A028,T3,-0.0985842,-0.1483655860602415,0.0497813860602415,72.26
A028_4,A028,T4,-0.7637951,-0.38885692717574694,-0.374938172824253,138.91
A029_1,A029,T1,1.7016916,1.503497307295557,0.1981942927044429,1.0
A029_2,A029,T2,0.3401657,0.9533301645568432,-0.6131644645568431,28.43
A029_3,A029,T3,1.2822845,0.5275368024065997,0.7547476975934003,93.26
A029_4,A029,T4,0.7683035,0.370842500841425,0.397460999158575,143.14
A030_1,A030,T1,0.33380765,1.0148754114000134,-0.6810677614000133,1.0
A030_2,A030,T2,1.2043047,0.41550992554953625,0.7887947744504638,32.95
A030_3,A030,T3,-0.12868379,0.13521206610557018,-0.2638958561055702,71.93
A030_4,A030,T4,0.33196774,-0.13566920446564343,0.4676369444656434,150.46
A031_1,A031,T1,2.2557483,0.9927929899425166,1.2629553100574835,1.0
A031_2,A031,T2,0.018638758,0.3990199054822762,-0.38038114748227625,32.41
A031_3,A031,T3,-0.04251805,0.11504090741170395,-0.15755895741170395,71.56
A031_4,A031,T4,-0.57443035,-0.14164075897339676,-0.4327895910266032,143.85
A032_1,A032,T1,0.8067235,1.297204219917824,-0.49048071991782394,1.0
A032_2,A032,T2,-0.12246857,0.502215851110198,-0.624684421110198,57.18
A032_3,A032,T3,0.6580906,0.3773595782645722,0.28073102173542774,80.16
A032_4,A032,T4,1.5530372,0.16112545573192116,1.3919117442680786,144.51
A033_1,A033,T1,0.43369794,0.9659735320214435,-0.5322755920214435,1.0
A033_2,A033,T2,0.5100616,0.4074746207538163,0.10258697924618371,29.16
A033_3,A033,T3,0.9657034,0.08287359935529395,0.8828298006447061,72.6
A033_4,A033,T4,-0.40873924,-0.22445708947663154,-0.18428215052336847,168.33
A034_1,A034,T1,2.0359054,1.141761744566344,0.8941436554336559,1.0
A034_2,A034,T2,0.65717703,0.6195420195818088,0.037635010418191284,26.08
A034_3,A034,T3,-0.10081277,0.25017966015219517,-0.35099243015219517,74.28
A034_4,A034,T4,-0.1552254,0.003527156619784187,-0.1587525566197842,145.38
A035_1,A035,T1,-0.06479133,0.5225201861776033,-0.5873115161776034,1.0
A035_2,A035,T2,0.7425775,-0.1837112030613256,0.9262887030613256,44.76
A035_3,A035,T3,-0.4961729,-0.39649033499536523,-0.09968256500463474,79.98
A035_4,A035,T4,-0.98961914,-0.6327685269297392,-0.3568506130702608,152.47
A036_1,A036,T1,1.3283472,0.5782633206447024,0.7500838793552976,1.0
A036_2,A036,T2,-0.15242939,0.1143296220501358,-0.2667590120501358,21.63
A036_3,A036,T3,-0.39740184,-0.2990224001634116,-0.09837943983658842,71.47
A036_4,A036,T4,-1.0100961,-0.5561704282712109,-0.45392567172878906,143.85
A037_1,A037,T1,1.1801162,1.1576249150189097,0.02249128498109032,1.0
A037_2,A037,T2,1.2522094,0.6656304362292409,0.586578963770759,23.7
A037_3,A037,T3,0.29365978,0.27718947049376474,0.016470309506235237,72.08
A037_4,A037,T4,-0.16601759,0.023666272376804784,-0.1896838623768048,143.66
A038_1,A038,T1,1.2059275,1.124849593081296,0.08107790691870398,1.0
A038_2,A038,T2,-0.16850944,0.24559867817559866,-0.41410811817559867,71.85
A038_3,A038,T3,0.9667946,0.24042441981600407,0.7263701801839959,72.86
A038_4,A038,T4,-0.017467948,-0.03142164577719424,0.013953697777194237,152.89
A039_1,A039,T1,2.174663,1.6852921847009703,0.4893708152990295,1.0
A039_2,A039,T2,1.3026897,1.1325973688478812,0.17009233115211875,28.65
A039_3,A039,T3,0.567675,0.6878447132029908,-0.12016971320299075,98.84
A039_4,A039,T4,0.72307914,0.3667141354230836,0.35636500457691633,246.24
A040_1,A040,T1,-0.5069201,-0.11348650752063133,-0.39343359247936865,1.0
A040_2,A040,T2,0.14172223,-0.6379106259002619,0.7796328559002619,26.26
A040_3,A040,T3,-1.6828778,-0.9897858008325353,-0.6930919991674647,71.28
A040_4,A040,T4,-1.6119773,-1.2471196786804235,-0.36485762131957644,143.53
A041_1,A041,T1,1.1962991,0.7445831958624092,0.4517159041375909,1.0
A041_2,A041,T2,-1.1736511,0.15742748924862174,-1.3310785892486219,31.78
A041_3,A041,T3,0.2872409,-0.15421825322719962,0.44145915322719964,75.74
A041_4,A041,T4,0.1290578,-0.3847890913387405,0.5138468913387405,141.84
A042_1,A042,T1,-0.8806226,-0.03197422472870572,-0.8486483752712943,1.0
A042_2,A042,T2,-0.99250966,-0.5878651280599926,-0.4046445319400074,28.93
A042_3,A042,T3,-0.17139933,-0.9128721746013073,0.7414728446013074,72.17
A042_4,A042,T4,-1.260689,-1.1717856427708393,-0.08890335722916065,146.02
A043_1,A043,T1,1.0349586,1.0023403848414296,0.03261821515857033,1.0
A043_2,A043,T2,0.5667534,0.4858044732289723,0.08094892677102766,25.62
A043_3,A043,T3,0.56906503,0.16050877774915404,0.4085562522508459,64.94
A043_4,A043,T4,-0.36708274,-0.14550616778954722,-0.2215765722104528,149.33
A044_1,A044,T1,-0.0888245,-0.027627878843851962,-0.06119662115614804,1.0
A044_2,A044,T2,-0.37333766,-0.7563890051214014,0.3830513451214014,47.66
A044_3,A044,T3,-1.308094,-0.9970603096391991,-0.311033690360801,91.63
A044_4,A044,T4,-1.7971689,-1.1894105917609326,-0.6077583082390674,155.27
A045_1,A045,T1,-0.9017756,-0.24149750290215993,-0.6602780970978401,1.0
A045_2,A045,T2,-1.0143217,-0.7459317611315629,-0.2683899388684371,24.66
A045_3,A045,T3,-1.1242429,-1.1227034761916008,-0.0015394238083992207,72.23
