model_name,AIC,BIC,log_likelihood,n_params,converged,delta_AIC,akaike_weight,cumulative_weight
CubeRoot+Log,869.0860917714822,889.0434145070221,-429.5430458857411,4.0,True,2.473207999934857,0.01624987391686597,0.855796889367135
Log10,869.7105305665254,885.6763887549574,-430.8552652832627,3.0,True,3.097646794978118,0.011891998182023359,0.8676888875491584
Log,869.7105305665259,885.6763887549579,-430.85526528326295,3.0,True,3.097646794978573,0.011891998182020655,0.8795808857311791
Log2,869.7105305665259,885.6763887549579,-430.85526528326295,3.0,True,3.097646794978573,0.011891998182020655,0.8914728839131998
Sin+Log,869.8752269725182,889.8325497080582,-429.9376134862591,4.0,True,3.2623432009709177,0.010951950292044503,0.9024248342052443
PowerLaw_09,870.167769397056,886.133627585488,-431.083884698528,3.0,True,3.554885625508632,0.009461645747342979,0.9118864799525873
Recip+Quad,870.1739502352839,894.1227375179318,-429.08697511764194,5.0,True,3.5610664637365517,0.009432450432591525,0.9213189303851789
Lin+Log+PowerLaw,870.5443797748258,894.4931670574737,-429.2721898874129,5.0,True,3.9314960032784256,0.007837666487140273,0.9291565968723191
Quad+Log,870.5612385367708,894.5100258194187,-429.2806192683854,5.0,True,3.9483547652234847,0.0077718774802357955,0.9369284743525549
Lin+Quad+Log,870.5612385367708,894.5100258194187,-429.2806192683854,5.0,True,3.9483547652234847,0.0077718774802357955,0.9447003518327907
PowerLaw+Recip+Log,870.611402788265,894.5601900709129,-429.3057013941325,5.0,True,3.998519016717637,0.007579366654834118,0.9522797184876248
SquareRoot,870.8031581709724,886.7690163594044,-431.4015790854862,3.0,True,4.190274399425107,0.006886424088209371,0.9591661425758342
Exp_slow,870.8031581709724,886.7690163594044,-431.4015790854862,3.0,True,4.190274399425107,0.006886424088209371,0.9660525666640436
SquareRoot+Log,871.2616752345762,891.2189979701161,-430.6308376172881,4.0,True,4.648791463028829,0.005475553783378711,0.9715281204474223
Log+SquareRoot,871.2616752345762,891.2189979701161,-430.6308376172881,4.0,True,4.648791463028829,0.005475553783378711,0.977003674230801
Reciprocal,871.5839233389474,887.5497815273794,-431.7919616694737,3.0,True,4.971039567400112,0.004660717312678521,0.9816643915434795
PowerLaw_10,871.5839233389474,887.5497815273794,-431.7919616694737,3.0,True,4.971039567400112,0.004660717312678521,0.986325108856158
Quad+Log+SquareRoot,871.7862380147158,899.7264898444716,-428.8931190073579,6.0,True,5.173354243168433,0.004212313527234267,0.9905374223833923
Quartic,871.9583701183446,899.8986219481005,-428.9791850591723,6.0,True,5.3454863467973155,0.0038649392979961854,0.9944023616813884
Cubic,872.741936810562,896.69072409321,-430.370968405281,5.0,True,6.129053039014707,0.002612121248796594,0.997014482930185
Quadratic,873.23664599331,893.19396872885,-431.618322996655,4.0,True,6.623762221762718,0.002039710811766978,0.999054193741952
Ultimate,875.0704864089685,910.9936673329403,-428.53524320448423,8.0,True,8.457602637421132,0.0008153709067513661,0.9998695646487034
Root_067,878.749153473053,894.7150116614849,-435.3745767365265,3.0,True,12.136269701505626,0.00012958144183930316,0.9999991460905426
Recip_sq,889.5079004751119,905.4737586635439,-440.75395023755596,3.0,True,22.89501670356458,5.974624017790614e-07,0.9999997435529444
Tanh,891.4821231506348,907.4479813390668,-441.7410615753174,3.0,True,24.869239379087503,2.2264532137196167e-07,0.9999999661982658
Cos,897.068236439608,913.03409462804,-444.534118219804,3.0,True,30.45535266806064,1.3633409670728831e-08,0.9999999798316754
Sin+Cos,897.5956238938838,917.5529466294238,-443.7978119469419,4.0,True,30.98274012233651,1.0473305080377931e-08,0.9999999903049805
Linear,899.2247040901784,915.1905622786104,-445.6123520450892,3.0,True,32.61182031863109,4.6380292638611426e-09,0.9999999949430098
Exponential_proxy,899.2247040901784,915.1905622786104,-445.6123520450892,3.0,True,32.61182031863109,4.6380292638611426e-09,0.9999999995810391
Sinh,904.0332374745535,919.9990956629855,-448.01661873727676,3.0,True,37.420353703006185,4.189611250025663e-10,1.0000000000000002
Arctanh,933.7749461433123,949.7408043317442,-462.88747307165613,3.0,True,67.16206237176493,1.4582894988978564e-16,1.0000000000000004
Exp_fast,947.2426889831672,963.2085471715992,-469.6213444915836,3.0,True,80.6298052116199,1.7352439901597983e-19,1.0000000000000004
Quadratic_pure,947.2426889831672,963.2085471715992,-469.6213444915836,3.0,True,80.6298052116199,1.7352439901597983e-19,1.0000000000000004
Cubic_pure,977.3955169106698,993.3613750991018,-484.6977584553349,3.0,True,110.78263313912248,4.917644811549577e-26,1.0000000000000004
Sin,1035.8555323483183,1051.8213905367502,-513.9277661741592,3.0,True,169.242648576771,9.938620309278211e-39,1.0000000000000004
