bootstrap_iteration,cohens_d
2154,1.7613236200137334
2155,1.2261258087294156
2156,1.2997045854833817
2157,1.206268906199924
2158,1.2437919848351198
2159,1.2999092234767404
2160,1.4176842435866999
2161,1.4544988075695522
2162,1.4623307393506217
2163,1.488528080013393
2164,1.3589298163966037
2165,1.329942325994193
2166,1.1456193005375122
2167,1.468910849328659
2168,1.2983740624608289
2169,1.1253337435843154
2170,1.4305277144727067
2171,1.557828946265285
2172,1.3602174175102955
2173,1.343784305116799
2174,1.4236970385320744
2175,1.3980094676595223
2176,1.2355299936448076
2177,1.492986695945864
2178,1.6244296877890327
2179,1.4835536579315183
2180,1.300837018596214
2181,1.5678102057770333
2182,1.0973733303673343
2183,1.4004788300630238
2184,1.4685326519252302
2185,1.5103630901663623
2186,1.17799041209054
2187,1.4252705766056022
2188,1.3670222335635092
2189,1.3608232624255134
2190,1.5350517792079585
2191,1.4795609021315297
2192,1.139331919333885
2193,1.2963347015373592
2194,1.3140787517063164
2195,1.637903698803451
2196,1.6684886477304313
2197,1.4070810163784637
2198,0.8006536512650477
2199,1.0796640406576603
2200,1.6009926864032615
2201,1.6060751278868532
2202,1.2718515342433185
2203,1.3426610677117905
2204,1.3673207622207701
2205,1.6611926530067846
2206,1.2977202029172192
2207,1.4532504630185734
2208,1.5106541634130888
2209,1.166644950727826
2210,1.1934039240872396
2211,1.4350393937171368
2212,1.185559730959609
2213,1.2014346567225425
2214,1.2565419657724786
2215,1.482089343637361
2216,1.4052626776521029
2217,1.4583278006343354
2218,1.4252398780392015
2219,1.592349503238618
2220,1.2107424394727848
2221,1.2636252916820994
2222,1.3698494275113042
2223,1.4736663411452655
2224,1.1863763999953272
2225,1.3471216590957564
2226,1.4356772515385536
2227,1.3796162903147855
2228,1.2539213308890902
2229,1.4535841130968097
2230,1.3937796459309466
2231,1.50868071409017
2232,1.4868135206878896
2233,1.4139627381902464
2234,1.406581811804114
2235,1.5030632847362646
2236,1.475111836925612
2237,1.2826955100934585
2238,1.3689808751515877
2239,1.502549705291334
2240,1.6771666048490603
2241,1.2158743987484362
2242,1.3106197623888942
2243,1.3905957907622335
2244,1.3004405400771224
2245,1.4632740104103825
2246,1.4186666865104258
2247,1.2002760105341652
2248,1.3128709326945127
2249,1.311105076276164
2250,1.4938856653221988
2251,1.5133594768411431
2252,1.4923445241472741
2253,1.2478972454142303
2254,1.6276848595032027
2255,1.3683718589097198
2256,1.4779426851543631
2257,1.3683277664078861
2258,1.2150094941575822
2259,1.3373854170389101
2260,1.38686424983319
2261,1.2217794234103958
2262,1.4657710458833573
2263,1.6632259871147395
2264,1.6956355686101519
2265,1.2597882993265603
2266,1.6094086144803397
2267,1.0442264958932816
2268,1.3395847609048614
2269,1.8664993304905348
2270,1.367546916094241
2271,1.4773496710825293
2272,1.5630454575606183
2273,1.3786636121763987
2274,1.4279436060052575
2275,1.6280476319527115
2276,1.6765157907264994
2277,1.4216174245233606
2278,1.7884822860644067
2279,1.554752116373816
2280,1.4136987314059233
2281,1.4885794943278645
2282,1.0188642062863522
2283,1.4727470134349614
2284,1.2685153683455803
2285,1.7224386416517627
2286,1.371876878128711
2287,1.3755120378101209
2288,1.3651714713149437
2289,1.4105177754128
2290,1.3388858025691137
2291,1.6281849392038226
2292,1.1688836233176416
2293,1.261108171388213
2294,1.1164215259297032
2295,1.5416243281515547
2296,1.5025622462500008
2297,1.5408215894648774
2298,1.4732983082320747
2299,1.428795340512661
2300,1.2414214131682229
2301,1.1591036913094457
2302,1.3290938522024902
2303,1.5698083600008181
2304,1.3984741388892257
2305,1.4184781361939787
2306,1.0756029771101185
2307,1.2774182808647228
2308,1.7455630169227976
2309,1.1726906781337432
2310,1.1382053047825647
2311,1.25713797420882
2312,1.1235116130739085
2313,1.2850867453545392
2314,1.1309437833726215
2315,0.9033200048548132
2316,1.4659546376701138
2317,1.5096340270772286
2318,1.372017237349753
2319,1.3431009794166897
2320,1.5999060175188438
2321,1.2524745375411
2322,1.3550835100208727
2323,1.6049308384053766
2324,1.3785192648606854
2325,1.5351014724365062
2326,1.3858334032344206
2327,1.5695430409193387
2328,1.2273117813782684
2329,1.362493120033755
2330,1.4482832974671735
2331,1.364246240580456
2332,1.3515797798807432
2333,1.169756229538429
2334,1.2444779040015215
2335,1.3619575103500585
2336,1.7101437948008733
2337,1.1947624790899778
2338,1.2861801011823109
2339,1.4839635922902525
2340,1.275874596813567
2341,1.2564351804412652
2342,1.2899785805965829
2343,1.4238583267011329
2344,1.5266260906068754
2345,1.4641594605688615
2346,1.4419313749466744
2347,1.3398861415500631
2348,1.1764517994110155
2349,1.6059222982437074
2350,1.1635539307562353
2351,1.457333420124254
2352,1.285690632239275
2353,1.6706333981844055
2354,1.6196228367340415
2355,1.2016297647657481
2356,1.2390044819432706
2357,1.6295331751649333
2358,1.5040752746350312
2359,1.1617505781684927
2360,1.6161810547042843
2361,1.3578087579819123
2362,1.439181970544032
2363,1.3200611272513465
2364,0.9990520845961199
2365,1.4060242982320592
2366,1.3723699852745561
2367,1.168943799794598
2368,1.4282451205322806
2369,1.2533075301306753
2370,1.4920764673639142
2371,1.4635801641928887
2372,1.398312332351149
2373,1.533833082172712
