predictor,beta,se,p_uncorrected,p_bonferroni,sr_squared,simple_r,simple_p,partial_r,partial_p,vif
RAVLT_T,-0.0042113336684957,0.007741191290401,0.5877607553480519,1.0,7.113345926134664e-05,-0.08922521999959096,0.3773460338732268,-0.09145566263528156,0.36548827282175184,1.2230824898267314
BVMT_T,0.0022164496699856,0.0096094859746427,0.8181027210880711,1.0,4.401942988224875e-05,-0.07018961651019914,0.48772728552536027,-0.08724381115966931,0.3880732844769519,1.8846923360204104
RPM_T,-0.0147737207556761,0.0084011271372411,0.0820174880604667,0.6561399044837343,0.0003544193659187,-0.19916333272285858,0.04697309394071174,-0.20697016430775833,0.0388182414404457,1.4405066390695005
RAVLT_Pct_Ret_T,0.0030274170719121,0.0076182558064354,0.6920106272176079,1.0,9.688570288353897e-06,-0.03292914921112463,0.7449996616858119,-0.027898978077616435,0.7829046094416732,1.184544151264349
BVMT_Pct_Ret_T,-0.0110371177197179,0.0073044127226051,0.1342480752956538,1.0,0.0002432875121316,-0.1650101167254579,0.100875793594255,-0.16805362968859563,0.09465913115767334,1.0889570690846655
