observation,cooks_d,leverage,studentized_residual,outlier_flag
0,0.028724614619839984,0.116229119567718,-1.4096242325967316,False
1,0.035054458880757956,0.15884440864556337,1.2973862839405677,True
2,0.00024883550549466244,0.09140491119907589,0.14839919403320573,False
3,0.000486087247710398,0.06757901194128917,-0.24441233040928523,False
4,0.0031338460735005867,0.09905501912689843,0.5044109967804989,False
5,0.043008249756197964,0.13316106716744067,-1.6009426160031661,True
6,9.989106396356858e-05,0.06393880910986117,0.11410019588804285,False
7,0.03306320617391705,0.09026832156900753,1.7512976929507182,False
8,0.055138440582905505,0.18706081333470415,-1.4780693656082886,True
9,0.008071124742634267,0.07190658441115527,0.9679417070141935,False
10,0.007891569976839756,0.053197130274548615,1.1259698330683727,False
11,0.00037349140893150985,0.06206912939466635,0.2241975960650789,False
12,0.04748601844117389,0.055469483489555285,-2.7969500145063555,True
13,0.00468408528059979,0.13909849622425757,0.5087134533834233,True
14,0.002423059312884508,0.08288966342443713,0.4891487696896091,False
15,0.007824266539101907,0.045915979496818214,-1.2127602960937232,False
16,2.508506553975608e-05,0.08753456665415435,-0.04824512841132342,False
17,8.653545713625363e-05,0.053946949394888526,0.11623201118430988,False
18,7.604690021999018e-05,0.05994923220585299,-0.10303197486266982,False
19,5.9812476227164185e-05,0.0557168288836519,-0.09499426907315708,False
20,0.0012947077812912311,0.06073319360432918,-0.4225903426989521,False
21,1.4849336821840402e-05,0.03060965444398671,-0.06470019266056994,False
22,0.006271988529348907,0.04099359797369478,-1.1512016186612875,False
23,5.738666361318437e-05,0.08423926208164717,-0.07452027219308306,False
24,0.01272932234093836,0.057154267231715114,1.381585241781445,False
25,0.011828203632349332,0.08984911506704955,1.0388900213276044,False
26,0.024443410941583806,0.06307365147142793,-1.8309343020616842,False
27,0.006422253032034263,0.0626471289203372,-0.9292660070168292,False
28,0.0075378264216868635,0.110544130177683,0.736963024772323,False
29,0.0011305135871258953,0.07572490613350849,0.35070140400347705,False
30,0.0002526352356271221,0.1080716854008653,0.13624562663593362,False
31,0.0006110116097744377,0.07195121060234425,0.2649611593865737,False
32,0.00062945762527659,0.06168843972755524,0.29206695352787865,False
33,0.017322044456358418,0.057057477416671755,1.619363437879704,False
34,0.00012340452208251093,0.046737644224379954,-0.14969738853594178,False
35,0.006557350283073026,0.09172076382528373,0.7627125959444039,False
36,0.02480709429320386,0.08065392136387133,1.6091473231925704,False
37,0.005588845165727629,0.15981218076054968,0.5121510221333052,True
38,1.8687821565117734e-05,0.06811725150392307,-0.04770443111970059,False
39,0.000482483912194968,0.07059049939496302,-0.23786477227526412,False
40,0.002021085485860993,0.12061795767147951,-0.36242124441659473,True
41,0.07238987409740272,0.20604003495442877,1.5979351300019622,True
42,0.0019425695552025691,0.05797298710099717,0.5308941112151794,False
43,0.0012450814174893392,0.01829551836323401,-0.773710107799173,False
44,0.00014263809522170056,0.06602249338082485,-0.1340309714290886,False
45,0.008171023308862175,0.10260442899989336,-0.800403883581247,False
46,1.4220072258899267e-05,0.02428118816078444,-0.07132016825588555,False
47,0.00017073798656426213,0.02859634623240987,0.22727730906414642,False
48,0.0045300655551814735,0.05075011864080622,-0.8721138513306264,False
49,0.012077967715220558,0.036212810604706235,-1.7190709653810343,False
50,0.010423367875724628,0.09180135802772013,0.9629809311206652,False
51,0.017125586309188163,0.13410152475417547,0.9975831105647267,True
52,0.0018144385330244584,0.0704583485764857,-0.4621424201888592,False
53,0.018988926284594417,0.055412863313035327,-1.7252541539194668,False
54,0.0008308147912883227,0.07851757605981582,0.29474300828174427,False
55,0.020685817243225116,0.09846916333072755,1.3107027770607942,False
56,0.0013067044865186829,0.07609868931835337,0.3760760548346641,False
57,0.00045683233231583995,0.055310955307915924,-0.263637219154237,False
58,0.009878218464813349,0.045715009993794645,1.3688158012034626,False
59,4.307376225506962e-05,0.07626143531596438,0.06814931141220354,False
60,0.008456122550112083,0.07615955121957821,-0.9604127548565669,False
61,0.0003022537429535002,0.058129535678959544,0.20883823874682467,False
62,0.006544675142031067,0.06029556886314145,0.9576800799403972,False
63,0.007501945762492014,0.053833140158146206,-1.090481015081821,False
