iteration,overall_attenuation,overall_beta_biv,overall_beta_ctrl,what_attenuation,what_beta_biv,what_beta_ctrl,where_attenuation,where_beta_biv,where_beta_ctrl,when_attenuation,when_beta_biv,when_beta_ctrl
25,85.99688151175674,-0.2006779126562132,-0.028101165888982836,88.83033737615277,-0.19503825723645504,-0.021785115320743342,87.17910603277193,-0.19241739596491114,-0.024669630311162656,43.60978007560979,-0.05212536352344736,-0.029393607127259844
26,142.8390205986727,-0.1609661961519294,0.06895634192642495,136.1444834749077,-0.15452648578826791,0.055852800120096094,151.03310272412494,-0.15023568954871494,0.07666993377569316,323.2063827126163,-0.0100927223226251,0.022527600413560236
27,102.15768542253676,-0.10331896628723018,0.0022292982742952386,88.15618097095219,-0.1135257009665187,-0.013445778573932454,130.81117479551116,-0.07818904475462427,0.02409096325028773,114.5970052549215,-0.007518092203870857,0.0010974163140688722
28,160.9208083993981,-0.13788541889207448,0.08400091185394817,131.93783275062395,-0.1488569006601469,0.04754166797060017,205.61176819557576,-0.11021128126559163,0.11639608289559067,71.51552489520667,-0.0449043331792896,-0.012790763605428197
29,85.54579863438413,-0.14640140357183648,-0.02116115367436118,79.80903983844108,-0.1523583832647029,-0.030762620467771423,108.81794033125651,-0.1221509753396779,0.010771200119500654,90.62233464055997,-0.028317689696640856,-0.0026555381772756063
30,121.71043419514822,-0.08941399481338799,0.019412166505213838,94.08570390616707,-0.10966367534475956,-0.006485834467268736,152.18054863680038,-0.07144761570698498,0.03728175786381754,74.56102675752722,-0.025201193494973198,-0.006410924869970027
31,107.55656148002228,-0.16292159193196679,0.012311270258570093,125.14388682983932,-0.13897554624628344,0.03494385406931652,114.73118760925878,-0.15155081329397546,0.022325234629693023,-173.82673171388114,0.03503231980280936,0.09592785635958764
32,105.91227370079093,-0.20724772819079598,0.012253052929311097,98.20438839013845,-0.21242021364895633,-0.0038142420179734095,111.40522816217941,-0.19400006557024377,0.022126150113063976,42.2915209242165,-0.02121657687167538,-0.012243763824588307
33,76.26702491807892,-0.22632277307767198,-0.0537131273392367,69.00400014797552,-0.22361117644792702,-0.06931051992090966,79.51602569808301,-0.2194738392950018,-0.04495696484061875,52.03709313228112,-0.06234670086665927,-0.02990329007177107
34,77.2714355199177,-0.1515532610700939,-0.03444588066398374,74.54651443303119,-0.14893258055292977,-0.037908532895554174,82.88738217771939,-0.13829005640750022,-0.023665048839231786,34.4674401960288,-0.06288321698631091,-0.04120898177821518
35,67.1513694149616,-0.21895217914366788,-0.07192279248479497,61.94198791448097,-0.22273825888585974,-0.08476975348585516,70.81127603752529,-0.20123918927128867,-0.058739151460718474,19.562672607545075,-0.09211651666149333,-0.07409606408953068
36,151.81076020102404,-0.06883271562783135,0.03566275323378849,121.55862156606618,-0.0816460652537391,0.017601766231637065,195.34666486435134,-0.05222596757010509,0.049795718271232914,23.15654475704341,-0.06519881986212007,-0.05010102595968413
37,112.03678275736493,-0.2064731231682066,0.02485272128810356,88.16510822270796,-0.23022929796570177,-0.027247388253860028,124.03667817541255,-0.18707066602171188,0.044965573952239726,46.69572251564484,-0.06644214074577626,-0.03541650306967438
38,45.7452241027283,-0.24076570408657846,-0.13062689318966147,43.70572604824206,-0.24446914562863917,-0.1376221305677082,46.40083548206562,-0.22432730863675612,-0.12023756321486934,162.99357080600626,-0.009018461305416716,0.005681050808039954
39,149.97928848347038,-0.10879607733124821,0.05437550534808408,133.180443860291,-0.10965252431678268,0.036383194272322,194.62730753959133,-0.08247340551187157,0.07804236307209296,54.7807096664259,-0.07792682796186827,-0.03523795858382202
40,104.58104762223913,-0.1627917428557404,0.007457567265294511,91.06535048563592,-0.17869539871336007,-0.015965807573334195,125.23599668844689,-0.134596706923255,0.03396682050191123,31.783007938643372,-0.09904708048807165,-0.06756693903355335
41,195.14088404228232,-0.11800183254398285,0.11226798666843887,178.02899085084246,-0.1194263947886306,0.0931872106631116,240.09446726473246,-0.0969588355037302,0.13583396406503911,71.70474052904633,-0.049042026069266775,-0.013876568526111778
42,152.73192212630676,-0.1422031273006445,0.07498644234934869,131.5325703805726,-0.1607055942384246,0.05067460460874868,172.1377694699513,-0.1245007863638498,0.08981209025543056,69.82031702418405,-0.09507903684464154,-0.02869455189617205
43,142.51500564822672,-0.14638432611829527,0.06223530451731186,118.09673603643031,-0.16376398848006188,0.02963593671796695,154.5660863268833,-0.13410463482809082,0.07317565080864764,65.28310938774509,-0.06716503761296201,-0.023317612637771892
44,132.7926864702564,-0.09793299440891379,0.03211485980744884,110.31524048089543,-0.10457414619573677,0.010787074660933408,164.81251767234133,-0.07710771956605651,0.04997545437048976,48.88048539783237,-0.015971756496688225,-0.008164684394547194
45,108.18407078339973,-0.12501504006470837,0.010231319368791262,99.68548433148332,-0.11798447671591794,-0.0003710796656889719,121.94362172826317,-0.11050856855747174,0.024249582261569938,34.25090325698617,-0.07493901639080675,-0.04927172638505452
46,114.9948640794851,-0.16868549829152826,0.025294161190616823,105.78398081546038,-0.17086492664094172,0.00988279457726252,130.42990245760865,-0.14384017955080822,0.043770426332160106,67.72683176425072,-0.07635383730354153,-0.02464180236742225
47,52.573724130047815,-0.14682783229227353,-0.06963497279680438,43.1963476629525,-0.1627525506042643,-0.0924493930149236,64.58751019185084,-0.125246251186748,-0.04435281593659605,6.678743602504028,-0.08093166218451152,-0.07552644397396328
48,242.67885528786502,-0.03933341607121084,0.056120467796016746,184.19989530236177,-0.0500598929018199,0.04215037741180678,810.4220418998223,-0.011910304103313927,0.08461342560724111,19.120028737173094,-0.0266975216872302,-0.02159294786851877
49,63.55863323825221,-0.15234634861048382,-0.05551709164527727,67.78310331664645,-0.1398505227392421,-0.04505549842203149,68.1434878303892,-0.1315202381891087,-0.041897760684214524,113.57571845696324,-0.023846611114091143,0.003237348786375917
50,82.53878869891186,-0.2538935008987238,-0.044332880671656284,78.0333862221925,-0.25052222110047434,-0.055031248736726164,92.8245541836005,-0.22535688453118166,-0.016170361143060932,26.522283546492005,-0.09528927993169521,-0.07001638691880051
51,111.52469571585549,-0.13902535541397254,0.016022249179346946,98.26240226606701,-0.14835144777623227,-0.002577751394816572,120.31203858813926,-0.1271307950818932,0.025822856154442395,36.04173361660244,-0.10393925251887044,-0.06647774400293141
52,164.8518031181811,-0.07778860330417367,0.05044731186320561,120.89507677005571,-0.09678574884238764,0.020223456523090193,186.58168230954894,-0.06319049189007993,0.0547113909381103,15.662010740463511,-0.10205966748342474,-0.08607507140048941
53,191.37785663461096,-0.08047895494194865,0.073539944067887,172.82708056758673,-0.08955636434185729,0.06522128561264594,243.24062145574246,-0.06121304583273985,0.08768194726280504,43.13783755960985,-0.02989256631371462,-0.016997559614905754
54,97.13503657648634,-0.1720996215047031,-0.004930591208115175,92.99461865002876,-0.19315504861173036,-0.01353124775197403,98.35178121091724,-0.1593928927344232,-0.002627143606511311,58.538324612585626,-0.09603263672513275,-0.03981674010494942
55,270.08767389362094,-0.05916121624519972,0.10062593655863522,188.0752377636377,-0.07781717577519832,0.06853766258495379,403.4337100713085,-0.040893256850812805,0.12408392643141083,115.55885773171033,-0.035797702247353715,0.005569713563887041
56,105.91770386959014,-0.12301842744488091,0.007279866241214671,81.68808791146061,-0.13310651398113776,-0.02437434782434533,130.60401916638412,-0.10225926708803237,0.03129544569902536,31.995549257053874,-0.061944563359174976,-0.0421250600775232
57,102.61133770099924,-0.19415748927390675,0.005070107716723069,103.42154229257264,-0.1825694905351617,0.006246692331994941,107.36144340782485,-0.179727347938904,0.013230527006906896,58.75911667108333,-0.06936778931644084,-0.02860788905984209
58,149.43858302790832,-0.14957883280668777,0.07394965544931051,149.5747824064965,-0.14528198242959164,0.07202322666531455,177.92052985769402,-0.12225375355610285,0.0952607725418348,102.15126249629158,-0.03720467510224759,0.0008003702223417865
59,91.77948521258344,-0.17558893484289753,-0.0144343143538276,76.31569678094289,-0.19779833999934213,-0.046847158607705726,106.72063201233077,-0.14389199146300471,0.009670451241442987,5.830672135610197,-0.07925153090237867,-0.07463063397300918
60,123.78740677574672,-0.14986203258091277,0.03564829129242378,99.52137103755808,-0.17130992132641057,-0.0008199388990046754,140.34802849354426,-0.13286003319628628,0.053606404050569975,72.21163857434365,-0.07105845491775423,-0.019745980276032627
61,144.29054618797775,-0.14053418583631766,0.06224335848773278,114.90442476460147,-0.16570522492179,0.024697410579481865,159.65029927368434,-0.12481399768287492,0.07445192315328435,56.42625594466777,-0.07500308449439264,-0.032681652071191225
62,44.61263841369755,-0.15823185741197243,-0.08764045100949168,39.80488764580427,-0.16443518432835735,-0.09898194395628356,46.26100856752119,-0.1453513810170149,-0.07811036619172326,15.952516289708496,-0.08885854807048177,-0.07468337371473971
63,455.0578441079719,-0.03828874232890595,0.13594718304906997,281.2263414190959,-0.0649150985998329,0.11764325822107592,1475.2113404024863,-0.011627825703169007,0.15990717771221533,169.96702436290997,-0.03491760701343714,0.02443081060603672
64,209.55157688979617,-0.12106112085103202,0.1326243668927674,198.49409468640079,-0.12772942906075208,0.12580594480149623,257.2336992415514,-0.09665160465736443,0.15196889337909364,131.76796627294885,-0.03865952901737075,0.012281346139519212
65,80.72393430344101,-0.16715268063449992,-0.03222046053266564,76.11724245961116,-0.17967360378315697,-0.042911011155610274,83.26395708381281,-0.14891467419459367,-0.02492242378170753,45.08519763121973,-0.08594112333826015,-0.04719439803471526
66,201.64552552869912,-0.07322629246724476,0.07443124980351314,190.34775225867216,-0.07722051944379453,0.06976700359993925,289.7101483848557,-0.049190256016685356,0.09331890768014421,113.81304842881077,-0.038795533807974555,0.00535884587311118
67,136.89058614707727,-0.1290329590246509,0.04760101490711177,111.00563305030416,-0.14232390681525223,0.01566364692694347,148.17643909521172,-0.11870295270573385,0.05718685571449584,37.902801604097284,-0.059577360089991614,-0.03699587149412346
68,123.52318669907729,-0.19325050992168752,0.04545867824579745,115.32262388520982,-0.1970188883448276,0.030188463243899427,144.5452547928307,-0.15904091909990317,0.07084518263791159,32.41498705234565,-0.09108338757100178,-0.06155871928302374
69,66.82705686976226,-0.32149632806305484,-0.10664979407415975,63.09008678419086,-0.33242619834912845,-0.12269822131727687,70.24071696575832,-0.3001246426900194,-0.0893149418736294,39.736059009096245,-0.060179128989094575,-0.03626631478282781
70,77.18400708611536,-0.18932878240346135,-0.04319724157711782,77.37584573416827,-0.17110928202465248,-0.03871202792841446,85.18027441930009,-0.17782244289225457,-0.02635279805752893,47.587890559017644,-0.04960899126421781,-0.026001118793969217
71,130.44223587820545,-0.16597951697302865,0.05052787606643541,129.3253031816665,-0.17274745715949472,0.05065871555064128,132.92703804944423,-0.1510310222101794,0.049730042149610326,82.22860914733207,-0.06874271965854657,-0.012216537393274104
72,127.70827877172863,-0.167300589889976,0.046356113833461,111.44324004754564,-0.1794587165194084,0.020535891717560345,150.04622729578546,-0.1410397599126464,0.0705850788233131,62.75811128040275,-0.06021675005361846,-0.022425855045526605
73,116.68701649216682,-0.14735113645428882,0.0245885084415224,128.52277368543287,-0.12494437666028543,0.03563760178748802,122.08582703097346,-0.13906094069595254,0.03071275882975265,91.35749906999658,-0.037339135307397145,-0.0032270351161970343
74,89.5738668393416,-0.21948473834768234,-0.022883771087452032,86.90752072431772,-0.21226969670752607,-0.027791366049986468,90.62037637941896,-0.20883648305936084,-0.019588076093426554,30.88182613210036,-0.055552106165146116,-0.03839660132650589
75,165.26545082523094,-0.05407394342478535,0.035291602955166486,237.6942783435006,-0.04070926683920134,0.05605433119316828,260.08509404623953,-0.03271407183321247,0.05237035266055254,117.91564191005837,-0.019022336055151832,0.003407973610568924
76,164.78310944131698,-0.07145518627213544,0.046290891524174406,148.6707058482923,-0.08040053015594227,0.0391315055326662,244.46435031075694,-0.047772714916790866,0.069014542230352,95.33005373841038,-0.036479251140535233,-0.0017035614248933125
77,158.02585062166497,-0.12685581997990256,0.07360916860642647,137.6687823387045,-0.14939719241775898,0.056276103231981116,177.2050861134494,-0.11004625747950039,0.0849613078516765,110.84883431131249,-0.04269710770478226,0.0046321384706144685
78,109.07536049209862,-0.16371635262086973,0.014857849184859313,101.73198569196724,-0.15736626301883216,0.002725561159469691,119.73490856228905,-0.14952492200929676,0.029508606636368732,62.63491010887251,-0.036285246586647134,-0.013558015004317973
79,278.47514511498827,-0.07710834516695568,0.13761923093249018,216.24084435206493,-0.09586294566822946,0.11143189746551116,362.34378918428666,-0.056860154876592114,0.14916908483930572,94.81906929545413,-0.028780083954256467,-0.001491076206380155
80,77.0957884019785,-0.139651158152558,-0.03198599676234955,61.0525745037186,-0.155928409109297,-0.06073010096538031,86.40135964628234,-0.12693570644332935,-0.017261530199679166,13.041139803286814,-0.0740199613390396,-0.0643669146984766
81,272.4246966138041,-0.07858392510667778,0.1354980944524082,187.43138889859347,-0.10632668011436414,0.09296289319375318,318.9833148565622,-0.06543705174563295,0.1432962250569909,159.59590218940232,-0.021710163675881775,0.01293836790943765
82,-7931.868693382179,0.0016460561490844545,0.1322090685138066,2582.2983640497737,-0.004756350390474077,0.11806680793121303,-703.6533532371187,0.01804051003639125,0.14498316384853724,166.42045588434019,-0.026947503719092724,0.01789865481967091
83,84.82613584057526,-0.2796348131502197,-0.042431406689875516,83.082789757496,-0.26634423467885787,-0.04505801414941064,89.7432137217249,-0.257244704441695,-0.026385039546765108,231.69675829230982,-0.030428950345427662,0.040073941187304854
84,97.56758559175788,-0.11920378623684416,-0.0028995300715951465,93.40997794751985,-0.11649509762811243,-0.007677052623750888,116.09054716950715,-0.0962564980125072,0.015488197216418188,70.72648914390292,-0.03218812538783761,-0.00942259437978278
85,116.18516920737399,-0.1323029797639976,0.02141346114120077,104.94267533276025,-0.13977632462201345,0.006908689918131138,136.70309507998763,-0.10838486953115328,0.03978060171633973,54.55279441123735,-0.05349002169804334,-0.02430972013058351
86,205.57585162293424,-0.0727342186193466,0.07678977072866199,155.3900111612396,-0.0920997802998585,0.0510140785875688,231.9734174259163,-0.06506125721650245,0.08586356456888387,1108.535303091907,-0.002974386307714061,0.029997735963628185
87,-989.9605214952306,0.011422369934170527,0.1244993229015995,1374.59622144913,-0.007510086054165629,0.09572327307397316,-279.3816472141827,0.039027570796991526,0.14806344095730778,461.19751396571064,-0.002130021705945308,0.007693585448804473
88,84.1594735087354,-0.14877531229564409,-0.023566792756653125,73.8688767034898,-0.16575817159194478,-0.04331447219273201,100.21309880720852,-0.12280045328830069,0.00026168630120401617,29.620603524364302,-0.08939900098352034,-0.06291847734744924
89,371.64232299326574,-0.056966278207521065,0.15474452144571674,261.6519103107301,-0.07607724640437176,0.12298032212446817,503.1927630198698,-0.04267913964002272,0.17207920234771615,452.6002470355182,-0.009402645449950718,0.03315375108440014
90,133.85230800545534,-0.1802754011262098,0.061027384047314656,124.1910078271202,-0.18107429404769756,0.043803696645981195,142.77079567754316,-0.16407654275778255,0.07017684285770792,89.24113403776481,-0.07882320026569982,-0.008480482463730855
91,111.22805906528536,-0.21704275262596973,0.024369688461765068,103.52831311515938,-0.22900009995411066,0.008079840560408976,120.20587680104408,-0.19669611913765264,0.03974417550538897,85.74018647130558,-0.07815546151487272,-0.011144823074511385
92,82.01091811969347,-0.1800152361748873,-0.03238308823252764,73.3999203606197,-0.19107901523080623,-0.05082717022553806,93.55977595703722,-0.15673200346283922,-0.010093892170031024,-7.210246282093288,-0.040423406670935656,-0.043338033847522245
93,103.7519309073204,-0.22044741990756272,0.008271034881902228,88.62955411616855,-0.24189191920564102,-0.027504189770638694,114.95270282580141,-0.1941023274617154,0.029023544203314232,30.47318155004622,-0.08074629823172876,-0.05614033217663229
94,124.01894228799321,-0.10368896775813814,0.024904993324843108,103.92788144467531,-0.10782189095959796,0.004235116048300086,136.1135711777804,-0.09536446179402835,0.034439512788293596,125.56514397320515,-0.04176557119986598,0.010677428408477246
95,71.33165875112468,-0.15501057884871114,-0.044438961716205455,67.50584429045668,-0.15116774548918613,-0.049120682601862295,75.69523507628378,-0.1490664680311878,-0.036230254635066794,26.95504636335251,-0.05667030481716388,-0.04139479787944417
96,141.79178280438848,-0.1442256422201433,0.06027446714487671,133.24672987473093,-0.157914596452087,0.05250143931519683,158.92694507678414,-0.12260092083787222,0.07224497728576458,64.81814629900381,-0.0786400681995947,-0.027667033744345024
97,134.2529001085217,-0.1766854085737756,0.060519876505108754,123.64984436444293,-0.17444746136747297,0.04125655311112908,150.4188797145897,-0.16107286178514443,0.08121113243629927,554.2429542763572,-0.010252748500018156,0.04657238768100737
98,156.1631847505026,-0.08037605370129604,0.04514175153542209,132.72964890997378,-0.08617804100225043,0.028205770257529794,211.23544668334856,-0.0596052760505642,0.06630219506168807,77.13158909585111,-0.06422090976313061,-0.014686301531015382
99,123.46903025813978,-0.11030764690878805,0.025888135030065457,113.40091384545919,-0.11615955696443465,0.015566442152070977,140.7906388690582,-0.0918534338414264,0.037467602487085555,67.77624704041749,-0.06469167448244954,-0.020846085370641816
100,1092.429316782644,-0.01128251753324305,0.11197101167104602,375.9874472840331,-0.03195193648713341,0.08818333386865505,-4419.813908839892,0.0026273774511676837,0.11875257147560003,34.14601327504121,-0.05261971119930922,-0.03465217762790475
101,83.90659911444607,-0.16022228798784946,-0.02578521511389133,84.96200185422951,-0.15946285936176877,-0.023980021834015416,99.20127479428623,-0.13198060351184537,-0.0010541623469022636,35.5510873324045,-0.054764335102606414,-0.035295018503268154
102,79.7407572148596,-0.11181019839984527,-0.02265189955237182,76.39138158992968,-0.11583393543456623,-0.02734679180611397,97.64631030629245,-0.09106144718710298,-0.002143303897383785,44.23224587021267,-0.028473311522554334,-0.015878926362506506
103,430.0124093752939,-0.054133738080945855,0.1786480533258404,224.03534250531973,-0.09816353597996814,0.12175747806808629,700.8829204445495,-0.03201379227993425,0.19236540999672067,117.23191766687158,-0.04185307049693666,0.007212086649089844
104,86.273890774975,-0.2169829989767913,-0.029783323439289248,89.18582832953136,-0.19934097648960472,-0.021557075407174386,95.94422470655641,-0.19237991728812043,-0.007802497154918805,42.70508569966113,-0.07223229241877911,-0.04138543003850966
105,172.71891609864426,-0.07724946365716433,0.056174972663506004,120.43522192000475,-0.0900405741640032,0.018399991148460516,305.3805127605678,-0.045798401454026624,0.09406099174242322,38.00392720701456,-0.045512637974084974,-0.028216048168421656
106,128.1551210601855,-0.1648917916878859,0.046425483568033186,112.17593615339909,-0.1791907243606706,0.0218181481909686,145.30611529739338,-0.1441202693318978,0.06529529539042349,99.8702628595286,-0.0594499605336311,-7.712867880771233e-05
107,105.93229781832589,-0.12303612827459726,0.00729886955338656,89.28799266560912,-0.14547985853389886,-0.015583813116212715,127.19112660456014,-0.09946927306273379,0.027046815971123565,42.612891602650684,-0.03499783196055426,-0.02008424376392544
108,113.98768237777286,-0.08535485828301684,0.011939166470626556,108.48606899288842,-0.08860462905873419,0.007519049952817052,128.31828294319587,-0.07431785674608361,0.02104554095067495,26.05730987090019,-0.05494184531940845,-0.040625478435739514
109,115.44325814602941,-0.1391274095883333,0.021485805014609984,101.53210963770715,-0.14365457738575568,0.002200945625134657,135.55910932687095,-0.11981558369058645,0.04260535439516422,87.15072171265159,-0.05182784794318685,-0.0066595044125638565
110,192.34447523095173,-0.06629228581650266,0.06121726345585202,117.86833647403418,-0.1046608515938269,0.018701153119374567,397.19752427014254,-0.031946429894960215,0.09494399874051845,57.72177886986367,-0.08856686867501105,-0.03744449658645861
111,739.8627497371831,-0.016153175015198543,0.10335814982210904,656.3955603787302,-0.01692291474278344,0.09415834631552467,-104767.12201731052,0.00011600995715174432,0.12165630331854937,105.06303280768373,-0.02415445849375702,0.0012229481580572617
112,114.56112753981537,-0.14896881118697855,0.021691538591482706,102.42018146117233,-0.15326837097942053,0.003709372700284767,131.08937598653438,-0.12824335650949098,0.039870059282987355,30.810320353875515,-0.04674246782543653,-0.032340963747112345
113,330.6870675098568,-0.01918440875505355,0.04425594997613725,154.8337055891225,-0.038267656332810096,0.02098357400939028,-1027.0392092537927,0.005993142087338412,0.06754506119059508,-22.317871197407815,-0.0447746295502937,-0.05476737370244475
114,151.3030210548193,-0.13142387447122705,0.06742441799103294,135.04140814471293,-0.12870417256225303,0.04509975440681472,160.37860392705215,-0.12440163271399028,0.07511196909516635,160.07187368114452,-0.03802817714588708,0.022844238538319152
115,141.14988906224397,-0.16840113317264271,0.06929687948010423,120.47234844856432,-0.18733833003101927,0.03835255570167167,154.06313894996885,-0.1476988513171118,0.07985063521507803,117.89189231215882,-0.06341337151391936,0.011345852142779654
116,127.3684176365313,-0.10880921108974971,0.029779359318057638,116.16745994225177,-0.1120611744552558,0.018117445490870382,164.62985613001132,-0.07893496400325384,0.05101555367157916,252.13576712064966,-0.0074788907722848985,0.011378067848531112
117,255.18438645931002,-0.05772795775099337,0.08958477705136876,257.517205210227,-0.056898046161615416,0.08962421213300145,349.92615540802524,-0.043280846041053596,0.10817015453847176,-339.12372387244284,0.011101928130988686,0.048751200230439815
118,652.8619540881459,-0.020703013840586874,0.1144590868742079,484.7082280466376,-0.026894541304901,0.10346551329535568,7068.959037546296,-0.0018516367894875635,0.1290398093835256,209.52514281531828,-0.016837263777275974,0.01844103719825337
119,93.02408195993043,-0.201969977175212,-0.014089260073290005,89.20585515486252,-0.18774321176292788,-0.02026527421460365,100.40143440851197,-0.1899296691766025,0.0007624430440478321,62.00081252917556,-0.06483156336807001,-0.02463546730449927
120,151.96752662332983,-0.05508973725035155,0.028628773872298906,115.292604060233,-0.0760642211157794,0.0116322001667363,360.4546755810439,-0.022149130402547658,0.05768844573397786,88.59068552682633,-0.027381459113896535,-0.0031240367776479245
121,80.16441134161315,-0.08599360866290479,-0.017057338486876704,66.12371695470671,-0.12192724771850977,-0.041304419546458276,115.89020940696302,-0.04954969614568597,0.007873550478063391,34.92729997983911,-0.10262579773323117,-0.0667813775022426
122,127.50423770550144,-0.12751950475742177,0.03507326770935947,127.79865507447867,-0.11895192662720865,0.03306703578754469,147.78932892520098,-0.11058864574450172,0.05284957166876519,188.9205600104056,-0.02060838883600566,0.01832509476209814
