model,predictor,beta,se,ci_lower,ci_upper,p_uncorrected,p_bonferroni
Model_1_Total,Total_z,0.18861534197921442,0.06567154739114765,0.05829229349964177,0.3189383904587871,0.004998194392044901,0.6997472148862861
Model_2_Learning,Learning_z,-0.11982161771718347,0.0672998344722206,-0.25337594891560883,0.013732713481241887,0.07810707087746092,1.0
Model_3_LearningSlope,LearningSlope_z,-0.18056408358100928,0.06590206620524176,-0.31134458914478474,-0.04978357801723382,0.007303567131216157,1.0
Model_4_Forgetting,Forgetting_z,-0.23386860206854232,0.0641690157921395,-0.3612099254906356,-0.10652727864644904,0.00043074250267012397,0.060303950373817354
Model_5_Recognition,Recognition_z,0.11351690953814056,0.06741126956290705,-0.02025856097103315,0.24729238004731427,0.09537491174467858,1.0
Model_6_PctRet,PctRet_z,0.2221667980215094,0.06459191919573708,0.09398623655861046,0.3503473594844083,0.0008573345189050286,0.12002683264670401
Model_7_Combined,Total_z,0.20385189457424358,0.06481552278917417,0.07521102368010046,0.3324927654683867,0.002204235401920486,0.30859295626886807
Model_7_Combined,Learning_z,-0.1417356530770045,0.06481552278917413,-0.27037652397114753,-0.013094782182861475,0.03116479719936745,1.0
