model,R2,adj_R2,F_stat,p_uncorrected,p_bonferroni,AIC,BIC,R2_CI_lower,R2_CI_upper
Model_1_Total,0.0776380856085167,0.06822622933921596,8.24896634490191,0.004998194392044887,0.6997472148862842,200.66151773848907,205.87185811046524,0.010740738267993452,0.1991304374704796
Model_2_Learning,0.03133221837545741,0.021447853256839733,3.1698766688050943,0.07810707087746041,1.0,205.55992054555435,210.77026091753052,0.00012378190115176212,0.14065573219609284
Model_3_LearningSlope,0.07115141205629083,0.06167336524053879,7.506969889412239,0.007303567131216208,1.0,201.3623240587134,206.57266443068957,0.007768880279343768,0.18804613844419077
Model_4_Forgetting,0.11936159862351947,0.11037549248702483,13.282905499943277,0.0004307425026701313,0.06030395037381838,196.03245995366177,201.24280032563794,0.025568886826618148,0.2590095893240024
Model_5_Recognition,0.028121721664759458,0.018204596375624438,2.8356727221716915,0.09537491174467903,1.0,205.89080675394035,211.10114712591653,7.56666761840469e-05,0.11885723128367258
Model_6_PctRet,0.10771572253100303,0.09861078092417663,11.830468242678492,0.0008573345189050255,0.12002683264670357,197.34622774919364,202.55656812116982,0.01725486398645273,0.2393902892900151
Model_7_Combined,0.12097230576330131,0.10284802340790555,6.67459838636238,0.001923641161857676,0.2693097626600746,197.84939026860644,205.66490082657072,0.045875413732402746,0.25379621893523324
