model,fitted,residuals,std_residuals,cooks_d
Model_1_Total,-0.16388341891960023,1.1346448576696002,1.7540907750066335,0.028484866189142356
Model_1_Total,0.2584957111841782,-0.1866936311841783,-0.2886168072759352,0.0012131331878046268
Model_1_Total,-0.14165293838782242,0.4965712508878224,0.7676684421809378,0.004834896886103851
Model_1_Total,-0.008270055197155568,-0.15679309480284442,-0.2423924273038889,0.00029551726386941565
Model_1_Total,0.280726191715956,0.336174815784044,0.5197054736294029,0.004429677908652194
Model_1_Total,-0.07496149679248898,1.634459511792489,2.5267733179925944,0.03803009563453418
Model_1_Total,0.08065186692995568,0.03260595457004431,0.050406789168434676,1.4750142723423979e-05
Model_1_Total,-0.23057486051493367,0.5659078380149337,0.8748585175847124,0.010243064530321797
Model_1_Total,0.2362652306524003,-0.3407926779024003,-0.5268444028611432,0.0035814445204207903
Model_1_Total,0.013960425334622224,-1.144149855334622,-1.7687849135363913,0.01566883401749131
Model_1_Total,0.058421386398177864,-0.9714300476481779,-1.5017707731418706,0.012168197841028808
Model_1_Total,0.2584957111841782,0.5321013788158218,0.8225958225079522,0.009854582892037219
Model_1_Total,-0.008270055197155568,0.12320516529715557,0.19046756561764494,0.00018246804703949573
Model_1_Total,0.1695737890570669,-0.0360981393070669,-0.05580549078896766,2.7795894432936435e-05
Model_1_Total,0.013960425334622224,-0.05909200783462212,-0.09135258941922889,4.179538724749786e-05
Model_1_Total,0.1251128279935113,0.22172984700648868,0.34278063003478454,0.0008300792564706607
Model_1_Total,-0.16388341891960023,0.5707539519196002,0.8823503099612855,0.007207624282123019
Model_1_Total,0.2140347501206225,-0.2719104251206224,-0.42035670025580946,0.0020167373885785593
Model_1_Total,0.03619090586640004,0.09239255413359998,0.1428331744418312,0.00010465854654521143
Model_1_Total,0.2362652306524003,0.7868460943475997,1.216415397395673,0.01909225844205068
Model_1_Total,-0.14165293838782242,0.5770020133878224,0.8920094265641603,0.00652797870087006
Model_1_Total,-0.03050053572893338,0.44486020022893336,0.6877263560616255,0.0024568223690176355
Model_1_Total,0.08065186692995568,0.6431938155700443,0.9943378589402303,0.005739659172375486
Model_1_Total,0.03619090586640004,0.33899001913359994,0.5240576038945204,0.0014088818552568294
Model_1_Total,0.280726191715956,0.328534873284044,0.5078945950357651,0.004230627122572584
Model_1_Total,0.03619090586640004,-0.23819237336639992,-0.36823067762106865,0.0006955950079617074
Model_1_Total,-0.052731016260711173,-0.005164016239288728,-0.007983249724433572,3.5072348500526907e-07
Model_1_Total,0.19180426958884472,0.44818767791115527,0.6928704307621566,0.004843425767460043
Model_1_Total,0.3696481138430672,0.12703806415693275,0.19639299019963902,0.0009897136417496204
Model_1_Total,0.1251128279935113,1.0669138820064887,1.6493828756231437,0.019218964219736363
Model_1_Total,-0.3417272631738227,-0.5732859793261773,-0.8862646677322825,0.018698077693006004
Model_1_Total,-0.2972663021102671,0.4070029771102671,0.6292014304948655,0.007547250095469278
Model_1_Total,0.058421386398177864,-0.8847265338981779,-1.3677325032801462,0.010093023902533808
Model_1_Total,-0.07496149679248898,0.525885069292489,0.8129857924480979,0.003936957850002223
Model_1_Total,0.1695737890570669,-1.061430054057067,-1.6409052167743998,0.024032213918833433
Model_1_Total,-0.3194967826420449,-0.7524980673579551,-1.1633154720093646,0.028870890023572873
Model_1_Total,-0.11942245785604463,-1.0933398671439554,-1.6902358142644875,0.02086917220216021
Model_1_Total,-0.3194967826420449,-0.706593542357955,-1.092349915439585,0.025455915621574815
Model_1_Total,-0.008270055197155568,0.32207515519715546,0.4979082703908653,0.0012469339278575926
Model_1_Total,-0.18611389945137805,0.681442795951378,1.053468417005866,0.011618716687429077
Model_1_Total,-0.23057486051493367,-0.5636319494850663,-0.8713401346755588,0.010160841967195947
Model_1_Total,-0.16388341891960023,0.12470982141960033,0.19279367092372138,0.00034410865800967364
Model_1_Total,0.1251128279935113,-0.06167525699351131,-0.095346132851363,6.422338351822746e-05
Model_1_Total,0.03619090586640004,0.42211370163359985,0.6525616760473666,0.0021845382421701864
Model_1_Total,0.058421386398177864,0.9611857211018221,1.4859336778872154,0.011912908825141441
Model_1_Total,0.013960425334622224,0.08859987316537768,0.13696992423280482,9.395871320503382e-05
Model_1_Total,0.013960425334622224,-0.08590928783462212,-0.13281044571743947,8.833871909270532e-05
Model_1_Total,0.03619090586640004,-0.5482422358664001,-0.8475485892364509,0.0036850699236477104
Model_1_Total,-0.2083443799831559,-0.04413945401684413,-0.06823686599505238,5.514272113028924e-05
Model_1_Total,0.058421386398177864,0.9314580436018222,1.4399765270548213,0.011187416109666056
Model_1_Total,0.013960425334622224,0.22166574366537778,0.3426815302340586,0.0005881228111277395
Model_1_Total,0.3029566722477338,0.5619709777522662,0.8687723751036031,0.013903427172653927
Model_1_Total,0.08065186692995568,0.00954011807004422,0.014748432503813042,1.2627282120710661e-06
Model_1_Total,0.19180426958884472,0.10147289541115528,0.15687082046050266,0.0002482749646490326
Model_1_Total,0.3474176333112895,-0.038134065811289586,-0.05895290724752656,8.00810717716381e-05
Model_1_Total,0.10288234746173347,-2.0565562224617335,-3.1793087270599165,0.06429698451555745
Model_1_Total,-0.09719197732426679,-0.4527342551757333,-0.6998991580187459,0.003211737698991461
Model_1_Total,0.19180426958884472,-1.0169338195888447,-1.5721167902674966,0.024935507106053457
Model_1_Total,0.10288234746173347,0.2710255775382665,0.4189887806191002,0.0011166832162647698
Model_1_Total,0.013960425334622224,-1.1933577078346222,-1.8448572101186156,0.017045594199203738
Model_1_Total,0.19180426958884472,-0.4024993338388446,-0.6222390765363345,0.003906278068238404
Model_1_Total,0.1695737890570669,0.0266831434429331,0.041250489476996194,1.518745493109232e-05
Model_1_Total,0.058421386398177864,0.01945083860182204,0.030069793492629587,4.87842752405167e-06
Model_1_Total,0.013960425334622224,0.32238653416537777,0.4983896430177255,0.001244012220732983
Model_1_Total,0.19180426958884472,-0.44679084208884473,-0.6907110089716714,0.00481328246719417
Model_1_Total,-0.2083443799831559,-0.08277138501684414,-0.12795944203260678,0.00019390755235042134
Model_1_Total,-0.2972663021102671,-0.923559942889733,-1.4277665518317342,0.03886187459957677
Model_1_Total,0.43633955543840064,0.04992502706159935,0.07718100409900111,0.0002077067445237905
Model_1_Total,0.013960425334622224,-0.5127454053346222,-0.7926726846246341,0.003146838209103844
Model_1_Total,0.19180426958884472,-0.6323503820888448,-0.9775745814175743,0.009641584106021206
Model_1_Total,0.1473433085252891,-0.0937968335252892,-0.14500410353020965,0.00016649389210639294
Model_1_Total,-0.11942245785604463,0.4809368503560446,0.7434986259074339,0.004038043226775919
Model_1_Total,0.280726191715956,0.21020420828404401,0.32496270540185374,0.00173190717110276
Model_1_Total,0.1251128279935113,0.6251845095064886,0.9664965855965735,0.006599144891872364
Model_1_Total,-0.23057486051493367,0.21965577101493367,0.3395742368282604,0.0015432053720846502
Model_1_Total,-0.11942245785604463,0.4587766803560446,0.7092403736386013,0.003674493835427255
Model_1_Total,0.1473433085252891,-0.577679568525289,-0.8930568849015906,0.006315328798725174
Model_1_Total,0.03619090586640004,0.5444887991336,0.8417460081882294,0.003634784382208203
Model_1_Total,-0.09719197732426679,1.6551443973242668,2.558750871716215,0.04292646587358397
Model_1_Total,-0.052731016260711173,0.9178440162607112,1.4189300827790525,0.011079684942833786
Model_1_Total,0.03619090586640004,-0.7891044508664,-1.2199066769000282,0.007634309085352883
Model_1_Total,0.013960425334622224,-0.3870588803346222,-0.5983690903722919,0.0017931843170864283
Model_1_Total,-0.25280534104671143,-0.47476357145328857,-0.7339551185256548,0.00813193525403334
Model_1_Total,-0.03050053572893338,0.5149631957289333,0.7961012514094424,0.003292145599165887
Model_1_Total,-0.11942245785604463,-0.8180981121439553,-1.264729084049593,0.011684378984004358
Model_1_Total,-0.07496149679248898,0.06149967929248898,0.09507470058462475,5.384244658156756e-05
Model_1_Total,-0.11942245785604463,-1.2065188571439553,-1.8652035329666308,0.025413418132658898
Model_1_Total,-0.5195711074280452,0.6619900814280453,1.0233957234546018,0.05465230123116166
Model_1_Total,0.1473433085252891,0.20710741647471081,0.32017525679346354,0.0008117330962676807
Model_1_Total,-0.16388341891960023,0.9153202014196002,1.4150284211263393,0.018537039707664477
Model_1_Total,-0.14165293838782242,0.4038871008878224,0.6243844785641283,0.003198482934492909
Model_1_Total,-0.5195711074280452,-0.5833911300719549,-0.9018866058069195,0.04244486259854418
Model_1_Total,0.1251128279935113,-0.1137763394935113,-0.17589118407453752,0.0002185622539483536
Model_1_Total,0.3474176333112895,-0.8334084208112895,-1.2883978743449396,0.038248941589990364
Model_1_Total,-0.14165293838782242,0.2012435808878224,0.3111101296397196,0.0007940871065776706
Model_1_Total,-0.03050053572893338,0.31668065572893334,0.4895687078493128,0.001245001064426892
Model_1_Total,0.03619090586640004,0.6339264376336,0.9800110658146668,0.0049269537037556314
Model_1_Total,-0.11942245785604463,-1.0365797321439554,-1.6024881560270738,0.01875859382939689
Model_1_Total,-0.3417272631738227,-0.43139958682617724,-0.6669170802462844,0.010587996001905239
Model_1_Total,-0.03050053572893338,-0.6897640192710666,-1.0663325136112252,0.005906466213002253
Model_2_Learning,0.17832087977740627,0.7924405589725937,1.1954242579893533,0.02299762210995216
Model_2_Learning,0.0050244476006550045,0.0667776323993449,0.10073639058148395,5.07387854575349e-05
Model_2_Learning,-0.05274102979159542,0.4076593422915954,0.6149683547283099,0.0023641981302264946
Model_2_Learning,-0.2260374619683467,0.06097431196834671,0.09198187903919881,0.00021925918576760643
Model_2_Learning,0.17832087977740627,0.4385801277225937,0.6616134394122926,0.007044455687621229
Model_2_Learning,0.17832087977740627,1.3811771352225937,2.0835539439904314,0.06986317240736797
Model_2_Learning,0.12055540238515583,-0.0072975808851558355,-0.011008655622151729,1.1854724981743983e-06
Model_2_Learning,0.2938518345619071,0.04148114293809291,0.06257575278783148,0.00015076845218384786
Model_2_Learning,0.0050244476006550045,-0.109551894850655,-0.16526285931523244,0.00013655821157356772
Model_2_Learning,-0.11050650718384586,-1.0196829228161541,-1.5382272999407054,0.023616166418865894
Model_2_Learning,-0.11050650718384586,-0.8025021540661541,-1.2106025255738684,0.01462754767165981
Model_2_Learning,-0.11050650718384586,0.9011035971838459,1.3593462460220826,0.018442872136549195
Model_2_Learning,0.17832087977740627,-0.06338576967740626,-0.09561964720980165,0.00014714078837643489
Model_2_Learning,0.0050244476006550045,0.128451202149345,0.19377312440481959,0.00018773894770033865
Model_2_Learning,-0.2260374619683467,0.1809058794683468,0.2729028370402216,0.001930053482084501
Model_2_Learning,-0.05274102979159542,0.39958370479159544,0.602785973530224,0.0022714574665027862
Model_2_Learning,-0.16827198457609627,0.5751425175760962,0.8676225737397065,0.012349982853492288
Model_2_Learning,-0.11050650718384586,0.05263083218384596,0.07939544840095972,6.291577962754353e-05
Model_2_Learning,0.17832087977740627,-0.049737419777406255,-0.0750306347378254,9.05974649281395e-05
Model_2_Learning,0.0050244476006550045,1.018086877399345,1.5358196096899943,0.011793635805617547
Model_2_Learning,-0.05274102979159542,0.4880901047915954,0.7363009688813996,0.0033891366263294246
Model_2_Learning,0.06278992499290541,0.3515697395070946,0.5303552300839688,0.0017311771380055564
Model_2_Learning,-0.05274102979159542,0.7765867122915954,1.1715081765996262,0.008579638339137174
Model_2_Learning,0.12055540238515583,0.25462552261484417,0.38411149327293387,0.0014432365382906012
Model_2_Learning,0.17832087977740627,0.4309401852225937,0.6500883193376906,0.006801168429295198
Model_2_Learning,-0.16827198457609627,-0.033729482923903625,-0.05088210294151103,4.247513553084032e-05
Model_2_Learning,-0.05274102979159542,-0.005154002708404479,-0.007774993081320343,3.779012735122061e-07
Model_2_Learning,-0.05274102979159542,0.6927329772915954,1.0450118888881872,0.0068268568395638465
Model_2_Learning,0.17832087977740627,0.31836529822259374,0.48026517079177616,0.0037119403569323235
Model_2_Learning,0.06278992499290541,1.1292367850070946,1.7034931270574647,0.017860292518942215
Model_2_Learning,0.23608635716965673,-1.1510995996696567,-1.7364739465014325,0.07679713121536248
Model_2_Learning,0.0050244476006550045,0.104712227399345,0.15796205194691906,0.00012475927109975357
Model_2_Learning,-0.05274102979159542,-0.7735641177084046,-1.1669484871113722,0.008512981774444128
Model_2_Learning,0.06278992499290541,0.38813364750709456,0.5855131622407486,0.002109993517115786
Model_2_Learning,0.06278992499290541,-0.9546461899929054,-1.4401171171680278,0.012764488635866222
Model_2_Learning,0.0050244476006550045,-1.077019297600655,-1.624721223688659,0.013198512948781344
Model_2_Learning,-0.16827198457609627,-1.0444903404239037,-1.57565015576326,0.04073092398610389
Model_2_Learning,0.12055540238515583,-1.1466457273851558,-1.7297551246155591,0.029267940455245296
Model_2_Learning,0.17832087977740627,0.13548422022259363,0.20438267778575617,0.0006722440614716618
Model_2_Learning,0.12055540238515583,0.3747734941148442,0.5653589042655366,0.00312659323686298
Model_2_Learning,-0.11050650718384586,-0.6837003028161541,-1.0313857839895897,0.01061721600455202
Model_2_Learning,0.12055540238515583,-0.15972899988515574,-0.24095677461872259,0.0005679383473717482
Model_2_Learning,-0.05274102979159542,0.11617860079159542,0.17525947665474992,0.0001920177400714258
Model_2_Learning,0.06278992499290541,0.3955146825070945,0.5966477113096504,0.0021910069454187577
Model_2_Learning,-0.11050650718384586,1.1301136146838457,1.7048158552467845,0.029008369754455383
Model_2_Learning,-0.05274102979159542,0.15530132829159532,0.2342774773901521,0.0003431147681643041
Model_2_Learning,-0.16827198457609627,0.09632312207609636,0.14530679359007634,0.0003463989028619977
Model_2_Learning,-0.11050650718384586,-0.40154482281615417,-0.60574438855933,0.003662243106936717
Model_2_Learning,0.06278992499290541,-0.31527375899290544,-0.47560147589649393,0.001392176131078794
Model_2_Learning,-0.2260374619683467,1.2159168919683467,1.8342530955791874,0.08719102112267711
Model_2_Learning,-0.05274102979159542,0.28836719879159545,0.4350119901621964,0.001182989222393473
Model_2_Learning,0.0050244476006550045,0.859903202399345,1.2971940116286464,0.008413509040390718
Model_2_Learning,0.0050244476006550045,0.0851675373993449,0.1284782045133981,8.253273038318003e-05
Model_2_Learning,0.23608635716965673,0.057190807830343277,0.08627433091390299,0.00018957089195690963
Model_2_Learning,0.0050244476006550045,0.3042591198993449,0.4589855081543689,0.0010533319133993408
Model_2_Learning,-0.11050650718384586,-1.8431673678161542,-2.7804823441628237,0.07716292008245898
Model_2_Learning,0.0050244476006550045,-0.5549506801006551,-0.8371624817388431,0.0035041832470739383
Model_2_Learning,-0.11050650718384586,-0.7146230428161542,-1.0780338172091717,0.011599336300206696
Model_2_Learning,-0.11050650718384586,0.48441443218384583,0.7307560883853437,0.005329828757834257
Model_2_Learning,-0.16827198457609627,-1.0111252979239038,-1.5253178239287344,0.0381702811773895
Model_2_Learning,-0.05274102979159542,-0.15795403445840447,-0.238279177284505,0.0003549363810094051
Model_2_Learning,0.0050244476006550045,0.191232484899345,0.2884808819738439,0.0004161035009074692
Model_2_Learning,-0.05274102979159542,0.13061325479159533,0.19703465632204872,0.00024269653416340818
Model_2_Learning,0.12055540238515583,0.21579155711484416,0.32552910009910446,0.0010365793340520245
Model_2_Learning,0.06278992499290541,-0.31777649749290543,-0.47937694432807293,0.0014143668921477819
Model_2_Learning,-0.05274102979159542,-0.2383747352084046,-0.3595966129363286,0.0008083687531623801
Model_2_Learning,0.06278992499290541,-1.2836161699929054,-1.9363798207733756,0.023077507059601623
Model_2_Learning,0.12055540238515583,0.36570918011484416,0.55168507003918,0.0029771819206570096
Model_2_Learning,-0.11050650718384586,-0.38827847281615413,-0.5857316362772682,0.0034242521263335613
Model_2_Learning,-0.2260374619683467,-0.21450865053165327,-0.32359379071480315,0.0027136485560443967
Model_2_Learning,0.06278992499290541,-0.009243449992905509,-0.013944067127706062,1.196703953607105e-06
Model_2_Learning,0.06278992499290541,0.2987244675070946,0.45063629173135683,0.001249856419214328
Model_2_Learning,0.06278992499290541,0.42814047500709457,0.6458648587019964,0.002567385634887503
Model_2_Learning,0.17832087977740627,0.5719764577225936,0.8628464618808811,0.011981352616061081
Model_2_Learning,0.0050244476006550045,-0.015943537100655006,-0.024051382520080468,2.8923269649623495e-06
Model_2_Learning,0.06278992499290541,0.2765642975070945,0.41720690137618166,0.0010712991587313709
Model_2_Learning,0.0050244476006550045,-0.43536070760065493,-0.6567568317250051,0.0021566342282421185
Model_2_Learning,-0.05274102979159542,0.6334207347915956,0.9555372996872334,0.005707864070313377
Model_2_Learning,0.0050244476006550045,1.552927972399345,2.3426460800078774,0.027439782127286073
Model_2_Learning,0.06278992499290541,0.8023230750070947,1.210332378559214,0.009016066356384063
Model_2_Learning,0.06278992499290541,-0.8157034699929053,-1.2305171716852186,0.009319297015503845
Model_2_Learning,-0.11050650718384586,-0.26259194781615414,-0.3961291239043728,0.0015661808802305873
Model_2_Learning,-0.11050650718384586,-0.6170624053161542,-0.930860188383796,0.008648430186856189
Model_2_Learning,-0.05274102979159542,0.5372036897915954,0.8103905270710285,0.004105509340492014
Model_2_Learning,0.17832087977740627,-1.1158414497774063,-1.6832857960518055,0.04559891637803761
Model_2_Learning,0.12055540238515583,-0.13401721988515583,-0.2021696565439795,0.00039981110939991683
Model_2_Learning,-0.11050650718384586,-1.215434807816154,-1.83352585479955,0.03355385687645997
Model_2_Learning,0.0050244476006550045,0.137394526399345,0.20726444136791836,0.00021479140353241022
Model_2_Learning,-0.05274102979159542,0.4071917547915953,0.6142629826547787,0.002358777744189354
Model_2_Learning,-0.16827198457609627,0.9197087670760963,1.387412794561755,0.03158028602731231
Model_2_Learning,-0.05274102979159542,0.31497519229159543,0.4751510776005806,0.0014113728865747628
Model_2_Learning,0.2938518345619071,-1.396814072061907,-2.107142809308731,0.17095674937424912
Model_2_Learning,0.0050244476006550045,0.006312040899344996,0.009521934135073597,4.533333207306084e-07
Model_2_Learning,-0.05274102979159542,-0.43324975770840457,-0.6535723900908367,0.0026703348742438873
Model_2_Learning,0.17832087977740627,-0.11873023727740627,-0.17910870940561227,0.0005162644418146776
Model_2_Learning,0.12055540238515583,0.16562471761484415,0.2498506707129168,0.0006106381732896896
Model_2_Learning,-0.05274102979159542,0.7228583732915955,1.0904571008377448,0.0074335369196690355
Model_2_Learning,0.0050244476006550045,-1.1610266376006548,-1.7514492299070186,0.015337776356472902
Model_2_Learning,-0.05274102979159542,-0.7203858202084045,-1.0867271681616018,0.0073827707363443885
Model_2_Learning,0.06278992499290541,-0.7830544799929053,-1.1812650300539853,0.008588206749298886
Model_3_LearningSlope,0.2111179542387786,0.7596434845112214,1.1702540451194154,0.016178362432130427
Model_3_LearningSlope,0.09358884915473104,-0.021786769154731142,-0.033563184906156326,6.9984026780982604e-06
Model_3_LearningSlope,-0.21982209773606262,0.5747404102360626,0.8854051982096728,0.010452861613588842
Model_3_LearningSlope,-0.45488030790415773,0.28981715790415774,0.4464722047877222,0.008675960041505306
Model_3_LearningSlope,0.24317134653442798,0.37372966096557203,0.5757419848173629,0.004704857240207343
Model_3_LearningSlope,0.19432808208391472,1.3651699329160851,2.1030860776728613,0.04740890875105726
Model_3_LearningSlope,0.17194158587742944,-0.05868376437742945,-0.09040413568439815,7.696174117112946e-05
Model_3_LearningSlope,0.28947069096147704,0.04586228653852298,0.07065225653145112,9.154731306460879e-05
Model_3_LearningSlope,0.11970642806229717,-0.22423387531229716,-0.34543915005847986,0.0008415687674203722
Model_3_LearningSlope,-0.08923420319823192,-1.040955226801768,-1.6036233967527338,0.01657728911657095
Model_3_LearningSlope,-0.17281045570244363,-0.7401982055475564,-1.1402979975396137,0.013216855018373327
Model_3_LearningSlope,-0.02953687998093788,0.8201339699809379,1.263441489961019,0.008302648105307132
Model_3_LearningSlope,0.19432808208391472,-0.07939297198391472,-0.12230730403487867,0.00016034323771453997
Model_3_LearningSlope,0.09358884915473104,0.03988680059526897,0.061446837490509006,2.3456956799799147e-05
Model_3_LearningSlope,-0.29817483445876103,0.25304325195876115,0.38982087680966254,0.0031181947290814596
Model_3_LearningSlope,0.015236112432032595,0.3316065625679674,0.5108500620959066,0.0013080882351179754
Model_3_LearningSlope,-0.37652757118145946,0.7833981041814595,1.2068487639923824,0.044290851751860205
Model_3_LearningSlope,-0.08923420319823192,0.03135852819823202,0.04830877276145475,1.5043910933114762e-05
Model_3_LearningSlope,0.22417674369256174,-0.09559328369256173,-0.14726438021047186,0.0002762109730856898
Model_3_LearningSlope,0.11970642806229717,0.9034048969377028,1.391722902358966,0.01366004231835927
Model_3_LearningSlope,-0.11012826632428482,0.5454773413242848,0.8403245446335408,0.005052644729498881
Model_3_LearningSlope,0.06747127024716486,0.34688839425283513,0.5343921916747016,0.0015976521289571251
Model_3_LearningSlope,0.015236112432032595,0.7086095700679673,1.0916347374662685,0.00597316941800562
Model_3_LearningSlope,0.14955508967094416,0.22562583532905583,0.34758350708051694,0.0010015300236192897
Model_3_LearningSlope,0.22417674369256174,0.38508432130743825,0.593234186708064,0.004482268216813943
Model_3_LearningSlope,-0.14146936101336421,-0.06053210648663568,-0.09325156329243575,7.384202432372067e-05
