model,mean_train_R2,mean_test_R2,sd_test_R2,mean_RMSE,mean_MAE,train_test_gap,shrinkage,overfitting_flag
Model_1_Total,0.0784130293046901,-0.03395888763466635,0.15958498206617244,0.6547864254854778,0.5209622758129769,0.11237191693935644,143.3077103840894,True
Model_2_Learning,0.033306714623089116,-0.09719517092419613,0.07338885758881494,0.676782802203806,0.5261830696063813,0.13050188554728526,391.8185477736006,True
Model_3_LearningSlope,0.07160089166157227,-0.04886846535495457,0.10143183014231033,0.660317964886169,0.5152570183358227,0.12046935701652683,168.2511966274604,True
Model_4_Forgetting,0.11889067963601525,0.001757777903179103,0.1148849163138803,0.6429156465004293,0.5136002801776883,0.11713290173283615,98.52151749105938,True
Model_5_Recognition,0.03123414321116911,-0.12660763856486384,0.23505151340625008,0.6811803881055638,0.5461675587033724,0.15784178177603295,505.3501250503002,True
Model_6_PctRet,0.10694832905914504,-0.003109594751141942,0.12484641532042849,0.6443447696987773,0.519922148736596,0.11005792381028699,102.90756740053627,True
Model_7_Combined,0.12344472697087391,-0.012569707410429665,0.16050565913903952,0.6476307866939324,0.502298758485703,0.1360144343813036,110.18245794605339,True
