,Total_z,Learning_z,LearningSlope_z,Forgetting_z,Recognition_z,PctRet_z
Total_z,1.0,0.10749978755698943,-0.26427982382084436,-0.08065474470019098,0.4121473898350902,0.26400347135106533
Learning_z,0.10749978755698943,1.0,0.8578139604354915,0.22582530821213956,0.12870004924580403,-0.01017601397351567
LearningSlope_z,-0.26427982382084436,0.8578139604354915,1.0,0.1811943664340274,-0.1281153440071917,-0.09238300143156152
Forgetting_z,-0.08065474470019098,0.22582530821213956,0.1811943664340274,1.0,-0.31066384746064,-0.8916557262123317
Recognition_z,0.4121473898350902,0.12870004924580403,-0.1281153440071917,-0.31066384746064,1.0,0.4528824296544151
PctRet_z,0.26400347135106533,-0.01017601397351567,-0.09238300143156152,-0.8916557262123317,0.4528824296544151,1.0
