observation,fitted_values,residuals,studentized_residuals,cooks_d,leverage
0,-0.023013218032772675,0.9937746567827727,1.8538318788442847,0.057281458280554254,0.107009017287535
1,0.36572368924359877,-0.2939216092435989,-0.5222768244446915,0.002046263766235856,0.04950883910401423
2,0.22729820278768453,0.12762010971231547,0.22534265724514585,0.0003039775650122074,0.039811141193420156
3,-0.0907926196982719,-0.07427053030172809,-0.1304722175998298,7.682583161728405e-05,0.030299630998282447
4,0.2703793542944154,0.3465216532055846,0.6215605728823282,0.003928754069606874,0.06603088470560506
5,0.5801056688223876,0.9793923461776124,1.838005537752663,0.06304135051235255,0.11822635982562489
6,0.2273472103869958,-0.1140893888869958,-0.20248614927942535,0.00030967569227453623,0.04970721909724817
7,-0.015634812701822653,0.35096779020182267,0.6496526141373979,0.008481328334914742,0.12262695109190978
8,0.016416121082601487,-0.12094356833260149,-0.22891740131156554,0.001488064658649176,0.16435634746212258
9,-0.12369900114346755,-1.0064904288565324,-1.800855672714888,0.014634194927490275,0.0313590694689171
10,0.15318392463168884,-1.066192585881689,-1.9949749554033496,0.06608158371610955,0.10720213005776937
11,-0.16323237492429388,0.2781674850242939,0.4991061178996135,0.002619856633090278,0.06803768092985579
12,0.00224405830814578,0.13123159144185423,0.23919873791059562,0.0009061227415235349,0.0988529375114114
13,0.2039062240656322,-0.2490378065656321,-0.4403982700298756,0.0012003920313270384,0.04116850689491075
14,0.09630244484653006,0.25054023015346993,0.44502858207418877,0.0014901459581218922,0.04960962262223946
15,-0.20416768102741123,0.6110382140274112,1.0976213006954474,0.011002525009170558,0.06021450171962204
16,0.2914034685776331,-0.349279143577633,-0.6208557739027009,0.00285438095949534,0.04896110223144534
17,-0.05724640001599213,0.18582986001599214,0.32946512987197396,0.0007721817473842009,0.04698665157720159
18,0.1777434609937656,0.8453678640062343,1.5181430247640952,0.01644995977501191,0.04824090434253544
19,0.0695562770477024,0.3657927979522976,0.6480151608878959,0.0026563099502971985,0.04214053417242489
20,0.09226860254287694,0.32209106195712306,0.5650026315295296,0.0011387300123907786,0.024181832930036565
21,0.36432027484679963,0.3595254076532003,0.6327951308603063,0.001771729513533677,0.02984738966535548
22,0.4204830638175743,-0.04530213881757428,-0.08057992329301093,5.3809973444193647e-05,0.05425743217046884
23,0.5971221884553799,0.012138876544620092,0.021544559724540075,3.54251803808849e-06,0.050179481864987954
24,0.20340188197341824,-0.40540334947341816,-0.7359395281476075,0.0073690033511569315,0.08655411726600643
25,0.3541748681082755,-0.41206990060827536,-0.7358246131025781,0.004609533939467933,0.055972248242341385
26,0.515032313420159,0.12495963407984101,0.22505090285708962,0.0006103881516800242,0.07704062140956792
27,0.2708489967554557,0.22583718124454427,0.4052361995599484,0.0017559733886461381,0.06903671884162166
28,0.26187244490880934,0.9301542650911906,1.6648798868849,0.014925119710786066,0.03701160858611465
29,-0.1119767486751162,-0.8030364938248838,-1.4790146360392338,0.032863479359995354,0.09629145558080245
30,-0.13145797498867473,-0.6948471725113253,-1.2485587922394144,0.013406438301990481,0.05711383807468563
31,0.19682852920785077,0.2540950432921492,0.4498196088361285,0.0013140804548700381,0.04311578955148562
32,0.18083698101476242,-1.0726932460147625,-1.9168961408567118,0.012737802446914566,0.02437781349187952
33,-0.2725198969925683,-0.7994749530074318,-1.4479013421122242,0.02101497797609783,0.06631449217591426
34,-0.23424818017850535,-0.9785141448214946,-1.793751306087424,0.037659533516649406,0.07744803358645312
35,-1.1079750356836444,0.08188471068364445,0.15350140149299324,0.0005928468071519521,0.14836509803564715
36,0.22735958261239286,0.08644551738760703,0.15216709723821797,0.00011820582029978063,0.03414049537694082
37,0.10440819485458575,0.39092070164541426,0.6948100959207184,0.003478069288526469,0.04774774914761601
38,0.14357608975882763,-0.9377828997588277,-1.7169779786706678,0.034817754241694046,0.07788507420888638
39,0.16054804045673154,-0.19972163795673145,-0.36086198781857265,0.0016817997888313601,0.08217373317626174
40,0.15295828675508072,-0.08952071575508072,-0.15725197576534114,0.00011078038057939457,0.03008637594485847
41,0.08286092649894772,0.3754436810010522,0.6567444530520501,0.001101364954483077,0.01745168954005272
42,0.2882038634657266,0.7314032440342734,1.3115625111015135,0.013254746104995307,0.051565617761507386
43,-0.35557336966871966,0.4581336681687196,0.8241794702283461,0.0071572628898751755,0.06846229103478707
44,-0.07367465494890935,0.0017257924489094412,0.0030225118494904835,3.3234905806314914e-08,0.02456420418478053
45,0.17728584849961093,-0.689337178499611,-1.2288362016581789,0.00952060301577568,0.04249799432968743
46,0.050613595555721425,-0.30309742955572144,-0.5346445761127534,0.0015069539189238807,0.03531767500520322
47,0.34041252220181184,0.6494669077981882,1.151091015638928,0.006506562712786698,0.03334771824130206
48,0.052502202561692135,0.18312396643830786,0.32738058981962415,0.0010350177173002594,0.06272994314598332
49,-0.10168136572010977,0.9666090157201098,1.8427536073903092,0.08036469053100553,0.1453532837435005
50,0.480399728272485,-0.3902077432724851,-0.7015017363543885,0.005250868258916056,0.06913538651584974
51,0.41315007203093357,-0.11987290703093356,-0.21200813555093623,0.00029157655324943855,0.042995815778377654
52,0.5271355215220581,-0.2178519540220582,-0.38721667101598894,0.0011706224340373547,0.051355707543679616
53,-0.02313645463700731,-0.5267897778629927,-0.9421955060881371,0.007443201117679794,0.0553725126207778
