predictor,semi_partial_r,unique_r2,percent_unique_variance
RAVLT_T,0.1256497658113336,0.01578786364844298,1.578786364844298
RAVLT_Pct_Ret_T,0.17080701261946418,0.029175035559985796,2.9175035559985796
BVMT_T,0.053146938161930175,0.00282459703598803,0.282459703598803
BVMT_Pct_Ret_T,0.11551652803437813,0.013344068249117269,1.334406824911727
NART_T,0.042984943813205355,0.0018477053946244215,0.18477053946244215
RPM_T,0.23182463755547875,0.05374266257772908,5.374266257772908
