model_name,n,p,in_sample_r2,adjusted_r2,ols_loocv_r2,ridge_loocv_r2,ridge_alpha,shrinkage_ols,shrinkage_ridge
cognitive_battery,97,6,0.2724,0.2239,0.1396,0.1732,59.6362,0.1328,0.0993
