predictor,beta,se,t_stat,p_value,ci_lower,ci_upper
const,-2.071715061964114,0.4778221448971929,-4.335745180688224,3.710611966800509e-05,-3.020711085880669,-1.122719038047559
RAVLT_T,0.009555069324365692,0.006670540323670985,1.4324280883901874,0.1554104403660933,-0.003693199539148014,0.0228033381878794
BVMT_T,0.008074392018453159,0.00713265017826978,1.132032528814111,0.26056271739334347,-0.006091666904207489,0.022240450941113807
NART_T,0.0028604394940986576,0.006136156278056147,0.46616144773366286,0.6422017988202574,-0.00932649652842243,0.015047375516619743
RPM_T,0.02128838769859898,0.006897887066644749,3.0862186482496323,0.0026783604333946083,0.007588588579661677,0.03498818681753628
