contrast_name,description,estimate,SE,z_statistic,p_uncorrected,p_bonferroni,alpha_bonferroni,significant,CI_lower,CI_upper
IFR_consolidation_benefit,Late IFR slope - Early IFR slope,0.26595487062987155,0.13421152746891238,1.9816097443006533,0.047522935730404336,0.285137614382426,0.008333333333333333,False,0.002900276790803291,0.5290094644689398
ICR_consolidation_benefit,Late ICR slope - Early ICR slope,0.29756723348664427,0.1342115274689112,2.2171510830585905,0.02661276902652787,0.15967661415916723,0.008333333333333333,False,0.03451263964757828,0.5606218273257102
IRE_consolidation_benefit,Late IRE slope - Early IRE slope,0.20070131256899082,0.13421152746891304,1.4954103895097877,0.13480737072090676,0.8088442243254406,0.008333333333333333,False,-0.06235328127007872,0.46375590640806036
IFR_vs_ICR_benefit_difference,(IFR consolidation benefit) - (ICR consolidation benefit),-0.03161236285677271,0.18300425342075635,-0.17274113724608783,0.8628549069758258,1.0,0.008333333333333333,False,-0.39030069956145513,0.3270759738479097
IFR_vs_IRE_benefit_difference,(IFR consolidation benefit) - (IRE consolidation benefit),0.06525355806088073,0.1830042534207603,0.35656853237640795,0.7214148384521564,1.0,0.008333333333333333,False,-0.29343477864380946,0.4239418947655709
ICR_vs_IRE_benefit_difference,(ICR consolidation benefit) - (IRE consolidation benefit),0.09686592091765345,0.183004253420753,0.5293096696225132,0.596590648839765,1.0,0.008333333333333333,False,-0.2618224157870224,0.4555542576223293
