UID,test,test_code,paradigm,paradigm_code,theta,TSVR_hours,loaded_timestamp
A068,4,T4,cued_recall,ICR,-0.44046012,155.59,2025-12-02T15:24:02.960793
A069,1,T1,cued_recall,ICR,-0.8156367,1.0,2025-12-02T15:24:02.960793
A069,2,T2,cued_recall,ICR,-1.003427,24.96,2025-12-02T15:24:02.960793
A069,3,T3,cued_recall,ICR,-0.15258345,79.75,2025-12-02T15:24:02.960793
A069,4,T4,cued_recall,ICR,-1.1634574,140.22,2025-12-02T15:24:02.960793
A070,1,T1,cued_recall,ICR,0.17281204,1.0,2025-12-02T15:24:02.960793
A070,2,T2,cued_recall,ICR,0.050464932,24.25,2025-12-02T15:24:02.960793
A070,3,T3,cued_recall,ICR,-1.109818,81.92,2025-12-02T15:24:02.960793
A070,4,T4,cued_recall,ICR,-1.0831009,149.2,2025-12-02T15:24:02.960793
A071,1,T1,cued_recall,ICR,0.5489096,1.0,2025-12-02T15:24:02.960793
A071,2,T2,cued_recall,ICR,0.40938142,30.92,2025-12-02T15:24:02.960793
A071,3,T3,cued_recall,ICR,-0.70280397,79.96,2025-12-02T15:24:02.960793
A071,4,T4,cued_recall,ICR,0.24814038,153.27,2025-12-02T15:24:02.960793
A072,1,T1,cued_recall,ICR,1.2745856,1.0,2025-12-02T15:24:02.960793
A072,2,T2,cued_recall,ICR,1.3061616,33.76,2025-12-02T15:24:02.960793
A072,3,T3,cued_recall,ICR,-0.58761966,83.54,2025-12-02T15:24:02.960793
A072,4,T4,cued_recall,ICR,0.10019777,154.89,2025-12-02T15:24:02.960793
A073,1,T1,cued_recall,ICR,1.1698031,1.0,2025-12-02T15:24:02.960793
A073,2,T2,cued_recall,ICR,0.213315,66.66,2025-12-02T15:24:02.960793
A073,3,T3,cued_recall,ICR,1.063813,66.9,2025-12-02T15:24:02.960793
A073,4,T4,cued_recall,ICR,1.2432824,140.12,2025-12-02T15:24:02.960793
A074,1,T1,cued_recall,ICR,1.3506466,1.0,2025-12-02T15:24:02.960793
A074,2,T2,cued_recall,ICR,-0.031553622,29.33,2025-12-02T15:24:02.960793
A074,3,T3,cued_recall,ICR,-0.53760165,73.02,2025-12-02T15:24:02.960793
A074,4,T4,cued_recall,ICR,-0.6315205,147.21,2025-12-02T15:24:02.960793
A075,1,T1,cued_recall,ICR,0.9588991,1.0,2025-12-02T15:24:02.960793
A075,2,T2,cued_recall,ICR,0.5673783,28.68,2025-12-02T15:24:02.960793
A075,3,T3,cued_recall,ICR,-1.399464,71.37,2025-12-02T15:24:02.960793
A075,4,T4,cued_recall,ICR,-0.7930459,244.53,2025-12-02T15:24:02.960793
A076,1,T1,cued_recall,ICR,0.024194812,1.0,2025-12-02T15:24:02.960793
A076,2,T2,cued_recall,ICR,-1.0196363,27.3,2025-12-02T15:24:02.960793
A076,3,T3,cued_recall,ICR,-1.6319014,74.88,2025-12-02T15:24:02.960793
A076,4,T4,cued_recall,ICR,-1.6889011,149.28,2025-12-02T15:24:02.960793
A077,1,T1,cued_recall,ICR,0.620659,1.0,2025-12-02T15:24:02.960793
A077,2,T2,cued_recall,ICR,-0.054946523,53.88,2025-12-02T15:24:02.960793
A077,3,T3,cued_recall,ICR,-0.40346828,78.36,2025-12-02T15:24:02.960793
A077,4,T4,cued_recall,ICR,0.047804616,149.75,2025-12-02T15:24:02.960793
A078,1,T1,cued_recall,ICR,-0.5550404,1.0,2025-12-02T15:24:02.960793
A078,2,T2,cued_recall,ICR,0.33242676,26.17,2025-12-02T15:24:02.960793
A078,3,T3,cued_recall,ICR,-0.71275437,72.3,2025-12-02T15:24:02.960793
A078,4,T4,cued_recall,ICR,-0.96229225,140.08,2025-12-02T15:24:02.960793
A079,1,T1,cued_recall,ICR,0.7266939,1.0,2025-12-02T15:24:02.960793
A079,2,T2,cued_recall,ICR,0.33964783,26.11,2025-12-02T15:24:02.960793
A079,3,T3,cued_recall,ICR,-0.95795447,74.0,2025-12-02T15:24:02.960793
A079,4,T4,cued_recall,ICR,-0.64385366,194.42,2025-12-02T15:24:02.960793
A080,1,T1,cued_recall,ICR,0.4963262,1.0,2025-12-02T15:24:02.960793
A080,2,T2,cued_recall,ICR,0.06484385,29.03,2025-12-02T15:24:02.960793
A080,3,T3,cued_recall,ICR,0.17949885,72.87,2025-12-02T15:24:02.960793
A080,4,T4,cued_recall,ICR,-0.7201712,145.77,2025-12-02T15:24:02.960793
A081,1,T1,cued_recall,ICR,0.59079283,1.0,2025-12-02T15:24:02.960793
A081,2,T2,cued_recall,ICR,-0.37425303,31.39,2025-12-02T15:24:02.960793
A081,3,T3,cued_recall,ICR,1.4981886,80.13,2025-12-02T15:24:02.960793
A081,4,T4,cued_recall,ICR,0.28968403,154.53,2025-12-02T15:24:02.960793
A082,1,T1,cued_recall,ICR,0.3937965,1.0,2025-12-02T15:24:02.960793
A082,2,T2,cued_recall,ICR,1.6726893,27.97,2025-12-02T15:24:02.960793
A082,3,T3,cued_recall,ICR,0.26070443,75.71,2025-12-02T15:24:02.960793
A082,4,T4,cued_recall,ICR,-0.24990185,170.25,2025-12-02T15:24:02.960793
A083,1,T1,cued_recall,ICR,1.8757206,1.0,2025-12-02T15:24:02.960793
A083,2,T2,cued_recall,ICR,0.7406226,25.15,2025-12-02T15:24:02.960793
A083,3,T3,cued_recall,ICR,0.15675685,74.3,2025-12-02T15:24:02.960793
A083,4,T4,cued_recall,ICR,0.41007304,144.91,2025-12-02T15:24:02.960793
A084,1,T1,cued_recall,ICR,1.0363737,1.0,2025-12-02T15:24:02.960793
A084,2,T2,cued_recall,ICR,-0.08566386,27.25,2025-12-02T15:24:02.960793
A084,3,T3,cued_recall,ICR,0.1501421,91.97,2025-12-02T15:24:02.960793
A084,4,T4,cued_recall,ICR,-0.5393467,162.51,2025-12-02T15:24:02.960793
A085,1,T1,cued_recall,ICR,0.075853765,1.0,2025-12-02T15:24:02.960793
A085,2,T2,cued_recall,ICR,1.2179971,24.51,2025-12-02T15:24:02.960793
A085,3,T3,cued_recall,ICR,-0.22426121,71.4,2025-12-02T15:24:02.960793
A085,4,T4,cued_recall,ICR,-0.3583133,170.65,2025-12-02T15:24:02.960793
A086,1,T1,cued_recall,ICR,0.88108736,1.0,2025-12-02T15:24:02.960793
A086,2,T2,cued_recall,ICR,0.30652004,23.47,2025-12-02T15:24:02.960793
A086,3,T3,cued_recall,ICR,-0.82387006,145.29,2025-12-02T15:24:02.960793
A086,4,T4,cued_recall,ICR,-0.6613363,169.55,2025-12-02T15:24:02.960793
A087,1,T1,cued_recall,ICR,0.58175397,1.0,2025-12-02T15:24:02.960793
A087,2,T2,cued_recall,ICR,1.1760826,31.07,2025-12-02T15:24:02.960793
A087,3,T3,cued_recall,ICR,0.65625054,72.8,2025-12-02T15:24:02.960793
A087,4,T4,cued_recall,ICR,0.28195977,144.2,2025-12-02T15:24:02.960793
A088,1,T1,cued_recall,ICR,1.5454081,1.0,2025-12-02T15:24:02.960793
A088,2,T2,cued_recall,ICR,2.4344504,24.25,2025-12-02T15:24:02.960793
A088,3,T3,cued_recall,ICR,1.1459264,74.91,2025-12-02T15:24:02.960793
A088,4,T4,cued_recall,ICR,2.3584166,149.93,2025-12-02T15:24:02.960793
A089,1,T1,cued_recall,ICR,1.0743129,1.0,2025-12-02T15:24:02.960793
A089,2,T2,cued_recall,ICR,1.006568,32.14,2025-12-02T15:24:02.960793
A089,3,T3,cued_recall,ICR,1.1093498,79.34,2025-12-02T15:24:02.960793
A089,4,T4,cued_recall,ICR,0.019611612,146.96,2025-12-02T15:24:02.960793
A090,1,T1,cued_recall,ICR,0.06928799,1.0,2025-12-02T15:24:02.960793
A090,2,T2,cued_recall,ICR,-0.5618887,23.54,2025-12-02T15:24:02.960793
A090,3,T3,cued_recall,ICR,-1.2942528,95.42,2025-12-02T15:24:02.960793
A090,4,T4,cued_recall,ICR,-0.66221637,144.07,2025-12-02T15:24:02.960793
A091,1,T1,cued_recall,ICR,0.37353247,1.0,2025-12-02T15:24:02.960793
A091,2,T2,cued_recall,ICR,-0.38569748,22.2,2025-12-02T15:24:02.960793
A091,3,T3,cued_recall,ICR,-0.9121887,73.64,2025-12-02T15:24:02.960793
A091,4,T4,cued_recall,ICR,-0.82411695,142.61,2025-12-02T15:24:02.960793
A092,1,T1,cued_recall,ICR,-0.018687323,1.0,2025-12-02T15:24:02.960793
A092,2,T2,cued_recall,ICR,-0.92986196,22.83,2025-12-02T15:24:02.960793
A092,3,T3,cued_recall,ICR,-0.65643394,71.31,2025-12-02T15:24:02.960793
A092,4,T4,cued_recall,ICR,-0.845883,146.16,2025-12-02T15:24:02.960793
A093,1,T1,cued_recall,ICR,0.5201135,1.0,2025-12-02T15:24:02.960793
A093,2,T2,cued_recall,ICR,0.55581963,22.09,2025-12-02T15:24:02.960793
A093,3,T3,cued_recall,ICR,-0.043852262,70.22,2025-12-02T15:24:02.960793
A093,4,T4,cued_recall,ICR,-0.121557094,140.95,2025-12-02T15:24:02.960793
A094,1,T1,cued_recall,ICR,-0.73902184,1.0,2025-12-02T15:24:02.960793
A094,2,T2,cued_recall,ICR,-0.29991186,22.98,2025-12-02T15:24:02.960793
A094,3,T3,cued_recall,ICR,-1.2893258,76.21,2025-12-02T15:24:02.960793
A094,4,T4,cued_recall,ICR,-1.1009582,149.99,2025-12-02T15:24:02.960793
A095,1,T1,cued_recall,ICR,1.8624213,1.0,2025-12-02T15:24:02.960793
A095,2,T2,cued_recall,ICR,0.055583816,29.71,2025-12-02T15:24:02.960793
A095,3,T3,cued_recall,ICR,-0.016563427,78.76,2025-12-02T15:24:02.960793
A095,4,T4,cued_recall,ICR,-0.25386304,148.79,2025-12-02T15:24:02.960793
A096,1,T1,cued_recall,ICR,-0.405043,1.0,2025-12-02T15:24:02.960793
A096,2,T2,cued_recall,ICR,-0.70250136,24.49,2025-12-02T15:24:02.960793
A096,3,T3,cued_recall,ICR,-1.5279682,71.19,2025-12-02T15:24:02.960793
A096,4,T4,cued_recall,ICR,-2.1239834,143.66,2025-12-02T15:24:02.960793
A097,1,T1,cued_recall,ICR,0.17421606,1.0,2025-12-02T15:24:02.960793
A097,2,T2,cued_recall,ICR,-0.18929343,24.37,2025-12-02T15:24:02.960793
A097,3,T3,cued_recall,ICR,0.3600653,70.83,2025-12-02T15:24:02.960793
A097,4,T4,cued_recall,ICR,-0.3640842,144.85,2025-12-02T15:24:02.960793
A098,1,T1,cued_recall,ICR,0.76267684,1.0,2025-12-02T15:24:02.960793
A098,2,T2,cued_recall,ICR,0.50032306,25.77,2025-12-02T15:24:02.960793
A098,3,T3,cued_recall,ICR,0.7660794,78.84,2025-12-02T15:24:02.960793
A098,4,T4,cued_recall,ICR,-0.8945514,146.29,2025-12-02T15:24:02.960793
A099,1,T1,cued_recall,ICR,1.0417407,1.0,2025-12-02T15:24:02.960793
A099,2,T2,cued_recall,ICR,0.6420143,28.75,2025-12-02T15:24:02.960793
A099,3,T3,cued_recall,ICR,0.33446977,78.57,2025-12-02T15:24:02.960793
A099,4,T4,cued_recall,ICR,0.98564196,143.51,2025-12-02T15:24:02.960793
A100,1,T1,cued_recall,ICR,0.2507026,1.0,2025-12-02T15:24:02.960793
A100,2,T2,cued_recall,ICR,1.7990696,31.14,2025-12-02T15:24:02.960793
A100,3,T3,cued_recall,ICR,0.022800112,75.34,2025-12-02T15:24:02.960793
A100,4,T4,cued_recall,ICR,-0.14655165,146.8,2025-12-02T15:24:02.960793
A101,1,T1,cued_recall,ICR,0.06431497,1.0,2025-12-02T15:24:02.960793
A101,2,T2,cued_recall,ICR,-0.4466182,29.12,2025-12-02T15:24:02.960793
A101,3,T3,cued_recall,ICR,-1.0314987,75.21,2025-12-02T15:24:02.960793
A101,4,T4,cued_recall,ICR,-0.9808568,150.22,2025-12-02T15:24:02.960793
A102,1,T1,cued_recall,ICR,-0.4727804,1.0,2025-12-02T15:24:02.960793
A102,2,T2,cued_recall,ICR,1.1755204,29.13,2025-12-02T15:24:02.960793
A102,3,T3,cued_recall,ICR,-0.62653625,75.27,2025-12-02T15:24:02.960793
A102,4,T4,cued_recall,ICR,-0.13949722,150.41,2025-12-02T15:24:02.960793
A103,1,T1,cued_recall,ICR,1.6574401,1.0,2025-12-02T15:24:02.960793
A103,2,T2,cued_recall,ICR,-0.61883485,27.26,2025-12-02T15:24:02.960793
A103,3,T3,cued_recall,ICR,-1.058727,80.24,2025-12-02T15:24:02.960793
A103,4,T4,cued_recall,ICR,-0.77343935,149.72,2025-12-02T15:24:02.960793
A104,1,T1,cued_recall,ICR,1.5773517,1.0,2025-12-02T15:24:02.960793
A104,2,T2,cued_recall,ICR,0.6895314,22.6,2025-12-02T15:24:02.960793
A104,3,T3,cued_recall,ICR,0.17436832,72.62,2025-12-02T15:24:02.960793
A104,4,T4,cued_recall,ICR,-1.2733445,145.78,2025-12-02T15:24:02.960793
A105,1,T1,cued_recall,ICR,0.91576445,1.0,2025-12-02T15:24:02.960793
A105,2,T2,cued_recall,ICR,0.7752459,22.77,2025-12-02T15:24:02.960793
A105,3,T3,cued_recall,ICR,-0.4392154,69.46,2025-12-02T15:24:02.960793
A105,4,T4,cued_recall,ICR,-0.16613224,146.2,2025-12-02T15:24:02.960793
A106,1,T1,cued_recall,ICR,1.0576928,1.0,2025-12-02T15:24:02.960793
A106,2,T2,cued_recall,ICR,-0.51895714,22.64,2025-12-02T15:24:02.960793
A106,3,T3,cued_recall,ICR,0.29473698,66.08,2025-12-02T15:24:02.960793
A106,4,T4,cued_recall,ICR,1.0693434,147.13,2025-12-02T15:24:02.960793
A107,1,T1,cued_recall,ICR,-0.5625059,1.0,2025-12-02T15:24:02.960793
A107,2,T2,cued_recall,ICR,-1.480025,26.22,2025-12-02T15:24:02.960793
A107,3,T3,cued_recall,ICR,-0.9414066,71.45,2025-12-02T15:24:02.960793
A107,4,T4,cued_recall,ICR,-0.7620688,145.95,2025-12-02T15:24:02.960793
A108,1,T1,cued_recall,ICR,-0.81889147,1.0,2025-12-02T15:24:02.960793
A108,2,T2,cued_recall,ICR,-0.4216877,27.61,2025-12-02T15:24:02.960793
A108,3,T3,cued_recall,ICR,0.16783781,68.96,2025-12-02T15:24:02.960793
A108,4,T4,cued_recall,ICR,-1.4309634,152.12,2025-12-02T15:24:02.960793
A109,1,T1,cued_recall,ICR,-0.4498533,1.0,2025-12-02T15:24:02.960793
A109,2,T2,cued_recall,ICR,-1.0999992,24.65,2025-12-02T15:24:02.960793
A109,3,T3,cued_recall,ICR,0.0005814457,71.17,2025-12-02T15:24:02.960793
A109,4,T4,cued_recall,ICR,-1.645536,149.87,2025-12-02T15:24:02.960793
A010,1,T1,recognition,IRE,2.4384494,1.0,2025-12-02T15:24:02.960793
A010,2,T2,recognition,IRE,0.3100767,21.9,2025-12-02T15:24:02.960793
A010,3,T3,recognition,IRE,-0.5900594,80.88,2025-12-02T15:24:02.960793
A010,4,T4,recognition,IRE,0.7578454,145.31,2025-12-02T15:24:02.960793
A011,1,T1,recognition,IRE,0.64898896,1.0,2025-12-02T15:24:02.960793
A011,2,T2,recognition,IRE,0.4779798,24.57,2025-12-02T15:24:02.960793
A011,3,T3,recognition,IRE,-0.18876392,72.55,2025-12-02T15:24:02.960793
A011,4,T4,recognition,IRE,-0.36833763,148.85,2025-12-02T15:24:02.960793
A012,1,T1,recognition,IRE,1.185163,1.0,2025-12-02T15:24:02.960793
A012,2,T2,recognition,IRE,-0.4810561,25.6,2025-12-02T15:24:02.960793
A012,3,T3,recognition,IRE,0.9331896,166.33,2025-12-02T15:24:02.960793
A012,4,T4,recognition,IRE,-1.2891253,166.87,2025-12-02T15:24:02.960793
A013,1,T1,recognition,IRE,-0.26959375,1.0,2025-12-02T15:24:02.960793
A013,2,T2,recognition,IRE,-0.26315907,24.77,2025-12-02T15:24:02.960793
A013,3,T3,recognition,IRE,0.5015512,79.66,2025-12-02T15:24:02.960793
A013,4,T4,recognition,IRE,-0.85894424,147.13,2025-12-02T15:24:02.960793
A014,1,T1,recognition,IRE,0.8939411,1.0,2025-12-02T15:24:02.960793
A014,2,T2,recognition,IRE,1.3020949,25.66,2025-12-02T15:24:02.960793
A014,3,T3,recognition,IRE,0.1523909,70.56,2025-12-02T15:24:02.960793
A014,4,T4,recognition,IRE,-0.9391108,148.87,2025-12-02T15:24:02.960793
A015,1,T1,recognition,IRE,1.7311847,1.0,2025-12-02T15:24:02.960793
A015,2,T2,recognition,IRE,1.9454731,23.69,2025-12-02T15:24:02.960793
A015,3,T3,recognition,IRE,1.5540669,70.59,2025-12-02T15:24:02.960793
A015,4,T4,recognition,IRE,0.14790718,146.54,2025-12-02T15:24:02.960793
A016,1,T1,recognition,IRE,1.9085045,1.0,2025-12-02T15:24:02.960793
A016,2,T2,recognition,IRE,1.2414935,32.85,2025-12-02T15:24:02.960793
A016,3,T3,recognition,IRE,0.17359161,80.64,2025-12-02T15:24:02.960793
A016,4,T4,recognition,IRE,-1.2219204,150.8,2025-12-02T15:24:02.960793
A017,1,T1,recognition,IRE,0.07371173,1.0,2025-12-02T15:24:02.960793
A017,2,T2,recognition,IRE,1.094934,20.61,2025-12-02T15:24:02.960793
A017,3,T3,recognition,IRE,0.34243777,61.28,2025-12-02T15:24:02.960793
A017,4,T4,recognition,IRE,0.8778206,140.49,2025-12-02T15:24:02.960793
A018,1,T1,recognition,IRE,0.89794534,1.0,2025-12-02T15:24:02.960793
A018,2,T2,recognition,IRE,0.11510111,34.03,2025-12-02T15:24:02.960793
A018,3,T3,recognition,IRE,-0.5672663,83.64,2025-12-02T15:24:02.960793
A018,4,T4,recognition,IRE,0.25552902,150.87,2025-12-02T15:24:02.960793
A019,1,T1,recognition,IRE,-0.6919953,1.0,2025-12-02T15:24:02.960793
A019,2,T2,recognition,IRE,-0.8384044,28.69,2025-12-02T15:24:02.960793
A019,3,T3,recognition,IRE,-0.5890452,83.68,2025-12-02T15:24:02.960793
A019,4,T4,recognition,IRE,-1.1340683,154.76,2025-12-02T15:24:02.960793
A020,1,T1,recognition,IRE,0.06332161,1.0,2025-12-02T15:24:02.960793
A020,2,T2,recognition,IRE,0.047483053,26.85,2025-12-02T15:24:02.960793
A020,3,T3,recognition,IRE,-0.51456475,78.25,2025-12-02T15:24:02.960793
A020,4,T4,recognition,IRE,-2.305471,145.78,2025-12-02T15:24:02.960793
A021,1,T1,recognition,IRE,1.3263483,1.0,2025-12-02T15:24:02.960793
A021,2,T2,recognition,IRE,0.07185613,30.21,2025-12-02T15:24:02.960793
A021,3,T3,recognition,IRE,0.14021443,74.19,2025-12-02T15:24:02.960793
A021,4,T4,recognition,IRE,0.6826978,140.39,2025-12-02T15:24:02.960793
A022,1,T1,recognition,IRE,0.10991881,1.0,2025-12-02T15:24:02.960793
A022,2,T2,recognition,IRE,0.7072509,24.15,2025-12-02T15:24:02.960793
A022,3,T3,recognition,IRE,0.32368746,74.46,2025-12-02T15:24:02.960793
A022,4,T4,recognition,IRE,0.8941155,141.71,2025-12-02T15:24:02.960793
A023,1,T1,recognition,IRE,0.36951885,1.0,2025-12-02T15:24:02.960793
A023,2,T2,recognition,IRE,0.015596133,25.63,2025-12-02T15:24:02.960793
A023,3,T3,recognition,IRE,0.22199889,72.2,2025-12-02T15:24:02.960793
A023,4,T4,recognition,IRE,-0.12707277,145.07,2025-12-02T15:24:02.960793
A024,1,T1,recognition,IRE,0.42522484,1.0,2025-12-02T15:24:02.960793
A024,2,T2,recognition,IRE,0.46180817,29.57,2025-12-02T15:24:02.960793
A024,3,T3,recognition,IRE,0.054807294,91.47,2025-12-02T15:24:02.960793
A024,4,T4,recognition,IRE,-1.3448688,145.65,2025-12-02T15:24:02.960793
A025,1,T1,recognition,IRE,1.0340793,1.0,2025-12-02T15:24:02.960793
A025,2,T2,recognition,IRE,1.6322045,23.33,2025-12-02T15:24:02.960793
A025,3,T3,recognition,IRE,-0.47655585,72.94,2025-12-02T15:24:02.960793
A025,4,T4,recognition,IRE,-0.8461859,137.74,2025-12-02T15:24:02.960793
A026,1,T1,recognition,IRE,0.6719598,1.0,2025-12-02T15:24:02.960793
A026,2,T2,recognition,IRE,-0.07465413,26.48,2025-12-02T15:24:02.960793
A026,3,T3,recognition,IRE,1.1318396,75.46,2025-12-02T15:24:02.960793
A026,4,T4,recognition,IRE,-0.4234665,147.65,2025-12-02T15:24:02.960793
A027,1,T1,recognition,IRE,0.76357627,1.0,2025-12-02T15:24:02.960793
A027,2,T2,recognition,IRE,0.4312134,28.26,2025-12-02T15:24:02.960793
A027,3,T3,recognition,IRE,-0.69983053,74.58,2025-12-02T15:24:02.960793
A027,4,T4,recognition,IRE,0.053597745,145.92,2025-12-02T15:24:02.960793
A028,1,T1,recognition,IRE,1.4671905,1.0,2025-12-02T15:24:02.960793
A028,2,T2,recognition,IRE,-0.12530611,22.82,2025-12-02T15:24:02.960793
A028,3,T3,recognition,IRE,0.2184041,72.26,2025-12-02T15:24:02.960793
A028,4,T4,recognition,IRE,-1.2986233,138.91,2025-12-02T15:24:02.960793
A029,1,T1,recognition,IRE,2.4757762,1.0,2025-12-02T15:24:02.960793
A029,2,T2,recognition,IRE,0.54682654,28.43,2025-12-02T15:24:02.960793
A029,3,T3,recognition,IRE,1.07133,93.26,2025-12-02T15:24:02.960793
A029,4,T4,recognition,IRE,0.55508226,143.14,2025-12-02T15:24:02.960793
A030,1,T1,recognition,IRE,0.35405353,1.0,2025-12-02T15:24:02.960793
A030,2,T2,recognition,IRE,1.2919836,32.95,2025-12-02T15:24:02.960793
A030,3,T3,recognition,IRE,0.38871464,71.93,2025-12-02T15:24:02.960793
A030,4,T4,recognition,IRE,0.83179647,150.46,2025-12-02T15:24:02.960793
A031,1,T1,recognition,IRE,2.286436,1.0,2025-12-02T15:24:02.960793
A031,2,T2,recognition,IRE,0.06316654,32.41,2025-12-02T15:24:02.960793
A031,3,T3,recognition,IRE,-0.24461146,71.56,2025-12-02T15:24:02.960793
A031,4,T4,recognition,IRE,-1.095342,143.85,2025-12-02T15:24:02.960793
A032,1,T1,recognition,IRE,0.754212,1.0,2025-12-02T15:24:02.960793
A032,2,T2,recognition,IRE,-0.7069247,57.18,2025-12-02T15:24:02.960793
A032,3,T3,recognition,IRE,0.38795704,80.16,2025-12-02T15:24:02.960793
A032,4,T4,recognition,IRE,1.5438918,144.51,2025-12-02T15:24:02.960793
A033,1,T1,recognition,IRE,-0.12778349,1.0,2025-12-02T15:24:02.960793
A033,2,T2,recognition,IRE,-0.08431574,29.16,2025-12-02T15:24:02.960793
A033,3,T3,recognition,IRE,0.8991813,72.6,2025-12-02T15:24:02.960793
A033,4,T4,recognition,IRE,0.04133816,168.33,2025-12-02T15:24:02.960793
A034,1,T1,recognition,IRE,2.1105924,1.0,2025-12-02T15:24:02.960793
A034,2,T2,recognition,IRE,1.4497505,26.08,2025-12-02T15:24:02.960793
A034,3,T3,recognition,IRE,0.41954288,74.28,2025-12-02T15:24:02.960793
A034,4,T4,recognition,IRE,0.035610847,145.38,2025-12-02T15:24:02.960793
A035,1,T1,recognition,IRE,-0.45223022,1.0,2025-12-02T15:24:02.960793
A035,2,T2,recognition,IRE,0.5595692,44.76,2025-12-02T15:24:02.960793
A035,3,T3,recognition,IRE,-0.37577602,79.98,2025-12-02T15:24:02.960793
A035,4,T4,recognition,IRE,-1.0302126,152.47,2025-12-02T15:24:02.960793
A036,1,T1,recognition,IRE,1.0361929,1.0,2025-12-02T15:24:02.960793
A036,2,T2,recognition,IRE,-0.27806544,21.63,2025-12-02T15:24:02.960793
A036,3,T3,recognition,IRE,-0.60023236,71.47,2025-12-02T15:24:02.960793
A036,4,T4,recognition,IRE,-1.1132983,143.85,2025-12-02T15:24:02.960793
A037,1,T1,recognition,IRE,0.93678945,1.0,2025-12-02T15:24:02.960793
A037,2,T2,recognition,IRE,1.5641938,23.7,2025-12-02T15:24:02.960793
A037,3,T3,recognition,IRE,0.19912125,72.08,2025-12-02T15:24:02.960793
A037,4,T4,recognition,IRE,-0.20357801,143.66,2025-12-02T15:24:02.960793
A038,1,T1,recognition,IRE,1.4483027,1.0,2025-12-02T15:24:02.960793
A038,2,T2,recognition,IRE,-0.49120235,71.85,2025-12-02T15:24:02.960793
A038,3,T3,recognition,IRE,1.2652723,72.86,2025-12-02T15:24:02.960793
A038,4,T4,recognition,IRE,-0.041008864,152.89,2025-12-02T15:24:02.960793
A039,1,T1,recognition,IRE,2.6988935,1.0,2025-12-02T15:24:02.960793
A039,2,T2,recognition,IRE,0.9120198,28.65,2025-12-02T15:24:02.960793
A039,3,T3,recognition,IRE,0.82550347,98.84,2025-12-02T15:24:02.960793
A039,4,T4,recognition,IRE,0.63423765,246.24,2025-12-02T15:24:02.960793
A040,1,T1,recognition,IRE,-0.74248385,1.0,2025-12-02T15:24:02.960793
A040,2,T2,recognition,IRE,0.09302302,26.26,2025-12-02T15:24:02.960793
A040,3,T3,recognition,IRE,-1.6655847,71.28,2025-12-02T15:24:02.960793
A040,4,T4,recognition,IRE,-1.5992237,143.53,2025-12-02T15:24:02.960793
A041,1,T1,recognition,IRE,0.81122,1.0,2025-12-02T15:24:02.960793
A041,2,T2,recognition,IRE,-1.162225,31.78,2025-12-02T15:24:02.960793
A041,3,T3,recognition,IRE,0.15353484,75.74,2025-12-02T15:24:02.960793
A041,4,T4,recognition,IRE,0.5963426,141.84,2025-12-02T15:24:02.960793
A042,1,T1,recognition,IRE,-0.7229102,1.0,2025-12-02T15:24:02.960793
A042,2,T2,recognition,IRE,-1.140325,28.93,2025-12-02T15:24:02.960793
A042,3,T3,recognition,IRE,-0.48732755,72.17,2025-12-02T15:24:02.960793
A042,4,T4,recognition,IRE,-1.4546955,146.02,2025-12-02T15:24:02.960793
A043,1,T1,recognition,IRE,1.0126323,1.0,2025-12-02T15:24:02.960793
A043,2,T2,recognition,IRE,0.3983507,25.62,2025-12-02T15:24:02.960793
A043,3,T3,recognition,IRE,0.5010917,64.94,2025-12-02T15:24:02.960793
A043,4,T4,recognition,IRE,-0.5570522,149.33,2025-12-02T15:24:02.960793
A044,1,T1,recognition,IRE,-0.4703743,1.0,2025-12-02T15:24:02.960793
A044,2,T2,recognition,IRE,-0.654232,47.66,2025-12-02T15:24:02.960793
A044,3,T3,recognition,IRE,-1.5527358,91.63,2025-12-02T15:24:02.960793
A044,4,T4,recognition,IRE,-1.2528853,155.27,2025-12-02T15:24:02.960793
A045,1,T1,recognition,IRE,-0.6049191,1.0,2025-12-02T15:24:02.960793
A045,2,T2,recognition,IRE,-0.8930858,24.66,2025-12-02T15:24:02.960793
A045,3,T3,recognition,IRE,-0.5937915,72.23,2025-12-02T15:24:02.960793
A045,4,T4,recognition,IRE,-1.290313,151.52,2025-12-02T15:24:02.960793
A046,1,T1,recognition,IRE,-0.5982873,1.0,2025-12-02T15:24:02.960793
A046,2,T2,recognition,IRE,-1.413458,24.32,2025-12-02T15:24:02.960793
A046,3,T3,recognition,IRE,-2.0996013,73.05,2025-12-02T15:24:02.960793
A046,4,T4,recognition,IRE,-1.4497496,147.94,2025-12-02T15:24:02.960793
A047,1,T1,recognition,IRE,-0.30463582,1.0,2025-12-02T15:24:02.960793
A047,2,T2,recognition,IRE,-0.47663674,23.46,2025-12-02T15:24:02.960793
A047,3,T3,recognition,IRE,-1.5128936,76.85,2025-12-02T15:24:02.960793
A047,4,T4,recognition,IRE,-1.0254031,144.22,2025-12-02T15:24:02.960793
A048,1,T1,recognition,IRE,1.2373691,1.0,2025-12-02T15:24:02.960793
A048,2,T2,recognition,IRE,-0.08034208,23.91,2025-12-02T15:24:02.960793
A048,3,T3,recognition,IRE,-0.14090295,81.15,2025-12-02T15:24:02.960793
A048,4,T4,recognition,IRE,0.27244678,146.3,2025-12-02T15:24:02.960793
