Segment,paradigm,Days_within,test,prob_observed,prob_predicted,CI_lower,CI_upper,slope,data_type
Early,IFR,0.0416666666666666,,,0.6348999125411592,,,-0.3680007147073622,prediction
Early,IFR,0.09190789473684205,,,0.6306035763839011,,,-0.3680007147073622,prediction
Early,IFR,0.14214912280701747,,,0.6262864418332623,,,-0.3680007147073622,prediction
Early,IFR,0.19239035087719292,,,0.6219491006461114,,,-0.3680007147073622,prediction
Early,IFR,0.24263157894736836,,,0.6175921570701208,,,-0.3680007147073622,prediction
Early,IFR,0.2928728070175438,,,0.6132162275567893,,,-0.3680007147073622,prediction
Early,IFR,0.3431140350877192,,,0.608821940458906,,,-0.3680007147073622,prediction
Early,IFR,0.3933552631578947,,,0.6044099357126944,,,-0.3680007147073622,prediction
Early,IFR,0.4435964912280701,,,0.5999808645049015,,,-0.3680007147073622,prediction
Early,IFR,0.4938377192982456,,,0.5955353889251342,,,-0.3680007147073622,prediction
Early,IFR,0.544078947368421,,,0.5910741816037759,,,-0.3680007147073622,prediction
Early,IFR,0.5943201754385965,,,0.5865979253358462,,,-0.3680007147073622,prediction
Early,IFR,0.6445614035087719,,,0.5821073126912011,,,-0.3680007147073622,prediction
Early,IFR,0.6948026315789474,,,0.5776030456114988,,,-0.3680007147073622,prediction
Early,IFR,0.7450438596491228,,,0.5730858349943898,,,-0.3680007147073622,prediction
Early,IFR,0.7952850877192983,,,0.5685564002654142,,,-0.3680007147073622,prediction
Early,IFR,0.8455263157894737,,,0.5640154689381243,,,-0.3680007147073622,prediction
Early,IFR,0.8957675438596491,,,0.5594637761629708,,,-0.3680007147073622,prediction
Early,IFR,0.9460087719298246,,,0.5549020642655247,,,-0.3680007147073622,prediction
Early,IFR,0.99625,,,0.5503310822746247,,,-0.3680007147073622,prediction
Early,ICR,0.0416666666666666,,,0.6534206617155878,,,-0.4197880065271531,prediction
Early,ICR,0.09190789473684205,,,0.648629098765103,,,-0.4197880065271531,prediction
Early,ICR,0.14214912280701747,,,0.643807402377059,,,-0.4197880065271531,prediction
Early,ICR,0.19239035087719292,,,0.6389563697498452,,,-0.4197880065271531,prediction
Early,ICR,0.24263157894736836,,,0.6340768209374437,,,-0.4197880065271531,prediction
Early,ICR,0.2928728070175438,,,0.6291695984192157,,,-0.4197880065271531,prediction
Early,ICR,0.3431140350877192,,,0.6242355666340634,,,-0.4197880065271531,prediction
Early,ICR,0.3933552631578947,,,0.6192756114792464,,,-0.4197880065271531,prediction
Early,ICR,0.4435964912280701,,,0.6142906397742192,,,-0.4197880065271531,prediction
Early,ICR,0.4938377192982456,,,0.609281578689952,,,-0.4197880065271531,prediction
Early,ICR,0.544078947368421,,,0.604249375144288,,,-0.4197880065271531,prediction
Early,ICR,0.5943201754385965,,,0.5991949951639864,,,-0.4197880065271531,prediction
Early,ICR,0.6445614035087719,,,0.5941194232141924,,,-0.4197880065271531,prediction
Early,ICR,0.6948026315789474,,,0.5890236614961655,,,-0.4197880065271531,prediction
Early,ICR,0.7450438596491228,,,0.583908729214193,,,-0.4197880065271531,prediction
Early,ICR,0.7952850877192983,,,0.578775661812701,,,-0.4197880065271531,prediction
Early,ICR,0.8455263157894737,,,0.5736255101846651,,,-0.4197880065271531,prediction
Early,ICR,0.8957675438596491,,,0.5684593398525061,,,-0.4197880065271531,prediction
Early,ICR,0.9460087719298246,,,0.563278230122743,,,-0.4197880065271531,prediction
Early,ICR,0.99625,,,0.558083273215751,,,-0.4197880065271531,prediction
Early,IRE,0.0416666666666666,,,0.6510802114583495,,,-0.3250408402068916,prediction
Early,IRE,0.09190789473684205,,,0.647361252219138,,,-0.3250408402068916,prediction
Early,IRE,0.14214912280701747,,,0.6436243510316727,,,-0.3250408402068916,prediction
Early,IRE,0.19239035087719292,,,0.6398698795915692,,,-0.3250408402068916,prediction
Early,IRE,0.24263157894736836,,,0.6360982178049972,,,-0.3250408402068916,prediction
Early,IRE,0.2928728070175438,,,0.6323097536696866,,,-0.3250408402068916,prediction
Early,IRE,0.3431140350877192,,,0.6285048831482459,,,-0.3250408402068916,prediction
Early,IRE,0.3933552631578947,,,0.6246840100338342,,,-0.3250408402068916,prediction
Early,IRE,0.4435964912280701,,,0.6208475458082399,,,-0.3250408402068916,prediction
Early,IRE,0.4938377192982456,,,0.6169959094924337,,,-0.3250408402068916,prediction
Early,IRE,0.544078947368421,,,0.6131295274896682,,,-0.3250408402068916,prediction
Early,IRE,0.5943201754385965,,,0.6092488334212199,,,-0.3250408402068916,prediction
Early,IRE,0.6445614035087719,,,0.6053542679548687,,,-0.3250408402068916,prediction
Early,IRE,0.6948026315789474,,,0.6014462786262331,,,-0.3250408402068916,prediction
Early,IRE,0.7450438596491228,,,0.597525319653085,,,-0.3250408402068916,prediction
Early,IRE,0.7952850877192983,,,0.5935918517427803,,,-0.3250408402068916,prediction
Early,IRE,0.8455263157894737,,,0.5896463418929564,,,-0.3250408402068916,prediction
