parameter,estimate,std_error,z_value,p_uncorrected,p_bonferroni
Intercept,0.8230604506179092,0.09404529010572382,8.751745565276488,2.100776225026938e-18,8.403104900107752e-18
Sleep_Hours_WP,-0.008661732949102921,0.009241660966896536,-0.9372485076144964,0.34863074326463683,1.0
Sleep_Quality_WP,0.040208714304411745,0.024211178061478548,1.6607500139940008,0.09676366406678377,0.3870546562671351
Sleep_Hours_PM,0.013125237437076881,0.012929129210539868,1.0151679377120886,0.3100257812971533,1.0
Sleep_Quality_PM,0.008091309718383486,0.05228276122439247,0.15476056598572482,0.8770100803618417,1.0
TEST,-0.042449017784676246,0.006316551588478318,-6.720283558216356,1.8137125918907058e-11,7.254850367562823e-11
Group Var,0.4711553205750474,0.11926890612959613,3.950361715090233,7.803317291715915e-05,0.0003121326916686366
